#@string, string, string, string, string, string, string, ra, dec, string, int, float, float, float, string, string, float, string, string, string, string, string, string, float
dataproduct_type,obs_collection,instrument,filters,wavelength_region,target_name,obs_id,s_ra,s_dec,proposal_pi,calib_level,t_min,t_max,t_exptime,target_classification,obs_title,t_obs_release,proposal_id,objID,s_region,jpegURL,obsid,project,distance
image,HST,ACS/WFC,F814W,OPTICAL,NGC416,J96121020,16.97505259,-72.35132613,GALLAGHER,3,53802.54104,53802.61759,1896,EXT-CLUSTER,,54168.02286,10396,2001920514,POLYGON 17.10357316 -72.35726368 16.99669154 -72.30972939 16.83643287 -72.33913672 16.9443917 -72.38481828 17.10357316 -72.35726368 17.10357316 -72.35726368,http://archive.stsci.edu/hst/previews/J961/J96121020_256.jpg,2000970774,DADS,1894.755929
image,HST,ACS/WFC,F555W,OPTICAL,NGC416,J96121030,16.97505259,-72.35132613,GALLAGHER,3,53802.63231,53802.66417,40,EXT-CLUSTER,,54168.03708,10396,2001915972,POLYGON 17.10357316 -72.35726368 16.99669154 -72.30972939 16.83643287 -72.33913672 16.9443917 -72.38481828 17.10357316 -72.35726368 17.10357316 -72.35726368,http://archive.stsci.edu/hst/previews/J961/J96121030_256.jpg,2000966229,DADS,1894.755929
image,HST,ACS/WFC,F555W,OPTICAL,NGC416,J96121040,16.97505259,-72.35132613,GALLAGHER,3,53802.66603,53802.69456,1984,EXT-CLUSTER,,54168.1149,10396,2001920515,POLYGON 17.10357316 -72.35726368 16.99669154 -72.30972939 16.83643287 -72.33913672 16.9443917 -72.38481828 17.10357316 -72.35726368 17.10357316 -72.35726368,http://archive.stsci.edu/hst/previews/J961/J96121040_256.jpg,2000970775,DADS,1894.755929
image,HST,ACS/WFC,f814w,OPTICAL,KRON34,HST_9891_20_ACS_WFC_F814W,13.93123377,-72.8403142,Gilmore,3,52863.95166,52863.95317,130,,,53047.58942,9891,2002396118,POLYGON J2000 13.98479250 -72.81714140 13.90407400 -72.80312960 13.79338480 -72.84867110 13.87422360 -72.86272690 13.98479250 -72.81714140 POLYGON J2000 13.87669000 -72.86363410 13.96008000 -72.87832740 14.06972310 -72.83171930 13.98646160 -72.81707090 13.87669000 -72.86363410,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=HST_9891_20_ACS_WFC_F814W&size=ALL&format=jpeg&output_size=256,2001183566,HLA,2078.475418
image,HST,ACS/WFC,f555w,OPTICAL,KRON34,HST_9891_20_ACS_WFC_F555W,13.93109723,-72.84032233,Gilmore,3,52863.94365,52863.94557,165,,,53047.58767,9891,2002396117,POLYGON J2000 13.79324320 -72.84867970 13.87408470 -72.86273660 13.98465610 -72.81714800 13.90393480 -72.80313510 13.79324320 -72.84867970 POLYGON J2000 13.95994610 -72.87833800 14.06959290 -72.83172720 13.98632730 -72.81707770 13.87655200 -72.86364350 13.95994610 -72.87833800,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=HST_9891_20_ACS_WFC_F555W&size=ALL&format=jpeg&output_size=256,2001183565,HLA,2078.613274
image,HST,ACS/WFC,f555w,OPTICAL,LINDSAY91,HST_9891_31_ACS_WFC_F555W,18.25996878,-73.12907627,Gilmore,3,52875.8763,52875.88134,435,,,53059.22025,9891,2002396335,POLYGON J2000 18.20277600 -73.15204090 18.28642880 -73.16726840 18.40137810 -73.12137330 18.31784550 -73.10619240 18.20277600 -73.15204090 POLYGON J2000 18.31614120 -73.10625190 18.23515010 -73.09172330 18.11923290 -73.13654420 18.20033610 -73.15111840 18.31614120 -73.10625190,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=HST_9891_31_ACS_WFC_F555W&size=ALL&format=jpeg&output_size=256,2001183783,HLA,2462.303072
image,HST,ACS/WFC,f814w,OPTICAL,LINDSAY91,HST_9891_31_ACS_WFC_F814W,18.26010782,-73.12906892,Gilmore,3,52875.88738,52875.89075,290,,,53059.22306,9891,2002396334,POLYGON J2000 18.40151200 -73.12136600 18.31798260 -73.10618620 18.20291620 -73.15203250 18.28656570 -73.16725900 18.40151200 -73.12136600 POLYGON J2000 18.11937590 -73.13653650 18.20047720 -73.15110970 18.31628030 -73.10624590 18.23529110 -73.09171830 18.11937590 -73.13653650,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=HST_9891_31_ACS_WFC_F814W&size=ALL&format=jpeg&output_size=256,2001183782,HLA,2462.426343
image,HST,ACS/WFC,F814W,OPTICAL,NGC346,J92F02010,14.76951281,-72.18935382,NOTA,3,53204.03571,53204.08034,1804,STELLAR CLUSTER,,53569.03573,10248,2001915881,POLYGON 14.82795013 -72.16274374 14.73597639 -72.1613853 14.71117006 -72.21717588 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374,http://archive.stsci.edu/hst/previews/J92F/J92F02010_256.jpg,2000966138,DADS,2574.892566
image,HST,ACS/WFC,F555W,OPTICAL,NGC346,J92F02020,14.76951281,-72.18935382,NOTA,3,53204.09978,53204.1352,1938,STELLAR CLUSTER,,53569.09981,10248,2001915882,POLYGON 14.82795013 -72.16274374 14.73597639 -72.1613853 14.71117006 -72.21717588 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374,http://archive.stsci.edu/hst/previews/J92F/J92F02020_256.jpg,2000966139,DADS,2574.892566
image,HST,ACS/WFC,f555w,OPTICAL,NGC346,HST_10248_02_ACS_WFC_F555W,14.72362438,-72.18861875,Nota,3,53204.09979,53204.13521,1938,,,53569.09981,10248,2002567704,POLYGON J2000 14.70992180 -72.21625410 14.70994290 -72.21620904 14.71113420 -72.21622807 14.71091480 -72.21674610 14.71459501 -72.21681342 14.80447170 -72.21843610 14.80449184 -72.21838797 14.80573360 -72.21841010 14.80574214 -72.21838968 14.80696160 -72.21841140 14.80698164 -72.21836348 14.80820140 -72.21838520 14.83165970 -72.16211770 14.73838610 -72.16044070 14.73836588 -72.16048875 14.73715020 -72.16046660 14.73714155 -72.16048715 14.73592620 -72.16046500 14.73590605 -72.16051288 14.73466790 -72.16049030 14.73458332 -72.16069123 14.64687280 -72.15927730 14.64685157 -72.15932245 14.64563700 -72.15930260 14.64562864 -72.15932037 14.64441340 -72.15930050 14.64439231 -72.15934535 14.64315460 -72.15932510 14.61697370 -72.21481060 14.70743190 -72.21627760 14.70745304 -72.21623246 14.70869420 -72.21625230 14.70870248 -72.21623462 14.70992180 -72.21625410,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=HST_10248_02_ACS_WFC_F555W&size=ALL&format=jpeg&output_size=256,2001355152,HLA,2575.905367
