i,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,group,galaxy,targname
712,ACS,WFC,9891,NGC2108,85.986417,-69.181681,F555W,CLEAR2L,Gilmore,250,2003-08-16,clusters/ACS/9891_NGC2108/j8ne75idq_flt.fits,18.0,lmc,NGC2108
713,ACS,WFC,9891,NGC2108,85.986417,-69.181681,CLEAR1L,F814W,Gilmore,170,2003-08-16,clusters/ACS/9891_NGC2108/j8ne75j2q_flt.fits,18.0,lmc,NGC2108
113,ACS,WFC,13009,ANY,84.540607,-69.35361,F606W,CLEAR2L,De Marchi,300,2013-09-29,lmc_fields/ACS/13009_ANY/jbyy51t1q_flt.fits,19.0,lmc,GKK-O167
114,ACS,WFC,13009,ANY,84.540717,-69.353568,CLEAR1L,F814W,De Marchi,347,2013-09-29,lmc_fields/ACS/13009_ANY/jbyy51tbq_flt.fits,19.0,lmc,GKK-O167
115,ACS,WFC,13011,ANY,77.296735,-69.211403,F555W,CLEAR2L,Puzia,280,2013-11-12,lmc_fields/ACS/13011_ANY/jc1y01kiq_flt.fits,20.0,lmc,NGC1856-FIELD
116,ACS,WFC,13011,ANY,77.296331,-69.21206,F555W,CLEAR2L,Puzia,742,2013-11-12,lmc_fields/ACS/13011_ANY/jc1y01klq_flt.fits,20.0,lmc,NGC1856-FIELD
117,ACS,WFC,13011,ANY,77.296331,-69.21206,CLEAR1L,F814W,Puzia,350,2013-11-12,lmc_fields/ACS/13011_ANY/jc1y01kpq_flt.fits,20.0,lmc,NGC1856-FIELD
118,ACS,WFC,13011,ANY,77.296735,-69.211403,CLEAR1L,F814W,Puzia,339,2013-11-12,lmc_fields/ACS/13011_ANY/jc1y01kxq_flt.fits,20.0,lmc,NGC1856-FIELD
119,ACS,WFC,9419,N11-FIELD,74.664958,-66.582506,CLEAR1L,F814W,Maiz Apellaniz,2,2003-06-18,lmc_fields/ACS/9419_N11-FIELD/j8dj07osq_flt.fits,21.0,lmc,LMC-FIELD-NE
120,ACS,WFC,9419,N11-FIELD,74.664958,-66.582506,CLEAR1L,F814W,Maiz Apellaniz,465,2003-06-18,lmc_fields/ACS/9419_N11-FIELD/j8dj07ouq_flt.fits,21.0,lmc,LMC-FIELD-NE
121,ACS,WFC,9419,N11-FIELD,74.664958,-66.582506,CLEAR1L,F435W,Maiz Apellaniz,1,2003-06-18,lmc_fields/ACS/9419_N11-FIELD/j8dj07pdq_flt.fits,21.0,lmc,LMC-FIELD-NE
122,ACS,WFC,9419,N11-FIELD,74.664958,-66.582506,CLEAR1L,F435W,Maiz Apellaniz,465,2003-06-18,lmc_fields/ACS/9419_N11-FIELD/j8dj07pfq_flt.fits,21.0,lmc,LMC-FIELD-NE
133,WFC3,UVIS,12940,LH-117EAST,87.34926,-70.078664,...,...,Massey,1,2012-12-14,lmc_fields/WFC3/12940_LH-117EAST/iby720g1q_flt.fits,23.0,lmc,LH117
134,WFC3,UVIS,12940,LH-117EAST,87.34926,-70.078664,...,...,Massey,1,2012-12-14,lmc_fields/WFC3/12940_LH-117EAST/iby720g2q_flt.fits,23.0,lmc,LH117
1035,WFC3,UVIS,12940,LH-117EAST,87.34926,-70.078664,...,...,Massey,1,2012-12-14,stage/iby720g1q_flt.fits,23.0,lmc,LH117
1036,WFC3,UVIS,12940,LH-117EAST,87.34926,-70.078664,...,...,Massey,1,2012-12-14,stage/iby720g2q_flt.fits,23.0,lmc,LH117
135,WFC3,UVIS,12940,LH-117NORTH,87.254244,-70.052031,...,...,Massey,1,2012-10-04,lmc_fields/WFC3/12940_LH-117NORTH/iby718z5q_flt.fits,24.0,lmc,LH117
136,WFC3,UVIS,12940,LH-117NORTH,87.254244,-70.052031,...,...,Massey,1,2012-10-04,lmc_fields/WFC3/12940_LH-117NORTH/iby718z6q_flt.fits,24.0,lmc,LH117
137,WFC3,UVIS,12940,LH-117SOUTH,87.175767,-70.084678,...,...,Massey,1,2012-11-24,lmc_fields/WFC3/12940_LH-117SOUTH/iby719ioq_flt.fits,24.0,lmc,LH117
138,WFC3,UVIS,12940,LH-117SOUTH,87.175767,-70.084678,...,...,Massey,1,2012-11-24,lmc_fields/WFC3/12940_LH-117SOUTH/iby719ipq_flt.fits,24.0,lmc,LH117
1031,WFC3,UVIS,12940,LH-117NORTH,87.254244,-70.052031,...,...,Massey,1,2012-10-04,stage/iby718z5q_flt.fits,24.0,lmc,LH117
1032,WFC3,UVIS,12940,LH-117NORTH,87.254244,-70.052031,...,...,Massey,1,2012-10-04,stage/iby718z6q_flt.fits,24.0,lmc,LH117
1033,WFC3,UVIS,12940,LH-117SOUTH,87.175767,-70.084678,...,...,Massey,1,2012-11-24,stage/iby719ioq_flt.fits,24.0,lmc,LH117
1034,WFC3,UVIS,12940,LH-117SOUTH,87.175767,-70.084678,...,...,Massey,1,2012-11-24,stage/iby719ipq_flt.fits,24.0,lmc,LH117
123,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,2,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503stq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
124,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503suq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
125,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503syq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
126,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1030,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503t5q_flt.fits,25.0,lmc,LMC-FIELD-NW-1
127,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1215,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503t9q_flt.fits,25.0,lmc,LMC-FIELD-NW-1
128,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1030,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503tfq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
129,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1030,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503tnq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
130,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1180,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503tsq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
131,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1230,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503tyq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
132,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,730,2012-01-25,lmc_fields/WFC3/12581_ANY/ibp503u6q_flt.fits,25.0,lmc,LMC-FIELD-NW-1
139,WFC3,UVIS,13009,HIGH-30DOR-OFF,85.757917,-69.039389,...,...,De Marchi,45,2013-09-23,lmc_fields/WFC3/13009_HIGH-30DOR-OFF/ibyy31mgq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
140,WFC3,UVIS,13009,HIGH-30DOR-OFF,85.757917,-69.039389,...,...,De Marchi,352,2013-09-23,lmc_fields/WFC3/13009_HIGH-30DOR-OFF/ibyy31mhq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
141,WFC3,UVIS,13009,HIGH-30DOR-OFF,85.757917,-69.039389,...,...,De Marchi,600,2013-09-23,lmc_fields/WFC3/13009_HIGH-30DOR-OFF/ibyy31mmq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
142,WFC3,UVIS,13009,HIGH-30DOR-OFF,85.757917,-69.039389,...,...,De Marchi,700,2013-09-23,lmc_fields/WFC3/13009_HIGH-30DOR-OFF/ibyy31moq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
143,WFC3,UVIS,13009,HIGH-30DOR-OFF,85.757917,-69.039389,...,...,De Marchi,882,2013-09-23,lmc_fields/WFC3/13009_HIGH-30DOR-OFF/ibyy31msq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
1009,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,2,2012-01-25,stage/ibp503stq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
1010,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1,2012-01-25,stage/ibp503suq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
1011,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1030,2012-01-25,stage/ibp503t5q_flt.fits,25.0,lmc,LMC-FIELD-NW-1
1012,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1030,2012-01-25,stage/ibp503tnq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
1013,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1180,2012-01-25,stage/ibp503tsq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
1014,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,1230,2012-01-25,stage/ibp503tyq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
1015,WFC3,UVIS,12581,ANY,85.757886,-69.039386,...,...,Roman-Duval,730,2012-01-25,stage/ibp503u6q_flt.fits,25.0,lmc,LMC-FIELD-NW-1
1043,WFC3,UVIS,13009,HIGH-30DOR-OFF,85.757917,-69.039389,...,...,De Marchi,45,2013-09-23,stage/ibyy31mgq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
1044,WFC3,UVIS,13009,HIGH-30DOR-OFF,85.757917,-69.039389,...,...,De Marchi,352,2013-09-23,stage/ibyy31mhq_flt.fits,25.0,lmc,LMC-FIELD-NW-1
144,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,20,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05moq_flt.fits,26.0,lmc,LMC-FIELD-W
145,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mpq_flt.fits,26.0,lmc,LMC-FIELD-W
146,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mrq_flt.fits,26.0,lmc,LMC-FIELD-W
147,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mtq_flt.fits,26.0,lmc,LMC-FIELD-W
148,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mvq_flt.fits,26.0,lmc,LMC-FIELD-W
149,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mxq_flt.fits,26.0,lmc,LMC-FIELD-W
150,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,470,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05mzq_flt.fits,26.0,lmc,LMC-FIELD-W
151,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,20,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05n1q_flt.fits,26.0,lmc,LMC-FIELD-W
152,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,450,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05n3q_flt.fits,26.0,lmc,LMC-FIELD-W
153,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,411,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05n4q_flt.fits,26.0,lmc,LMC-FIELD-W
154,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,450,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05n6q_flt.fits,26.0,lmc,LMC-FIELD-W
155,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05n8q_flt.fits,26.0,lmc,LMC-FIELD-W
156,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,450,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05naq_flt.fits,26.0,lmc,LMC-FIELD-W
157,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,350,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05ncq_flt.fits,26.0,lmc,LMC-FIELD-W
158,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,20,2013-09-20,lmc_fields/WFC3/13282_SNR0548-70.4/icco05neq_flt.fits,26.0,lmc,LMC-FIELD-W
1210,WFC3,UVIS,13282,SNR0548-70.4,86.952083,-70.414811,...,...,Chu,20,2013-09-20,stage/icco05moq_flt.fits,26.0,lmc,LMC-FIELD-W
538,ACS,WFC,10595,ESO056-SC023-COPY,73.55,-69.806667,CLEAR1L,F435W,Goudfrooij,90,2006-10-17,clusters/ACS/10595_ESO056-SC023-COPY/j9es51huq_flt.fits,64.0,lmc,NGC1751
539,ACS,WFC,10595,ESO056-SC023-COPY,73.55,-69.806667,CLEAR1L,F435W,Goudfrooij,340,2006-10-17,clusters/ACS/10595_ESO056-SC023-COPY/j9es51hvq_flt.fits,64.0,lmc,NGC1751
540,ACS,WFC,10595,ESO056-SC023-COPY,73.55,-69.806667,CLEAR1L,F435W,Goudfrooij,340,2006-10-17,clusters/ACS/10595_ESO056-SC023-COPY/j9es51hxq_flt.fits,64.0,lmc,NGC1751
541,ACS,WFC,10595,ESO056-SC023-COPY,73.55,-69.806667,F555W,CLEAR2L,Goudfrooij,40,2006-10-18,clusters/ACS/10595_ESO056-SC023-COPY/j9es51i0q_flt.fits,64.0,lmc,NGC1751
542,ACS,WFC,10595,ESO056-SC023-COPY,73.55,-69.806667,F555W,CLEAR2L,Goudfrooij,340,2006-10-18,clusters/ACS/10595_ESO056-SC023-COPY/j9es51i1q_flt.fits,64.0,lmc,NGC1751
543,ACS,WFC,10595,ESO056-SC023-COPY,73.55,-69.806667,F555W,CLEAR2L,Goudfrooij,340,2006-10-18,clusters/ACS/10595_ESO056-SC023-COPY/j9es51i3q_flt.fits,64.0,lmc,NGC1751
544,ACS,WFC,10595,ESO056-SC023-COPY,73.55,-69.806667,CLEAR1L,F814W,Goudfrooij,8,2006-10-18,clusters/ACS/10595_ESO056-SC023-COPY/j9es51i6q_flt.fits,64.0,lmc,NGC1751
545,ACS,WFC,10595,ESO056-SC023-COPY,73.55,-69.806667,CLEAR1L,F814W,Goudfrooij,340,2006-10-18,clusters/ACS/10595_ESO056-SC023-COPY/j9es51i7q_flt.fits,64.0,lmc,NGC1751
546,ACS,WFC,10595,ESO056-SC023,73.55,-69.806667,CLEAR1L,F435W,Goudfrooij,90,2006-03-04,clusters/ACS/10595_ESO056-SC023/j9es01rvq_flt.fits,64.0,lmc,NGC1751
547,ACS,WFC,10595,ESO056-SC023,73.55,-69.806667,CLEAR1L,F435W,Goudfrooij,0,2006-03-04,clusters/ACS/10595_ESO056-SC023/j9es01rwq_flt.fits,64.0,lmc,NGC1751
548,ACS,WFC,10595,ESO056-SC023,73.55,-69.806667,CLEAR1L,F435W,Goudfrooij,0,2006-03-04,clusters/ACS/10595_ESO056-SC023/j9es01ryq_flt.fits,64.0,lmc,NGC1751
549,ACS,WFC,10595,ESO056-SC023,73.55,-69.806667,F555W,CLEAR2L,Goudfrooij,40,2006-03-04,clusters/ACS/10595_ESO056-SC023/j9es01s1q_flt.fits,64.0,lmc,NGC1751
550,ACS,WFC,10595,ESO056-SC023,73.55,-69.806667,F555W,CLEAR2L,Goudfrooij,0,2006-03-04,clusters/ACS/10595_ESO056-SC023/j9es01s2q_flt.fits,64.0,lmc,NGC1751
551,ACS,WFC,10595,ESO056-SC023,73.55,-69.806667,F555W,CLEAR2L,Goudfrooij,0,2006-03-04,clusters/ACS/10595_ESO056-SC023/j9es01s4q_flt.fits,64.0,lmc,NGC1751
552,ACS,WFC,10595,ESO056-SC023,73.55,-69.806667,CLEAR1L,F814W,Goudfrooij,8,2006-03-04,clusters/ACS/10595_ESO056-SC023/j9es01s7q_flt.fits,64.0,lmc,NGC1751
553,ACS,WFC,10595,ESO056-SC023,73.55,-69.806667,CLEAR1L,F814W,Goudfrooij,0,2006-03-04,clusters/ACS/10595_ESO056-SC023/j9es01s8q_flt.fits,64.0,lmc,NGC1751
554,ACS,WFC,10595,ESO056-SC023,73.55,-69.806667,CLEAR1L,F814W,Goudfrooij,0,2006-03-04,clusters/ACS/10595_ESO056-SC023/j9es01saq_flt.fits,64.0,lmc,NGC1751
662,ACS,WFC,9891,NGC1751,73.552292,-69.807422,F555W,CLEAR2L,Gilmore,300,2003-10-07,clusters/ACS/9891_NGC1751/j8ne47qcq_flt.fits,64.0,lmc,NGC1751
663,ACS,WFC,9891,NGC1751,73.552292,-69.807422,CLEAR1L,F814W,Gilmore,200,2003-10-07,clusters/ACS/9891_NGC1751/j8ne47qfq_flt.fits,64.0,lmc,NGC1751
784,WFC3,UVIS,12257,NGC-1751,73.575625,-69.812778,...,...,Girardi,1200,2011-10-13,clusters/WFC3/12257_NGC-1751/ibhy52vgq_flt.fits,64.0,lmc,NGC1751
785,WFC3,UVIS,12257,NGC-1751,73.575625,-69.812778,...,...,Girardi,1190,2011-10-13,clusters/WFC3/12257_NGC-1751/ibhy52vmq_flt.fits,64.0,lmc,NGC1751
786,WFC3,UVIS,12257,NGC-1751,73.575625,-69.812778,...,...,Girardi,1190,2011-10-13,clusters/WFC3/12257_NGC-1751/ibhy52vsq_flt.fits,64.0,lmc,NGC1751
980,WFC3,UVIS,12257,NGC-1751,73.575625,-69.812778,...,...,Girardi,1200,2011-10-13,stage/ibhy52vgq_flt.fits,64.0,lmc,NGC1751
981,WFC3,UVIS,12257,NGC-1751,73.575625,-69.812778,...,...,Girardi,1190,2011-10-13,stage/ibhy52vmq_flt.fits,64.0,lmc,NGC1751
982,WFC3,UVIS,12257,NGC-1751,73.575625,-69.812778,...,...,Girardi,1190,2011-10-13,stage/ibhy52vsq_flt.fits,64.0,lmc,NGC1751
582,ACS,WFC,10595,ESO057-SC075,93.3625,-70.695278,CLEAR1L,F435W,Goudfrooij,55,2005-11-17,clusters/ACS/10595_ESO057-SC075/j9es08wdq_flt.fits,65.0,lmc,ESO57-75
583,ACS,WFC,10595,ESO057-SC075,93.3625,-70.695278,CLEAR1L,F435W,Goudfrooij,340,2005-11-17,clusters/ACS/10595_ESO057-SC075/j9es08weq_flt.fits,65.0,lmc,ESO57-75
584,ACS,WFC,10595,ESO057-SC075,93.3625,-70.695278,CLEAR1L,F435W,Goudfrooij,340,2005-11-17,clusters/ACS/10595_ESO057-SC075/j9es08wgq_flt.fits,65.0,lmc,ESO57-75
585,ACS,WFC,10595,ESO057-SC075,93.3625,-70.695278,F555W,CLEAR2L,Goudfrooij,25,2005-11-17,clusters/ACS/10595_ESO057-SC075/j9es08wjq_flt.fits,65.0,lmc,ESO57-75
586,ACS,WFC,10595,ESO057-SC075,93.3625,-70.695278,F555W,CLEAR2L,Goudfrooij,340,2005-11-17,clusters/ACS/10595_ESO057-SC075/j9es08wkq_flt.fits,65.0,lmc,ESO57-75
587,ACS,WFC,10595,ESO057-SC075,93.3625,-70.695278,F555W,CLEAR2L,Goudfrooij,340,2005-11-17,clusters/ACS/10595_ESO057-SC075/j9es08wmq_flt.fits,65.0,lmc,ESO57-75
588,ACS,WFC,10595,ESO057-SC075,93.3625,-70.695278,CLEAR1L,F814W,Goudfrooij,15,2005-11-17,clusters/ACS/10595_ESO057-SC075/j9es08wpq_flt.fits,65.0,lmc,ESO57-75
589,ACS,WFC,10595,ESO057-SC075,93.3625,-70.695278,CLEAR1L,F814W,Goudfrooij,340,2005-11-17,clusters/ACS/10595_ESO057-SC075/j9es08wqq_flt.fits,65.0,lmc,ESO57-75
590,ACS,WFC,10595,ESO057-SC075,93.3625,-70.695278,CLEAR1L,F814W,Goudfrooij,340,2005-11-17,clusters/ACS/10595_ESO057-SC075/j9es08wsq_flt.fits,65.0,lmc,ESO57-75
40,ACS,WFC,12257,ANY,79.18882,-69.648342,F475W,CLEAR2L,Girardi,500,2012-01-21,lmc_fields/ACS/12257_ANY/jbhy24e6q_flt.fits,66.0,lmc,NGC1898-FIELD
41,ACS,WFC,12257,ANY,79.191049,-69.647847,F475W,CLEAR2L,Girardi,500,2012-01-21,lmc_fields/ACS/12257_ANY/jbhy24e9q_flt.fits,66.0,lmc,NGC1898-FIELD
42,ACS,WFC,12257,ANY,79.191087,-69.647802,CLEAR1L,F814W,Girardi,500,2012-01-21,lmc_fields/ACS/12257_ANY/jbhy24edq_flt.fits,66.0,lmc,NGC1898-FIELD
43,ACS,WFC,12257,ANY,79.188983,-69.648282,CLEAR1L,F814W,Girardi,500,2012-01-21,lmc_fields/ACS/12257_ANY/jbhy24ehq_flt.fits,66.0,lmc,NGC1898-FIELD
622,ACS,WFC,13435,NGC-1898,79.171833,-69.656778,CLEAR1L,F814W,Monelli,100,2014-01-10,clusters/ACS/13435_NGC-1898/jcb005gzq_flt.fits,66.0,lmc,NGC1898
623,ACS,WFC,13435,NGC-1898,79.171833,-69.656778,CLEAR1L,F814W,Monelli,500,2014-01-10,clusters/ACS/13435_NGC-1898/jcb005h1q_flt.fits,66.0,lmc,NGC1898
624,ACS,WFC,13435,NGC-1898,79.171833,-69.656778,F475W,CLEAR2L,Monelli,500,2014-01-10,clusters/ACS/13435_NGC-1898/jcb005h7q_flt.fits,66.0,lmc,NGC1898
625,ACS,WFC,13435,NGC-1898,79.171833,-69.656778,F475W,CLEAR2L,Monelli,90,2014-01-10,clusters/ACS/13435_NGC-1898/jcb005hbq_flt.fits,66.0,lmc,NGC1898
877,WFC3,UVIS,13435,NGC-1898,79.171833,-69.656778,...,...,Monelli,200,2014-01-10,clusters/WFC3/13435_NGC-1898/icb005gyq_flt.fits,66.0,lmc,NGC1898
878,WFC3,UVIS,13435,NGC-1898,79.171833,-69.656778,...,...,Monelli,1035,2014-01-10,clusters/WFC3/13435_NGC-1898/icb005h0q_flt.fits,66.0,lmc,NGC1898
879,WFC3,UVIS,13435,NGC-1898,79.171833,-69.656778,...,...,Monelli,100,2014-01-10,clusters/WFC3/13435_NGC-1898/icb005h5q_flt.fits,66.0,lmc,NGC1898
880,WFC3,UVIS,13435,NGC-1898,79.171833,-69.656778,...,...,Monelli,1035,2014-01-10,clusters/WFC3/13435_NGC-1898/icb005h6q_flt.fits,66.0,lmc,NGC1898
881,WFC3,UVIS,13435,NGC-1898,79.171833,-69.656778,...,...,Monelli,200,2014-01-10,clusters/WFC3/13435_NGC-1898/icb005haq_flt.fits,66.0,lmc,NGC1898
1153,WFC3,UVIS,13435,NGC-1898,79.171833,-69.656778,...,...,Monelli,200,2014-01-10,stage/icb005gyq_flt.fits,66.0,lmc,NGC1898
1154,WFC3,UVIS,13435,NGC-1898,79.171833,-69.656778,...,...,Monelli,1035,2014-01-10,stage/icb005h0q_flt.fits,66.0,lmc,NGC1898
1155,WFC3,UVIS,13435,NGC-1898,79.171833,-69.656778,...,...,Monelli,100,2014-01-10,stage/icb005h5q_flt.fits,66.0,lmc,NGC1898
1156,WFC3,UVIS,13435,NGC-1898,79.171833,-69.656778,...,...,Monelli,1035,2014-01-10,stage/icb005h6q_flt.fits,66.0,lmc,NGC1898
1157,WFC3,UVIS,13435,NGC-1898,79.171833,-69.656778,...,...,Monelli,200,2014-01-10,stage/icb005haq_flt.fits,66.0,lmc,NGC1898
1371,ACS,WFC,13435,NGC-1898,79.171833,-69.656778,CLEAR1L,F814W,Monelli,100,2014-01-10,stage/jcb005gzq_flt.fits,66.0,lmc,NGC1898
1372,ACS,WFC,13435,NGC-1898,79.171833,-69.656778,CLEAR1L,F814W,Monelli,500,2014-01-10,stage/jcb005h1q_flt.fits,66.0,lmc,NGC1898
626,ACS,WFC,9827,ANY,83.329686,-70.999338,CLEAR1L,F435W,Bianchi,65,2004-07-05,clusters/ACS/9827_ANY_NGC2031/j8qz12ecq_flt.fits,67.0,lmc,NGC2031
627,ACS,WFC,9827,ANY,83.329686,-70.999338,CLEAR1L,F435W,Bianchi,65,2004-07-05,clusters/ACS/9827_ANY_NGC2031/j8qz12egq_flt.fits,67.0,lmc,NGC2031
628,ACS,WFC,9827,ANY,83.329686,-70.999338,CLEAR1L,F814W,Bianchi,40,2004-07-05,clusters/ACS/9827_ANY_NGC2031/j8qz12etq_flt.fits,67.0,lmc,NGC2031
629,ACS,WFC,9827,ANY,83.329686,-70.999338,CLEAR1L,F814W,Bianchi,40,2004-07-05,clusters/ACS/9827_ANY_NGC2031/j8qz12exq_flt.fits,67.0,lmc,NGC2031
630,ACS,WFC,9827,ANY,83.329686,-70.999338,F555W,CLEAR2L,Bianchi,50,2004-07-05,clusters/ACS/9827_ANY_NGC2031/j8qz12f6q_flt.fits,67.0,lmc,NGC2031
631,ACS,WFC,9827,ANY,83.329686,-70.999338,F555W,CLEAR2L,Bianchi,50,2004-07-05,clusters/ACS/9827_ANY_NGC2031/j8qz12fcq_flt.fits,67.0,lmc,NGC2031
632,ACS,WFC,9827,ANY,83.329686,-70.999338,F658N,CLEAR2L,Bianchi,300,2004-07-05,clusters/ACS/9827_ANY_NGC2031/j8qz12ffq_flt.fits,67.0,lmc,NGC2031
633,ACS,WFC,9827,ANY,83.329686,-70.999338,F658N,CLEAR2L,Bianchi,300,2004-07-05,clusters/ACS/9827_ANY_NGC2031/j8qz12fiq_flt.fits,67.0,lmc,NGC2031
600,ACS,WFC,10595,ESO121-SC003,90.509783,-60.521783,CLEAR1L,F435W,Goudfrooij,90,2006-03-03,clusters/ACS/10595_ESO121-SC003/j9es06rbq_flt.fits,68.0,lmc,ESO121-3
601,ACS,WFC,10595,ESO121-SC003,90.509783,-60.521783,CLEAR1L,F435W,Goudfrooij,360,2006-03-03,clusters/ACS/10595_ESO121-SC003/j9es06rcq_flt.fits,68.0,lmc,ESO121-3
602,ACS,WFC,10595,ESO121-SC003,90.509783,-60.521783,CLEAR1L,F435W,Goudfrooij,360,2006-03-03,clusters/ACS/10595_ESO121-SC003/j9es06req_flt.fits,68.0,lmc,ESO121-3
603,ACS,WFC,10595,ESO121-SC003,90.509783,-60.521783,CLEAR1L,F435W,Goudfrooij,360,2006-03-03,clusters/ACS/10595_ESO121-SC003/j9es06rgq_flt.fits,68.0,lmc,ESO121-3
604,ACS,WFC,10595,ESO121-SC003,90.509783,-60.521783,F606W,CLEAR2L,Goudfrooij,10,2006-03-03,clusters/ACS/10595_ESO121-SC003/j9es06rjq_flt.fits,68.0,lmc,ESO121-3
605,ACS,WFC,10595,ESO121-SC003,90.509783,-60.521783,F606W,CLEAR2L,Goudfrooij,350,2006-03-03,clusters/ACS/10595_ESO121-SC003/j9es06rkq_flt.fits,68.0,lmc,ESO121-3
606,ACS,WFC,10595,ESO121-SC003,90.509783,-60.521783,F606W,CLEAR2L,Goudfrooij,350,2006-03-03,clusters/ACS/10595_ESO121-SC003/j9es06rmq_flt.fits,68.0,lmc,ESO121-3
