#@string, string, string, string, ra, dec, string, string, string, string, string, string, string, int, string, string, string, ra, dec, float, float, float, string, string, string, string, float, string, string, string, string, string, string, string, string, float
instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,dataproduct_type,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_max,t_exptime,wavelength_region,filters,target_classification,obs_title,t_obs_release,instrument_,proposal_pi,proposal_id,objID,s_region,jpegURL,obsid,project,distance
WFC3,UVIS,11714,NGC2005,82.542875,-69.75275,...,...,Bond,300,2009-12-05,clusters/WFC3/11714_NGC2005/ib7790zdq_flt.fits,image,3,HST,IB7790020,NGC2005,82.51374905694,-69.73773083849,55170.08678,55170.09421,120.0,OPTICAL,F555W,GLOBULAR CLUSTER;STELLAR CLUSTER,Snapshot Survey for Planetary Nebulae in Local Group Globular Clusters,55170.20998,WFC3/UVIS,BOND,11714,2012906601,POLYGON 82.48141303 -69.71452738 82.44510882 -69.73295173 82.54648587 -69.76108212 82.58377836 -69.74259216 82.48141303 -69.71452738 82.48141303 -69.71452738,http://archive.stsci.edu/hst/previews/IB77/IB7790020_256.jpg,2003841237,DADS,0
WFC3,UVIS,11714,NGC2005,82.542875,-69.75275,...,...,Bond,60,2009-12-05,clusters/WFC3/11714_NGC2005/ib7790zeq_flt.fits,image,3,HST,IB7790020,NGC2005,82.51374905694,-69.73773083849,55170.08678,55170.09421,120.0,OPTICAL,F555W,GLOBULAR CLUSTER;STELLAR CLUSTER,Snapshot Survey for Planetary Nebulae in Local Group Globular Clusters,55170.20998,WFC3/UVIS,BOND,11714,2012906601,POLYGON 82.48141303 -69.71452738 82.44510882 -69.73295173 82.54648587 -69.76108212 82.58377836 -69.74259216 82.48141303 -69.71452738 82.48141303 -69.71452738,http://archive.stsci.edu/hst/previews/IB77/IB7790020_256.jpg,2003841237,DADS,0
WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,30,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10fuq_flt.fits,image,3,HST,IBHY10030,NGC-2203,91.16331531809,-75.43285349703,55842.3883,55842.44089,1980.0,OPTICAL,F814W,EXT-CLUSTER;GLOBULAR CLUSTER,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56210.53435,WFC3/UVIS,GIRARDI,12257,2012910760,POLYGON 91.19465555 -75.40284366 91.0358974 -75.42451512 91.13196749 -75.46285115 91.29014154 -75.44182344 91.19465555 -75.40284366 91.19465555 -75.40284366,http://archive.stsci.edu/hst/previews/IBHY/IBHY10030_256.jpg,2003845396,DADS,0
WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,800,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10fwq_flt.fits,image,3,HST,IBHY10030,NGC-2203,91.16331531809,-75.43285349703,55842.3883,55842.44089,1980.0,OPTICAL,F814W,EXT-CLUSTER;GLOBULAR CLUSTER,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56210.53435,WFC3/UVIS,GIRARDI,12257,2012910760,POLYGON 91.19465555 -75.40284366 91.0358974 -75.42451512 91.13196749 -75.46285115 91.29014154 -75.44182344 91.19465555 -75.40284366 91.19465555 -75.40284366,http://archive.stsci.edu/hst/previews/IBHY/IBHY10030_256.jpg,2003845396,DADS,0
WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,700,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10g8q_flt.fits,image,3,HST,IBHY10030,NGC-2203,91.16331531809,-75.43285349703,55842.3883,55842.44089,1980.0,OPTICAL,F814W,EXT-CLUSTER;GLOBULAR CLUSTER,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56210.53435,WFC3/UVIS,GIRARDI,12257,2012910760,POLYGON 91.19465555 -75.40284366 91.0358974 -75.42451512 91.13196749 -75.46285115 91.29014154 -75.44182344 91.19465555 -75.40284366 91.19465555 -75.40284366,http://archive.stsci.edu/hst/previews/IBHY/IBHY10030_256.jpg,2003845396,DADS,0
WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,700,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10gcq_flt.fits,image,3,HST,IBHY10030,NGC-2203,91.16331531809,-75.43285349703,55842.3883,55842.44089,1980.0,OPTICAL,F814W,EXT-CLUSTER;GLOBULAR CLUSTER,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56210.53435,WFC3/UVIS,GIRARDI,12257,2012910760,POLYGON 91.19465555 -75.40284366 91.0358974 -75.42451512 91.13196749 -75.46285115 91.29014154 -75.44182344 91.19465555 -75.40284366 91.19465555 -75.40284366,http://archive.stsci.edu/hst/previews/IBHY/IBHY10030_256.jpg,2003845396,DADS,0
WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,550,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10ggq_flt.fits,image,3,HST,IBHY10030,NGC-2203,91.16331531809,-75.43285349703,55842.3883,55842.44089,1980.0,OPTICAL,F814W,EXT-CLUSTER;GLOBULAR CLUSTER,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56210.53435,WFC3/UVIS,GIRARDI,12257,2012910760,POLYGON 91.19465555 -75.40284366 91.0358974 -75.42451512 91.13196749 -75.46285115 91.29014154 -75.44182344 91.19465555 -75.40284366 91.19465555 -75.40284366,http://archive.stsci.edu/hst/previews/IBHY/IBHY10030_256.jpg,2003845396,DADS,0
WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,120,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10grq_flt.fits,image,3,HST,IBHY10030,NGC-2203,91.16331531809,-75.43285349703,55842.3883,55842.44089,1980.0,OPTICAL,F814W,EXT-CLUSTER;GLOBULAR CLUSTER,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56210.53435,WFC3/UVIS,GIRARDI,12257,2012910760,POLYGON 91.19465555 -75.40284366 91.0358974 -75.42451512 91.13196749 -75.46285115 91.29014154 -75.44182344 91.19465555 -75.40284366 91.19465555 -75.40284366,http://archive.stsci.edu/hst/previews/IBHY/IBHY10030_256.jpg,2003845396,DADS,0
WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,700,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10guq_flt.fits,image,3,HST,IBHY10030,NGC-2203,91.16331531809,-75.43285349703,55842.3883,55842.44089,1980.0,OPTICAL,F814W,EXT-CLUSTER;GLOBULAR CLUSTER,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56210.53435,WFC3/UVIS,GIRARDI,12257,2012910760,POLYGON 91.19465555 -75.40284366 91.0358974 -75.42451512 91.13196749 -75.46285115 91.29014154 -75.44182344 91.19465555 -75.40284366 91.19465555 -75.40284366,http://archive.stsci.edu/hst/previews/IBHY/IBHY10030_256.jpg,2003845396,DADS,0
WFC3,UVIS,12257,NGC-2203,91.172083,-75.436389,...,...,Girardi,700,2011-10-08,clusters/WFC3/12257_NGC-2203/ibhy10gyq_flt.fits,image,3,HST,IBHY10030,NGC-2203,91.16331531809,-75.43285349703,55842.3883,55842.44089,1980.0,OPTICAL,F814W,EXT-CLUSTER;GLOBULAR CLUSTER,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56210.53435,WFC3/UVIS,GIRARDI,12257,2012910760,POLYGON 91.19465555 -75.40284366 91.0358974 -75.42451512 91.13196749 -75.46285115 91.29014154 -75.44182344 91.19465555 -75.40284366 91.19465555 -75.40284366,http://archive.stsci.edu/hst/previews/IBHY/IBHY10030_256.jpg,2003845396,DADS,0
