#@string, string, string, string, string, string, string, string, string, ra, dec, string, string, int, float, float, float, string, float, string, string, string, string, float
dataproduct_type,obs_collection,instrument,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,proposal_id,proposal_pi,calib_level,t_min,t_max,t_exptime,obs_title,t_obs_release,objID,s_region,jpegURL,obsid,distance
image,HST,WFC3/UVIS,DADS,F555W,OPTICAL,DEML71,EXT-STAR;SUPERNOVA;SUPERNOVA TYPE IA,ICCO04020,76.43204989193,-67.88050551245,13282,CHU,3,56720.97765,56721.00576,1117,A Search for Surviving Companions of Type Ia Supernovae in the Large Magellanic Cloud,57086.13906,2012921582,POLYGON 76.42923866 -67.84950913 76.34408216 -67.88099273 76.43479863 -67.91151809 76.51995124 -67.87924707 76.42923866 -67.84950913 76.42923866 -67.84950913,http://archive.stsci.edu/hst/previews/ICCO/ICCO04020_256.jpg,2003856218,8812.47983244924
image,HST,WFC3/UVIS,DADS,F555W,OPTICAL,DEML71,EXT-STAR;SUPERNOVA;SUPERNOVA TYPE IA,ICCO04OXQ,76.42375,-67.87775,13282,CHU,3,56721.00727,56721.0075,20,A Search for Surviving Companions of Type Ia Supernovae in the Large Magellanic Cloud,57086.13488,2012736249,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578,http://archive.stsci.edu/hst/previews/ICCO/ICCO04OXQ_256.jpg,2002977597,8868.21563652417
image,HST,WFC3/UVIS,DADS,F814W,OPTICAL,DEML71,EXT-STAR;SUPERNOVA;SUPERNOVA TYPE IA,ICCO04PIQ,76.42375,-67.87775,13282,CHU,3,56721.06078,56721.06101,20,A Search for Surviving Companions of Type Ia Supernovae in the Large Magellanic Cloud,57086.3165,2012736250,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578,http://archive.stsci.edu/hst/previews/ICCO/ICCO04PIQ_256.jpg,2002977604,8868.21563652417
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC-1755-SF,GLOBULAR CLUSTER;STELLAR CLUSTER,JCU806010,73.88534846379,-68.29746314339,14204,MILONE,3,57300.68145,57300.71009,575,Multiple stellar populations in two young Large Magellanic Cloud clusters: NGC1755 and NGC1866,57667.25812,2014245775,POLYGON 73.84962596 -68.26198175 73.77919373 -68.31101549 73.92214914 -68.33388925 73.99044119 -68.28294477 73.84962596 -68.26198175 73.84962596 -68.26198175,http://archive.stsci.edu/hst/previews/JCU8/JCU806010_256.jpg,2004349913,10330.9550780917
image,HST,ACS/WFC,DADS,F555W,OPTICAL,NGC2002,EXT-CLUSTER;GLOBULAR CLUSTER,J8NE70B5Q,82.58666666667,-66.88398333333,9891,GILMORE,3,52874.49694,52874.49719,20,A snapshot survey of rich stellar clusters in the Large and Small Magellanic Clouds,53058.15267,2012753771,POLYGON GSC1  82.59397232 -66.85221978  82.64585545 -66.90471610  82.58138617 -66.91657227  82.53201252 -66.86453602  82.59397232 -66.85221978,http://archive.stsci.edu/hst/previews/J8NE/J8NE70B5Q_256.jpg,2003043706,10463.1977335087
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC2002,EXT-CLUSTER;GLOBULAR CLUSTER,J8NE70B7S,82.58670402744,-66.8839455905,9891,GILMORE,3,52874.50328,52874.50352,20,A snapshot survey of rich stellar clusters in the Large and Small Magellanic Clouds,53058.15478,2012753772,POLYGON GSC1  82.59400962 -66.85218203  82.64589276 -66.90467833  82.58142360 -66.91653452  82.53204994 -66.86449829  82.59400962 -66.85218203,http://archive.stsci.edu/hst/previews/J8NE/J8NE70B7S_256.jpg,2003043707,10463.3414436491
image,HST,ACS/WFC,HLA,F814W,OPTICAL,NGC-1786,,hst_13435_04_acs_wfc_f814w,74.9913703419697,-67.6861327448922,13435,Monelli,3,56821.12378,56821.20009,190,,57186.53065,2014960531,POLYGON J2000 74.89094850 -67.68579790 75.03908060 -67.69307990 75.03912719 -67.69277744 75.04131200 -67.69288380 75.04565669 -67.66462640 75.04570310 -67.66432420 74.89775130 -67.65704840 74.89770301 -67.65735056 74.89552070 -67.65724220 74.89094850 -67.68579790 POLYGON J2000 74.89169510 -67.68621540 74.88782050 -67.71383130 75.03413060 -67.72177500 75.03417278 -67.72146081 75.03636500 -67.72157880 75.04002419 -67.69427354 75.04006620 -67.69395970 74.89392870 -67.68602150 74.89388474 -67.68633538 74.89169510 -67.68621540,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_13435_04_acs_wfc_f814w&size=ALL&format=jpeg&output_size=256,2004580438,10583.9882127835
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC-1786,GLOBULAR CLUSTER;STELLAR CLUSTER,JCB004010,74.96444258745,-67.69280317722,13435,MONELLI,3,56821.12378,56821.20009,190,"Multiple populations in external globular glusters: the Fornax dSph, the LMC, and the SMC",57186.53065,2012947667,POLYGON 75.04516931 -67.66423772 74.89670599 -67.65729525 74.88998857 -67.7134233 75.03481615 -67.72164989 75.04516931 -67.66423772 75.04516931 -67.66423772,http://archive.stsci.edu/hst/previews/JCB0/JCB004010_256.jpg,2003882303,10585.2604892469
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC-1755,GLOBULAR CLUSTER;STELLAR CLUSTER,JCU807010,73.57336249831,-68.23943931078,14204,MILONE,3,57384.45928,57384.5264,575,Multiple stellar populations in two young Large Magellanic Cloud clusters: NGC1755 and NGC1866,57750.77896,2014319416,POLYGON 73.53738449 -68.20012696 73.47483029 -68.25278801 73.61189887 -68.27840413 73.66920777 -68.22638509 73.53738449 -68.20012696 73.53738449 -68.20012696,http://archive.stsci.edu/hst/previews/JCU8/JCU807010_256.jpg,2004376496,10786.3437173416
image,HST,WFC3/UVIS,HLA,F814W,OPTICAL,LH95,,hst_12872_02_wfc3_uvis_f814w,84.1779031418073,-66.4554115479487,12872,Da Rio,3,56440.1294,56440.20711,2804,,56805.26793,2014954463,POLYGON J2000 84.10460561 -66.44210510 84.10404298 -66.44254752 84.10336020 -66.44238640 84.07761670 -66.46261000 84.17542430 -66.48564160 84.17768839 -66.48385922 84.17837230 -66.48401990 84.20179585 -66.46556255 84.20202696 -66.46538028 84.20405620 -66.46377980 84.20310788 -66.46355703 84.20334467 -66.46337080 84.20402130 -66.46353210 84.22715448 -66.44532302 84.22941800 -66.44353970 84.13263460 -66.42042010 84.13036624 -66.42220206 84.12969060 -66.42204030 84.10423600 -66.44201660 84.10460561 -66.44210510,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12872_02_wfc3_uvis_f814w&size=ALL&format=jpeg&output_size=256,2004574370,12564.5802850659
image,HST,WFC3/UVIS,HLA,F555W,OPTICAL,LH95,,hst_12872_01_wfc3_uvis_f555w,84.1414116100192,-66.4465439605781,12872,Da Rio,3,56438.78231,56438.81928,2804,,56804.01433,2014954459,POLYGON J2000 84.23305370 -66.44373990 84.13602370 -66.42173430 84.13499910 -66.42150140 84.11068540 -66.44170270 84.11171058 -66.44193575 84.11117452 -66.44238075 84.11085560 -66.44230934 84.10983090 -66.44207990 84.08524270 -66.46253020 84.08626810 -66.46275982 84.08418730 -66.46448880 84.18327680 -66.48662730 84.20780870 -66.46616140 84.20678106 -66.46593235 84.20700466 -66.46574565 84.20775300 -66.46591500 84.23201210 -66.44569840 84.23098455 -66.44546589 84.23305370 -66.44373990,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12872_01_wfc3_uvis_f555w&size=ALL&format=jpeg&output_size=256,2004574366,12564.9063171968
image,HST,WFC3/UVIS,DADS,F555W,OPTICAL,LH95,OB ASSOCIATION;OPEN CLUSTER;STAR FORMING REGION;STELLAR CLUSTER;YOUNG ASSOCIATION,IC1T01020,84.15761170689,-66.45506397474,12872,DA RIO,3,56438.78231,56438.81928,2804,Characterizing the mass accretion rates in young low-mass stars at low metallicity,56804.01433,2012918260,POLYGON 84.13385654 -66.42332746 84.08358042 -66.46447713 84.18315848 -66.48657791 84.23153008 -66.4455949 84.13385654 -66.42332746 84.13385654 -66.42332746,http://archive.stsci.edu/hst/previews/IC1T/IC1T01020_256.jpg,2003852896,12565.0188142063
image,HST,WFC3/UVIS,HLA,F555W,OPTICAL,LH95,,hst_12872_03_wfc3_uvis_f555w,84.1341084689541,-66.444558491958,12872,Da Rio,3,56441.12578,56441.20292,2970,,56806.50405,2014954467,POLYGON J2000 84.19990120 -66.46482920 84.22613040 -66.44500960 84.22184518 -66.44394884 84.22296920 -66.44309880 84.13146217 -66.42039785 84.12718560 -66.41933460 84.10090510 -66.43913760 84.10518387 -66.44020155 84.10461632 -66.44062887 84.10430598 -66.44055282 84.10001340 -66.43950080 84.07343120 -66.45954820 84.07772618 -66.46060097 84.07658300 -66.46146240 84.17340320 -66.48514000 84.19993230 -66.46507550 84.19563095 -66.46402598 84.19588378 -66.46383460 84.19990120 -66.46482920,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12872_03_wfc3_uvis_f555w&size=ALL&format=jpeg&output_size=256,2004574374,12565.341426272
image,HST,WFC3/UVIS,DADS,F814W,OPTICAL,LH95,OB ASSOCIATION;OPEN CLUSTER;STAR FORMING REGION;STELLAR CLUSTER;YOUNG ASSOCIATION,IC1T02020,84.15450229211,-66.45223210569,12872,DA RIO,3,56440.1294,56440.20711,2804,Characterizing the mass accretion rates in young low-mass stars at low metallicity,56805.26793,2012918261,POLYGON 84.13255381 -66.42028868 84.07996501 -66.46097263 84.17824949 -66.48396923 84.22893103 -66.44343469 84.13255381 -66.42028868 84.13255381 -66.42028868,http://archive.stsci.edu/hst/previews/IC1T/IC1T02020_256.jpg,2003852897,12571.5927972482
image,HST,ACS/WFC,HLA,F555W,OPTICAL,FIELD-053614-662143,,hst_10566_03_acs_wfc_f555w,84.0501018145337,-66.3641754529524,10566,Gouliermis,3,53801.52921,53801.69466,5000,,54166.99384,2014900261,POLYGON J2000 83.97253890 -66.34016520 83.97254632 -66.34019326 83.97247800 -66.34019810 83.97248948 -66.34024152 83.97052470 -66.34038060 83.97053217 -66.34040886 83.97046380 -66.34041370 83.98539720 -66.39680420 83.98743475 -66.39666009 84.05574430 -66.39181250 84.05573679 -66.39178449 84.05580540 -66.39177960 84.05579375 -66.39173616 84.05776210 -66.39159600 84.05775456 -66.39156788 84.05782310 -66.39156300 84.05776550 -66.39134831 84.05862855 -66.39128413 84.12447490 -66.38637220 84.12446853 -66.38634535 84.12453600 -66.38634030 84.12452687 -66.38630182 84.12649170 -66.38615480 84.12648526 -66.38612767 84.12655170 -66.38612270 84.11334859 -66.33035544 84.11334220 -66.33032840 84.04561210 -66.33538670 84.04561840 -66.33541366 84.04555210 -66.33541860 84.04556109 -66.33545710 84.04359980 -66.33560310 84.04360613 -66.33563020 84.04353890 -66.33563520 84.04830995 -66.35605389 84.04273761 -66.33520733 84.04273010 -66.33517920 83.97253890 -66.34016520,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_10566_03_acs_wfc_f555w&size=ALL&format=jpeg&output_size=256,2004520168,12782.3505034093
image,HST,ACS/WFC,HLA,F814W,OPTICAL,FIELD-053614-662143,,hst_10566_04_acs_wfc_f814w,84.0496859743405,-66.3642157723742,10566,Gouliermis,3,53801.73194,53801.81603,5000,,54167.14374,2014900266,POLYGON J2000 84.12452840 -66.38633880 84.12451924 -66.38630015 84.12648290 -66.38615320 84.12647653 -66.38612636 84.12654410 -66.38612130 84.11335419 -66.33039517 84.11333870 -66.33032960 84.04561160 -66.33538810 84.04561793 -66.33541520 84.04555080 -66.33542020 84.04555978 -66.33545865 84.04359940 -66.33560460 84.04360572 -66.33563169 84.04353840 -66.33563670 84.04830495 -66.35604141 84.04274851 -66.33525196 84.04272940 -66.33518040 83.97254210 -66.34016640 83.97254957 -66.34019467 83.97248130 -66.34019950 83.97249272 -66.34024270 83.97052780 -66.34038180 83.97053526 -66.34041005 83.97046680 -66.34041490 83.98539780 -66.39680310 83.98546627 -66.39679826 84.05574120 -66.39181130 84.05573366 -66.39178318 84.05580220 -66.39177830 84.05579055 -66.39173486 84.05775880 -66.39159470 84.05775126 -66.39156660 84.05782000 -66.39156170 84.05776240 -66.39134699 84.12446740 -66.38637080 84.12446101 -66.38634384 84.12452840 -66.38633880,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_10566_04_acs_wfc_f814w&size=ALL&format=jpeg&output_size=256,2004520173,12782.3545384941
image,HST,ACS/WFC,DADS,F555W,OPTICAL,FIELD-053614-662143,EXT-CLUSTER;OB ASSOCIATION,J9AA03050,84.05833333333,-66.36208333333,10566,GOULIERMIS,3,53801.52921,53801.69466,5000,Star Formation in the LMC - The complete IMF of a Stellar Association,54166.99384,2012934660,POLYGON 84.11261061 -66.32990378 83.97121119 -66.33940436 83.98704766 -66.39590364 84.12477605 -66.38521652 84.11261061 -66.32990378 84.11261061 -66.32990378,http://archive.stsci.edu/hst/previews/J9AA/J9AA03050_256.jpg,2003869296,12786.1582989699
image,HST,ACS/WFC,DADS,F555W,OPTICAL,FIELD-053614-662143,EXT-CLUSTER;OB ASSOCIATION,J9AA03051,84.05833333333,-66.36208333333,10566,GOULIERMIS,2,53801.52921,53801.54527,1250,Star Formation in the LMC - The complete IMF of a Stellar Association,54166.99384,2014183263,POLYGON   83.98704766 -66.39590364  83.97121119 -66.33940436  84.11261061 -66.32990378  84.12477605 -66.38521652  83.98704766 -66.39590364,http://archive.stsci.edu/hst/previews/J9AA/J9AA03051_256.jpg,2004323978,12786.1582989699
image,HST,ACS/WFC,DADS,F814W,OPTICAL,FIELD-053614-662143,EXT-CLUSTER;OB ASSOCIATION,J9AA04030,84.05833333333,-66.36208333333,10566,GOULIERMIS,3,53801.73194,53801.81603,5000,Star Formation in the LMC - The complete IMF of a Stellar Association,54167.14374,2012934661,POLYGON 84.11261061 -66.32990378 83.97121119 -66.33940436 83.98704766 -66.39590364 84.12477605 -66.38521652 84.11261061 -66.32990378 84.11261061 -66.32990378,http://archive.stsci.edu/hst/previews/J9AA/J9AA04030_256.jpg,2003869297,12786.1582989699
image,HST,ACS/WFC,DADS,F814W,OPTICAL,FIELD-053614-662143,EXT-CLUSTER;OB ASSOCIATION,J9AA04031,84.05833333333,-66.36208333333,10566,GOULIERMIS,2,53801.73194,53801.748,1250,Star Formation in the LMC - The complete IMF of a Stellar Association,54167.14374,2014183264,POLYGON   83.98704766 -66.39590364  83.97121119 -66.33940436  84.11261061 -66.32990378  84.12477605 -66.38521652  83.98704766 -66.39590364,http://archive.stsci.edu/hst/previews/J9AA/J9AA04031_256.jpg,2004323979,12786.1582989699
image,HST,ACS/WFC,HLA,F814W,OPTICAL,ANY,,hst_12941_04_acs_wfc_f814w,80.3605326481523,-66.1748961346498,12941,Stephens,3,56229.69824,56229.84769,4190,,56595.62377,2014956396,POLYGON J2000 80.45361050 -66.16693910 80.40285051 -66.14775517 80.40191480 -66.14740110 80.39968914 -66.14823861 80.39897860 -66.14797380 80.40067060 -66.14735400 80.35041970 -66.12860490 80.24756090 -66.16616220 80.24852374 -66.16652251 80.24681260 -66.16714580 80.29706320 -66.18592850 80.29707734 -66.18592334 80.29803990 -66.18628270 80.29973687 -66.18566402 80.30944216 -66.18212476 80.29910700 -66.18599630 80.30004271 -66.18635099 80.29836070 -66.18698090 80.35005720 -66.20655340 80.35007967 -66.20654498 80.35103600 -66.20690660 80.35269564 -66.20628451 80.45382705 -66.16828535 80.45384950 -66.16827690 80.45195612 -66.16756219 80.45361050 -66.16693910,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12941_04_acs_wfc_f814w&size=ALL&format=jpeg&output_size=256,2004576303,12795.3791386701
image,HST,ACS/WFC,HLA,F555W,OPTICAL,ANY,,hst_12941_04_acs_wfc_f555w,80.350370820439,-66.1673031795438,12941,Stephens,3,56229.74149,56229.7651,1785,,56594.85343,2014956394,POLYGON J2000 80.29792170 -66.18561470 80.40078750 -66.14802110 80.35053410 -66.12927090 80.24767000 -66.16683110 80.29792170 -66.18561470 POLYGON J2000 80.45373210 -66.16760850 80.40203290 -66.14806940 80.29921930 -66.18666690 80.35091800 -66.20624030 80.45373210 -66.16760850,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12941_04_acs_wfc_f555w&size=ALL&format=jpeg&output_size=256,2004576301,12797.7824922121
image,HST,ACS/WFC,HLA,F555W,OPTICAL,STAR-CLUS-053707-662203,,hst_10566_01_acs_wfc_f555w,84.2657621185101,-66.3737343812537,10566,Gouliermis,3,53796.87017,53796.98057,5200,,54162.2437,2014900249,POLYGON J2000 84.21136760 -66.40460680 84.21343646 -66.40439026 84.28049550 -66.39735460 84.28048279 -66.39732784 84.28054970 -66.39732080 84.28052862 -66.39727652 84.28246290 -66.39707310 84.28245014 -66.39704624 84.28251710 -66.39703920 84.28241617 -66.39682670 84.28333017 -66.39672758 84.34791570 -66.38970790 84.34790396 -66.38968139 84.34797090 -66.38967410 84.34795420 -66.38963641 84.34988210 -66.38942640 84.34986984 -66.38939874 84.34993630 -66.38939150 84.32553830 -66.33420640 84.25903120 -66.34144020 84.25904345 -66.34146814 84.25897660 -66.34147540 84.25899299 -66.34151278 84.25905985 -66.34150552 84.25706770 -66.34172170 84.25707952 -66.34174867 84.25701380 -66.34175580 84.26588384 -66.36196994 84.25611540 -66.34132770 84.18713440 -66.34856910 84.18714715 -66.34859623 84.18708060 -66.34860320 84.18710130 -66.34864724 84.18516980 -66.34884950 84.18518260 -66.34887674 84.18511610 -66.34888370 84.21136760 -66.40460680,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_10566_01_acs_wfc_f555w&size=ALL&format=jpeg&output_size=256,2004520156,12857.2406584063
image,HST,ACS/WFC,HLA,F814W,OPTICAL,STAR-CLUS-053707-662203,,hst_10566_02_acs_wfc_f814w,84.2678259103188,-66.3720757240261,10566,Gouliermis,3,53800.87485,53800.99883,5200,,54166.66866,2014900255,POLYGON J2000 84.26587867 -66.36196289 84.25612766 -66.34135599 84.25611490 -66.34132900 84.18713800 -66.34857030 84.18715069 -66.34859730 84.18708390 -66.34860430 84.18710471 -66.34864856 84.18517350 -66.34885080 84.18518614 -66.34887770 84.18511930 -66.34888470 84.21136800 -66.40460560 84.21337029 -66.40439602 84.28049220 -66.39735360 84.28045842 -66.39728247 84.28047934 -66.39732651 84.28054600 -66.39731950 84.28052509 -66.39727546 84.28245960 -66.39707200 84.28244678 -66.39704502 84.28251350 -66.39703800 84.28241256 -66.39682547 84.28234594 -66.39683268 84.28332502 -66.39672650 84.34790800 -66.38970670 84.34789601 -66.38967977 84.34796180 -66.38967260 84.34793337 -66.38960843 84.34992830 -66.38939110 84.32553500 -66.33420870 84.25903120 -66.34144260 84.25904298 -66.34146946 84.25897720 -66.34147660 84.25899364 -66.34151409 84.25706770 -66.34172310 84.25707947 -66.34174994 84.25701350 -66.34175710 84.26676993 -66.36399247 84.26587867 -66.36196289 POLYGON J2000 84.34794516 -66.38963526 84.34987430 -66.38942510 84.34986242 -66.38939828 84.34793328 -66.38960844 84.34794516 -66.38963526,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_10566_02_acs_wfc_f814w&size=ALL&format=jpeg&output_size=256,2004520162,12857.2449326405
image,HST,ACS/WFC,DADS,F555W,OPTICAL,STAR-CLUS-053707-662203,EXT-CLUSTER;OB ASSOCIATION,J9AA01071,84.27708333333,-66.36763888889,10566,GOULIERMIS,3,53796.87017,53796.87642,50,Star Formation in the LMC - The complete IMF of a Stellar Association,54162.17968,2014197513,POLYGON   84.21283131 -66.40365569  84.18565839 -66.34785340  84.32472327 -66.33380753  84.34798291 -66.38854617  84.21283131 -66.40365569,http://archive.stsci.edu/hst/previews/J9AA/J9AA01071_256.jpg,2004323972,12861.1603316561
image,HST,ACS/WFC,DADS,F555W,OPTICAL,STAR-CLUS-053707-662203,EXT-CLUSTER;OB ASSOCIATION,J9AA01080,84.27708333333,-66.36763888889,10566,GOULIERMIS,3,53796.88207,53796.90105,150,Star Formation in the LMC - The complete IMF of a Stellar Association,54162.15807,2012934656,POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753,http://archive.stsci.edu/hst/previews/J9AA/J9AA01080_256.jpg,2003869292,12861.1603316561
image,HST,ACS/WFC,DADS,F555W,OPTICAL,STAR-CLUS-053707-662203,EXT-CLUSTER;OB ASSOCIATION,J9AA01081,84.27708333333,-66.36763888889,10566,GOULIERMIS,2,53796.88207,53796.88862,75,Star Formation in the LMC - The complete IMF of a Stellar Association,54162.15807,2014183258,POLYGON   84.21283131 -66.40365569  84.18565839 -66.34785340  84.32472327 -66.33380753  84.34798291 -66.38854617  84.21283131 -66.40365569,http://archive.stsci.edu/hst/previews/J9AA/J9AA01081_256.jpg,2004323973,12861.1603316561
image,HST,ACS/WFC,DADS,F555W,OPTICAL,STAR-CLUS-053707-662203,EXT-CLUSTER;OB ASSOCIATION,J9AA01090,84.27708333333,-66.36763888889,10566,GOULIERMIS,3,53796.90312,53796.98057,5000,Star Formation in the LMC - The complete IMF of a Stellar Association,54162.2437,2012934657,POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753,http://archive.stsci.edu/hst/previews/J9AA/J9AA01090_256.jpg,2003869293,12861.1603316561
image,HST,ACS/WFC,DADS,F555W,OPTICAL,STAR-CLUS-053707-662203,EXT-CLUSTER;OB ASSOCIATION,J9AA01091,84.27708333333,-66.36763888889,10566,GOULIERMIS,2,53796.90312,53796.91918,1250,Star Formation in the LMC - The complete IMF of a Stellar Association,54162.2437,2014183259,POLYGON   84.21283131 -66.40365569  84.18565839 -66.34785340  84.32472327 -66.33380753  84.34798291 -66.38854617  84.21283131 -66.40365569,http://archive.stsci.edu/hst/previews/J9AA/J9AA01091_256.jpg,2004323974,12861.1603316561
image,HST,ACS/WFC,DADS,F814W,OPTICAL,STAR-CLUS-053707-662203,EXT-CLUSTER;OB ASSOCIATION,J9AA02071,84.27708333333,-66.36763888889,10566,GOULIERMIS,3,53800.87485,53800.8811,50,Star Formation in the LMC - The complete IMF of a Stellar Association,54166.17907,2014197514,POLYGON   84.21283131 -66.40365569  84.18565839 -66.34785340  84.32472327 -66.33380753  84.34798291 -66.38854617  84.21283131 -66.40365569,http://archive.stsci.edu/hst/previews/J9AA/J9AA02071_256.jpg,2004323975,12861.1603316561
image,HST,ACS/WFC,DADS,F814W,OPTICAL,STAR-CLUS-053707-662203,EXT-CLUSTER;OB ASSOCIATION,J9AA02080,84.27708333333,-66.36763888889,10566,GOULIERMIS,3,53800.88675,53800.90573,150,Star Formation in the LMC - The complete IMF of a Stellar Association,54166.21514,2012934658,POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753,http://archive.stsci.edu/hst/previews/J9AA/J9AA02080_256.jpg,2003869294,12861.1603316561
image,HST,ACS/WFC,DADS,F814W,OPTICAL,STAR-CLUS-053707-662203,EXT-CLUSTER;OB ASSOCIATION,J9AA02081,84.27708333333,-66.36763888889,10566,GOULIERMIS,2,53800.88675,53800.8933,75,Star Formation in the LMC - The complete IMF of a Stellar Association,54166.21514,2014183261,POLYGON   84.21283131 -66.40365569  84.18565839 -66.34785340  84.32472327 -66.33380753  84.34798291 -66.38854617  84.21283131 -66.40365569,http://archive.stsci.edu/hst/previews/J9AA/J9AA02081_256.jpg,2004323976,12861.1603316561
image,HST,ACS/WFC,DADS,F814W,OPTICAL,STAR-CLUS-053707-662203,EXT-CLUSTER;OB ASSOCIATION,J9AA02090,84.27708333333,-66.36763888889,10566,GOULIERMIS,3,53800.91616,53800.99883,5000,Star Formation in the LMC - The complete IMF of a Stellar Association,54166.66866,2012934659,POLYGON 84.32472327 -66.33380753 84.18565839 -66.3478534 84.21283131 -66.40365569 84.34798291 -66.38854617 84.32472327 -66.33380753 84.32472327 -66.33380753,http://archive.stsci.edu/hst/previews/J9AA/J9AA02090_256.jpg,2003869295,12861.1603316561
image,HST,ACS/WFC,DADS,F814W,OPTICAL,STAR-CLUS-053707-662203,EXT-CLUSTER;OB ASSOCIATION,J9AA02091,84.27708333333,-66.36763888889,10566,GOULIERMIS,2,53800.91616,53800.93221,1250,Star Formation in the LMC - The complete IMF of a Stellar Association,54166.66866,2014183262,POLYGON   84.21283131 -66.40365569  84.18565839 -66.34785340  84.32472327 -66.33380753  84.34798291 -66.38854617  84.21283131 -66.40365569,http://archive.stsci.edu/hst/previews/J9AA/J9AA02091_256.jpg,2004323977,12861.1603316561
image,HST,ACS/WFC,DADS,F814W,OPTICAL,ANY,PARALLEL FIELD;UNIDENTIFIED,JC2O04010,80.32308793312,-66.15859162052,12941,STEPHENS,3,56229.69824,56229.84769,4190,Probing Isolated Massive Star Formation in the LMC,56595.62377,2012946432,POLYGON 80.35013432 -66.13083612 80.24761037 -66.16777795 80.29761575 -66.18706123 80.4004031 -66.14903416 80.35013432 -66.13083612 80.35013432 -66.13083612,http://archive.stsci.edu/hst/previews/JC2O/JC2O04010_256.jpg,2003881068,12870.9813998844
image,HST,ACS/WFC,DADS,F555W,OPTICAL,ANY,PARALLEL FIELD;UNIDENTIFIED,JC2O04020,80.32297194402,-66.15792280444,12941,STEPHENS,3,56229.74149,56229.7651,1785,Probing Isolated Massive Star Formation in the LMC,56594.85343,2012946433,POLYGON 80.35001778 -66.13016733 80.2474964 -66.16710909 80.29750038 -66.1863924 80.40028517 -66.1483654 80.35001778 -66.13016733 80.35001778 -66.13016733,http://archive.stsci.edu/hst/previews/JC2O/JC2O04020_256.jpg,2003881069,12873.393810458
image,HST,WFC3/UVIS,HLA,F814W,OPTICAL,045403.6-671618.5,,hst_12941_01_wfc3_uvis_f814w,73.5243196961,-67.2723521585389,12941,Stephens,3,56321.43307,56321.51324,2004,,56686.62701,2014956370,POLYGON J2000 73.53759284 -67.25032654 73.53589410 -67.25022000 73.53587933 -67.25024509 73.48154050 -67.24680220 73.48151117 -67.24685038 73.47981180 -67.24674240 73.47978250 -67.24679053 73.47808590 -67.24668270 73.45132630 -67.29055760 73.45302585 -67.29066571 73.50863380 -67.29419260 73.50866258 -67.29414532 73.50993431 -67.29422574 73.50982310 -67.29441390 73.51152478 -67.29452071 73.56784730 -67.29804520 73.56787495 -67.29799822 73.56957850 -67.29810450 73.56960673 -67.29805654 73.57130880 -67.29816270 73.59724317 -67.25400589 73.59727060 -67.25395910 73.53934870 -67.25033850 73.53932115 -67.25038530 73.53762100 -67.25027870 73.53759284 -67.25032654,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12941_01_wfc3_uvis_f814w&size=ALL&format=jpeg&output_size=256,2004576277,13081.8444078503
