,i,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,group,galaxy,targname,s_region
616,904,WFC3,UVIS,11714,NGC2019,82.986083,-70.1595,...,...,Bond,60,2009-10-28,stage/ib7791puq_flt.fits,125.0,lmc,NGC2019,
617,905,WFC3,UVIS,11714,NGC2019,82.986083,-70.1595,...,...,Bond,60,2009-10-29,stage/ib7791pwq_flt.fits,125.0,lmc,NGC2019,
630,1006,WFC3,UVIS,12581,ANY,85.694935,-69.572722,...,...,Roman-Duval,550,2012-10-25,stage/ibp502sbq_flt.fits,127.0,lmc,LMC-FIELD-NW-2,
631,1007,WFC3,UVIS,12581,ANY,85.694935,-69.572722,...,...,Roman-Duval,700,2012-10-25,stage/ibp502snq_flt.fits,127.0,lmc,LMC-FIELD-NW-2,
632,1008,WFC3,UVIS,12581,ANY,85.694935,-69.572722,...,...,Roman-Duval,900,2012-10-25,stage/ibp502t9q_flt.fits,127.0,lmc,LMC-FIELD-NW-2,
633,1061,WFC3,UVIS,12941,045403.6-671618.5,73.515083,-67.271806,...,...,Stephens,400,2013-01-29,stage/ic2o01jqq_flt.fits,129.0,lmc,LMC-FIELD-NE-1,
634,1062,WFC3,UVIS,12941,045403.6-671618.5,73.515083,-67.271806,...,...,Stephens,1000,2013-01-29,stage/ic2o01jtq_flt.fits,129.0,lm,LMC-FIELD-NE-1,
635,1063,WFC3,UVIS,12941,045403.6-671618.5,73.515083,-67.271806,...,...,Stephens,400,2013-01-29,stage/ic2o01k0q_flt.fits,129.0,lmc,LMC-FIELD-NE-1,
636,1064,WFC3,UVIS,12941,045403.6-671618.5,73.515083,-67.271806,...,...,Stephens,600,2013-01-29,stage/ic2o01k3q_flt.fits,129.0,lmc,LMC-FIELD-NE-1,
637,1065,WFC3,UVIS,12941,045403.6-671618.5,73.515083,-67.271806,...,...,Stephens,400,2013-01-29,stage/ic2o01k6q_flt.fits,129.0,lmc,LMC-FIELD-NE-1,
638,1066,WFC3,UVIS,12941,045403.6-671618.5,73.515083,-67.271806,...,...,Stephens,404,2013-01-29,stage/ic2o01kbq_flt.fits,129.0,lmc,LMC-FIELD-NE-1,
639,1067,WFC3,IR,12941,045403.6-671618.5,73.515083,-67.271806,...,...,Stephens,299,2013-01-29,stage/ic2o01keq_flt.fits,129.0,lmc,LMC-FIELD-NE-1,
640,1068,WFC3,IR,12941,045403.6-671618.5,73.515083,-67.271806,...,...,Stephens,499,2013-01-29,stage/ic2o01khq_flt.fits,129.0,lmc,LMC-FIELD-NE-1,
641,1069,WFC3,IR,12941,045403.6-671618.5,73.515083,-67.271806,...,...,Stephens,299,2013-01-29,stage/ic2o01kjq_flt.fits,129.0,lmc,LMC-FIELD-NE-1,
642,1070,WFC3,IR,12941,045403.6-671618.5,73.515083,-67.271806,...,...,Stephens,499,2013-01-29,stage/ic2o01kmq_flt.fits,129.0,lmc,LMC-FIELD-NE-1,
643,1071,WFC3,IR,12941,045403.6-671618.5,73.515083,-67.271806,...,...,Stephens,299,2013-01-29,stage/ic2o01koq_flt.fits,129.0,lmc,LMC-FIELD-NE-1,
644,1072,WFC3,IR,12941,045403.6-671618.5,73.515083,-67.271806,...,...,Stephens,599,2013-01-29,stage/ic2o01krq_flt.fits,129.0,lmc,LMC-FIELD-NE-1,
645,1099,WFC3,UVIS,12941,053244.3-693005.7,83.184375,-69.501583,...,...,Stephens,400,2013-02-09,stage/ic2o05wpq_flt.fits,131.0,lmc,LMC-FIELD-N,
646,1100,WFC3,UVIS,12941,053244.3-693005.7,83.184375,-69.501583,...,...,Stephens,1000,2013-02-09,stage/ic2o05wsq_flt.fits,131.0,lmc,LMC-FIELD-N,
647,1101,WFC3,UVIS,12941,053244.3-693005.7,83.184375,-69.501583,...,...,Stephens,393,2013-02-09,stage/ic2o05wyq_flt.fits,131.0,lmc,LMC-FIELD-N,
648,1102,WFC3,UVIS,12941,053244.3-693005.7,83.184375,-69.501583,...,...,Stephens,1000,2013-02-09,stage/ic2o05wzq_flt.fits,131.0,lmc,LMC-FIELD-N,
649,1103,WFC3,UVIS,12941,053244.3-693005.7,83.184375,-69.501583,...,...,Stephens,400,2013-02-09,stage/ic2o05x3q_flt.fits,131.0,lmc,LMC-FIELD-N,
650,1104,WFC3,UVIS,12941,053244.3-693005.7,83.184375,-69.501583,...,...,Stephens,666,2013-02-09,stage/ic2o05x8q_flt.fits,131.0,lmc,LMC-FIELD-N,
651,1105,WFC3,IR,12941,053244.3-693005.7,83.184375,-69.501583,...,...,Stephens,299,2013-02-09,stage/ic2o05xcq_flt.fits,131.0,lmc,LMC-FIELD-N,
652,1106,WFC3,IR,12941,053244.3-693005.7,83.184375,-69.501583,...,...,Stephens,499,2013-02-09,stage/ic2o05xfq_flt.fits,131.0,lmc,LMC-FIELD-N,
653,1107,WFC3,IR,12941,053244.3-693005.7,83.184375,-69.501583,...,...,Stephens,299,2013-02-09,stage/ic2o05xhq_flt.fits,131.0,lmc,LMC-FIELD-N,
654,1108,WFC3,IR,12941,053244.3-693005.7,83.184375,-69.501583,...,...,Stephens,499,2013-02-09,stage/ic2o05xkq_flt.fits,131.0,lmc,LMC-FIELD-N,
655,1109,WFC3,IR,12941,053244.3-693005.7,83.184375,-69.501583,...,...,Stephens,299,2013-02-09,stage/ic2o05xmq_flt.fits,131.0,lmc,LMC-FIELD-N,
656,1110,WFC3,IR,12941,053244.3-693005.7,83.184375,-69.501583,...,...,Stephens,499,2013-02-09,stage/ic2o05xpq_flt.fits,131.0,lmc,LMC-FIELD-N,
657,1186,WFC3,UVIS,13282,N103B,77.253333,-68.726389,...,...,Chu,20,2014-06-29,stage/icco03laq_flt.fits,133.0,lmc,NGC1850-FIELD,
658,1187,WFC3,UVIS,13282,N103B,77.253333,-68.726389,...,...,Chu,350,2014-06-29,stage/icco03lbq_flt.fits,133.0,lmc,NGC1850-FIELD,
659,1188,WFC3,UVIS,13282,N103B,77.253333,-68.726389,...,...,Chu,350,2014-06-29,stage/icco03ldq_flt.fits,133.0,lmc,NGC1850-FIELD,
660,1189,WFC3,UVIS,13282,N103B,77.253333,-68.726389,...,...,Chu,350,2014-06-29,stage/icco03lfq_flt.fits,133.0,lmc,NGC1850-FIELD,
661,1190,WFC3,UVIS,13282,N103B,77.253333,-68.726389,...,...,Chu,350,2014-06-29,stage/icco03lhq_flt.fits,133.0,lmc,NGC1850-FIELD,
662,1191,WFC3,UVIS,13282,N103B,77.253333,-68.726389,...,...,Chu,350,2014-06-29,stage/icco03ljq_flt.fits,133.0,lmc,NGC1850-FIELD,
663,1192,WFC3,UVIS,13282,N103B,77.253333,-68.726389,...,...,Chu,417,2014-06-29,stage/icco03llq_flt.fits,133.0,lmc,NGC1850-FIELD,
664,1193,WFC3,UVIS,13282,N103B,77.253333,-68.726389,...,...,Chu,20,2014-06-29,stage/icco03lnq_flt.fits,133.0,lmc,NGC1850-FIELD,
665,1194,WFC3,UVIS,13282,N103B,77.253333,-68.726389,...,...,Chu,350,2014-06-29,stage/icco03lqq_flt.fits,133.0,lmc,NGC1850-FIELD,
666,1195,WFC3,UVIS,13282,N103B,77.253333,-68.726389,...,...,Chu,350,2014-06-29,stage/icco03luq_flt.fits,133.0,lmc,NGC1850-FIELD,
667,1196,WFC3,UVIS,13282,N103B,77.253333,-68.726389,...,...,Chu,350,2014-06-29,stage/icco03lyq_flt.fits,133.0,lmc,NGC1850-FIELD,
668,1197,WFC3,UVIS,13282,N103B,77.253333,-68.726389,...,...,Chu,20,2014-06-29,stage/icco03m0q_flt.fits,133.0,lmc,NGC1850-FIELD,
669,1198,WFC3,UVIS,13282,DEML71,76.42375,-67.87775,...,...,Chu,20,2014-03-04,stage/icco04ohq_flt.fits,134.0,lmc,LMC-FIELD-NE-2,
670,1199,WFC3,UVIS,13282,DEML71,76.42375,-67.87775,...,...,Chu,350,2014-03-04,stage/icco04oiq_flt.fits,134.0,lmc,LMC-FIELD-NE-2,
671,1200,WFC3,UVIS,13282,DEML71,76.42375,-67.87775,...,...,Chu,350,2014-03-04,stage/icco04okq_flt.fits,134.0,lmc,LMC-FIELD-NE-2,
672,1201,WFC3,UVIS,13282,DEML71,76.42375,-67.87775,...,...,Chu,350,2014-03-04,stage/icco04omq_flt.fits,134.0,lmc,LMC-FIELD-NE-2,
673,1202,WFC3,UVIS,13282,DEML71,76.42375,-67.87775,...,...,Chu,350,2014-03-04,stage/icco04ooq_flt.fits,134.0,lmc,LMC-FIELD-NE-2,
674,1203,WFC3,UVIS,13282,DEML71,76.42375,-67.87775,...,...,Chu,350,2014-03-04,stage/icco04oqq_flt.fits,134.0,lmc,LMC-FIELD-NE-2,
675,1204,WFC3,UVIS,13282,DEML71,76.42375,-67.87775,...,...,Chu,417,2014-03-05,stage/icco04ovq_flt.fits,134.0,lmc,LMC-FIELD-NE-2,
676,1205,WFC3,UVIS,13282,DEML71,76.42375,-67.87775,...,...,Chu,20,2014-03-05,stage/icco04oxq_flt.fits,134.0,lmc,LMC-FIELD-NE-2,
677,1206,WFC3,UVIS,13282,DEML71,76.42375,-67.87775,...,...,Chu,350,2014-03-05,stage/icco04p7q_flt.fits,134.0,lmc,LMC-FIELD-NE-2,
678,1207,WFC3,UVIS,13282,DEML71,76.42375,-67.87775,...,...,Chu,350,2014-03-05,stage/icco04pcq_flt.fits,134.0,lmc,LMC-FIELD-NE-2,
679,1208,WFC3,UVIS,13282,DEML71,76.42375,-67.87775,...,...,Chu,350,2014-03-05,stage/icco04pgq_flt.fits,134.0,lmc,LMC-FIELD-NE-2,
680,1209,WFC3,UVIS,13282,DEML71,76.42375,-67.87775,...,...,Chu,20,2014-03-05,stage/icco04piq_flt.fits,134.0,lmc,LMC-FIELD-NE-2,
681,1211,WFC3,UVIS,13282,DEML249,84.030833,-70.645017,...,...,Chu,20,2014-02-17,stage/icco07j9q_flt.fits,135.0,lmc,NGC2056-FIELD,
682,1212,WFC3,UVIS,13282,DEML249,84.030833,-70.645017,...,...,Chu,350,2014-02-17,stage/icco07jaq_flt.fits,135.0,lmc,NGC2056-FIELD,
683,1213,WFC3,UVIS,13282,DEML249,84.030833,-70.645017,...,...,Chu,350,2014-02-17,stage/icco07jcq_flt.fits,135.0,lmc,NGC2056-FIELD,
684,1214,WFC3,UVIS,13282,DEML249,84.030833,-70.645017,...,...,Chu,350,2014-02-17,stage/icco07jeq_flt.fits,135.0,lmc,NGC2056-FIELD,
685,1215,WFC3,UVIS,13282,DEML249,84.030833,-70.645017,...,...,Chu,350,2014-02-17,stage/icco07jgq_flt.fits,135.0,lmc,NGC2056-FIELD,
686,1216,WFC3,UVIS,13282,DEML249,84.030833,-70.645017,...,...,Chu,350,2014-02-18,stage/icco07jlq_flt.fits,135.0,lmc,NGC2056-FIELD,
687,1217,WFC3,UVIS,13282,DEML249,84.030833,-70.645017,...,...,Chu,470,2014-02-18,stage/icco07jnq_flt.fits,135.0,lmc,NGC2056-FIELD,
688,1218,WFC3,UVIS,13282,DEML249,84.030833,-70.645017,...,...,Chu,20,2014-02-18,stage/icco07jpq_flt.fits,135.0,lmc,NGC2056-FIELD,
689,1219,WFC3,UVIS,13282,DEML249,84.030833,-70.645017,...,...,Chu,411,2014-02-18,stage/icco07khq_flt.fits,135.0,lmc,NGC2056-FIELD,
690,1220,WFC3,UVIS,13282,DEML249,84.030833,-70.645017,...,...,Chu,350,2014-02-18,stage/icco07klq_flt.fits,135.0,lmc,NGC2056-FIELD,
691,1221,WFC3,UVIS,13282,DEML249,84.030833,-70.645017,...,...,Chu,350,2014-02-18,stage/icco07kpq_flt.fits,135.0,lmc,NGC2056-FIELD,
692,1222,WFC3,UVIS,13282,DEML249,84.030833,-70.645017,...,...,Chu,20,2014-02-18,stage/icco07krq_flt.fits,135.0,lmc,NGC2056-FIELD,
693,1223,WFC3,UVIS,13282,SNR0454-67.2,73.63125,-67.2162,...,...,Chu,350,2014-10-15,stage/icco09aqq_flt.fits,136.0,lmc,LMC-FIELD-E,
694,1224,WFC3,UVIS,13282,SNR0454-67.2,73.63125,-67.2162,...,...,Chu,350,2014-10-15,stage/icco09auq_flt.fits,136.0,lmc,LMC-FIELD-E,
695,1225,WFC3,UVIS,13282,SNR0454-67.2,73.63125,-67.2162,...,...,Chu,417,2014-10-15,stage/icco09ayq_flt.fits,136.0,lmc,LMC-FIELD-E,
696,1226,WFC3,UVIS,13282,SNR0454-67.2,73.63125,-67.2162,...,...,Chu,20,2014-10-15,stage/icco09b0q_flt.fits,136.0,lmc,LMC-FIELD-E,
697,1227,WFC3,UVIS,13282,SNR0454-67.2,73.63125,-67.2162,...,...,Chu,350,2014-10-15,stage/icco09b3q_flt.fits,136.0,lmc,LMC-FIELD-E,
698,1228,WFC3,UVIS,13282,SNR0454-67.2,73.63125,-67.2162,...,...,Chu,350,2014-10-15,stage/icco09b7q_flt.fits,136.0,lmc,LMC-FIELD-E,
699,1229,WFC3,UVIS,13282,SNR0454-67.2,73.63125,-67.2162,...,...,Chu,350,2014-10-15,stage/icco09bbq_flt.fits,136.0,lmc,LMC-FIELD-E,
700,1230,WFC3,UVIS,13282,SNR0454-67.2,73.63125,-67.2162,...,...,Chu,20,2014-10-15,stage/icco09bdq_flt.fits,136.0,lmc,LMC-FIELD-E,
701,1231,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1399,2015-01-24,stage/ickh01lbq_flt.fits,137.0,lmc,NGC1818-FIELD,
702,1232,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-24,stage/ickh01lgq_flt.fits,137.0,lmc,NGC1818-FIELD,
703,1233,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-24,stage/ickh01lmq_flt.fits,137.0,lmc,NGC1818-FIELD,
704,1234,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-24,stage/ickh01lrq_flt.fits,137.0,lmc,NGC1818-FIELD,
705,1235,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1399,2015-01-25,stage/ickh02soq_flt.fits,137.0,lmc,NGC1818-FIELD,
706,1236,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh02sqq_flt.fits,137.0,lmc,NGC1818-FIELD,
707,1237,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh02suq_flt.fits,137.0,lmc,NGC1818-FIELD,
708,1238,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh02sxq_flt.fits,137.0,lmc,NGC1818-FIELD,
709,1239,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1399,2015-01-25,stage/ickh03qxq_flt.fits,137.0,lmc,NGC1818-FIELD,
710,1240,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh03qzq_flt.fits,137.0,lmc,NGC1818-FIELD,
711,1241,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh03r3q_flt.fits,137.0,lmc,NGC1818-FIELD,
712,1242,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh03r6q_flt.fits,137.0,lmc,NGC1818-FIELD,
713,1243,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1399,2015-01-25,stage/ickh04rnq_flt.fits,137.0,lmc,NGC1818-FIELD,
714,1244,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh04rpq_flt.fits,137.0,lmc,NGC1818-FIELD,
715,1245,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh04rtq_flt.fits,137.0,lmc,NGC1818-FIELD,
716,1246,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh04rwq_flt.fits,137.0,lmc,NGC1818-FIELD,
717,1247,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1399,2015-01-25,stage/ickh05qaq_flt.fits,137.0,lmc,NGC1818-FIELD,
718,1248,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh05qfq_flt.fits,137.0,lmc,NGC1818-FIELD,
719,1249,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh05qlq_flt.fits,137.0,lmc,NGC1818-FIELD,
720,1250,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh05qqq_flt.fits,137.0,lmc,NGC1818-FIELD,
721,1251,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1399,2015-01-24,stage/ickh06m9q_flt.fits,137.0,lmc,NGC1818-FIELD,
722,1252,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-24,stage/ickh06mbq_flt.fits,137.0,lmc,NGC1818-FIELD,
723,1253,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-24,stage/ickh06mfq_flt.fits,137.0,lmc,NGC1818-FIELD,
724,1254,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-24,stage/ickh06miq_flt.fits,137.0,lmc,NGC1818-FIELD,
935,276,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,2,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509k1q_flt.fits,45.0,smc,NGC460,
936,277,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,1,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509k5q_flt.fits,45.0,smc,NGC460,
937,278,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,980,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509kbq_flt.fits,45.0,smc,NGC460,
938,279,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,500,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509kfq_flt.fits,45.0,smc,NGC460,
939,280,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,930,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509klq_flt.fits,45.0,smc,NGC460,
940,281,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,1030,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509kqq_flt.fits,45.0,smc,NGC460,
941,282,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,1180,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509kwq_flt.fits,45.0,smc,NGC460,
942,283,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,600,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509l2q_flt.fits,45.0,smc,NGC460,
943,284,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,730,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509l8q_flt.fits,45.0,smc,NGC460,
983,305,WFC3,UVIS,13476,AGNC-S1188,17.7625,-72.343389,...,...,Kallivayalil,354,2014-01-07,smc_fields/WFC3/13476_AGNC-S1188/icc220hsq_flt.fits,49.0,smc,BS146,
984,306,WFC3,UVIS,13476,AGNC-S1188,17.7625,-72.343389,...,...,Kallivayalil,354,2014-01-07,smc_fields/WFC3/13476_AGNC-S1188/icc220huq_flt.fits,49.0,smc,BS146,
985,307,WFC3,UVIS,13476,AGNC-S1188,17.7625,-72.343389,...,...,Kallivayalil,354,2014-01-07,smc_fields/WFC3/13476_AGNC-S1188/icc220hxq_flt.fits,49.0,smc,BS146,
986,308,WFC3,UVIS,13476,AGNC-S1188,17.7625,-72.343389,...,...,Kallivayalil,354,2014-01-07,smc_fields/WFC3/13476_AGNC-S1188/icc220i0q_flt.fits,49.0,smc,BS146,
987,309,WFC3,UVIS,13476,AGNC-S1188,17.7625,-72.343389,...,...,Kallivayalil,354,2014-01-07,smc_fields/WFC3/13476_AGNC-S1188/icc220i3q_flt.fits,49.0,smc,BS146,
988,310,WFC3,UVIS,13476,AGNC-S1188,17.7625,-72.343389,...,...,Kallivayalil,354,2014-01-07,smc_fields/WFC3/13476_AGNC-S1188/icc220i6q_flt.fits,49.0,smc,BS146,
989,1174,WFC3,UVIS,13476,AGNC-S1188,17.7625,-72.343389,...,...,Kallivayalil,354,2014-01-07,stage/icc220hsq_flt.fits,49.0,smc,BS146,
990,1175,WFC3,UVIS,13476,AGNC-S1188,17.7625,-72.343389,...,...,Kallivayalil,354,2014-01-07,stage/icc220huq_flt.fits,49.0,smc,BS146,
991,1176,WFC3,UVIS,13476,AGNC-S1188,17.7625,-72.343389,...,...,Kallivayalil,354,2014-01-07,stage/icc220hxq_flt.fits,49.0,smc,BS146,
992,1177,WFC3,UVIS,13476,AGNC-S1188,17.7625,-72.343389,...,...,Kallivayalil,354,2014-01-07,stage/icc220i0q_flt.fits,49.0,smc,BS146,
993,1178,WFC3,UVIS,13476,AGNC-S1188,17.7625,-72.343389,...,...,Kallivayalil,354,2014-01-07,stage/icc220i3q_flt.fits,49.0,smc,BS146,
994,1179,WFC3,UVIS,13476,AGNC-S1188,17.7625,-72.343389,...,...,Kallivayalil,354,2014-01-07,stage/icc220i6q_flt.fits,49.0,smc,BS146,
1252,858,WFC3,UVIS,12908,NGC-152,8.228842,-73.11725,...,...,Goudfrooij,200,2013-05-21,clusters/WFC3/12908_NGC-152/ibyl03myq_flt.fits,120.0,smc,NGC152,POLYGON 8.30034096 -73.10171763 8.22950183 -73.09253941 8.15762264 -73.13265804 8.22820486 -73.14151968 8.30034096 -73.10171763 8.30034096 -73.10171763
1253,859,WFC3,UVIS,12908,NGC-152,8.228842,-73.11725,...,...,Goudfrooij,750,2013-05-22,clusters/WFC3/12908_NGC-152/ibyl03n3q_flt.fits,120.0,smc,NGC152,POLYGON 8.30034096 -73.10171763 8.22950183 -73.09253941 8.15762264 -73.13265804 8.22820486 -73.14151968 8.30034096 -73.10171763 8.30034096 -73.10171763
1254,860,WFC3,UVIS,12908,NGC-152,8.228842,-73.11725,...,...,Goudfrooij,750,2013-05-22,clusters/WFC3/12908_NGC-152/ibyl03n7q_flt.fits,120.0,smc,NGC152,POLYGON 8.30034096 -73.10171763 8.22950183 -73.09253941 8.15762264 -73.13265804 8.22820486 -73.14151968 8.30034096 -73.10171763 8.30034096 -73.10171763
1255,861,WFC3,UVIS,12908,NGC-152,8.228842,-73.11725,...,...,Goudfrooij,500,2013-05-22,clusters/WFC3/12908_NGC-152/ibyl03ncq_flt.fits,120.0,smc,NGC152,POLYGON 8.30034096 -73.10171763 8.22950183 -73.09253941 8.15762264 -73.13265804 8.22820486 -73.14151968 8.30034096 -73.10171763 8.30034096 -73.10171763
1256,1039,WFC3,UVIS,12908,NGC-152,8.228842,-73.11725,...,...,Goudfrooij,200,2013-05-21,stage/ibyl03myq_flt.fits,120.0,smc,NGC152,POLYGON 8.30034096 -73.10171763 8.22950183 -73.09253941 8.15762264 -73.13265804 8.22820486 -73.14151968 8.30034096 -73.10171763 8.30034096 -73.10171763
1257,1040,WFC3,UVIS,12908,NGC-152,8.228842,-73.11725,...,...,Goudfrooij,750,2013-05-22,stage/ibyl03n3q_flt.fits,120.0,smc,NGC152,POLYGON 8.30034096 -73.10171763 8.22950183 -73.09253941 8.15762264 -73.13265804 8.22820486 -73.14151968 8.30034096 -73.10171763 8.30034096 -73.10171763
1258,1041,WFC3,UVIS,12908,NGC-152,8.228842,-73.11725,...,...,Goudfrooij,750,2013-05-22,stage/ibyl03n7q_flt.fits,120.0,smc,NGC152,POLYGON 8.30034096 -73.10171763 8.22950183 -73.09253941 8.15762264 -73.13265804 8.22820486 -73.14151968 8.30034096 -73.10171763 8.30034096 -73.10171763
1259,1042,WFC3,UVIS,12908,NGC-152,8.228842,-73.11725,...,...,Goudfrooij,500,2013-05-22,stage/ibyl03ncq_flt.fits,120.0,smc,NGC152,POLYGON 8.30034096 -73.10171763 8.22950183 -73.09253941 8.15762264 -73.13265804 8.22820486 -73.14151968 8.30034096 -73.10171763 8.30034096 -73.10171763
1260,886,WFC3,UVIS,11730,QSO-011141-724947,17.92375,-72.829722,...,...,Kallivayalil,265,2010-06-21,stage/ib5y17eyq_flt.fits,123.0,smc,SMC-FIELD-NE-1,
1261,887,WFC3,UVIS,11730,QSO-011141-724947,17.92375,-72.829722,...,...,Kallivayalil,265,2010-06-21,stage/ib5y17ezq_flt.fits,123.0,smc,SMC-FIELD-NE-1,
1262,888,WFC3,UVIS,11730,QSO-011141-724947,17.92375,-72.829722,...,...,Kallivayalil,265,2010-06-21,stage/ib5y17f0q_flt.fits,123.0,smc,SMC-FIELD-NE-1,
1263,889,WFC3,UVIS,11730,QSO-011141-724947,17.92375,-72.829722,...,...,Kallivayalil,265,2010-06-21,stage/ib5y17f1q_flt.fits,123.0,smc,SMC-FIELD-NE-1,
1264,267,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,2,2012-07-25,smc_fields/WFC3/12581_ANY/ibp507pnq_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1265,268,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,1,2012-07-25,smc_fields/WFC3/12581_ANY/ibp507psq_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1266,269,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,980,2012-07-25,smc_fields/WFC3/12581_ANY/ibp507qlq_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1267,270,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,500,2012-07-25,smc_fields/WFC3/12581_ANY/ibp507qqq_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1268,271,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,930,2012-07-25,smc_fields/WFC3/12581_ANY/ibp507qwq_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1269,272,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,1030,2012-07-25,smc_fields/WFC3/12581_ANY/ibp507r1q_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1270,273,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,1180,2012-07-25,smc_fields/WFC3/12581_ANY/ibp507r7q_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1271,274,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,600,2012-07-25,smc_fields/WFC3/12581_ANY/ibp507rdq_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1272,275,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,730,2012-07-25,smc_fields/WFC3/12581_ANY/ibp507rjq_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1273,1016,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,2,2012-07-25,stage/ibp507pnq_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1274,1017,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,1,2012-07-25,stage/ibp507psq_flt.fits,128.0,smc,SMC-FIELD-NE-2,
