i,j,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,group,galaxy,targname,s_region
286,534,ACS,WFC,10595,ESO056-SC004,75.551155,-67.985597,F555W,CLEAR2L,Goudfrooij,340,2005-09-29,clusters/ACS/10595_ESO056-SC004/j9es02l1q_flt.fits,86.0,lmc,NGC1806,POLYGON 75.54514989 -67.95608157 75.48862748 -68.0074067 75.55964601 -68.01593445 75.61505934 -67.96359266 75.54514989 -67.95608157 75.54514989 -67.95608157
287,535,ACS,WFC,10595,ESO056-SC004,75.551155,-67.985597,CLEAR1L,F814W,Goudfrooij,8,2005-09-29,clusters/ACS/10595_ESO056-SC004/j9es02l4q_flt.fits,86.0,lmc,NGC1806,POLYGON 75.54514989 -67.95608157 75.48862748 -68.0074067 75.55964601 -68.01593445 75.61505934 -67.96359266 75.54514989 -67.95608157 75.54514989 -67.95608157
288,536,ACS,WFC,10595,ESO056-SC004,75.551155,-67.985597,CLEAR1L,F814W,Goudfrooij,340,2005-09-29,clusters/ACS/10595_ESO056-SC004/j9es02l5q_flt.fits,86.0,lmc,NGC1806,POLYGON 75.54514989 -67.95608157 75.48862748 -68.0074067 75.55964601 -68.01593445 75.61505934 -67.96359266 75.54514989 -67.95608157 75.54514989 -67.95608157
289,537,ACS,WFC,10595,ESO056-SC004,75.551155,-67.985597,CLEAR1L,F814W,Goudfrooij,340,2005-09-29,clusters/ACS/10595_ESO056-SC004/j9es02l7q_flt.fits,86.0,lmc,NGC1806,POLYGON 75.54514989 -67.95608157 75.48862748 -68.0074067 75.55964601 -68.01593445 75.61505934 -67.96359266 75.54514989 -67.95608157 75.54514989 -67.95608157
290,674,ACS,WFC,9891,NGC1806,75.549875,-67.985814,F555W,CLEAR2L,Gilmore,300,2003-08-12,clusters/ACS/9891_NGC1806/j8ne54mnq_flt.fits,86.0,lmc,NGC1806,POLYGON J2000 75.48678130 -67.96718130 75.54875040 -68.01820560 75.61295520 -68.00450870 75.55088150 -67.95350860 75.48678130 -67.96718130 POLYGON J2000 75.68264520 -67.99032130 75.61789220 -67.93906460 75.55137660 -67.95304550 75.61602130 -68.00432830 75.68264520 -67.99032130
291,675,ACS,WFC,9891,NGC1806,75.549875,-67.985814,CLEAR1L,F814W,Gilmore,200,2003-08-12,clusters/ACS/9891_NGC1806/j8ne54mrq_flt.fits,86.0,lmc,NGC1806,POLYGON J2000 75.48678130 -67.96718130 75.54875040 -68.01820560 75.61295520 -68.00450870 75.55088150 -67.95350860 75.48678130 -67.96718130 POLYGON J2000 75.68264520 -67.99032130 75.61789220 -67.93906460 75.55137660 -67.95304550 75.61602130 -68.00432830 75.68264520 -67.99032130
292,790,WFC3,UVIS,12257,NGC-1806,75.574583,-67.987917,...,...,Girardi,1200,2011-10-12,clusters/WFC3/12257_NGC-1806/ibhy51rtq_flt.fits,86.0,lmc,NGC1806,POLYGON 75.62062246 -67.96213362 75.50103321 -67.96956959 75.52852407 -68.01368899 75.64717133 -68.00683225 75.62062246 -67.96213362 75.62062246 -67.96213362
293,791,WFC3,UVIS,12257,NGC-1806,75.574583,-67.987917,...,...,Girardi,1190,2011-10-12,clusters/WFC3/12257_NGC-1806/ibhy51rzq_flt.fits,86.0,lmc,NGC1806,POLYGON 75.62062246 -67.96213362 75.50103321 -67.96956959 75.52852407 -68.01368899 75.64717133 -68.00683225 75.62062246 -67.96213362 75.62062246 -67.96213362
294,792,WFC3,UVIS,12257,NGC-1806,75.574583,-67.987917,...,...,Girardi,1190,2011-10-12,clusters/WFC3/12257_NGC-1806/ibhy51s5q_flt.fits,86.0,lmc,NGC1806,POLYGON 75.62062246 -67.96213362 75.50103321 -67.96956959 75.52852407 -68.01368899 75.64717133 -68.00683225 75.62062246 -67.96213362 75.62062246 -67.96213362
295,977,WFC3,UVIS,12257,NGC-1806,75.574583,-67.987917,...,...,Girardi,1200,2011-10-12,stage/ibhy51rtq_flt.fits,86.0,lmc,NGC1806,POLYGON 75.62062246 -67.96213362 75.50103321 -67.96956959 75.52852407 -68.01368899 75.64717133 -68.00683225 75.62062246 -67.96213362 75.62062246 -67.96213362
296,978,WFC3,UVIS,12257,NGC-1806,75.574583,-67.987917,...,...,Girardi,1190,2011-10-12,stage/ibhy51rzq_flt.fits,86.0,lmc,NGC1806,POLYGON 75.62062246 -67.96213362 75.50103321 -67.96956959 75.52852407 -68.01368899 75.64717133 -68.00683225 75.62062246 -67.96213362 75.62062246 -67.96213362
297,979,WFC3,UVIS,12257,NGC-1806,75.574583,-67.987917,...,...,Girardi,1190,2011-10-12,stage/ibhy51s5q_flt.fits,86.0,lmc,NGC1806,POLYGON 75.62062246 -67.96213362 75.50103321 -67.96956959 75.52852407 -68.01368899 75.64717133 -68.00683225 75.62062246 -67.96213362 75.62062246 -67.96213362
298,555,ACS,WFC,10595,ESO056-SC067,76.895833,-67.460833,CLEAR1L,F435W,Goudfrooij,90,2006-01-12,clusters/ACS/10595_ESO056-SC067/j9es03o2q_flt.fits,87.0,lmc,NGC1846,POLYGON 76.85570298 -67.43276998 76.81709084 -67.45644329 76.93613198 -67.48947285 76.97193518 -67.46588135 76.85570298 -67.43276998 76.85570298 -67.43276998
299,556,ACS,WFC,10595,ESO056-SC067,76.895833,-67.460833,CLEAR1L,F435W,Goudfrooij,340,2006-01-12,clusters/ACS/10595_ESO056-SC067/j9es03o3q_flt.fits,87.0,lmc,NGC1846,POLYGON 76.85570298 -67.43276998 76.81709084 -67.45644329 76.93613198 -67.48947285 76.97193518 -67.46588135 76.85570298 -67.43276998 76.85570298 -67.43276998
300,557,ACS,WFC,10595,ESO056-SC067,76.895833,-67.460833,CLEAR1L,F435W,Goudfrooij,340,2006-01-12,clusters/ACS/10595_ESO056-SC067/j9es03o5q_flt.fits,87.0,lmc,NGC1846,POLYGON 76.85570298 -67.43276998 76.81709084 -67.45644329 76.93613198 -67.48947285 76.97193518 -67.46588135 76.85570298 -67.43276998 76.85570298 -67.43276998
301,558,ACS,WFC,10595,ESO056-SC067,76.895833,-67.460833,F555W,CLEAR2L,Goudfrooij,40,2006-01-12,clusters/ACS/10595_ESO056-SC067/j9es03o8q_flt.fits,87.0,lmc,NGC1846,POLYGON 76.85570298 -67.43276998 76.81709084 -67.45644329 76.93613198 -67.48947285 76.97193518 -67.46588135 76.85570298 -67.43276998 76.85570298 -67.43276998
302,559,ACS,WFC,10595,ESO056-SC067,76.895833,-67.460833,F555W,CLEAR2L,Goudfrooij,340,2006-01-12,clusters/ACS/10595_ESO056-SC067/j9es03o9q_flt.fits,87.0,lmc,NGC1846,POLYGON 76.85570298 -67.43276998 76.81709084 -67.45644329 76.93613198 -67.48947285 76.97193518 -67.46588135 76.85570298 -67.43276998 76.85570298 -67.43276998
303,560,ACS,WFC,10595,ESO056-SC067,76.895833,-67.460833,F555W,CLEAR2L,Goudfrooij,340,2006-01-12,clusters/ACS/10595_ESO056-SC067/j9es03obq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.85570298 -67.43276998 76.81709084 -67.45644329 76.93613198 -67.48947285 76.97193518 -67.46588135 76.85570298 -67.43276998 76.85570298 -67.43276998
304,561,ACS,WFC,10595,ESO056-SC067,76.895833,-67.460833,CLEAR1L,F814W,Goudfrooij,8,2006-01-12,clusters/ACS/10595_ESO056-SC067/j9es03oeq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.85570298 -67.43276998 76.81709084 -67.45644329 76.93613198 -67.48947285 76.97193518 -67.46588135 76.85570298 -67.43276998 76.85570298 -67.43276998
305,562,ACS,WFC,10595,ESO056-SC067,76.895833,-67.460833,CLEAR1L,F814W,Goudfrooij,340,2006-01-12,clusters/ACS/10595_ESO056-SC067/j9es03ofq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.85570298 -67.43276998 76.81709084 -67.45644329 76.93613198 -67.48947285 76.97193518 -67.46588135 76.85570298 -67.43276998 76.85570298 -67.43276998
306,563,ACS,WFC,10595,ESO056-SC067,76.895833,-67.460833,CLEAR1L,F814W,Goudfrooij,340,2006-01-12,clusters/ACS/10595_ESO056-SC067/j9es03ohq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.85570298 -67.43276998 76.81709084 -67.45644329 76.93613198 -67.48947285 76.97193518 -67.46588135 76.85570298 -67.43276998 76.85570298 -67.43276998
307,610,ACS,WFC,12219,NGC1846-OUT,76.92,-67.449083,F475W,CLEAR2L,Milone,900,2011-04-17,clusters/ACS/12219_NGC1846-OUT/jbjt01a2q_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
308,611,ACS,WFC,12219,NGC1846-OUT,76.92,-67.449083,F475W,CLEAR2L,Milone,900,2011-04-17,clusters/ACS/12219_NGC1846-OUT/jbjt01a5q_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
309,612,ACS,WFC,12219,NGC1846-OUT,76.92,-67.449083,F475W,CLEAR2L,Milone,900,2011-04-17,clusters/ACS/12219_NGC1846-OUT/jbjt01a9q_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
310,613,ACS,WFC,12219,NGC1846-OUT,76.92,-67.449083,CLEAR1L,F814W,Milone,340,2011-04-17,clusters/ACS/12219_NGC1846-OUT/jbjt01adq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
311,614,ACS,WFC,12219,NGC1846-OUT,76.92,-67.449083,CLEAR1L,F814W,Milone,340,2011-04-17,clusters/ACS/12219_NGC1846-OUT/jbjt01afq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.95865039 -67.42819447 76.85903695 -67.43367357 76.87306036 -67.46731006 76.97036575 -67.46196871 76.95865039 -67.42819447 76.95865039 -67.42819447
312,615,ACS,WFC,12219,NGC1846-OUT,76.92,-67.449083,CLEAR1L,F814W,Milone,326,2011-04-17,clusters/ACS/12219_NGC1846-OUT/jbjt01awq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.95865039 -67.42819447 76.85903695 -67.43367357 76.87306036 -67.46731006 76.97036575 -67.46196871 76.95865039 -67.42819447 76.95865039 -67.42819447
313,616,ACS,WFC,12219,NGC1846-OUT,76.92,-67.449083,CLEAR1L,F814W,Milone,340,2011-04-16,clusters/ACS/12219_NGC1846-OUT/jbjt01yrq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.95865039 -67.42819447 76.85903695 -67.43367357 76.87306036 -67.46731006 76.97036575 -67.46196871 76.95865039 -67.42819447 76.95865039 -67.42819447
314,617,ACS,WFC,12219,NGC1846-OUT,76.92,-67.449083,CLEAR1L,F814W,Milone,340,2011-04-16,clusters/ACS/12219_NGC1846-OUT/jbjt01ysq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.95865039 -67.42819447 76.85903695 -67.43367357 76.87306036 -67.46731006 76.97036575 -67.46196871 76.95865039 -67.42819447 76.95865039 -67.42819447
315,618,ACS,WFC,12219,NGC1846-OUT,76.92,-67.449083,F475W,CLEAR2L,Milone,900,2011-04-16,clusters/ACS/12219_NGC1846-OUT/jbjt01yvq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.95865039 -67.42819447 76.85903695 -67.43367357 76.87306036 -67.46731006 76.97036575 -67.46196871 76.95865039 -67.42819447 76.95865039 -67.42819447
316,619,ACS,WFC,12219,NGC1846-OUT,76.92,-67.449083,F475W,CLEAR2L,Milone,900,2011-04-17,clusters/ACS/12219_NGC1846-OUT/jbjt01z1q_flt.fits,87.0,lmc,NGC1846,POLYGON 76.95865039 -67.42819447 76.85903695 -67.43367357 76.87306036 -67.46731006 76.97036575 -67.46196871 76.95865039 -67.42819447 76.95865039 -67.42819447
317,620,ACS,WFC,12219,NGC1846-OUT,76.92,-67.449083,F475W,CLEAR2L,Milone,900,2011-04-17,clusters/ACS/12219_NGC1846-OUT/jbjt01zuq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.95865039 -67.42819447 76.85903695 -67.43367357 76.87306036 -67.46731006 76.97036575 -67.46196871 76.95865039 -67.42819447 76.95865039 -67.42819447
318,621,ACS,WFC,12219,NGC1846-OUT,76.92,-67.449083,F475W,CLEAR2L,Milone,900,2011-04-17,clusters/ACS/12219_NGC1846-OUT/jbjt01zxq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.95865039 -67.42819447 76.85903695 -67.43367357 76.87306036 -67.46731006 76.97036575 -67.46196871 76.95865039 -67.42819447 76.95865039 -67.42819447
319,676,ACS,WFC,9891,NGC1846,76.890083,-67.460636,F555W,CLEAR2L,Gilmore,300,2003-10-08,clusters/ACS/9891_NGC1846/j8ne55z9q_flt.fits,87.0,lmc,NGC1846,POLYGON J2000 76.95712120 -67.50342640 77.02811710 -67.45364830 76.96031980 -67.44168600 76.88921770 -67.49143430 76.95712120 -67.50342640 POLYGON J2000 76.88707540 -67.49061030 76.95905840 -67.44180830 76.89335830 -67.43040910 76.82127500 -67.47918180 76.88707540 -67.49061030
320,677,ACS,WFC,9891,NGC1846,76.890083,-67.460636,CLEAR1L,F814W,Gilmore,200,2003-10-08,clusters/ACS/9891_NGC1846/j8ne55zeq_flt.fits,87.0,lmc,NGC1846,POLYGON J2000 76.95712120 -67.50342640 77.02811710 -67.45364830 76.96031980 -67.44168600 76.88921770 -67.49143430 76.95712120 -67.50342640 POLYGON J2000 76.88707540 -67.49061030 76.95905840 -67.44180830 76.89335830 -67.43040910 76.82127500 -67.47918180 76.88707540 -67.49061030
321,743,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,1032,2011-04-17,clusters/WFC3/12219_NGC1846-OUT/ibjt01a1q_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
322,744,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,1032,2011-04-17,clusters/WFC3/12219_NGC1846-OUT/ibjt01a4q_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
323,745,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,1032,2011-04-17,clusters/WFC3/12219_NGC1846-OUT/ibjt01a8q_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
324,746,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,1032,2011-04-17,clusters/WFC3/12219_NGC1846-OUT/ibjt01acq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.95865039 -67.42819447 76.85903695 -67.43367357 76.87306036 -67.46731006 76.97036575 -67.46196871 76.95865039 -67.42819447 76.95865039 -67.42819447
325,747,WFC3,IR,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,349,2011-04-17,clusters/WFC3/12219_NGC1846-OUT/ibjt01aiq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.95865039 -67.42819447 76.85903695 -67.43367357 76.87306036 -67.46731006 76.97036575 -67.46196871 76.95865039 -67.42819447 76.95865039 -67.42819447
326,748,WFC3,IR,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,349,2011-04-17,clusters/WFC3/12219_NGC1846-OUT/ibjt01akq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
327,749,WFC3,IR,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,349,2011-04-17,clusters/WFC3/12219_NGC1846-OUT/ibjt01amq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
328,750,WFC3,IR,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,349,2011-04-17,clusters/WFC3/12219_NGC1846-OUT/ibjt01aoq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
329,751,WFC3,IR,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,349,2011-04-17,clusters/WFC3/12219_NGC1846-OUT/ibjt01aqq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
330,752,WFC3,IR,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,349,2011-04-17,clusters/WFC3/12219_NGC1846-OUT/ibjt01asq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
331,753,WFC3,IR,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,349,2011-04-17,clusters/WFC3/12219_NGC1846-OUT/ibjt01auq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
332,754,WFC3,IR,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,399,2011-04-17,clusters/WFC3/12219_NGC1846-OUT/ibjt01avq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
333,755,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,900,2011-04-16,clusters/WFC3/12219_NGC1846-OUT/ibjt01yqq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
334,756,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,1032,2011-04-16,clusters/WFC3/12219_NGC1846-OUT/ibjt01yuq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
335,757,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,1032,2011-04-17,clusters/WFC3/12219_NGC1846-OUT/ibjt01z0q_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
336,758,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,1032,2011-04-17,clusters/WFC3/12219_NGC1846-OUT/ibjt01ztq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
337,759,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,1032,2011-04-17,clusters/WFC3/12219_NGC1846-OUT/ibjt01zwq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
338,983,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,1032,2011-04-17,stage/ibjt01a1q_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
339,984,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,1032,2011-04-17,stage/ibjt01a4q_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
340,985,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,1032,2011-04-17,stage/ibjt01a8q_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
341,986,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,1032,2011-04-17,stage/ibjt01acq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.95865039 -67.42819447 76.85903695 -67.43367357 76.87306036 -67.46731006 76.97036575 -67.46196871 76.95865039 -67.42819447 76.95865039 -67.42819447
342,987,WFC3,IR,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,349,2011-04-17,stage/ibjt01aiq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.95865039 -67.42819447 76.85903695 -67.43367357 76.87306036 -67.46731006 76.97036575 -67.46196871 76.95865039 -67.42819447 76.95865039 -67.42819447
343,988,WFC3,IR,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,349,2011-04-17,stage/ibjt01akq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
344,989,WFC3,IR,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,349,2011-04-17,stage/ibjt01amq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
345,990,WFC3,IR,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,349,2011-04-17,stage/ibjt01aoq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
346,991,WFC3,IR,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,349,2011-04-17,stage/ibjt01aqq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
347,992,WFC3,IR,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,349,2011-04-17,stage/ibjt01asq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
348,993,WFC3,IR,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,349,2011-04-17,stage/ibjt01auq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
349,994,WFC3,IR,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,399,2011-04-17,stage/ibjt01avq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
350,995,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,900,2011-04-16,stage/ibjt01yqq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
351,996,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,1032,2011-04-16,stage/ibjt01yuq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
352,997,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,1032,2011-04-17,stage/ibjt01z0q_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
353,998,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,1032,2011-04-17,stage/ibjt01ztq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
354,999,WFC3,UVIS,12219,NGC1846-OUT,76.92,-67.449083,...,...,Milone,1032,2011-04-17,stage/ibjt01zwq_flt.fits,87.0,lmc,NGC1846,POLYGON 76.96577617 -67.42379443 76.84898124 -67.42702794 76.86521618 -67.47239585 76.98348916 -67.46858836 76.96577617 -67.42379443 76.96577617 -67.42379443
355,678,ACS,WFC,9891,NGC1852,77.349333,-67.779047,F555W,CLEAR2L,Gilmore,330,2003-10-07,clusters/ACS/9891_NGC1852/j8ne57pxq_flt.fits,88.0,lmc,NGC1852,POLYGON J2000 77.41970660 -67.82115680 77.48826380 -67.77069770 77.41876180 -67.75940520 77.35008780 -67.80983520 77.41970660 -67.82115680 POLYGON J2000 77.34786110 -67.80903240 77.41749190 -67.75953980 77.35015260 -67.74878910 77.28041140 -67.79825300 77.34786110 -67.80903240
356,679,ACS,WFC,9891,NGC1852,77.349333,-67.779047,CLEAR1L,F814W,Gilmore,200,2003-10-07,clusters/ACS/9891_NGC1852/j8ne57q0q_flt.fits,88.0,lmc,NGC1852,POLYGON J2000 77.41970660 -67.82115680 77.48826380 -67.77069770 77.41876180 -67.75940520 77.35008780 -67.80983520 77.41970660 -67.82115680 POLYGON J2000 77.34786110 -67.80903240 77.41749190 -67.75953980 77.35015260 -67.74878910 77.28041140 -67.79825300 77.34786110 -67.80903240
357,793,WFC3,UVIS,12257,NGC-1852,77.368333,-67.781944,...,...,Girardi,60,2011-10-12,clusters/WFC3/12257_NGC-1852/ibhy41scq_flt.fits,88.0,lmc,NGC1852,POLYGON 77.41200926 -67.75568061 77.29407823 -67.76438991 77.32464108 -67.80819793 77.44167643 -67.80007792 77.41200926 -67.75568061 77.41200926 -67.75568061
358,794,WFC3,UVIS,12257,NGC-1852,77.368333,-67.781944,...,...,Girardi,300,2011-10-12,clusters/WFC3/12257_NGC-1852/ibhy41sdq_flt.fits,88.0,lmc,NGC1852,POLYGON 77.41200926 -67.75568061 77.29407823 -67.76438991 77.32464108 -67.80819793 77.44167643 -67.80007792 77.41200926 -67.75568061 77.41200926 -67.75568061
