k,i,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,group,galaxy,targname,s_region
1123,475,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,474,2006-03-08,clusters/ACS/10396_NGC416/j96121k5q_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1124,476,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,20,2006-03-08,clusters/ACS/10396_NGC416/j96121k8q_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1125,477,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,20,2006-03-08,clusters/ACS/10396_NGC416/j96121kaq_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1126,478,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,496,2006-03-08,clusters/ACS/10396_NGC416/j96121kbq_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1127,479,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,496,2006-03-08,clusters/ACS/10396_NGC416/j96121kdq_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1128,480,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,496,2006-03-08,clusters/ACS/10396_NGC416/j96121kfq_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1129,481,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,496,2006-03-08,clusters/ACS/10396_NGC416/j96121khq_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1178,517,ACS,WFC,10396,SFH-4,15.0125,-72.534444,CLEAR1L,F814W,Gallagher,1,2005-11-23,clusters/ACS/10396_SFH-4/j96111leq_flt.fits,63.0,smc,SMC-FIELD-NW,POLYGON 15.1282928 -72.53403619 14.9956822 -72.49536149 14.87322988 -72.53961484 15.0124966 -72.57821668 15.1282928 -72.53403619 15.1282928 -72.53403619
1179,518,ACS,WFC,10396,SFH-4,15.0125,-72.534444,CLEAR1L,F814W,Gallagher,1,2005-11-23,clusters/ACS/10396_SFH-4/j96111lgq_flt.fits,63.0,smc,SMC-FIELD-NW,POLYGON 15.1282928 -72.53403619 14.9956822 -72.49536149 14.87322988 -72.53961484 15.0124966 -72.57821668 15.1282928 -72.53403619 15.1282928 -72.53403619
1180,519,ACS,WFC,10396,SFH-4,15.0125,-72.534444,CLEAR1L,F814W,Gallagher,504,2005-11-23,clusters/ACS/10396_SFH-4/j96111lhq_flt.fits,63.0,smc,SMC-FIELD-NW,POLYGON 15.1282928 -72.53403619 14.9956822 -72.49536149 14.87322988 -72.53961484 15.0124966 -72.57821668 15.1282928 -72.53403619 15.1282928 -72.53403619
1181,520,ACS,WFC,10396,SFH-4,15.0125,-72.534444,CLEAR1L,F814W,Gallagher,504,2005-11-23,clusters/ACS/10396_SFH-4/j96111ljq_flt.fits,63.0,smc,SMC-FIELD-NW,POLYGON 15.1282928 -72.53403619 14.9956822 -72.49536149 14.87322988 -72.53961484 15.0124966 -72.57821668 15.1282928 -72.53403619 15.1282928 -72.53403619
1182,521,ACS,WFC,10396,SFH-4,15.0125,-72.534444,CLEAR1L,F814W,Gallagher,504,2005-11-23,clusters/ACS/10396_SFH-4/j96111llq_flt.fits,63.0,smc,SMC-FIELD-NW,POLYGON 15.1282928 -72.53403619 14.9956822 -72.49536149 14.87322988 -72.53961484 15.0124966 -72.57821668 15.1282928 -72.53403619 15.1282928 -72.53403619
1183,522,ACS,WFC,10396,SFH-4,15.0125,-72.534444,CLEAR1L,F814W,Gallagher,48,2005-11-23,clusters/ACS/10396_SFH-4/j96111loq_flt.fits,63.0,smc,SMC-FIELD-NW,POLYGON 15.1282928 -72.53403619 14.9956822 -72.49536149 14.87322988 -72.53961484 15.0124966 -72.57821668 15.1282928 -72.53403619 15.1282928 -72.53403619
1184,523,ACS,WFC,10396,SFH-4,15.0125,-72.534444,F555W,CLEAR2L,Gallagher,1,2005-11-23,clusters/ACS/10396_SFH-4/j96111lqq_flt.fits,63.0,smc,SMC-FIELD-NW,POLYGON 15.1282928 -72.53403619 14.9956822 -72.49536149 14.87322988 -72.53961484 15.0124966 -72.57821668 15.1282928 -72.53403619 15.1282928 -72.53403619
1185,524,ACS,WFC,10396,SFH-4,15.0125,-72.534444,F555W,CLEAR2L,Gallagher,1,2005-11-23,clusters/ACS/10396_SFH-4/j96111lsq_flt.fits,63.0,smc,SMC-FIELD-NW,POLYGON 15.1282928 -72.53403619 14.9956822 -72.49536149 14.87322988 -72.53961484 15.0124966 -72.57821668 15.1282928 -72.53403619 15.1282928 -72.53403619
1186,525,ACS,WFC,10396,SFH-4,15.0125,-72.534444,F555W,CLEAR2L,Gallagher,539,2005-11-23,clusters/ACS/10396_SFH-4/j96111ltq_flt.fits,63.0,smc,SMC-FIELD-NW,POLYGON 15.1282928 -72.53403619 14.9956822 -72.49536149 14.87322988 -72.53961484 15.0124966 -72.57821668 15.1282928 -72.53403619 15.1282928 -72.53403619
1187,526,ACS,WFC,10396,SFH-4,15.0125,-72.534444,F555W,CLEAR2L,Gallagher,539,2005-11-23,clusters/ACS/10396_SFH-4/j96111lvq_flt.fits,63.0,smc,SMC-FIELD-NW,POLYGON 15.1282928 -72.53403619 14.9956822 -72.49536149 14.87322988 -72.53961484 15.0124966 -72.57821668 15.1282928 -72.53403619 15.1282928 -72.53403619
1188,527,ACS,WFC,10396,SFH-4,15.0125,-72.534444,F555W,CLEAR2L,Gallagher,539,2005-11-23,clusters/ACS/10396_SFH-4/j96111lxq_flt.fits,63.0,smc,SMC-FIELD-NW,POLYGON 15.1282928 -72.53403619 14.9956822 -72.49536149 14.87322988 -72.53961484 15.0124966 -72.57821668 15.1282928 -72.53403619 15.1282928 -72.53403619
1189,528,ACS,WFC,10396,SFH-4,15.0125,-72.534444,F555W,CLEAR2L,Gallagher,50,2005-11-23,clusters/ACS/10396_SFH-4/j96111m0q_flt.fits,63.0,smc,SMC-FIELD-NW,POLYGON 15.1282928 -72.53403619 14.9956822 -72.49536149 14.87322988 -72.53961484 15.0124966 -72.57821668 15.1282928 -72.53403619 15.1282928 -72.53403619
1190,638,ACS,WFC,9891,IC1660,18.15725,-71.76105,F555W,CLEAR2L,Gilmore,73,2003-08-13,clusters/ACS/9891_IC1660/j8ne30mwq_flt.fits,70.0,smc,IC1660,POLYGON J2000 18.15145950 -71.79129860 18.24338500 -71.74318010 18.16384260 -71.73117400 18.07177290 -71.77925450 18.15145950 -71.79129860 POLYGON J2000 18.23626020 -71.80476230 18.32702680 -71.75565070 18.24493740 -71.74306950 18.15401770 -71.79214240 18.23626020 -71.80476230
1191,639,ACS,WFC,9891,IC1660,18.15725,-71.76105,CLEAR1L,F814W,Gilmore,58,2003-08-13,clusters/ACS/9891_IC1660/j8ne30myq_flt.fits,70.0,smc,IC1660,POLYGON J2000 18.15145950 -71.79129860 18.24338500 -71.74318010 18.16384260 -71.73117400 18.07177290 -71.77925450 18.15145950 -71.79129860 POLYGON J2000 18.23626020 -71.80476230 18.32702680 -71.75565070 18.24493740 -71.74306950 18.15401770 -71.79214240 18.23626020 -71.80476230
1192,642,ACS,WFC,9891,KRON1,5.35825,-73.747925,F555W,CLEAR2L,Gilmore,480,2003-08-27,clusters/ACS/9891_KRON1/j8ne02usq_flt.fits,72.0,smc,KRON1,POLYGON J2000 5.29935340 -73.77435310 5.35692170 -73.79803240 5.53220600 -73.76938290 5.47448810 -73.74575090 5.29935340 -73.77435310 POLYGON J2000 5.47278320 -73.74560740 5.41652650 -73.72286730 5.24225060 -73.75043790 5.29836260 -73.77322400 5.47278320 -73.74560740
1193,643,ACS,WFC,9891,KRON1,5.35825,-73.747925,CLEAR1L,F814W,Gilmore,290,2003-08-27,clusters/ACS/9891_KRON1/j8ne02uxq_flt.fits,72.0,smc,KRON1,POLYGON J2000 5.29935340 -73.77435310 5.35692170 -73.79803240 5.53220600 -73.76938290 5.47448810 -73.74575090 5.29935340 -73.77435310 POLYGON J2000 5.47278320 -73.74560740 5.41652650 -73.72286730 5.24225060 -73.75043790 5.29836260 -73.77322400 5.47278320 -73.74560740
1194,644,ACS,WFC,9891,KRON21,10.350083,-72.890219,F555W,CLEAR2L,Gilmore,480,2003-08-22,clusters/ACS/9891_KRON21/j8ne10x3q_flt.fits,73.0,smc,KRON21,POLYGON J2000 10.44948900 -72.87664570 10.37205680 -72.86098520 10.25036420 -72.90410880 10.32787780 -72.91981550 10.44948900 -72.87664570 POLYGON J2000 10.33012870 -72.92077150 10.41004480 -72.93716730 10.53100690 -72.89295880 10.45117870 -72.87661040 10.33012870 -72.92077150
1195,645,ACS,WFC,9891,KRON21,10.350083,-72.890219,CLEAR1L,F814W,Gilmore,290,2003-08-22,clusters/ACS/9891_KRON21/j8ne10x7q_flt.fits,73.0,smc,KRON21,POLYGON J2000 10.44948900 -72.87664570 10.37205680 -72.86098520 10.25036420 -72.90410880 10.32787780 -72.91981550 10.44948900 -72.87664570 POLYGON J2000 10.33012870 -72.92077150 10.41004480 -72.93716730 10.53100690 -72.89295880 10.45117870 -72.87661040 10.33012870 -72.92077150
1196,646,ACS,WFC,9891,KRON34,13.889167,-72.832714,F555W,CLEAR2L,Gilmore,165,2003-08-12,clusters/ACS/9891_KRON34/j8ne20mjq_flt.fits,74.0,smc,KRON34,POLYGON J2000 13.79324320 -72.84867970 13.87408470 -72.86273660 13.98465610 -72.81714800 13.90393480 -72.80313510 13.79324320 -72.84867970 POLYGON J2000 13.95994610 -72.87833800 14.06959290 -72.83172720 13.98632730 -72.81707770 13.87655200 -72.86364350 13.95994610 -72.87833800
1197,647,ACS,WFC,9891,KRON34,13.889167,-72.832714,CLEAR1L,F814W,Gilmore,130,2003-08-12,clusters/ACS/9891_KRON34/j8ne20mlq_flt.fits,74.0,smc,KRON34,POLYGON J2000 13.79324320 -72.84867970 13.87408470 -72.86273660 13.98465610 -72.81714800 13.90393480 -72.80313510 13.79324320 -72.84867970 POLYGON J2000 13.95994610 -72.87833800 14.06959290 -72.83172720 13.98632730 -72.81707770 13.87655200 -72.86364350 13.95994610 -72.87833800
1198,648,ACS,WFC,9891,LINDSAY113,27.372208,-73.727897,F555W,CLEAR2L,Gilmore,480,2004-06-03,clusters/ACS/9891_LINDSAY113/j8ne38q9q_flt.fits,75.0,smc,LINDSAY113,POLYGON J2000 27.32930310 -73.69714130 27.47881710 -73.73535320 27.54212240 -73.71289190 27.39266430 -73.67472460 27.32930310 -73.69714130 POLYGON J2000 27.26849430 -73.71942230 27.41449960 -73.75778130 27.47527050 -73.73595760 27.32931610 -73.69764030 27.26849430 -73.71942230
1199,649,ACS,WFC,9891,LINDSAY113,27.372208,-73.727897,CLEAR1L,F814W,Gilmore,290,2004-06-03,clusters/ACS/9891_LINDSAY113/j8ne38qbq_flt.fits,75.0,smc,LINDSAY113,POLYGON J2000 27.32930310 -73.69714130 27.47881710 -73.73535320 27.54212240 -73.71289190 27.39266430 -73.67472460 27.32930310 -73.69714130 POLYGON J2000 27.26849430 -73.71942230 27.41449960 -73.75778130 27.47527050 -73.73595760 27.32931610 -73.69764030 27.26849430 -73.71942230
1200,650,ACS,WFC,9891,LINDSAY114,27.580042,-74.356528,F555W,CLEAR2L,Gilmore,480,2003-08-07,clusters/ACS/9891_LINDSAY114/j8ne39zoq_flt.fits,76.0,smc,LINDSAY114,POLYGON J2000 27.70740450 -74.39277660 27.76544570 -74.33825390 27.66179190 -74.33225980 27.60341960 -74.38675520 27.70740450 -74.39277660 POLYGON J2000 27.55985480 -74.32684960 27.49917620 -74.38046730 27.59977800 -74.38613000 27.66014210 -74.33248470 27.55985480 -74.32684960
1201,651,ACS,WFC,9891,LINDSAY114,27.580042,-74.356528,CLEAR1L,F814W,Gilmore,290,2003-08-07,clusters/ACS/9891_LINDSAY114/j8ne39zrq_flt.fits,76.0,smc,LINDSAY114,POLYGON J2000 27.70740450 -74.39277660 27.76544570 -74.33825390 27.66179190 -74.33225980 27.60341960 -74.38675520 27.70740450 -74.39277660 POLYGON J2000 27.55985480 -74.32684960 27.49917620 -74.38046730 27.59977800 -74.38613000 27.66014210 -74.33248470 27.55985480 -74.32684960
1202,412,ACS,WFC,10396,LINDSAY-1,0.969708,-73.470411,CLEAR1L,F814W,Gallagher,10,2005-08-21,clusters/ACS/10396_LINDSAY-1/j96105ioq_flt.fits,77.0,smc,LINDSAY1,POLYGON 1.11850102 -73.48159559 0.9997319 -73.43672334 0.83242212 -73.46522296 0.9496853 -73.51213704 1.11850102 -73.48159559 1.11850102 -73.48159559
1203,413,ACS,WFC,10396,LINDSAY-1,0.969708,-73.470411,CLEAR1L,F814W,Gallagher,10,2005-08-21,clusters/ACS/10396_LINDSAY-1/j96105iqq_flt.fits,77.0,smc,LINDSAY1,POLYGON 1.11850102 -73.48159559 0.9997319 -73.43672334 0.83242212 -73.46522296 0.9496853 -73.51213704 1.11850102 -73.48159559 1.11850102 -73.48159559
1204,414,ACS,WFC,10396,LINDSAY-1,0.969708,-73.470411,CLEAR1L,F814W,Gallagher,474,2005-08-21,clusters/ACS/10396_LINDSAY-1/j96105irq_flt.fits,77.0,smc,LINDSAY1,POLYGON 1.11850102 -73.48159559 0.9997319 -73.43672334 0.83242212 -73.46522296 0.9496853 -73.51213704 1.11850102 -73.48159559 1.11850102 -73.48159559
1205,415,ACS,WFC,10396,LINDSAY-1,0.969708,-73.470411,CLEAR1L,F814W,Gallagher,474,2005-08-21,clusters/ACS/10396_LINDSAY-1/j96105itq_flt.fits,77.0,smc,LINDSAY1,POLYGON 1.11850102 -73.48159559 0.9997319 -73.43672334 0.83242212 -73.46522296 0.9496853 -73.51213704 1.11850102 -73.48159559 1.11850102 -73.48159559
1206,416,ACS,WFC,10396,LINDSAY-1,0.969708,-73.470411,CLEAR1L,F814W,Gallagher,474,2005-08-21,clusters/ACS/10396_LINDSAY-1/j96105ivq_flt.fits,77.0,smc,LINDSAY1,POLYGON 1.11850102 -73.48159559 0.9997319 -73.43672334 0.83242212 -73.46522296 0.9496853 -73.51213704 1.11850102 -73.48159559 1.11850102 -73.48159559
1207,417,ACS,WFC,10396,LINDSAY-1,0.969708,-73.470411,CLEAR1L,F814W,Gallagher,474,2005-08-21,clusters/ACS/10396_LINDSAY-1/j96105ixq_flt.fits,77.0,smc,LINDSAY1,POLYGON 1.11850102 -73.48159559 0.9997319 -73.43672334 0.83242212 -73.46522296 0.9496853 -73.51213704 1.11850102 -73.48159559 1.11850102 -73.48159559
1208,418,ACS,WFC,10396,LINDSAY-1,0.969708,-73.470411,F555W,CLEAR2L,Gallagher,20,2005-08-21,clusters/ACS/10396_LINDSAY-1/j96105j0q_flt.fits,77.0,smc,LINDSAY1,POLYGON 1.11850102 -73.48159559 0.9997319 -73.43672334 0.83242212 -73.46522296 0.9496853 -73.51213704 1.11850102 -73.48159559 1.11850102 -73.48159559
1209,419,ACS,WFC,10396,LINDSAY-1,0.969708,-73.470411,F555W,CLEAR2L,Gallagher,20,2005-08-21,clusters/ACS/10396_LINDSAY-1/j96105j2q_flt.fits,77.0,smc,LINDSAY1,POLYGON 1.11850102 -73.48159559 0.9997319 -73.43672334 0.83242212 -73.46522296 0.9496853 -73.51213704 1.11850102 -73.48159559 1.11850102 -73.48159559
1210,420,ACS,WFC,10396,LINDSAY-1,0.969708,-73.470411,F555W,CLEAR2L,Gallagher,496,2005-08-21,clusters/ACS/10396_LINDSAY-1/j96105j3q_flt.fits,77.0,smc,LINDSAY1,POLYGON 1.11850102 -73.48159559 0.9997319 -73.43672334 0.83242212 -73.46522296 0.9496853 -73.51213704 1.11850102 -73.48159559 1.11850102 -73.48159559
1211,421,ACS,WFC,10396,LINDSAY-1,0.969708,-73.470411,F555W,CLEAR2L,Gallagher,496,2005-08-21,clusters/ACS/10396_LINDSAY-1/j96105j5q_flt.fits,77.0,smc,LINDSAY1,POLYGON 1.11850102 -73.48159559 0.9997319 -73.43672334 0.83242212 -73.46522296 0.9496853 -73.51213704 1.11850102 -73.48159559 1.11850102 -73.48159559
1212,422,ACS,WFC,10396,LINDSAY-1,0.969708,-73.470411,F555W,CLEAR2L,Gallagher,496,2005-08-21,clusters/ACS/10396_LINDSAY-1/j96105j7q_flt.fits,77.0,smc,LINDSAY1,POLYGON 1.11850102 -73.48159559 0.9997319 -73.43672334 0.83242212 -73.46522296 0.9496853 -73.51213704 1.11850102 -73.48159559 1.11850102 -73.48159559
1213,423,ACS,WFC,10396,LINDSAY-1,0.969708,-73.470411,F555W,CLEAR2L,Gallagher,496,2005-08-21,clusters/ACS/10396_LINDSAY-1/j96105j9q_flt.fits,77.0,smc,LINDSAY1,POLYGON 1.11850102 -73.48159559 0.9997319 -73.43672334 0.83242212 -73.46522296 0.9496853 -73.51213704 1.11850102 -73.48159559 1.11850102 -73.48159559
1214,652,ACS,WFC,9891,LINDSAY1,0.969708,-73.470414,F555W,CLEAR2L,Gilmore,480,2003-07-11,clusters/ACS/9891_LINDSAY1/j8ne01i3q_flt.fits,77.0,smc,LINDSAY1,POLYGON J2000 0.99296090 -73.50009000 1.04322150 -73.44588310 0.94750100 -73.44124330 0.89694860 -73.49542720 0.99296090 -73.50009000 POLYGON J2000 0.99648890 -73.50067880 1.09574200 -73.50566950 1.14369990 -73.45061020 1.04475370 -73.44564210 0.99648890 -73.50067880
1215,653,ACS,WFC,9891,LINDSAY1,0.969708,-73.470414,CLEAR1L,F814W,Gilmore,290,2003-07-11,clusters/ACS/9891_LINDSAY1/j8ne01i6q_flt.fits,77.0,smc,LINDSAY1,POLYGON J2000 0.99296090 -73.50009000 1.04322150 -73.44588310 0.94750100 -73.44124330 0.89694860 -73.49542720 0.99296090 -73.50009000 POLYGON J2000 0.99648890 -73.50067880 1.09574200 -73.50566950 1.14369990 -73.45061020 1.04475370 -73.44564210 0.99648890 -73.50067880
1216,424,ACS,WFC,10396,LINDSAY-38,12.210208,-69.866814,CLEAR1L,F814W,Gallagher,10,2005-08-18,clusters/ACS/10396_LINDSAY-38/j96102a6q_flt.fits,78.0,smc,LINDSAY38,POLYGON 12.36318958 -69.86592406 12.23327385 -69.83195628 12.12272996 -69.87237298 12.25326306 -69.90839284 12.36318958 -69.86592406 12.36318958 -69.86592406
1217,425,ACS,WFC,10396,LINDSAY-38,12.210208,-69.866814,CLEAR1L,F814W,Gallagher,10,2005-08-18,clusters/ACS/10396_LINDSAY-38/j96102a8q_flt.fits,78.0,smc,LINDSAY38,POLYGON 12.36318958 -69.86592406 12.23327385 -69.83195628 12.12272996 -69.87237298 12.25326306 -69.90839284 12.36318958 -69.86592406 12.36318958 -69.86592406
1218,426,ACS,WFC,10396,LINDSAY-38,12.210208,-69.866814,CLEAR1L,F814W,Gallagher,463,2005-08-18,clusters/ACS/10396_LINDSAY-38/j96102a9q_flt.fits,78.0,smc,LINDSAY38,POLYGON 12.36318958 -69.86592406 12.23327385 -69.83195628 12.12272996 -69.87237298 12.25326306 -69.90839284 12.36318958 -69.86592406 12.36318958 -69.86592406
1219,427,ACS,WFC,10396,LINDSAY-38,12.210208,-69.866814,CLEAR1L,F814W,Gallagher,463,2005-08-18,clusters/ACS/10396_LINDSAY-38/j96102abq_flt.fits,78.0,smc,LINDSAY38,POLYGON 12.36318958 -69.86592406 12.23327385 -69.83195628 12.12272996 -69.87237298 12.25326306 -69.90839284 12.36318958 -69.86592406 12.36318958 -69.86592406
1220,428,ACS,WFC,10396,LINDSAY-38,12.210208,-69.866814,CLEAR1L,F814W,Gallagher,463,2005-08-18,clusters/ACS/10396_LINDSAY-38/j96102adq_flt.fits,78.0,smc,LINDSAY38,POLYGON 12.36318958 -69.86592406 12.23327385 -69.83195628 12.12272996 -69.87237298 12.25326306 -69.90839284 12.36318958 -69.86592406 12.36318958 -69.86592406
1221,429,ACS,WFC,10396,LINDSAY-38,12.210208,-69.866814,CLEAR1L,F814W,Gallagher,463,2005-08-18,clusters/ACS/10396_LINDSAY-38/j96102afq_flt.fits,78.0,smc,LINDSAY38,POLYGON 12.36318958 -69.86592406 12.23327385 -69.83195628 12.12272996 -69.87237298 12.25326306 -69.90839284 12.36318958 -69.86592406 12.36318958 -69.86592406
1222,430,ACS,WFC,10396,LINDSAY-38,12.210208,-69.866814,F555W,CLEAR2L,Gallagher,20,2005-08-18,clusters/ACS/10396_LINDSAY-38/j96102aiq_flt.fits,78.0,smc,LINDSAY38,POLYGON 12.36318958 -69.86592406 12.23327385 -69.83195628 12.12272996 -69.87237298 12.25326306 -69.90839284 12.36318958 -69.86592406 12.36318958 -69.86592406
1223,431,ACS,WFC,10396,LINDSAY-38,12.210208,-69.866814,F555W,CLEAR2L,Gallagher,20,2005-08-18,clusters/ACS/10396_LINDSAY-38/j96102akq_flt.fits,78.0,smc,LINDSAY38,POLYGON 12.36318958 -69.86592406 12.23327385 -69.83195628 12.12272996 -69.87237298 12.25326306 -69.90839284 12.36318958 -69.86592406 12.36318958 -69.86592406
1224,432,ACS,WFC,10396,LINDSAY-38,12.210208,-69.866814,F555W,CLEAR2L,Gallagher,485,2005-08-18,clusters/ACS/10396_LINDSAY-38/j96102alq_flt.fits,78.0,smc,LINDSAY38,POLYGON 12.36318958 -69.86592406 12.23327385 -69.83195628 12.12272996 -69.87237298 12.25326306 -69.90839284 12.36318958 -69.86592406 12.36318958 -69.86592406
1225,433,ACS,WFC,10396,LINDSAY-38,12.210208,-69.866814,F555W,CLEAR2L,Gallagher,485,2005-08-18,clusters/ACS/10396_LINDSAY-38/j96102anq_flt.fits,78.0,smc,LINDSAY38,POLYGON 12.36318958 -69.86592406 12.23327385 -69.83195628 12.12272996 -69.87237298 12.25326306 -69.90839284 12.36318958 -69.86592406 12.36318958 -69.86592406
1226,434,ACS,WFC,10396,LINDSAY-38,12.210208,-69.866814,F555W,CLEAR2L,Gallagher,485,2005-08-18,clusters/ACS/10396_LINDSAY-38/j96102apq_flt.fits,78.0,smc,LINDSAY38,POLYGON 12.36318958 -69.86592406 12.23327385 -69.83195628 12.12272996 -69.87237298 12.25326306 -69.90839284 12.36318958 -69.86592406 12.36318958 -69.86592406
1227,435,ACS,WFC,10396,LINDSAY-38,12.210208,-69.866814,F555W,CLEAR2L,Gallagher,485,2005-08-18,clusters/ACS/10396_LINDSAY-38/j96102arq_flt.fits,78.0,smc,LINDSAY38,POLYGON 12.36318958 -69.86592406 12.23327385 -69.83195628 12.12272996 -69.87237298 12.25326306 -69.90839284 12.36318958 -69.86592406 12.36318958 -69.86592406
1228,654,ACS,WFC,9891,LINDSAY38,12.213417,-69.869994,F555W,CLEAR2L,Gilmore,480,2004-06-03,clusters/ACS/9891_LINDSAY38/j8ne16tfq_flt.fits,78.0,smc,LINDSAY38,POLYGON J2000 12.20429920 -69.83758870 12.29577590 -69.88476710 12.36156520 -69.86724680 12.27001720 -69.82010240 12.20429920 -69.83758870 POLYGON J2000 12.29255000 -69.88511410 12.20396270 -69.83807410 12.14070530 -69.85512060 12.22922270 -69.90219230 12.29255000 -69.88511410
1229,655,ACS,WFC,9891,LINDSAY38,12.213417,-69.869994,CLEAR1L,F814W,Gilmore,290,2004-06-03,clusters/ACS/9891_LINDSAY38/j8ne16thq_flt.fits,78.0,smc,LINDSAY38,POLYGON J2000 12.20429920 -69.83758870 12.29577590 -69.88476710 12.36156520 -69.86724680 12.27001720 -69.82010240 12.20429920 -69.83758870 POLYGON J2000 12.29255000 -69.88511410 12.20396270 -69.83807410 12.14070530 -69.85512060 12.22922270 -69.90219230 12.29255000 -69.88511410
1230,656,ACS,WFC,9891,LINDSAY91,18.217417,-73.121322,F555W,CLEAR2L,Gilmore,435,2003-08-24,clusters/ACS/9891_LINDSAY91/j8ne31ajq_flt.fits,79.0,smc,LINDSAY91,POLYGON J2000 18.20277600 -73.15204090 18.28642880 -73.16726840 18.40137810 -73.12137330 18.31784550 -73.10619240 18.20277600 -73.15204090 POLYGON J2000 18.31614120 -73.10625190 18.23515010 -73.09172330 18.11923290 -73.13654420 18.20033610 -73.15111840 18.31614120 -73.10625190
1231,657,ACS,WFC,9891,LINDSAY91,18.217417,-73.121322,CLEAR1L,F814W,Gilmore,290,2003-08-24,clusters/ACS/9891_LINDSAY91/j8ne31aoq_flt.fits,79.0,smc,LINDSAY91,POLYGON J2000 18.20277600 -73.15204090 18.28642880 -73.16726840 18.40137810 -73.12137330 18.31784550 -73.10619240 18.20277600 -73.15204090 POLYGON J2000 18.31614120 -73.10625190 18.23515010 -73.09172330 18.11923290 -73.13654420 18.20033610 -73.15111840 18.31614120 -73.10625190
1232,718,ACS,WFC,9891,NGC294,13.273958,-73.379886,F555W,CLEAR2L,Gilmore,165,2003-08-24,clusters/ACS/9891_NGC294/j8ne18nsq_flt.fits,105.0,smc,NGC294,POLYGON J2000 13.33173920 -73.35490220 13.16092700 -73.38233420 13.21560070 -73.40516690 13.38655300 -73.37769020 13.33173920 -73.35490220 POLYGON J2000 13.27264650 -73.43002440 13.44445240 -73.40151720 13.38822110 -73.37783560 13.21655990 -73.40629670 13.27264650 -73.43002440
1233,719,ACS,WFC,9891,NGC294,13.273958,-73.379886,CLEAR1L,F814W,Gilmore,130,2003-08-24,clusters/ACS/9891_NGC294/j8ne18nvq_flt.fits,105.0,smc,NGC294,POLYGON J2000 13.33173920 -73.35490220 13.16092700 -73.38233420 13.21560070 -73.40516690 13.38655300 -73.37769020 13.33173920 -73.35490220 POLYGON J2000 13.27264650 -73.43002440 13.44445240 -73.40151720 13.38822110 -73.37783560 13.21655990 -73.40629670 13.27264650 -73.43002440
1234,720,ACS,WFC,9891,NGC422,17.35425,-71.766514,F555W,CLEAR2L,Gilmore,73,2003-10-07,clusters/ACS/9891_NGC422/j8ne28okq_flt.fits,106.0,smc,NGC422,POLYGON J2000 17.27013730 -71.78145670 17.44926110 -71.77904600 17.43743280 -71.75162820 17.25856760 -71.75402810 17.27013730 -71.78145670 POLYGON J2000 17.46199450 -71.80778260 17.45041240 -71.77939150 17.26928490 -71.78258820 17.28059580 -71.81099010 17.46199450 -71.80778260
1235,721,ACS,WFC,9891,NGC422,17.35425,-71.766514,CLEAR1L,F814W,Gilmore,58,2003-10-07,clusters/ACS/9891_NGC422/j8ne28omq_flt.fits,106.0,smc,NGC422,POLYGON J2000 17.27013730 -71.78145670 17.44926110 -71.77904600 17.43743280 -71.75162820 17.25856760 -71.75402810 17.27013730 -71.78145670 POLYGON J2000 17.46199450 -71.80778260 17.45041240 -71.77939150 17.26928490 -71.78258820 17.28059580 -71.81099010 17.46199450 -71.80778260
