i,j,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,group,galaxy,targname,s_region
1026,350,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,456,2004-07-13,clusters/ACS/10248_NGC346/j92f01kuq_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1027,351,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,456,2004-07-13,clusters/ACS/10248_NGC346/j92f01kwq_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1028,352,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,456,2004-07-13,clusters/ACS/10248_NGC346/j92f01kyq_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1029,353,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,3,2004-07-13,clusters/ACS/10248_NGC346/j92f01l1q_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1030,354,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,2,2004-07-13,clusters/ACS/10248_NGC346/j92f01l3q_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1031,355,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,484,2004-07-13,clusters/ACS/10248_NGC346/j92f01l4q_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1032,356,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,484,2004-07-13,clusters/ACS/10248_NGC346/j92f01l6q_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1033,357,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,484,2004-07-13,clusters/ACS/10248_NGC346/j92f01l8q_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1034,358,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,484,2004-07-13,clusters/ACS/10248_NGC346/j92f01laq_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1035,359,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,2,2004-07-13,clusters/ACS/10248_NGC346/j92f01ldq_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1036,360,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,2,2004-07-18,clusters/ACS/10248_NGC346/j92f02luq_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1037,361,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,450,2004-07-18,clusters/ACS/10248_NGC346/j92f02lvq_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1038,362,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,450,2004-07-18,clusters/ACS/10248_NGC346/j92f02lyq_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1039,363,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,450,2004-07-18,clusters/ACS/10248_NGC346/j92f02m0q_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1040,364,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,450,2004-07-18,clusters/ACS/10248_NGC346/j92f02m5q_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1041,365,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,2,2004-07-18,clusters/ACS/10248_NGC346/j92f02m8q_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1042,366,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,3,2004-07-18,clusters/ACS/10248_NGC346/j92f02mbq_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1043,367,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,483,2004-07-18,clusters/ACS/10248_NGC346/j92f02mcq_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1044,368,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,483,2004-07-18,clusters/ACS/10248_NGC346/j92f02meq_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1045,369,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,483,2004-07-18,clusters/ACS/10248_NGC346/j92f02mgq_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1046,370,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,483,2004-07-18,clusters/ACS/10248_NGC346/j92f02miq_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1047,371,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,3,2004-07-18,clusters/ACS/10248_NGC346/j92f02mlq_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1048,372,ACS,WFC,10248,NGC346,14.77575,-72.175333,F555W,CLEAR2L,Nota,380,2004-07-15,clusters/ACS/10248_NGC346/j92fa3veq_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1049,373,ACS,WFC,10248,NGC346,14.77575,-72.175333,CLEAR1L,F814W,Nota,380,2004-07-15,clusters/ACS/10248_NGC346/j92fa3vgq_flt.fits,56.0,smc,NGC346,POLYGON 14.82795013 -72.16274374 14.73597639 -72.16138531 14.71117006 -72.21717587 14.80553862 -72.21918385 14.82795013 -72.16274374 14.82795013 -72.16274374
1050,862,WFC3,UVIS,12940,SMC-ASS-45,14.77862,-72.178631,...,...,Massey,1,2012-10-02,clusters/WFC3/12940_SMC-ASS-45/iby721m8q_flt.fits,56.0,smc,NGC346,POLYGON 14.87898238 -72.17613204 14.76800286 -72.14592752 14.67705951 -72.18165867 14.78568485 -72.21195185 14.87898238 -72.17613204 14.87898238 -72.17613204
1051,863,WFC3,UVIS,12940,SMC-ASS-45,14.77862,-72.178631,...,...,Massey,1,2012-10-02,clusters/WFC3/12940_SMC-ASS-45/iby721m9q_flt.fits,56.0,smc,NGC346,POLYGON 14.87898238 -72.17613204 14.76800286 -72.14592752 14.67705951 -72.18165867 14.78568485 -72.21195185 14.87898238 -72.17613204 14.87898238 -72.17613204
1052,1037,WFC3,UVIS,12940,SMC-ASS-45,14.77862,-72.178631,...,...,Massey,1,2012-10-02,stage/iby721m8q_flt.fits,56.0,smc,NGC346,POLYGON 14.87898238 -72.17613204 14.76800286 -72.14592752 14.67705951 -72.18165867 14.78568485 -72.21195185 14.87898238 -72.17613204 14.87898238 -72.17613204
1053,1038,WFC3,UVIS,12940,SMC-ASS-45,14.77862,-72.178631,...,...,Massey,1,2012-10-02,stage/iby721m9q_flt.fits,56.0,smc,NGC346,POLYGON 14.87898238 -72.17613204 14.76800286 -72.14592752 14.67705951 -72.18165867 14.78568485 -72.21195185 14.87898238 -72.17613204 14.87898238 -72.17613204
1066,436,ACS,WFC,10396,NGC121,6.7025,-71.535467,CLEAR1L,F814W,Gallagher,10,2006-01-21,clusters/ACS/10396_NGC121/j96106rcq_flt.fits,58.0,smc,NGC121,POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303
1067,437,ACS,WFC,10396,NGC121,6.7025,-71.535467,CLEAR1L,F814W,Gallagher,10,2006-01-21,clusters/ACS/10396_NGC121/j96106req_flt.fits,58.0,smc,NGC121,POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303
1068,438,ACS,WFC,10396,NGC121,6.7025,-71.535467,CLEAR1L,F814W,Gallagher,474,2006-01-21,clusters/ACS/10396_NGC121/j96106rfq_flt.fits,58.0,smc,NGC121,POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303
1069,439,ACS,WFC,10396,NGC121,6.7025,-71.535467,CLEAR1L,F814W,Gallagher,474,2006-01-21,clusters/ACS/10396_NGC121/j96106rhq_flt.fits,58.0,smc,NGC121,POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303
1070,440,ACS,WFC,10396,NGC121,6.7025,-71.535467,CLEAR1L,F814W,Gallagher,474,2006-01-21,clusters/ACS/10396_NGC121/j96106rjq_flt.fits,58.0,smc,NGC121,POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303
1071,441,ACS,WFC,10396,NGC121,6.7025,-71.535467,CLEAR1L,F814W,Gallagher,474,2006-01-21,clusters/ACS/10396_NGC121/j96106rlq_flt.fits,58.0,smc,NGC121,POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303
1072,442,ACS,WFC,10396,NGC121,6.7025,-71.535467,F555W,CLEAR2L,Gallagher,20,2006-01-21,clusters/ACS/10396_NGC121/j96106roq_flt.fits,58.0,smc,NGC121,POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303
1073,443,ACS,WFC,10396,NGC121,6.7025,-71.535467,F555W,CLEAR2L,Gallagher,20,2006-01-21,clusters/ACS/10396_NGC121/j96106rqq_flt.fits,58.0,smc,NGC121,POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303
1074,444,ACS,WFC,10396,NGC121,6.7025,-71.535467,F555W,CLEAR2L,Gallagher,496,2006-01-21,clusters/ACS/10396_NGC121/j96106rrq_flt.fits,58.0,smc,NGC121,POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303
1075,445,ACS,WFC,10396,NGC121,6.7025,-71.535467,F555W,CLEAR2L,Gallagher,496,2006-01-21,clusters/ACS/10396_NGC121/j96106rtq_flt.fits,58.0,smc,NGC121,POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303
1076,446,ACS,WFC,10396,NGC121,6.7025,-71.535467,F555W,CLEAR2L,Gallagher,496,2006-01-21,clusters/ACS/10396_NGC121/j96106rvq_flt.fits,58.0,smc,NGC121,POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303
1077,447,ACS,WFC,10396,NGC121,6.7025,-71.535467,F555W,CLEAR2L,Gallagher,496,2006-01-21,clusters/ACS/10396_NGC121/j96106rxq_flt.fits,58.0,smc,NGC121,POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303
1078,1138,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,200,2014-10-16,stage/icb001g7q_flt.fits,58.0,smc,NGC121,
1079,1139,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,1061,2014-10-16,stage/icb001g9q_flt.fits,58.0,smc,NGC121,
1080,1140,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,100,2014-10-16,stage/icb001geq_flt.fits,58.0,smc,NGC121,
1081,1141,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,1061,2014-10-16,stage/icb001gfq_flt.fits,58.0,smc,NGC121,
1082,1142,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,200,2014-10-16,stage/icb001gjq_flt.fits,58.0,smc,NGC121,
1083,1143,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,200,2014-05-16,stage/icb002w4q_flt.fits,58.0,smc,NGC121,
1084,1144,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,1061,2014-05-16,stage/icb002w6q_flt.fits,58.0,smc,NGC121,
1085,1145,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,100,2014-05-16,stage/icb002wbq_flt.fits,58.0,smc,NGC121,
1086,1146,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,1061,2014-05-16,stage/icb002wcq_flt.fits,58.0,smc,NGC121,
1087,1147,WFC3,UVIS,13435,NGC-121,6.704167,-71.536111,...,...,Monelli,200,2014-05-16,stage/icb002wgq_flt.fits,58.0,smc,NGC121,
1088,1361,ACS,WFC,13435,NGC-121,6.704167,-71.536111,CLEAR1L,F814W,Monelli,100,2014-10-16,stage/jcb001g8q_flt.fits,58.0,smc,NGC121,
1089,1362,ACS,WFC,13435,NGC-121,6.704167,-71.536111,CLEAR1L,F814W,Monelli,500,2014-10-16,stage/jcb001gaq_flt.fits,58.0,smc,NGC121,
1090,1363,ACS,WFC,13435,NGC-121,6.704167,-71.536111,F475W,CLEAR2L,Monelli,500,2014-10-16,stage/jcb001ggq_flt.fits,58.0,smc,NGC121,
1091,1364,ACS,WFC,13435,NGC-121,6.704167,-71.536111,F475W,CLEAR2L,Monelli,90,2014-10-16,stage/jcb001gkq_flt.fits,58.0,smc,NGC121,
1092,1365,ACS,WFC,13435,NGC-121,6.704167,-71.536111,CLEAR1L,F814W,Monelli,100,2014-05-16,stage/jcb002w5q_flt.fits,58.0,smc,NGC121,
1093,1366,ACS,WFC,13435,NGC-121,6.704167,-71.536111,CLEAR1L,F814W,Monelli,500,2014-05-16,stage/jcb002w7q_flt.fits,58.0,smc,NGC121,
1094,1367,ACS,WFC,13435,NGC-121,6.704167,-71.536111,F475W,CLEAR2L,Monelli,500,2014-05-16,stage/jcb002wdq_flt.fits,58.0,smc,NGC121,
1095,1368,ACS,WFC,13435,NGC-121,6.704167,-71.536111,F475W,CLEAR2L,Monelli,90,2014-05-16,stage/jcb002whq_flt.fits,58.0,smc,NGC121,
827,159,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,CLEAR1L,F814W,Gallagher,1,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112f9q_flt.fits,27.0,smc,NGC419-FIELD,
828,160,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,CLEAR1L,F814W,Gallagher,1,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112fbq_flt.fits,27.0,smc,NGC419-FIELD,
829,161,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,CLEAR1L,F814W,Gallagher,504,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112fcq_flt.fits,27.0,smc,NGC419-FIELD,
830,162,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,CLEAR1L,F814W,Gallagher,504,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112feq_flt.fits,27.0,smc,NGC419-FIELD,
831,163,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,CLEAR1L,F814W,Gallagher,504,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112fgq_flt.fits,27.0,smc,NGC419-FIELD,
832,164,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,F555W,CLEAR2L,Gallagher,1,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112flq_flt.fits,27.0,smc,NGC419-FIELD,
833,165,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,F555W,CLEAR2L,Gallagher,1,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112fnq_flt.fits,27.0,smc,NGC419-FIELD,
834,166,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,F555W,CLEAR2L,Gallagher,539,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112foq_flt.fits,27.0,smc,NGC419-FIELD,
835,167,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,F555W,CLEAR2L,Gallagher,539,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112fqq_flt.fits,27.0,smc,NGC419-FIELD,
836,168,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,F555W,CLEAR2L,Gallagher,539,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112fsq_flt.fits,27.0,smc,NGC419-FIELD,
900,243,ACS,WFC,13476,ANY,16.454868,-72.818256,CLEAR1L,F814W,Kallivayalil,341,2013-12-01,smc_fields/ACS/13476_ANY/jcc217myq_flt.fits,40.0,smc,NGC419-FIELD-1,
901,244,ACS,WFC,13476,ANY,16.4581,-72.818841,F606W,CLEAR2L,Kallivayalil,348,2013-12-01,smc_fields/ACS/13476_ANY/jcc217n0q_flt.fits,40.0,smc,NGC419-FIELD-1,
902,245,ACS,WFC,13476,ANY,16.457985,-72.819952,F606W,CLEAR2L,Kallivayalil,368,2013-12-01,smc_fields/ACS/13476_ANY/jcc217nqq_flt.fits,40.0,smc,NGC419-FIELD-1,
903,246,ACS,WFC,13476,ANY,16.454638,-72.820477,F606W,CLEAR2L,Kallivayalil,368,2013-12-01,smc_fields/ACS/13476_ANY/jcc217ntq_flt.fits,40.0,smc,NGC419-FIELD-1,
904,247,ACS,WFC,13476,ANY,16.451406,-72.819892,F606W,CLEAR2L,Kallivayalil,368,2013-12-01,smc_fields/ACS/13476_ANY/jcc217nxq_flt.fits,40.0,smc,NGC419-FIELD-1,
905,248,ACS,WFC,13476,ANY,16.451521,-72.818782,CLEAR1L,F814W,Kallivayalil,348,2013-12-01,smc_fields/ACS/13476_ANY/jcc217o0q_flt.fits,40.0,smc,NGC419-FIELD-1,
977,299,WFC3,UVIS,13476,AGNC-S1124,16.840125,-72.812667,...,...,Kallivayalil,354,2013-12-01,smc_fields/WFC3/13476_AGNC-S1124/icc217mxq_flt.fits,48.0,smc,NGC419-FIELD-2,
978,300,WFC3,UVIS,13476,AGNC-S1124,16.840125,-72.812667,...,...,Kallivayalil,354,2013-12-01,smc_fields/WFC3/13476_AGNC-S1124/icc217mzq_flt.fits,48.0,smc,NGC419-FIELD-2,
979,301,WFC3,UVIS,13476,AGNC-S1124,16.840125,-72.812667,...,...,Kallivayalil,354,2013-12-01,smc_fields/WFC3/13476_AGNC-S1124/icc217npq_flt.fits,48.0,smc,NGC419-FIELD-2,
980,302,WFC3,UVIS,13476,AGNC-S1124,16.840125,-72.812667,...,...,Kallivayalil,354,2013-12-01,smc_fields/WFC3/13476_AGNC-S1124/icc217nsq_flt.fits,48.0,smc,NGC419-FIELD-2,
981,303,WFC3,UVIS,13476,AGNC-S1124,16.840125,-72.812667,...,...,Kallivayalil,354,2013-12-01,smc_fields/WFC3/13476_AGNC-S1124/icc217nwq_flt.fits,48.0,smc,NGC419-FIELD-2,
982,304,WFC3,UVIS,13476,AGNC-S1124,16.840125,-72.812667,...,...,Kallivayalil,354,2013-12-01,smc_fields/WFC3/13476_AGNC-S1124/icc217nzq_flt.fits,48.0,smc,NGC419-FIELD-2,
1130,482,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,10,2006-01-15,clusters/ACS/10396_NGC419/j96103x2q_flt.fits,61.0,smc,NGC419,POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136
1131,483,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,10,2006-01-15,clusters/ACS/10396_NGC419/j96103x4q_flt.fits,61.0,smc,NGC419,POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136
1132,484,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,474,2006-01-15,clusters/ACS/10396_NGC419/j96103x5q_flt.fits,61.0,smc,NGC419,POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136
1133,485,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,474,2006-01-15,clusters/ACS/10396_NGC419/j96103x7q_flt.fits,61.0,smc,NGC419,POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136
1134,486,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,474,2006-01-15,clusters/ACS/10396_NGC419/j96103x9q_flt.fits,61.0,smc,NGC419,POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136
1135,487,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,474,2006-01-15,clusters/ACS/10396_NGC419/j96103xbq_flt.fits,61.0,smc,NGC419,POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136
1136,488,ACS,WFC,10396,NGC419,17.074167,-72.884128,F555W,CLEAR2L,Gallagher,20,2006-01-15,clusters/ACS/10396_NGC419/j96103xeq_flt.fits,61.0,smc,NGC419,POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136
1137,489,ACS,WFC,10396,NGC419,17.074167,-72.884128,F555W,CLEAR2L,Gallagher,0,2006-01-15,clusters/ACS/10396_NGC419/j96103xhq_flt.fits,61.0,smc,NGC419,POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136
1138,490,ACS,WFC,10396,NGC419,17.074167,-72.884128,F555W,CLEAR2L,Gallagher,0,2006-01-15,clusters/ACS/10396_NGC419/j96103xjq_flt.fits,61.0,smc,NGC419,POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136
1139,491,ACS,WFC,10396,NGC419,17.074167,-72.884128,F555W,CLEAR2L,Gallagher,0,2006-01-15,clusters/ACS/10396_NGC419/j96103xlq_flt.fits,61.0,smc,NGC419,POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136
1140,492,ACS,WFC,10396,NGC419,17.074167,-72.884128,F555W,CLEAR2L,Gallagher,0,2006-01-15,clusters/ACS/10396_NGC419/j96103xnq_flt.fits,61.0,smc,NGC419,POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136
1141,493,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,10,2006-07-08,clusters/ACS/10396_NGC419/j96123bxq_flt.fits,61.0,smc,NGC419,POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136
1142,494,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,10,2006-07-08,clusters/ACS/10396_NGC419/j96123bzq_flt.fits,61.0,smc,NGC419,POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136
1143,495,ACS,WFC,10396,NGC419,17.074167,-72.884128,CLEAR1L,F814W,Gallagher,474,2006-07-08,clusters/ACS/10396_NGC419/j96123c0q_flt.fits,61.0,smc,NGC419,POLYGON 17.14915928 -72.86018136 16.95399341 -72.85840617 16.93747929 -72.91505292 17.12872373 -72.9153823 17.14915928 -72.86018136 17.14915928 -72.86018136
