#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a MAST Result with these header lines unmodified.
#Product Type, Mission, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Proposal ID, Principal Investigator, Calibration Level, Start Time, End Time, Exposure Time, Release Date, Object ID, s_region, Distance (")
#@string, string, string, string, string, string, string, string, string, ra, dec, string, string, int, float, float, float, float, string, string, float
dataproduct_type,obs_collection,instrument,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,proposal_id,proposal_pi,calib_level,t_min,t_max,t_exptime,t_obs_release,objID,s_region,distance
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J94F08G9Q,5.735240902081,-72.05646855703,10368,RIESS,3,53607.83582,53607.83618,30,53608.10259,2012756363,POLYGON GSC1   5.86974963 -72.07208510   5.70357547 -72.09697447   5.61330242 -72.04658190   5.77728360 -72.02366392   5.86974963 -72.07208510,8394.45161337265
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J94F08GAQ,5.735240902081,-72.05646855703,10368,RIESS,3,53607.8378,53607.84244,400,53608.10606,2012756364,POLYGON GSC1   5.86974963 -72.07208510   5.70357547 -72.09697447   5.61330242 -72.04658190   5.77728360 -72.02366392   5.86974963 -72.07208510,8394.45161337265
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J94F08GDQ,5.735240902081,-72.05646855703,10368,RIESS,3,53607.8481,53607.84846,30,53608.1092,2012756365,POLYGON GSC1   5.86974963 -72.07208510   5.70357547 -72.09697447   5.61330242 -72.04658190   5.77728360 -72.02366392   5.86974963 -72.07208510,8394.45161337265
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J94F08GEQ,5.735240902081,-72.05646855703,10368,RIESS,3,53607.85014,53607.85478,400,53608.11234,2012756366,POLYGON GSC1   5.86974963 -72.07208510   5.70357547 -72.09697447   5.61330242 -72.04658190   5.77728360 -72.02366392   5.86974963 -72.07208510,8394.45161337265
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8UX07LFQ,5.735391471716,-72.05655011498,10043,RIESS,3,53260.44675,53260.44711,30,53261.61917,2012754632,POLYGON GSC1   5.86761479 -72.07261420   5.70115217 -72.09732303   5.61145557 -72.04683276   5.77570027 -72.02409295   5.86761479 -72.07261420,8395.91552904445
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8UX07LGQ,5.735391471716,-72.05655011498,10043,RIESS,3,53260.44869,53260.45333,400,53261.62303,2012754633,POLYGON GSC1   5.86761479 -72.07261420   5.70115217 -72.09732303   5.61145557 -72.04683276   5.77570027 -72.02409295   5.86761479 -72.07261420,8395.91552904445
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8UX08BHQ,5.735391471716,-72.05655011498,10043,RIESS,3,53261.16579,53261.16615,30,53261.62928,2012754648,POLYGON GSC1   5.86761479 -72.07261420   5.70115217 -72.09732303   5.61145557 -72.04683276   5.77570027 -72.02409295   5.86761479 -72.07261420,8395.91552904445
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8UX08BIQ,5.735391471716,-72.05655011498,10043,RIESS,3,53261.16777,53261.17241,400,53261.63348,2012754649,POLYGON GSC1   5.86761479 -72.07261420   5.70115217 -72.09732303   5.61145557 -72.04683276   5.77570027 -72.02409295   5.86761479 -72.07261420,8395.91552904445
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8UX08BLQ,5.735391471716,-72.05655011498,10043,RIESS,3,53261.17807,53261.17843,30,53261.63764,2012754650,POLYGON GSC1   5.86761479 -72.07261420   5.70115217 -72.09732303   5.61145557 -72.04683276   5.77570027 -72.02409295   5.86761479 -72.07261420,8395.91552904445
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8UX08BMQ,5.735391471716,-72.05655011498,10043,RIESS,3,53261.18005,53261.18469,400,53261.64155,2012754651,POLYGON GSC1   5.86761479 -72.07261420   5.70115217 -72.09732303   5.61145557 -72.04683276   5.77570027 -72.02409295   5.86761479 -72.07261420,8395.91552904445
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8UX08BPQ,5.735391471716,-72.05655011498,10043,RIESS,3,53261.19035,53261.19071,30,53261.64534,2012754652,POLYGON GSC1   5.86761479 -72.07261420   5.70115217 -72.09732303   5.61145557 -72.04683276   5.77570027 -72.02409295   5.86761479 -72.07261420,8395.91552904445
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8UX08BQQ,5.735391471716,-72.05655011498,10043,RIESS,3,53261.19238,53261.19703,400,53261.64956,2012754653,POLYGON GSC1   5.86761479 -72.07261420   5.70115217 -72.09732303   5.61145557 -72.04683276   5.77570027 -72.02409295   5.86761479 -72.07261420,8395.91552904445
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HM04ALQ,5.735232098954,-72.05646380799,9648,RIESS,3,52874.37925,52874.37961,30,52875.01722,2012747162,POLYGON GSC1   5.86763575 -72.07238571   5.70145605 -72.09727330   5.61118730 -72.04687975   5.77517372 -72.02396354   5.86763575 -72.07238571,8396.20702939265
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HM04AMQ,5.735232098954,-72.05646380799,9648,RIESS,3,52874.38119,52874.38583,400,52875.01897,2012747163,POLYGON GSC1   5.86763575 -72.07238571   5.70145605 -72.09727330   5.61118730 -72.04687975   5.77517372 -72.02396354   5.86763575 -72.07238571,8396.20702939265
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HM05MKQ,5.735232098954,-72.05646380799,9648,RIESS,3,52875.52631,52875.52667,30,52876.00359,2012747179,POLYGON GSC1   5.86763575 -72.07238571   5.70145605 -72.09727330   5.61118730 -72.04687975   5.77517372 -72.02396354   5.86763575 -72.07238571,8396.20702939265
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HM05MLQ,5.735232098954,-72.05646380799,9648,RIESS,3,52875.52829,52875.53293,400,52876.00534,2012747180,POLYGON GSC1   5.86763575 -72.07238571   5.70145605 -72.09727330   5.61118730 -72.04687975   5.77517372 -72.02396354   5.86763575 -72.07238571,8396.20702939265
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HM05MOQ,5.735232098954,-72.05646380799,9648,RIESS,3,52875.53859,52875.53895,30,52876.00708,2012747181,POLYGON GSC1   5.86763575 -72.07238571   5.70145605 -72.09727330   5.61118730 -72.04687975   5.77517372 -72.02396354   5.86763575 -72.07238571,8396.20702939265
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HM05MPQ,5.735232098954,-72.05646380799,9648,RIESS,3,52875.54057,52875.54521,400,52876.00848,2012747182,POLYGON GSC1   5.86763575 -72.07238571   5.70145605 -72.09727330   5.61118730 -72.04687975   5.77517372 -72.02396354   5.86763575 -72.07238571,8396.20702939265
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HM05MSQ,5.735232098954,-72.05646380799,9648,RIESS,3,52875.55087,52875.55123,30,52876.01023,2012747183,POLYGON GSC1   5.86763575 -72.07238571   5.70145605 -72.09727330   5.61118730 -72.04687975   5.77517372 -72.02396354   5.86763575 -72.07238571,8396.20702939265
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HM05MTS,5.735232098954,-72.05646380799,9648,RIESS,3,52875.55291,52875.55755,400,52876.07571,2012747184,POLYGON GSC1   5.86763575 -72.07238571   5.70145605 -72.09727330   5.61118730 -72.04687975   5.77517372 -72.02396354   5.86763575 -72.07238571,8396.20702939265
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JA9702051,5.745709138718,-72.05397328111,11510,CHIABERGE,3,54996.14912,54996.15574,80,55083.66667,2014199843,POLYGON    5.81275811 -72.01483311   5.87231402 -72.06864099   5.69869463 -72.09003316   5.64542976 -72.03698391   5.81275811 -72.01483311,8396.55184111541
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JA9702061,5.745709138718,-72.05397328111,11510,CHIABERGE,3,54996.16144,54996.16806,80,55083.66667,2014199844,POLYGON    5.81275811 -72.01483311   5.87231402 -72.06864099   5.69869463 -72.09003316   5.64542976 -72.03698391   5.81275811 -72.01483311,8396.55184111541
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKA1YKQ,5.711752773873,-72.08813262639,10771,SIRIANNI,3,53700.99382,53700.99418,30,53701.07885,2012759254,POLYGON GSC1   5.69354807 -72.12915723   5.58578532 -72.08293875   5.73169052 -72.04698163   5.83321660 -72.09287718   5.69354807 -72.12915723,8403.78872823609
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKA1YLQ,5.711752773873,-72.08813262639,10771,SIRIANNI,3,53700.99576,53700.9997,339,53701.12486,2012759255,POLYGON GSC1   5.69354807 -72.12915723   5.58578532 -72.08293875   5.73169052 -72.04698163   5.83321660 -72.09287718   5.69354807 -72.12915723,8403.78872823609
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKB1ALQ,5.711752773873,-72.08813262639,10771,SIRIANNI,3,53701.99957,53701.99993,30,53702.11301,2012759268,POLYGON GSC1   5.69354807 -72.12915723   5.58578532 -72.08293875   5.73169052 -72.04698163   5.83321660 -72.09287718   5.69354807 -72.12915723,8403.78872823609
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKB1AMQ,5.711752773873,-72.08813262639,10771,SIRIANNI,3,53702.00152,53702.00545,339,53702.11597,2012759269,POLYGON GSC1   5.69354807 -72.12915723   5.58578532 -72.08293875   5.73169052 -72.04698163   5.83321660 -72.09287718   5.69354807 -72.12915723,8403.78872823609
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKC1B0Q,5.711752773873,-72.08813262639,10771,SIRIANNI,3,53701.59953,53701.59988,30,53701.73155,2012759282,POLYGON GSC1   5.69354807 -72.12915723   5.58578532 -72.08293875   5.73169052 -72.04698163   5.83321660 -72.09287718   5.69354807 -72.12915723,8403.78872823609
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKC1B1Q,5.711752773873,-72.08813262639,10771,SIRIANNI,3,53701.60147,53701.6054,339,53701.73449,2012759283,POLYGON GSC1   5.69354807 -72.12915723   5.58578532 -72.08293875   5.73169052 -72.04698163   5.83321660 -72.09287718   5.69354807 -72.12915723,8403.78872823609
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JCQP01021,5.719966946789,-72.08614703545,13955,CHIABERGE,3,56981.2563,56981.26716,800,56981.47793,2014201255,POLYGON    5.70963210 -72.13038208   5.58535472 -72.08825259   5.71700612 -72.04740437   5.83487020 -72.08943382   5.70963210 -72.13038208,8406.70814945924
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JCQP02011,5.719749298577,-72.08620594112,13955,CHIABERGE,3,56981.44705,56981.45365,80,56981.56572,2014201260,POLYGON    5.70895797 -72.13043067   5.58511611 -72.08818034   5.71718651 -72.04746056   5.83461884 -72.08960460   5.70895797 -72.13043067,8406.73698800911
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JCQP03011,5.719602303311,-72.08624551265,13955,CHIABERGE,3,56981.58109,56981.59023,300,56981.66932,2014201264,POLYGON    5.70850347 -72.13046302   5.58495578 -72.08813152   5.71730775 -72.04749851   5.83444850 -72.08971953   5.70850347 -72.13046302,8406.75763774083
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JCFM03011,5.729506535936,-72.08313846891,13592,CHIABERGE,3,56606.49708,56606.50623,300,56606.92557,2014201010,POLYGON    5.74073590 -72.12735284   5.59741172 -72.09138217   5.70787805 -72.04496171   5.84468557 -72.08112996   5.74073590 -72.12735284,8407.83542558588
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JCFM02011,5.729629649586,-72.08309324737,13592,CHIABERGE,3,56606.36286,56606.36946,80,56606.66098,2014201006,POLYGON    5.74116053 -72.12730022   5.59759124 -72.09142192   5.70774199 -72.04493043   5.84479423 -72.08101049   5.74116053 -72.12730022,8407.88587222959
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JCFM01021,5.72981187457,-72.08302595823,13592,CHIABERGE,3,56606.17181,56606.18267,800,56606.41318,2014201001,POLYGON    5.74179063 -72.12722172   5.59785839 -72.09148096   5.70753941 -72.04488430   5.84495411 -72.08083307   5.74179063 -72.12722172,8407.96235487374
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JBW801021,5.712472758574,-72.08797659678,12730,CHIABERGE,3,55890.15888,55890.16975,800,55890.92051,2014200740,POLYGON    5.68714862 -72.13163767   5.57788367 -72.08574985   5.72264643 -72.04934987   5.82565554 -72.09493378   5.68714862 -72.13163767,8408.81282070966
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JBW802011,5.712472758574,-72.08797659678,12730,CHIABERGE,3,55890.35056,55890.35718,80,55890.53709,2014200744,POLYGON    5.68714862 -72.13163767   5.57788367 -72.08574985   5.72264643 -72.04934987   5.82565554 -72.09493378   5.68714862 -72.13163767,8408.81282070966
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JBW803011,5.712472758574,-72.08797659678,12730,CHIABERGE,3,55890.55106,55890.56023,300,55890.8605,2014200749,POLYGON    5.68714862 -72.13163767   5.57788367 -72.08574985   5.72264643 -72.04934987   5.82565554 -72.09493378   5.68714862 -72.13163767,8408.81282070966
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JC6101021,5.733129154175,-72.08172081758,13155,CHIABERGE,3,56230.07532,56230.08619,800,56230.63521,2014200930,POLYGON    5.75355173 -72.12562323   5.60302144 -72.09254776   5.70362266 -72.04404776   5.84763874 -72.07744919   5.75355173 -72.12562323,8409.80456788113
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JC6102011,5.733129154175,-72.08172081758,13155,CHIABERGE,3,56230.26696,56230.27355,80,56230.64832,2014200934,POLYGON    5.75355173 -72.12562323   5.60302144 -72.09254776   5.70362266 -72.04404776   5.84763874 -72.07744919   5.75355173 -72.12562323,8409.80456788113
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JC6103011,5.733129154175,-72.08172081758,13155,CHIABERGE,3,56230.46741,56230.47655,300,56230.67036,2014200939,POLYGON    5.75355173 -72.12562323   5.60302144 -72.09254776   5.70362266 -72.04404776   5.84763874 -72.07744919   5.75355173 -72.12562323,8409.80456788113
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JBN501021,5.733104125243,-72.0817312806,12385,CHIABERGE,3,55505.19699,55505.20786,800,55505.38815,2014200454,POLYGON    5.75334350 -72.12557834   5.60286356 -72.09248146   5.70353729 -72.04399578   5.84750291 -72.07741771   5.75334350 -72.12557834,8409.98679888839
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JBN502011,5.733104125243,-72.0817312806,12385,CHIABERGE,3,55505.38875,55505.39537,80,55505.8169,2014200458,POLYGON    5.75334350 -72.12557834   5.60286356 -72.09248146   5.70353729 -72.04399578   5.84750291 -72.07741771   5.75334350 -72.12557834,8409.98679888839
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JBN503011,5.733104125243,-72.0817312806,12385,CHIABERGE,3,55505.58939,55505.59855,300,55505.97278,2014200463,POLYGON    5.75334350 -72.12557834   5.60286356 -72.09248146   5.70353729 -72.04399578   5.84750291 -72.07741771   5.75334350 -72.12557834,8409.98679888839
image,HST,ACS/HRC,DADS,F435W,OPTICAL,NGC104-HRCNEW,GLOBULAR CLUSTER;STELLAR CLUSTER,J9I904010,5.91875,-72.00638888889,10730,CHIABERGE,3,53925.65484,53925.66597,800,53925.97436,2012938245,POLYGON 5.9326551 -72.00270738 5.90987669 -72.0021367 5.90499648 -72.01004896 5.92781116 -72.0106878 5.9326551 -72.00270738 5.9326551 -72.00270738,8421.97647637178
image,HST,ACS/HRC,DADS,F435W,OPTICAL,NGC104-HRCNEW,GLOBULAR CLUSTER;STELLAR CLUSTER,J9I904011,5.91875,-72.00638888889,10730,CHIABERGE,2,53925.65484,53925.66002,400,53926.00135,2014184441,POLYGON    5.90499648 -72.01004896   5.90987669 -72.00213670   5.93265510 -72.00270738   5.92781116 -72.01068780   5.90499648 -72.01004896,8421.97647637178
image,HST,ACS/HRC,DADS,F435W,OPTICAL,NGC104-HRCNEW,GLOBULAR CLUSTER;STELLAR CLUSTER,J9I904020,5.91875,-72.00638888889,10730,CHIABERGE,3,53925.67718,53925.72367,800,53925.97646,2012938246,POLYGON 5.9326551 -72.00270738 5.90987669 -72.0021367 5.90499648 -72.01004896 5.92781116 -72.0106878 5.9326551 -72.00270738 5.9326551 -72.00270738,8421.97647637178
image,HST,ACS/HRC,DADS,F435W,OPTICAL,NGC104-HRCNEW,GLOBULAR CLUSTER;STELLAR CLUSTER,J9I904021,5.91875,-72.00638888889,10730,CHIABERGE,2,53925.67718,53925.68236,400,53926.00135,2014184442,POLYGON    5.90499648 -72.01004896   5.90987669 -72.00213670   5.93265510 -72.00270738   5.92781116 -72.01068780   5.90499648 -72.01004896,8421.97647637178
image,HST,ACS/HRC,DADS,F435W,OPTICAL,NGC104-HRCNEW,GLOBULAR CLUSTER;STELLAR CLUSTER,J9I904030,5.91875,-72.00638888889,10730,CHIABERGE,3,53925.72443,53925.74881,800,53925.97858,2012938247,POLYGON 5.9326551 -72.00270738 5.90987669 -72.0021367 5.90499648 -72.01004896 5.92781116 -72.0106878 5.9326551 -72.00270738 5.9326551 -72.00270738,8421.97647637178
image,HST,ACS/HRC,DADS,F435W,OPTICAL,NGC104-HRCNEW,GLOBULAR CLUSTER;STELLAR CLUSTER,J9I904031,5.91875,-72.00638888889,10730,CHIABERGE,2,53925.72443,53925.72962,400,53926.00135,2014184443,POLYGON    5.90499648 -72.01004896   5.90987669 -72.00213670   5.93265510 -72.00270738   5.92781116 -72.01068780   5.90499648 -72.01004896,8421.97647637178
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC121,EXT-CLUSTER;GLOBULAR CLUSTER,J96106010,6.681634723724,-71.53810339891,10396,GALLAGHER,3,53756.55228,53756.55818,20,54121.73716,2012933914,POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303,8429.47721382646
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC121,EXT-CLUSTER;GLOBULAR CLUSTER,J96106020,6.681634723724,-71.53810339891,10396,GALLAGHER,3,53756.56005,53756.62455,1896,54121.76603,2012933915,POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303,8429.47721382646
image,HST,ACS/WFC,DADS,F555W,OPTICAL,NGC121,EXT-CLUSTER;GLOBULAR CLUSTER,J96106030,6.681634723724,-71.53810339891,10396,GALLAGHER,3,53756.63064,53756.63677,40,54121.90223,2012933916,POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303,8429.47721382646
image,HST,ACS/WFC,DADS,F555W,OPTICAL,NGC121,EXT-CLUSTER;GLOBULAR CLUSTER,J96106040,6.681634723724,-71.53810339891,10396,GALLAGHER,3,53756.63863,53756.6915,1984,54121.9309,2012933917,POLYGON 6.79002444 -71.51877303 6.6171514 -71.50128436 6.55331703 -71.55442002 6.72382275 -71.57019374 6.79002444 -71.51877303 6.79002444 -71.51877303,8429.47721382646
image,HST,WFC3/UVIS,DADS,F814W,OPTICAL,NGC-121,GLOBULAR CLUSTER;STELLAR CLUSTER,ICB001GEQ,6.704166666667,-71.53611111111,13435,MONELLI,3,56946.87742,56946.87858,100,57312.08997,2012735842,POLYGON ICRS   6.71018345 -71.51027214   6.76356759 -71.55249435   6.69814280 -71.56210490   6.64593879 -71.52001103   6.71018345 -71.51027214,8429.9845884232
image,HST,WFC3/UVIS,DADS,F336W,OPTICAL,NGC-121,GLOBULAR CLUSTER;STELLAR CLUSTER,ICB001040,6.704753942157,-71.53559354531,13435,MONELLI,3,56946.85064,56946.89273,2122,57312.09274,2012921195,POLYGON 6.76415372 -71.55197663 6.71076987 -71.50975457 6.64652721 -71.51949363 6.69873098 -71.56158736 6.76415372 -71.55197663 6.76415372 -71.55197663,8430.54036580912
image,HST,ACS/WFC,DADS,F555W,OPTICAL,NGC104-WFC,GLOBULAR CLUSTER;STELLAR CLUSTER,JCR513I2Q,5.710694049191,-72.07090716655,13959,COE,3,56991.33811,56991.34205,339,56991.52108,2012762167,POLYGON ICRS   5.68348887 -72.11445997   5.57633992 -72.06812562   5.72253682 -72.03232600   5.82346053 -72.07833076   5.68348887 -72.11445997,8433.42246894344
image,HST,WFC3/UVIS,DADS,F814W,OPTICAL,NGC-121,GLOBULAR CLUSTER;STELLAR CLUSTER,ICB002WBQ,6.705278939962,-71.53568876525,13435,MONELLI,3,56793.8431,56793.84426,100,57158.89353,2012735843,POLYGON ICRS   6.67162647 -71.55916977   6.66816366 -71.51395596   6.73902344 -71.51205744   6.74182489 -71.55702487   6.67162647 -71.55916977,8440.47644933322
image,HST,WFC3/UVIS,DADS,F336W,OPTICAL,NGC-121,GLOBULAR CLUSTER;STELLAR CLUSTER,ICB002040,6.704056045795,-71.53572380357,13435,MONELLI,3,56793.81628,56793.85841,2122,57159.08426,2012921197,POLYGON 6.73780211 -71.5120927 6.66694209 -71.51399076 6.67040201 -71.55920459 6.74060069 -71.55706014 6.73780211 -71.5120927 6.73780211 -71.5120927,8441.53280640111
image,HST,ACS/WFC,DADS,F475W,OPTICAL,NGC-104,GLOBULAR CLUSTER;STELLAR CLUSTER,JBJ204TGQ,5.697935508733,-72.07011500415,12311,PIOTTO,3,55521.71785,55521.72082,256,55887.00285,2012760606,POLYGON ICRS   5.68652332 -72.11139877   5.57204221 -72.06675666   5.71228905 -72.02876993   5.82045897 -72.07317819   5.68652332 -72.11139877,8443.51299359149
image,HST,ACS/WFC,DADS,F475W,OPTICAL,NGC-104,GLOBULAR CLUSTER;STELLAR CLUSTER,JBJ203GZQ,5.699429684408,-72.06662491017,12311,PIOTTO,3,55522.81249,55522.81546,256,55887.93696,2012760605,POLYGON ICRS   5.68334044 -72.10776108   5.57402143 -72.06191715   5.71844417 -72.02545913   5.82151283 -72.07100176   5.68334044 -72.10776108,8445.40300794239
image,HST,WFC3/UVIS,DADS,F606W,OPTICAL,47TUC,GLOBULAR CLUSTER;STELLAR CLUSTER,IABY01KQQ,5.710645956576,-72.07151962171,11452,KIM QUIJANO,3,55029.78319,55029.78725,350,55083.66667,2012708404,POLYGON ICRS   5.60454152 -72.06001872   5.73482390 -72.03865390   5.81184958 -72.07786865   5.68206901 -72.09858159   5.60454152 -72.06001872,8445.96992177716
image,HST,WFC3/UVIS,DADS,F814W,OPTICAL,47TUC,GLOBULAR CLUSTER;STELLAR CLUSTER,IABY01L6Q,5.710645956576,-72.07151962171,11452,KIM QUIJANO,3,55029.86245,55029.8665,350,55083.66667,2012708412,POLYGON ICRS   5.60454152 -72.06001872   5.73482390 -72.03865390   5.81184958 -72.07786865   5.68206901 -72.09858159   5.60454152 -72.06001872,8445.96992177716
image,HST,ACS/WFC,DADS,F475W,OPTICAL,NGC104-OUTER,GLOBULAR CLUSTER;STELLAR CLUSTER,J8GH08031,5.700125,-72.07222222222,9586,SPARKS,3,52419.11384,52419.11744,120,52435.58596,2014191950,POLYGON    5.72719660 -72.01081806   5.83778570 -72.05630237   5.69431908 -72.09320616   5.59024900 -72.04785314   5.72719660 -72.01081806,8448.96919715984
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104-OUTER,GLOBULAR CLUSTER;STELLAR CLUSTER,J8GH08061,5.700125,-72.07222222222,9586,SPARKS,3,52419.19102,52419.19462,120,52435.58596,2014191953,POLYGON    5.72719660 -72.01081806   5.83778570 -72.05630237   5.69431908 -72.09320616   5.59024900 -72.04785314   5.72719660 -72.01081806,8448.96919715984
image,HST,ACS/WFC,DADS,F475W,OPTICAL,NGC104-OUTER,GLOBULAR CLUSTER;STELLAR CLUSTER,J8GH08021,5.700125,-72.07222222222,9586,SPARKS,3,52419.05848,52419.06208,120,52435.58596,2014191949,POLYGON    5.72712866 -72.01082643   5.83771765 -72.05631077   5.69425084 -72.09321452   5.59018087 -72.04786146   5.72712866 -72.01082643,8449.0272197303
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104-OUTER,GLOBULAR CLUSTER;STELLAR CLUSTER,J8GH08051,5.700125,-72.07222222222,9586,SPARKS,3,52419.18456,52419.18816,120,52435.58596,2014191952,POLYGON    5.72712866 -72.01082643   5.83771765 -72.05631077   5.69425084 -72.09321452   5.59018087 -72.04786146   5.72712866 -72.01082643,8449.0272197303
image,HST,ACS/WFC,DADS,F475W,OPTICAL,NGC104-OUTER,GLOBULAR CLUSTER;STELLAR CLUSTER,J8GH08011,5.700125,-72.07222222222,9586,SPARKS,3,52419.05203,52419.05562,120,52435.58596,2014191948,POLYGON    5.72703754 -72.01080861   5.83762623 -72.05629300   5.69415938 -72.09319669   5.59008972 -72.04784358   5.72703754 -72.01080861,8449.14548825821
