#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a MAST Result with these header lines unmodified.
#Product Type, Mission, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Proposal ID, Principal Investigator, Calibration Level, Start Time, End Time, Exposure Time, Release Date, Object ID, s_region, Distance (")
#@string, string, string, string, string, string, string, string, string, ra, dec, string, string, int, float, float, float, float, string, string, float
dataproduct_type,obs_collection,instrument,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,proposal_id,proposal_pi,calib_level,t_min,t_max,t_exptime,t_obs_release,objID,s_region,distance
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JA9702031,5.659375,-72.065,11510,CHIABERGE,3,54996.08258,54996.0892,80,55083.66667,2014199841,POLYGON    5.72664558 -72.02588949   5.78598697 -72.07972360   5.61216438 -72.10103909   5.55911532 -72.04796635   5.72664558 -72.02588949,8470.01891017868
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,JA9702041,5.659375,-72.065,11510,CHIABERGE,3,54996.0949,54996.10152,80,55083.66667,2014199842,POLYGON    5.72664558 -72.02588949   5.78598697 -72.07972360   5.61216438 -72.10103909   5.55911532 -72.04796635   5.72664558 -72.02588949,8470.01891017868
image,HST,WFC3/UVIS,DADS,F606W,OPTICAL,47TUC,GLOBULAR CLUSTER;STELLAR CLUSTER,IABY01KOQ,5.679449069528,-72.07738202848,11452,KIM QUIJANO,3,55029.77766,55029.78171,350,55083.66667,2012708403,POLYGON ICRS   5.57333052 -72.06586419   5.70368993 -72.04452017   5.78067405 -72.08374720   5.65081742 -72.10443943   5.57333052 -72.06586419,8470.05261183873
image,HST,WFC3/UVIS,DADS,F814W,OPTICAL,47TUC,GLOBULAR CLUSTER;STELLAR CLUSTER,IABY01L4Q,5.679449069528,-72.07738202848,11452,KIM QUIJANO,3,55029.84807,55029.85212,350,55083.66667,2012708411,POLYGON ICRS   5.57333052 -72.06586419   5.70368993 -72.04452017   5.78067405 -72.08374720   5.65081742 -72.10443943   5.57333052 -72.06586419,8470.05261183873
image,HST,ACS/HRC,DADS,F814W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKA3021,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53701.14324,53701.15074,600,53701.41851,2014198857,POLYGON    5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKA3ZEQ,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53701.11547,53701.11583,30,53701.3622,2012759259,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKA3ZFQ,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53701.11639,53701.11987,300,53701.36264,2012759260,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKA3ZGQ,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53701.12043,53701.12079,30,53701.36299,2012759261,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKA3ZHQ,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53701.12134,53701.12483,300,53701.36345,2012759262,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKA3ZIQ,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53701.12538,53701.12574,30,53701.36378,2012759263,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKA3ZJQ,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53701.1263,53701.12978,300,53701.36422,2012759264,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKA3ZKQ,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53701.13031,53701.1338,300,53701.36432,2012759265,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F814W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKB3021,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53702.07762,53702.08512,600,53702.16898,2014198861,POLYGON    5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKB3AZQ,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53702.04985,53702.05021,30,53702.14597,2012759273,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKB3B0Q,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53702.05076,53702.05425,300,53702.14645,2012759274,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKB3B1Q,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53702.0548,53702.05516,30,53702.14686,2012759275,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKB3B2Q,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53702.05572,53702.0592,300,53702.1473,2012759276,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKB3B3Q,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53702.05976,53702.06012,30,53702.14765,2012759277,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKB3B4Q,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53702.06067,53702.06416,300,53702.14809,2012759278,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKB3B5Q,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53702.06469,53702.06817,300,53702.14845,2012759279,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F814W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKC3021,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53701.81171,53701.81921,600,53701.9178,2014198865,POLYGON    5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKC3C0Q,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53701.78395,53701.78431,30,53701.88473,2012759287,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKC3C1Q,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53701.78486,53701.78834,300,53701.88492,2012759288,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKC3C2Q,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53701.7889,53701.78926,30,53701.88498,2012759289,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKC3C3Q,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53701.78981,53701.7933,300,53701.88509,2012759290,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKC3C4Q,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53701.79385,53701.79421,30,53701.88519,2012759291,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKC3C5Q,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53701.79477,53701.79825,300,53701.88528,2012759292,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRCRON,GLOBULAR CLUSTER;STELLAR CLUSTER,J9KKC3C6Q,5.852070833333,-72.01816666667,10771,SIRIANNI,3,53701.79878,53701.80227,300,53701.88544,2012759293,POLYGON GSC1   5.85441834 -72.01260617   5.86787408 -72.01950668   5.84964879 -72.02377450   5.83603090 -72.01682784   5.85441834 -72.01260617,8470.23515906086
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J6KO01011,5.852070833333,-72.01816666667,9560,GILLILAND,3,52412.95787,52412.96211,8,52435.58603,2014189663,POLYGON    5.85180318 -72.02347618   5.83586691 -72.01709825   5.85237737 -72.01221260   5.86849667 -72.01862785   5.85180318 -72.02347618,8470.86565659728
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J6KO01021,5.852070833333,-72.01816666667,9560,GILLILAND,3,52412.96269,52412.96564,50,52435.58603,2014189664,POLYGON    5.85180318 -72.02347618   5.83586691 -72.01709825   5.85237737 -72.01221260   5.86849667 -72.01862785   5.85180318 -72.02347618,8470.86565659728
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J6KO01031,5.852070833333,-72.01816666667,9560,GILLILAND,3,52412.96622,52412.97332,50,52435.58603,2014189665,POLYGON    5.85180318 -72.02347618   5.83586691 -72.01709825   5.85237737 -72.01221260   5.86849667 -72.01862785   5.85180318 -72.02347618,8470.86565659728
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J6KO01041,5.852070833333,-72.01816666667,9560,GILLILAND,3,52412.9739,52412.97685,50,52435.58603,2014189666,POLYGON    5.85180318 -72.02347618   5.83586691 -72.01709825   5.85237737 -72.01221260   5.86849667 -72.01862785   5.85180318 -72.02347618,8470.86565659728
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J6KO01051,5.852070833333,-72.01816666667,9560,GILLILAND,3,52412.97743,52412.98384,400,52435.58603,2014189667,POLYGON    5.85180318 -72.02347618   5.83586691 -72.01709825   5.85237737 -72.01221260   5.86849667 -72.01862785   5.85180318 -72.02347618,8470.86565659728
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J6KO01061,5.852070833333,-72.01816666667,9560,GILLILAND,3,52412.98442,52412.99083,400,52435.58603,2014189668,POLYGON    5.85180318 -72.02347618   5.83586691 -72.01709825   5.85237737 -72.01221260   5.86849667 -72.01862785   5.85180318 -72.02347618,8470.86565659728
image,HST,ACS/WFC,DADS,F435W,OPTICAL,NGC104-WFC-UPDATE,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW18AEQ,5.660416666667,-72.06777777778,9656,DE MARCHI,3,52686.9147,52686.91505,30,52687.00573,2012750240,POLYGON GSC1   5.52666265 -72.06354493   5.67283739 -72.02887192   5.79470564 -72.07247338   5.64900053 -72.10526566   5.52666265 -72.06354493,8470.90184991336
image,HST,ACS/WFC,DADS,F555W,OPTICAL,NGC104-WFC-UPDATE,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW18AGQ,5.660416666667,-72.06777777778,9656,DE MARCHI,3,52686.92125,52686.92161,30,52687.00782,2012750241,POLYGON GSC1   5.52666265 -72.06354493   5.67283739 -72.02887192   5.79470564 -72.07247338   5.64900053 -72.10526566   5.52666265 -72.06354493,8470.90184991336
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC104-WFC-UPDATE,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW18AKQ,5.660416666667,-72.06777777778,9656,DE MARCHI,3,52686.93403,52686.93439,30,52687.01278,2012750243,POLYGON GSC1   5.52666265 -72.06354493   5.67283739 -72.02887192   5.79470564 -72.07247338   5.64900053 -72.10526566   5.52666265 -72.06354493,8470.90184991336
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104-WFC,GLOBULAR CLUSTER;STELLAR CLUSTER,JBMS02FGQ,5.660416666667,-72.06777777778,12389,GROGIN,3,55639.74049,55639.74442,339,55639.89918,2012761009,POLYGON ICRS   5.55344717 -72.04266838   5.73684574 -72.03681082   5.76623779 -72.09364113   5.58616062 -72.09794443   5.55344717 -72.04266838,8471.65894056282
image,HST,ACS/WFC,DADS,F475W,OPTICAL,NGC104-WFC,GLOBULAR CLUSTER;STELLAR CLUSTER,JBMS02FJQ,5.660416666667,-72.06777777778,12389,GROGIN,3,55639.75042,55639.75078,30,55639.90275,2012761010,POLYGON ICRS   5.55344717 -72.04266838   5.73684574 -72.03681082   5.76623779 -72.09364113   5.58616062 -72.09794443   5.55344717 -72.04266838,8471.65894056282
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC104-WFC,GLOBULAR CLUSTER;STELLAR CLUSTER,JBMS02FKQ,5.660416666667,-72.06777777778,12389,GROGIN,3,55639.75284,55639.75677,339,55639.90666,2012761011,POLYGON ICRS   5.55344717 -72.04266838   5.73684574 -72.03681082   5.76623779 -72.09364113   5.58616062 -72.09794443   5.55344717 -72.04266838,8471.65894056282
image,HST,ACS/WFC,DADS,F435W,OPTICAL,NGC104-WFC,GLOBULAR CLUSTER;STELLAR CLUSTER,JBMS02FNQ,5.660416666667,-72.06777777778,12389,GROGIN,3,55639.76266,55639.76302,30,55639.91001,2012761012,POLYGON ICRS   5.55344717 -72.04266838   5.73684574 -72.03681082   5.76623779 -72.09364113   5.58616062 -72.09794443   5.55344717 -72.04266838,8471.65894056282
image,HST,ACS/WFC,DADS,F435W,OPTICAL,NGC104-WFC-UPDATE,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW20X0Q,5.660416666667,-72.06777777778,9656,DE MARCHI,3,52718.08878,52718.08914,30,52718.46831,2012750251,POLYGON GSC1   5.55446859 -72.04230848   5.73799327 -72.03684450   5.76609897 -72.09373649   5.58592946 -72.09765337   5.55446859 -72.04230848,8471.67488267456
image,HST,ACS/WFC,DADS,F555W,OPTICAL,NGC104-WFC-UPDATE,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW20X2Q,5.660416666667,-72.06777777778,9656,DE MARCHI,3,52718.09534,52718.09569,30,52718.47266,2012750252,POLYGON GSC1   5.55446859 -72.04230848   5.73799327 -72.03684450   5.76609897 -72.09373649   5.58592946 -72.09765337   5.55446859 -72.04230848,8471.67488267456
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104-WFC-UPDATE,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW20Y2Q,5.660416666667,-72.06777777778,9656,DE MARCHI,3,52718.15547,52718.1578,200,52718.74131,2012750256,POLYGON GSC1   5.55446859 -72.04230848   5.73799327 -72.03684450   5.76609897 -72.09373649   5.58592946 -72.09765337   5.55446859 -72.04230848,8471.67488267456
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104-WFC,GLOBULAR CLUSTER;STELLAR CLUSTER,JBBF01HXQ,5.660416666667,-72.06777777778,11887,MACK,3,55063.86837,55063.86873,30,55088.62888,2012760442,POLYGON ICRS   5.79450562 -72.07132121   5.64936192 -72.10653427   5.52619656 -72.06321906   5.67071842 -72.03007096   5.79450562 -72.07132121,8472.67699322365
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104-WFC,GLOBULAR CLUSTER;STELLAR CLUSTER,JBBF01HZQ,5.660416666667,-72.06777777778,11887,MACK,3,55063.87454,55063.8749,30,55064.27391,2012760443,POLYGON ICRS   5.79450562 -72.07132121   5.64936192 -72.10653427   5.52619656 -72.06321906   5.67071842 -72.03007096   5.79450562 -72.07132121,8472.67699322365
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104-WFC,GLOBULAR CLUSTER;STELLAR CLUSTER,JBBF01I1Q,5.660416666667,-72.06777777778,11887,MACK,3,55063.88071,55063.88106,30,55088.63244,2012760444,POLYGON ICRS   5.79450562 -72.07132121   5.64936192 -72.10653427   5.52619656 -72.06321906   5.67071842 -72.03007096   5.79450562 -72.07132121,8472.67699322365
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104-WFC,GLOBULAR CLUSTER;STELLAR CLUSTER,JBBF01I3Q,5.660416666667,-72.06777777778,11887,MACK,3,55063.88687,55063.88723,30,55064.2769,2012760445,POLYGON ICRS   5.79450562 -72.07132121   5.64936192 -72.10653427   5.52619656 -72.06321906   5.67071842 -72.03007096   5.79450562 -72.07132121,8472.67699322365
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104-WFC,GLOBULAR CLUSTER;STELLAR CLUSTER,JBVA02KRQ,5.660416666667,-72.06777777778,12734,GROGIN,3,56006.028,56006.03193,339,56006.10571,2012761429,POLYGON ICRS   5.55467076 -72.04207758   5.73837095 -72.03720432   5.76454548 -72.09418361   5.58425098 -72.09752066   5.55467076 -72.04207758,8472.67868364517
image,HST,ACS/WFC,DADS,F475W,OPTICAL,NGC104-WFC,GLOBULAR CLUSTER;STELLAR CLUSTER,JBVA02KTQ,5.660416666667,-72.06777777778,12734,GROGIN,3,56006.03387,56006.0378,339,56006.10611,2012761430,POLYGON ICRS   5.55467076 -72.04207758   5.73837095 -72.03720432   5.76454548 -72.09418361   5.58425098 -72.09752066   5.55467076 -72.04207758,8472.67868364517
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC104-WFC,GLOBULAR CLUSTER;STELLAR CLUSTER,JBVA02KVQ,5.660416666667,-72.06777777778,12734,GROGIN,3,56006.03984,56006.04377,339,56006.1064,2012761431,POLYGON ICRS   5.55467076 -72.04207758   5.73837095 -72.03720432   5.76454548 -72.09418361   5.58425098 -72.09752066   5.55467076 -72.04207758,8472.67868364517
image,HST,ACS/WFC,DADS,F435W,OPTICAL,NGC104-WFC,GLOBULAR CLUSTER;STELLAR CLUSTER,JBVA02KXQ,5.660416666667,-72.06777777778,12734,GROGIN,3,56006.0456,56006.04954,339,56006.10681,2012761432,POLYGON ICRS   5.55467076 -72.04207758   5.73837095 -72.03720432   5.76454548 -72.09418361   5.58425098 -72.09752066   5.55467076 -72.04207758,8472.67868364517
image,HST,ACS/WFC,DADS,F435W,OPTICAL,NGC104-WFC,GLOBULAR CLUSTER;STELLAR CLUSTER,JBBFW5EHQ,5.660416666667,-72.06777777778,11887,MACK,3,55429.10315,55429.10351,30,55429.13852,2012760495,POLYGON ICRS   5.79450962 -72.07130533   5.64941003 -72.10653556   5.52619047 -72.06323493   5.67067110 -72.03006973   5.79450962 -72.07130533,8472.69453724473
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC104-WFC,GLOBULAR CLUSTER;STELLAR CLUSTER,JBBFW5EIQ,5.660416666667,-72.06777777778,11887,MACK,3,55429.10537,55429.10931,339,55429.43269,2012760496,POLYGON ICRS   5.79450962 -72.07130533   5.64941003 -72.10653556   5.52619047 -72.06323493   5.67067110 -72.03006973   5.79450962 -72.07130533,8472.69453724473
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104-WFC,GLOBULAR CLUSTER;STELLAR CLUSTER,JBBFW5EQQ,5.660416666667,-72.06777777778,11887,MACK,3,55429.13028,55429.13421,339,55429.44406,2012760500,POLYGON ICRS   5.79450962 -72.07130533   5.64941003 -72.10653556   5.52619047 -72.06323493   5.67067110 -72.03006973   5.79450962 -72.07130533,8472.69453724473
image,HST,ACS/WFC,DADS,F435W,OPTICAL,NGC104-WFC-UPDATE,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW24KDQ,5.660416666667,-72.06777777778,9656,DE MARCHI,3,52803.50456,52803.50492,30,52803.60209,2012750273,POLYGON GSC1   5.71502697 -72.02994985   5.77666013 -72.08354033   5.60372146 -72.10555414   5.54840648 -72.05269962   5.71502697 -72.02994985,8474.45636903158
image,HST,ACS/WFC,DADS,F555W,OPTICAL,NGC104-WFC-UPDATE,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW24KFQ,5.660416666667,-72.06777777778,9656,DE MARCHI,3,52803.51111,52803.51147,30,52803.6056,2012750274,POLYGON GSC1   5.71502697 -72.02994985   5.77666013 -72.08354033   5.60372146 -72.10555414   5.54840648 -72.05269962   5.71502697 -72.02994985,8474.45636903158
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC104-WFC-UPDATE,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW24KJQ,5.660416666667,-72.06777777778,9656,DE MARCHI,3,52803.52389,52803.52425,30,52803.74692,2012750276,POLYGON GSC1   5.71502697 -72.02994985   5.77666013 -72.08354033   5.60372146 -72.10555414   5.54840648 -72.05269962   5.71502697 -72.02994985,8474.45636903158
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104-WFC,GLOBULAR CLUSTER;STELLAR CLUSTER,J94RC3ODQ,5.660416666667,-72.06777777778,10375,MACK,3,53529.72699,53529.72726,22,53530.3266,2012756466,POLYGON GSC1   5.70640807 -72.02887586   5.77992037 -72.08102441   5.61236767 -72.10667108   5.54528069 -72.05512252   5.70640807 -72.02887586,8474.49528785797
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V02010,5.651968874207,-72.06686913136,11677,RICHER,3,55259.28569,55259.58317,6921,55625.01089,2012941129,POLYGON 5.77744877 -72.08227932 5.69631953 -72.03044417 5.5260699 -72.05228323 5.60904841 -72.10233136 5.77744877 -72.08227932 5.77744877 -72.08227932,8475.34340249965
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V02020,5.651968874207,-72.06686913136,11677,RICHER,3,55259.34801,55259.56424,7323,55624.9147,2012941130,POLYGON 5.77744877 -72.08227932 5.69631953 -72.03044417 5.5260699 -72.05228323 5.60904841 -72.10233136 5.77744877 -72.08227932 5.77744877 -72.08227932,8475.34340249965
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J94F04FZQ,5.655,-72.07055555556,10368,RIESS,3,53435.27847,53435.27883,30,53435.5366,2012756276,POLYGON GSC1   5.52697491 -72.05155254   5.69842372 -72.03062631   5.77662471 -72.08288710   5.60711528 -72.10203643   5.52697491 -72.05155254,8475.37184370097
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J94F04G0Q,5.655,-72.07055555556,10368,RIESS,3,53435.28042,53435.28506,400,53435.54012,2012756277,POLYGON GSC1   5.52697491 -72.05155254   5.69842372 -72.03062631   5.77662471 -72.08288710   5.60711528 -72.10203643   5.52697491 -72.05155254,8475.37184370097
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J94F05BBQ,5.655,-72.07055555556,10368,RIESS,3,53436.27146,53436.27182,30,53436.42838,2012756292,POLYGON GSC1   5.52697491 -72.05155254   5.69842372 -72.03062631   5.77662471 -72.08288710   5.60711528 -72.10203643   5.52697491 -72.05155254,8475.37184370097
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J94F05BCQ,5.655,-72.07055555556,10368,RIESS,3,53436.27344,53436.27808,400,53436.43188,2012756293,POLYGON GSC1   5.52697491 -72.05155254   5.69842372 -72.03062631   5.77662471 -72.08288710   5.60711528 -72.10203643   5.52697491 -72.05155254,8475.37184370097
