# instrument detector propid target ra dec filter1 filter2 pr_inv exptime date-obs file
ACS WFC 12581 ANY 18.605856 -73.412972 CLEAR1L F814W Roman-Duval_Julia 980 2012-09-15 smc_fields/ACS/12581_ANY/jbp509kmq_flc.fits 
ACS WFC 12581 ANY 18.605856 -73.412972 CLEAR1L F814W Roman-Duval_Julia 980 2012-09-15 smc_fields/ACS/12581_ANY/jbp509kmq_flt.fits 
ACS WFC 12581 ANY 18.605856 -73.412972 CLEAR1L F814W Roman-Duval_Julia 1030 2012-09-15 smc_fields/ACS/12581_ANY/jbp509krq_flc.fits 
ACS WFC 12581 ANY 18.605856 -73.412972 CLEAR1L F814W Roman-Duval_Julia 1030 2012-09-15 smc_fields/ACS/12581_ANY/jbp509krq_flt.fits 
ACS WFC 12581 ANY 18.605856 -73.412972 F475W CLEAR2L Roman-Duval_Julia 1100 2012-09-15 smc_fields/ACS/12581_ANY/jbp509kxq_flc.fits 
ACS WFC 12581 ANY 18.605856 -73.412972 F475W CLEAR2L Roman-Duval_Julia 1100 2012-09-15 smc_fields/ACS/12581_ANY/jbp509kxq_flt.fits 
ACS WFC 12581 ANY 18.605856 -73.412972 F475W CLEAR2L Roman-Duval_Julia 600 2012-09-15 smc_fields/ACS/12581_ANY/jbp509l3q_flc.fits 
ACS WFC 12581 ANY 18.605856 -73.412972 F475W CLEAR2L Roman-Duval_Julia 600 2012-09-15 smc_fields/ACS/12581_ANY/jbp509l3q_flt.fits 
ACS WFC 12581 ANY 18.605856 -73.412972 F475W CLEAR2L Roman-Duval_Julia 680 2012-09-15 smc_fields/ACS/12581_ANY/jbp509l9q_flc.fits 
ACS WFC 12581 ANY 18.605856 -73.412972 F475W CLEAR2L Roman-Duval_Julia 680 2012-09-15 smc_fields/ACS/12581_ANY/jbp509l9q_flt.fits 
ACS WFC 12581 ANY 18.605856 -73.412972 F475W CLEAR2L Roman-Duval_Julia 600 2012-09-15 smc_fields/ACS/12581_ANY/jbp509leq_flc.fits 
ACS WFC 12581 ANY 18.605856 -73.412972 F475W CLEAR2L Roman-Duval_Julia 600 2012-09-15 smc_fields/ACS/12581_ANY/jbp509leq_flt.fits 
ACS WFC 12581 ANY 18.605856 -73.412972 F475W CLEAR2L Roman-Duval_Julia 600 2012-09-15 smc_fields/ACS/12581_ANY/jbp509lkq_flc.fits 
ACS WFC 12581 ANY 18.605856 -73.412972 F475W CLEAR2L Roman-Duval_Julia 600 2012-09-15 smc_fields/ACS/12581_ANY/jbp509lkq_flt.fits 
ACS WFC 12581 ANY 18.509674 -73.405393 CLEAR1L F814W Roman-Duval_Julia 1 2012-09-15 smc_fields/ACS/12581_ANY/jbp509ltq_flt.fits 
ACS WFC 12908 ANY 8.499978 -73.155742 CLEAR1L F814W Goudfrooij_Paul 136 2013-05-21 smc_fields/ACS/12908_ANY/jbyl03mzq_flc.fits 
ACS WFC 12908 ANY 8.499978 -73.155742 CLEAR1L F814W Goudfrooij_Paul 136 2013-05-21 smc_fields/ACS/12908_ANY/jbyl03mzq_flt.fits 
ACS WFC 12908 ANY 8.499978 -73.155742 CLEAR1L F435W Goudfrooij_Paul 720 2013-05-22 smc_fields/ACS/12908_ANY/jbyl03n4q_flc.fits 
ACS WFC 12908 ANY 8.499978 -73.155742 CLEAR1L F435W Goudfrooij_Paul 720 2013-05-22 smc_fields/ACS/12908_ANY/jbyl03n4q_flt.fits 
ACS WFC 12908 ANY 8.497786 -73.155521 CLEAR1L F435W Goudfrooij_Paul 740 2013-05-22 smc_fields/ACS/12908_ANY/jbyl03n8q_flc.fits 
ACS WFC 12908 ANY 8.497786 -73.155521 CLEAR1L F435W Goudfrooij_Paul 740 2013-05-22 smc_fields/ACS/12908_ANY/jbyl03n8q_flt.fits 
ACS WFC 12908 ANY 8.497786 -73.155521 CLEAR1L F814W Goudfrooij_Paul 438 2013-05-22 smc_fields/ACS/12908_ANY/jbyl03ndq_flc.fits 
ACS WFC 12908 ANY 8.497786 -73.155521 CLEAR1L F814W Goudfrooij_Paul 438 2013-05-22 smc_fields/ACS/12908_ANY/jbyl03ndq_flt.fits 
ACS WFC 13009 ANY 13.695999 -72.167496 F606W CLEAR2L De_Marchi_Guido 100 2013-04-28 smc_fields/ACS/13009_ANY/jbyy81iyq_flc.fits 
ACS WFC 13009 ANY 13.695999 -72.167496 F606W CLEAR2L De_Marchi_Guido 100 2013-04-28 smc_fields/ACS/13009_ANY/jbyy81iyq_flt.fits 
ACS WFC 13009 ANY 13.695884 -72.167451 CLEAR1L F814W De_Marchi_Guido 0 2013-04-28 smc_fields/ACS/13009_ANY/jbyy81j9q_flc.fits 
ACS WFC 13009 ANY 13.695884 -72.167451 CLEAR1L F814W De_Marchi_Guido 0 2013-04-28 smc_fields/ACS/13009_ANY/jbyy81j9q_flt.fits 
ACS WFC 13009 ANY 13.496230 -72.298260 F606W CLEAR2L De_Marchi_Guido 100 2013-08-04 smc_fields/ACS/13009_ANY/jbyy82l4q_flc.fits 
ACS WFC 13009 ANY 13.496230 -72.298260 F606W CLEAR2L De_Marchi_Guido 100 2013-08-04 smc_fields/ACS/13009_ANY/jbyy82l4q_flt.fits 
ACS WFC 13009 ANY 13.496385 -72.298227 CLEAR1L F814W De_Marchi_Guido 340 2013-08-04 smc_fields/ACS/13009_ANY/jbyy82leq_flc.fits 
ACS WFC 13009 ANY 13.496385 -72.298227 CLEAR1L F814W De_Marchi_Guido 340 2013-08-04 smc_fields/ACS/13009_ANY/jbyy82leq_flt.fits 
ACS WFC 13009 ANY 16.151508 -72.922230 F606W CLEAR2L De_Marchi_Guido 100 2013-08-01 smc_fields/ACS/13009_ANY/jbyy91ahq_flc.fits 
ACS WFC 13009 ANY 16.151508 -72.922230 F606W CLEAR2L De_Marchi_Guido 100 2013-08-01 smc_fields/ACS/13009_ANY/jbyy91ahq_flt.fits 
ACS WFC 13009 ANY 16.151658 -72.922194 CLEAR1L F814W De_Marchi_Guido 347 2013-08-01 smc_fields/ACS/13009_ANY/jbyy91arq_flc.fits 
ACS WFC 13009 ANY 16.151658 -72.922194 CLEAR1L F814W De_Marchi_Guido 347 2013-08-01 smc_fields/ACS/13009_ANY/jbyy91arq_flt.fits 
ACS WFC 13476 ANY 9.750401 -73.191294 CLEAR1L F814W Kallivayalil_Nitya 341 2013-10-01 smc_fields/ACS/13476_ANY/jcc204fwq_flc.fits 
ACS WFC 13476 ANY 9.750401 -73.191294 CLEAR1L F814W Kallivayalil_Nitya 341 2013-10-01 smc_fields/ACS/13476_ANY/jcc204fwq_flt.fits 
ACS WFC 13476 ANY 9.754080 -73.190945 F606W CLEAR2L Kallivayalil_Nitya 348 2013-10-01 smc_fields/ACS/13476_ANY/jcc204fyq_flc.fits 
ACS WFC 13476 ANY 9.754080 -73.190945 F606W CLEAR2L Kallivayalil_Nitya 348 2013-10-01 smc_fields/ACS/13476_ANY/jcc204fyq_flt.fits 
ACS WFC 13476 ANY 9.756931 -73.191690 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc204g1q_flc.fits 
ACS WFC 13476 ANY 9.756931 -73.191690 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc204g1q_flt.fits 
ACS WFC 13476 ANY 9.756104 -73.192784 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc204g4q_flc.fits 
ACS WFC 13476 ANY 9.756104 -73.192784 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc204g4q_flt.fits 
ACS WFC 13476 ANY 9.752424 -73.193133 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc204g7q_flc.fits 
ACS WFC 13476 ANY 9.752424 -73.193133 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc204g7q_flt.fits 
ACS WFC 13476 ANY 9.749573 -73.192388 CLEAR1L F814W Kallivayalil_Nitya 348 2013-10-01 smc_fields/ACS/13476_ANY/jcc204gaq_flc.fits 
ACS WFC 13476 ANY 9.749573 -73.192388 CLEAR1L F814W Kallivayalil_Nitya 348 2013-10-01 smc_fields/ACS/13476_ANY/jcc204gaq_flt.fits 
ACS WFC 13476 ANY 11.053010 -72.780941 CLEAR1L F814W Kallivayalil_Nitya 341 2013-10-01 smc_fields/ACS/13476_ANY/jcc207h5q_flc.fits 
ACS WFC 13476 ANY 11.053010 -72.780941 CLEAR1L F814W Kallivayalil_Nitya 341 2013-10-01 smc_fields/ACS/13476_ANY/jcc207h5q_flt.fits 
ACS WFC 13476 ANY 11.056581 -72.780571 F606W CLEAR2L Kallivayalil_Nitya 348 2013-10-01 smc_fields/ACS/13476_ANY/jcc207h7q_flc.fits 
ACS WFC 13476 ANY 11.056581 -72.780571 F606W CLEAR2L Kallivayalil_Nitya 348 2013-10-01 smc_fields/ACS/13476_ANY/jcc207h7q_flt.fits 
ACS WFC 13476 ANY 11.059415 -72.781300 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc207haq_flc.fits 
ACS WFC 13476 ANY 11.059415 -72.781300 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc207haq_flt.fits 
ACS WFC 13476 ANY 11.058677 -72.782398 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc207hdq_flc.fits 
ACS WFC 13476 ANY 11.058677 -72.782398 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc207hdq_flt.fits 
ACS WFC 13476 ANY 11.055106 -72.782768 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc207hgq_flc.fits 
ACS WFC 13476 ANY 11.055106 -72.782768 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc207hgq_flt.fits 
ACS WFC 13476 ANY 11.052273 -72.782039 CLEAR1L F814W Kallivayalil_Nitya 348 2013-10-01 smc_fields/ACS/13476_ANY/jcc207hjq_flc.fits 
ACS WFC 13476 ANY 11.052273 -72.782039 CLEAR1L F814W Kallivayalil_Nitya 348 2013-10-01 smc_fields/ACS/13476_ANY/jcc207hjq_flt.fits 
ACS WFC 13476 ANY 11.000964 -74.785788 CLEAR1L F814W Kallivayalil_Nitya 341 2013-10-13 smc_fields/ACS/13476_ANY/jcc208iwq_flc.fits 
ACS WFC 13476 ANY 11.000964 -74.785788 CLEAR1L F814W Kallivayalil_Nitya 341 2013-10-13 smc_fields/ACS/13476_ANY/jcc208iwq_flt.fits 
ACS WFC 13476 ANY 11.005186 -74.785626 F606W CLEAR2L Kallivayalil_Nitya 348 2013-10-13 smc_fields/ACS/13476_ANY/jcc208iyq_flc.fits 
ACS WFC 13476 ANY 11.005186 -74.785626 F606W CLEAR2L Kallivayalil_Nitya 348 2013-10-13 smc_fields/ACS/13476_ANY/jcc208iyq_flt.fits 
ACS WFC 13476 ANY 11.007797 -74.786500 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-13 smc_fields/ACS/13476_ANY/jcc208j1q_flc.fits 
ACS WFC 13476 ANY 11.007797 -74.786500 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-13 smc_fields/ACS/13476_ANY/jcc208j1q_flt.fits 
ACS WFC 13476 ANY 11.006187 -74.787537 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-13 smc_fields/ACS/13476_ANY/jcc208j4q_flc.fits 
ACS WFC 13476 ANY 11.006187 -74.787537 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-13 smc_fields/ACS/13476_ANY/jcc208j4q_flt.fits 
ACS WFC 13476 ANY 11.001965 -74.787699 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-13 smc_fields/ACS/13476_ANY/jcc208j7q_flc.fits 
ACS WFC 13476 ANY 11.001965 -74.787699 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-13 smc_fields/ACS/13476_ANY/jcc208j7q_flt.fits 
ACS WFC 13476 ANY 10.999353 -74.786825 CLEAR1L F814W Kallivayalil_Nitya 348 2013-10-13 smc_fields/ACS/13476_ANY/jcc208jaq_flc.fits 
ACS WFC 13476 ANY 10.999353 -74.786825 CLEAR1L F814W Kallivayalil_Nitya 348 2013-10-13 smc_fields/ACS/13476_ANY/jcc208jaq_flt.fits 
ACS WFC 13476 ANY 13.309537 -73.596869 CLEAR1L F814W Kallivayalil_Nitya 341 2013-10-01 smc_fields/ACS/13476_ANY/jcc209hoq_flc.fits 
ACS WFC 13476 ANY 13.309537 -73.596869 CLEAR1L F814W Kallivayalil_Nitya 341 2013-10-01 smc_fields/ACS/13476_ANY/jcc209hoq_flt.fits 
ACS WFC 13476 ANY 13.313437 -73.596666 F606W CLEAR2L Kallivayalil_Nitya 348 2013-10-01 smc_fields/ACS/13476_ANY/jcc209hqq_flc.fits 
ACS WFC 13476 ANY 13.313437 -73.596666 F606W CLEAR2L Kallivayalil_Nitya 348 2013-10-01 smc_fields/ACS/13476_ANY/jcc209hqq_flt.fits 
ACS WFC 13476 ANY 13.315975 -73.597515 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc209htq_flc.fits 
ACS WFC 13476 ANY 13.315975 -73.597515 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc209htq_flt.fits 
ACS WFC 13476 ANY 13.314614 -73.598567 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc209hwq_flc.fits 
ACS WFC 13476 ANY 13.314614 -73.598567 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc209hwq_flt.fits 
ACS WFC 13476 ANY 13.310714 -73.598770 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc209hzq_flc.fits 
ACS WFC 13476 ANY 13.310714 -73.598770 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-01 smc_fields/ACS/13476_ANY/jcc209hzq_flt.fits 
ACS WFC 13476 ANY 13.308176 -73.597921 CLEAR1L F814W Kallivayalil_Nitya 348 2013-10-01 smc_fields/ACS/13476_ANY/jcc209i5q_flc.fits 
ACS WFC 13476 ANY 13.308176 -73.597921 CLEAR1L F814W Kallivayalil_Nitya 348 2013-10-01 smc_fields/ACS/13476_ANY/jcc209i5q_flt.fits 
ACS WFC 13476 ANY 14.815349 -72.050511 CLEAR1L F814W Kallivayalil_Nitya 341 2013-10-03 smc_fields/ACS/13476_ANY/jcc211rxq_flc.fits 
ACS WFC 13476 ANY 14.815349 -72.050511 CLEAR1L F814W Kallivayalil_Nitya 341 2013-10-03 smc_fields/ACS/13476_ANY/jcc211rxq_flt.fits 
ACS WFC 13476 ANY 14.818733 -72.050104 F606W CLEAR2L Kallivayalil_Nitya 348 2013-10-03 smc_fields/ACS/13476_ANY/jcc211rzq_flc.fits 
ACS WFC 13476 ANY 14.818733 -72.050104 F606W CLEAR2L Kallivayalil_Nitya 348 2013-10-03 smc_fields/ACS/13476_ANY/jcc211rzq_flt.fits 
ACS WFC 13476 ANY 14.821539 -72.050801 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-03 smc_fields/ACS/13476_ANY/jcc211s2q_flc.fits 
ACS WFC 13476 ANY 14.821539 -72.050801 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-03 smc_fields/ACS/13476_ANY/jcc211s2q_flt.fits 
ACS WFC 13476 ANY 14.820962 -72.051907 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-03 smc_fields/ACS/13476_ANY/jcc211s6q_flc.fits 
ACS WFC 13476 ANY 14.820962 -72.051907 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-03 smc_fields/ACS/13476_ANY/jcc211s6q_flt.fits 
ACS WFC 13476 ANY 14.817578 -72.052315 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-03 smc_fields/ACS/13476_ANY/jcc211scq_flc.fits 
ACS WFC 13476 ANY 14.817578 -72.052315 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-03 smc_fields/ACS/13476_ANY/jcc211scq_flt.fits 
ACS WFC 13476 ANY 14.814771 -72.051617 CLEAR1L F814W Kallivayalil_Nitya 348 2013-10-03 smc_fields/ACS/13476_ANY/jcc211sfq_flc.fits 
ACS WFC 13476 ANY 14.814771 -72.051617 CLEAR1L F814W Kallivayalil_Nitya 348 2013-10-03 smc_fields/ACS/13476_ANY/jcc211sfq_flt.fits 
ACS WFC 13476 ANY 16.454868 -72.818256 CLEAR1L F814W Kallivayalil_Nitya 341 2013-12-01 smc_fields/ACS/13476_ANY/jcc217myq_flc.fits 
ACS WFC 13476 ANY 16.454868 -72.818256 CLEAR1L F814W Kallivayalil_Nitya 341 2013-12-01 smc_fields/ACS/13476_ANY/jcc217myq_flt.fits 
ACS WFC 13476 ANY 16.458100 -72.818841 F606W CLEAR2L Kallivayalil_Nitya 348 2013-12-01 smc_fields/ACS/13476_ANY/jcc217n0q_flc.fits 
ACS WFC 13476 ANY 16.458100 -72.818841 F606W CLEAR2L Kallivayalil_Nitya 348 2013-12-01 smc_fields/ACS/13476_ANY/jcc217n0q_flt.fits 
ACS WFC 13476 ANY 16.457985 -72.819952 F606W CLEAR2L Kallivayalil_Nitya 368 2013-12-01 smc_fields/ACS/13476_ANY/jcc217nqq_flc.fits 
ACS WFC 13476 ANY 16.457985 -72.819952 F606W CLEAR2L Kallivayalil_Nitya 368 2013-12-01 smc_fields/ACS/13476_ANY/jcc217nqq_flt.fits 
ACS WFC 13476 ANY 16.454638 -72.820477 F606W CLEAR2L Kallivayalil_Nitya 368 2013-12-01 smc_fields/ACS/13476_ANY/jcc217ntq_flc.fits 
ACS WFC 13476 ANY 16.454638 -72.820477 F606W CLEAR2L Kallivayalil_Nitya 368 2013-12-01 smc_fields/ACS/13476_ANY/jcc217ntq_flt.fits 
ACS WFC 13476 ANY 16.451406 -72.819892 F606W CLEAR2L Kallivayalil_Nitya 368 2013-12-01 smc_fields/ACS/13476_ANY/jcc217nxq_flc.fits 
ACS WFC 13476 ANY 16.451406 -72.819892 F606W CLEAR2L Kallivayalil_Nitya 368 2013-12-01 smc_fields/ACS/13476_ANY/jcc217nxq_flt.fits 
ACS WFC 13476 ANY 16.451521 -72.818782 CLEAR1L F814W Kallivayalil_Nitya 348 2013-12-01 smc_fields/ACS/13476_ANY/jcc217o0q_flc.fits 
ACS WFC 13476 ANY 16.451521 -72.818782 CLEAR1L F814W Kallivayalil_Nitya 348 2013-12-01 smc_fields/ACS/13476_ANY/jcc217o0q_flt.fits 
ACS WFC 13476 ANY 17.448938 -72.280852 CLEAR1L F814W Kallivayalil_Nitya 341 2014-01-07 smc_fields/ACS/13476_ANY/jcc220htq_flc.fits 
ACS WFC 13476 ANY 17.448938 -72.280852 CLEAR1L F814W Kallivayalil_Nitya 341 2014-01-07 smc_fields/ACS/13476_ANY/jcc220htq_flt.fits 
ACS WFC 13476 ANY 17.450343 -72.281887 F606W CLEAR2L Kallivayalil_Nitya 348 2014-01-07 smc_fields/ACS/13476_ANY/jcc220hvq_flc.fits 
ACS WFC 13476 ANY 17.450343 -72.281887 F606W CLEAR2L Kallivayalil_Nitya 348 2014-01-07 smc_fields/ACS/13476_ANY/jcc220hvq_flt.fits 
ACS WFC 13476 ANY 17.448105 -72.282765 F606W CLEAR2L Kallivayalil_Nitya 368 2014-01-07 smc_fields/ACS/13476_ANY/jcc220hyq_flc.fits 
ACS WFC 13476 ANY 17.448105 -72.282765 F606W CLEAR2L Kallivayalil_Nitya 368 2014-01-07 smc_fields/ACS/13476_ANY/jcc220hyq_flt.fits 
ACS WFC 13476 ANY 17.444462 -72.282608 F606W CLEAR2L Kallivayalil_Nitya 368 2014-01-07 smc_fields/ACS/13476_ANY/jcc220i1q_flc.fits 
ACS WFC 13476 ANY 17.444462 -72.282608 F606W CLEAR2L Kallivayalil_Nitya 368 2014-01-07 smc_fields/ACS/13476_ANY/jcc220i1q_flt.fits 
ACS WFC 13476 ANY 17.443057 -72.281573 F606W CLEAR2L Kallivayalil_Nitya 368 2014-01-07 smc_fields/ACS/13476_ANY/jcc220i4q_flc.fits 
ACS WFC 13476 ANY 17.443057 -72.281573 F606W CLEAR2L Kallivayalil_Nitya 368 2014-01-07 smc_fields/ACS/13476_ANY/jcc220i4q_flt.fits 
ACS WFC 13476 ANY 17.445295 -72.280695 CLEAR1L F814W Kallivayalil_Nitya 348 2014-01-07 smc_fields/ACS/13476_ANY/jcc220i7q_flc.fits 
ACS WFC 13476 ANY 17.445295 -72.280695 CLEAR1L F814W Kallivayalil_Nitya 348 2014-01-07 smc_fields/ACS/13476_ANY/jcc220i7q_flt.fits 
ACS WFC 13476 ANY 18.379530 -71.833753 CLEAR1L F814W Kallivayalil_Nitya 341 2014-01-07 smc_fields/ACS/13476_ANY/jcc221ifq_flc.fits 
ACS WFC 13476 ANY 18.379530 -71.833753 CLEAR1L F814W Kallivayalil_Nitya 341 2014-01-07 smc_fields/ACS/13476_ANY/jcc221ifq_flt.fits 
ACS WFC 13476 ANY 18.380957 -71.834781 F606W CLEAR2L Kallivayalil_Nitya 348 2014-01-07 smc_fields/ACS/13476_ANY/jcc221ihq_flc.fits 
ACS WFC 13476 ANY 18.380957 -71.834781 F606W CLEAR2L Kallivayalil_Nitya 348 2014-01-07 smc_fields/ACS/13476_ANY/jcc221ihq_flt.fits 
ACS WFC 13476 ANY 18.378820 -71.835670 F606W CLEAR2L Kallivayalil_Nitya 368 2014-01-07 smc_fields/ACS/13476_ANY/jcc221ikq_flc.fits 
ACS WFC 13476 ANY 18.378820 -71.835670 F606W CLEAR2L Kallivayalil_Nitya 368 2014-01-07 smc_fields/ACS/13476_ANY/jcc221ikq_flt.fits 
ACS WFC 13476 ANY 18.375256 -71.835532 F606W CLEAR2L Kallivayalil_Nitya 368 2014-01-07 smc_fields/ACS/13476_ANY/jcc221inq_flc.fits 
ACS WFC 13476 ANY 18.375256 -71.835532 F606W CLEAR2L Kallivayalil_Nitya 368 2014-01-07 smc_fields/ACS/13476_ANY/jcc221inq_flt.fits 
ACS WFC 13476 ANY 18.373829 -71.834504 F606W CLEAR2L Kallivayalil_Nitya 368 2014-01-07 smc_fields/ACS/13476_ANY/jcc221iqq_flc.fits 
ACS WFC 13476 ANY 18.373829 -71.834504 F606W CLEAR2L Kallivayalil_Nitya 368 2014-01-07 smc_fields/ACS/13476_ANY/jcc221iqq_flt.fits 
ACS WFC 13476 ANY 18.375965 -71.833615 CLEAR1L F814W Kallivayalil_Nitya 348 2014-01-07 smc_fields/ACS/13476_ANY/jcc221itq_flc.fits 
ACS WFC 13476 ANY 18.375965 -71.833615 CLEAR1L F814W Kallivayalil_Nitya 348 2014-01-07 smc_fields/ACS/13476_ANY/jcc221itq_flt.fits 
ACS WFC 13476 ANY 18.514486 -73.469217 CLEAR1L F814W Kallivayalil_Nitya 341 2013-10-04 smc_fields/ACS/13476_ANY/jcc222xjq_flc.fits 
ACS WFC 13476 ANY 18.514486 -73.469217 CLEAR1L F814W Kallivayalil_Nitya 341 2013-10-04 smc_fields/ACS/13476_ANY/jcc222xjq_flt.fits 
ACS WFC 13476 ANY 18.518412 -73.469138 F606W CLEAR2L Kallivayalil_Nitya 348 2013-10-04 smc_fields/ACS/13476_ANY/jcc222xlq_flc.fits 
ACS WFC 13476 ANY 18.518412 -73.469138 F606W CLEAR2L Kallivayalil_Nitya 348 2013-10-04 smc_fields/ACS/13476_ANY/jcc222xlq_flt.fits 
ACS WFC 13476 ANY 18.520586 -73.470061 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-04 smc_fields/ACS/13476_ANY/jcc222xoq_flc.fits 
ACS WFC 13476 ANY 18.520586 -73.470061 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-04 smc_fields/ACS/13476_ANY/jcc222xoq_flt.fits 
ACS WFC 13476 ANY 18.518835 -73.471063 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-04 smc_fields/ACS/13476_ANY/jcc222xrq_flc.fits 
ACS WFC 13476 ANY 18.518835 -73.471063 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-04 smc_fields/ACS/13476_ANY/jcc222xrq_flt.fits 
ACS WFC 13476 ANY 18.514909 -73.471143 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-04 smc_fields/ACS/13476_ANY/jcc222xuq_flc.fits 
ACS WFC 13476 ANY 18.514909 -73.471143 F606W CLEAR2L Kallivayalil_Nitya 368 2013-10-04 smc_fields/ACS/13476_ANY/jcc222xuq_flt.fits 
ACS WFC 13476 ANY 18.512735 -73.470220 CLEAR1L F814W Kallivayalil_Nitya 348 2013-10-04 smc_fields/ACS/13476_ANY/jcc222xxq_flc.fits 
ACS WFC 13476 ANY 18.512735 -73.470220 CLEAR1L F814W Kallivayalil_Nitya 348 2013-10-04 smc_fields/ACS/13476_ANY/jcc222xxq_flt.fits 
WFC3 UVIS 12257 NGC-411 16.976667 -71.767056 nan nan Girardi_Leo 30 2011-08-28 smc_fields/WFC3/12257_NGC-411/ibhy12n3q_flc.fits 
WFC3 UVIS 12257 NGC-411 16.976667 -71.767056 nan nan Girardi_Leo 30 2011-08-28 smc_fields/WFC3/12257_NGC-411/ibhy12n3q_flt.fits 
WFC3 UVIS 12257 NGC-411 16.976667 -71.767056 nan nan Girardi_Leo 30 2011-08-28 smc_fields/WFC3/12257_NGC-411/ibhy12n3q_rac.fits 
WFC3 UVIS 12257 NGC-411 16.976667 -71.767056 nan nan Girardi_Leo 30 2011-08-28 smc_fields/WFC3/12257_NGC-411/ibhy12n3q_raw.fits 
WFC3 UVIS 12257 NGC-411 16.976667 -71.767056 nan nan Girardi_Leo 800 2011-08-28 smc_fields/WFC3/12257_NGC-411/ibhy12n5q_flc.fits 
WFC3 UVIS 12257 NGC-411 16.976667 -71.767056 nan nan Girardi_Leo 800 2011-08-28 smc_fields/WFC3/12257_NGC-411/ibhy12n5q_flt.fits 
WFC3 UVIS 12257 NGC-411 16.976667 -71.767056 nan nan Girardi_Leo 800 2011-08-28 smc_fields/WFC3/12257_NGC-411/ibhy12n5q_rac.fits 
WFC3 UVIS 12257 NGC-411 16.976667 -71.767056 nan nan Girardi_Leo 800 2011-08-28 smc_fields/WFC3/12257_NGC-411/ibhy12n5q_raw.fits 
WFC3 UVIS 12257 NGC-411 16.976667 -71.767056 nan nan Girardi_Leo 700 2011-08-28 smc_fields/WFC3/12257_NGC-411/ibhy12n9q_flc.fits 
WFC3 UVIS 12257 NGC-411 16.976667 -71.767056 nan nan Girardi_Leo 700 2011-08-28 smc_fields/WFC3/12257_NGC-411/ibhy12n9q_flt.fits 
WFC3 UVIS 12257 NGC-411 16.976667 -71.767056 nan nan Girardi_Leo 700 2011-08-28 smc_fields/WFC3/12257_NGC-411/ibhy12n9q_rac.fits 
WFC3 UVIS 12257 NGC-411 16.976667 -71.767056 nan nan Girardi_Leo 700 2011-08-28 smc_fields/WFC3/12257_NGC-411/ibhy12n9q_raw.fits 
WFC3 UVIS 12257 NGC-411 16.976667 -71.767056 nan nan Girardi_Leo 700 2011-08-28 smc_fields/WFC3/12257_NGC-411/ibhy12ndq_flc.fits 
WFC3 UVIS 12257 NGC-411 16.976667 -71.767056 nan nan Girardi_Leo 700 2011-08-28 smc_fields/WFC3/12257_NGC-411/ibhy12ndq_flt.fits 
