#@ string, ra, dec, float, float, float, float, int, string
# Name RA Dec M_V logAge elogAge logMass Source AltName
NGC2203      6h04m42.0s -75d26m16.0s -7.21 9.26 0.05 5.05 4 NA
NGC2193      6h06m17.0s -65d05m54.0s -6.23 9.34 0.10 4.42 4 NA
SL842        6h08m14.9s -62d59m15.0s -5.34 9.30 0.09 4.08 4 NA
NGC2209      6h08m34.8s -73d50m12.0s -7.90 8.98 0.19 5.03 4 NA
NGC2213      6h10m42.2s -71d31m46.0s -6.48 9.20 0.11 4.56 0 NA
SL855        6h10m53.7s -65d02m30.0s -5.01 9.13 0.30 4.58 4 NA
NGC2210      6h11m31.5s -69d07m17.0s -8.00 10.20 0.01 5.48 4 NA
NGC2214      6h12m55.8s -68d15m38.0s -8.41 7.60 0.20 4.50 4 NA
LW431        6h13m27.0s -70d41m42.0s -4.83 9.18 0.05 3.94 4 NA
HODGE11      6h14m22.3s -69d50m50.0s -7.50 10.18 0.01 5.63 4 NA
NGC2231      6h20m42.7s -67d31m10.0s -7.03 9.18 0.11 5.18 4 NA
NGC2241      6h22m53.0s -68d55m30.0s -5.25 9.28 0.05 4.29 4 NA
NGC2249      6h25m49.8s -68d55m13.0s -6.73 8.82 0.30 4.35 4 NA
NGC2257      6h30m12.1s -64d19m42.0s -7.06 10.20 0.10 5.41 4 NA
