Names,RAJ2000,DEJ2000,Type,amaj,amin,PA,Com,SimbadName
@string,ra,dec,string,float,float,int,string,string
"AM-3,ESO28SC4",357.2458333,-72.94527778,C,0.899999976,0.899999976,0,Old IAC,ESO 28-4
"L1,ESO28SC8",0.975,-73.47194444,C,4.599999905,4.599999905,0,Globular Cluster,ESO 28-8
L2,3.229166667,-73.4875,C,1.200000048,1.200000048,0,,Cl Lindsay 2
"L3,ESO28SC13",4.604166667,-74.31861111,C,1,1,0,,Cl Lindsay 3
HW1,4.6125,-73.395,CA,0.949999988,0.850000024,0,,HW  1
BS1,4.7375,-73.41444444,CA,0.899999976,0.899999976,0,,[BS95] 1
B2,4.825,-74.57444444,C,0.449999988,0.449999988,0,,Bruck 2
B1,4.833333333,-74.10722222,C,0.800000012,0.800000012,0,br*in or sup,Bruck 1
"K1,L4,ESO28SC15",5.3625,-73.74861111,C,2.200000048,2.200000048,0,,Cl Kron 1
BOLOGNA A,5.379166667,-71.93527778,C,0.800000012,0.800000012,0,sup 47 Tucanae,NAME BOLOGNA A
"L5,ESO28SC16",5.666666667,-75.07472222,C,1.100000024,1.100000024,0,Old IAC,Cl Lindsay 5
"K4,L6,ESO28SC17",5.766666667,-73.66972222,C,1.700000048,1.700000048,0,,Cl Kron 4
"K5,L7,ESO28SC18",6.179166667,-73.755,C,1.799999952,1.799999952,0,,Cl Kron 5
"K3,L8,ESO28SC19",6.195833333,-72.79416667,C,3.400000095,3.400000095,0,Old IAC,Cl Kron 3
B4,6.225,-73.03055556,CA,0.850000024,0.850000024,0,,Bruck 4
"K6,L9,ESO28SC20",6.358333333,-74.07583333,C,1,1,0,,Cl Kron 6
"NGC121,K2,L10,ESO50SC12",6.695833333,-71.53666667,C,3.799999952,3.099999905,80,Globular Cluster,NGC 121
"K7,L11,ESO28SC22",6.941666667,-72.78194444,C,1.700000048,1.700000048,0,,Cl Kron 7
B6,6.9875,-74.40055556,C,0.600000024,0.600000024,0,,Bruck 6
"K8,L12",7.004166667,-73.30416667,C,1.100000024,1.100000024,0,,Cl Kron 8
BS2,7.129166667,-73.01361111,C,0.550000012,0.449999988,80,,[BS95] 2
"K9,L13",7.5,-73.37916667,C,1.200000048,1.200000048,0,,Cl Kron 9
BS4,7.529166667,-73.34944444,C,0.550000012,0.449999988,70,mT,[BS95] 4
BS5,7.579166667,-73.33527778,C,0.449999988,0.349999994,60,,[BS95] 5
HW5,7.7625,-72.34305556,C,0.550000012,0.550000012,0,,HW 5
BS6,7.870833333,-73.76194444,CA,1.100000024,1.100000024,0,,[BS95] 6
H86-10,8.145833333,-73.54027778,C,0.349999994,0.349999994,0,,[H86] 10
L14,8.170833333,-72.58138889,C,1.200000048,1.200000048,0,,Cl Lindsay 14
BS7,8.179166667,-73.63305556,C,0.550000012,0.550000012,0,mP,[BS95] 7
H86-11,8.225,-73.5075,C,0.649999976,0.649999976,0,,[H86] 11
"NGC152,K10,L15,ESO28SC24",8.233333333,-73.11611111,C,3,3,0,,NGC 152
HW6,8.266666667,-72.65194444,CA,0.800000012,0.800000012,0,,HW 6
H86-13,8.358333333,-73.54555556,C,0.400000006,0.400000006,0,,[H86] 13
HW8,8.441666667,-73.63305556,C,1.700000048,1.700000048,0,,HW 8
H86-15,8.458333333,-73.00472222,C,0.400000006,0.349999994,70,,[H86] 15
H86-16,8.525,-73.05222222,C,0.649999976,0.449999988,110,,[H86] 16
H86-20,8.679166667,-73.21666667,C,0.300000012,0.300000012,0,,[H86] 20
H86-22,8.720833333,-73.03555556,C,0.300000012,0.300000012,0,mP,[H86] 22
H86-23,8.725,-72.74416667,CA,0.649999976,0.449999988,70,,[H86] 23
H86-21,8.808333333,-73.53027778,C,0.699999988,0.5,30,,[H86] 21
H86-25,8.8625,-73.47694444,C,0.449999988,0.349999994,20,,[H86] 25
H86-24,8.8625,-73.40916667,C,0.400000006,0.400000006,0,,[H86] 24
"K13,L17,ESO29SC1",8.920833333,-73.59805556,C,1.899999976,1.899999976,0,,Cl Kron 13
H86-29,8.925,-73.15944444,C,0.300000012,0.300000012,0,,[H86] 29
H86-28,8.954166667,-73.41611111,C,0.400000006,0.400000006,0,,[H86] 28
"NGC176,K12,L16,ESO29SC2",8.991666667,-73.16611111,C,1.200000048,1.200000048,0,,NGC 176
H86-31,9.008333333,-73.06777778,CA,0.75,0.75,0,,[H86] 31
H86-32,9.029166667,-73.14305556,CA,0.550000012,0.400000006,150,,[H86] 32
H86-30,9.058333333,-73.41166667,C,0.349999994,0.349999994,0,,[H86] 30
H86-33,9.075,-73.05694444,C,0.449999988,0.449999988,0,,[H86] 33
HW9,9.104166667,-73.00138889,C,0.75,0.75,0,mP,HW 9
"K11,L20",9.1125,-72.47805556,C,1.100000024,1.100000024,0,,Cl Kron 11
HW10,9.129166667,-72.98694444,C,0.949999988,0.949999988,0,mP,HW 10
"H86-35,SOGLE1",9.158333333,-73.08583333,C,0.349999994,0.349999994,0,,[H86] 35
B9,9.304166667,-72.96472222,C,0.449999988,0.449999988,0,mP in H-A1,Bruck 9
H86-41,9.370833333,-72.96333333,C,0.550000012,0.400000006,50,mP,[H86] 41
"HW11,SOGLE2",9.3875,-73.61194444,C,1.299999952,1.299999952,0,,HW 11
BS10,9.391666667,-73.025,C,0.649999976,0.649999976,0,mP,[BS95] 10
H86-42,9.420833333,-73.12111111,C,0.5,0.449999988,80,,[H86] 42
"L19,SOGLE3",9.425,-73.90833333,C,1.700000048,1.700000048,0,,Cl Lindsay 19
"B10,SOGLE4",9.433333333,-73.21111111,C,0.800000012,0.800000012,0,,Bruck 10
H86-40,9.454166667,-73.48388889,C,0.449999988,0.349999994,170,,[H86] 40
H86-43,9.4625,-73.12111111,C,0.550000012,0.550000012,0,,[H86] 43
B12,9.591666667,-73.275,C,0.449999988,0.349999994,140,,Bruck 12
"B14,SOGLE162",9.654166667,-73.80583333,C,0.600000024,0.449999988,160,,Bruck 14
H86-47,9.704166667,-73.27555556,C,0.300000012,0.300000012,0,,[H86] 47
"HW12,SOGLE163",9.7125,-73.37416667,C,0.800000012,0.800000012,0,,HW 12
"H86-48,SOGLE164",9.733333333,-73.40888889,C,0.5,0.400000006,30,,[H86] 48
B16,9.745833333,-73.94694444,C,0.300000012,0.300000012,0,,Bruck 16
H86-52,9.75,-73.00833333,C,0.300000012,0.300000012,0,,[H86] 52
BS12,9.758333333,-73.93472222,C,0.349999994,0.349999994,0,,[BS95] 12
"BS14,SOGLE165",9.8,-73.24611111,C,0.550000012,0.550000012,0,mP,[BS95] 14
H86-53,9.820833333,-72.90333333,C,0.800000012,0.699999988,50,,[H86] 53
SOGLE5,9.841666667,-73.25777778,CA,0.850000024,0.75,90,mP,OGLE-Cl SMC 5
"H86-55,SOGLE167",9.858333333,-73.10638889,C,0.449999988,0.349999994,80,,[H86] 55
HW12A,9.858333333,-73.38305556,C,0.550000012,0.449999988,10,mP,Name HW 12A
"HW13,SOGLE168",9.879166667,-73.42388889,C,0.75,0.600000024,80,,HW 13
SOGLE6,9.8875,-73.17694444,C,0.800000012,0.800000012,0,,OGLE-Cl SMC 6
H86-54,9.895833333,-73.38277778,C,0.550000012,0.550000012,0,mP,[H86] 54
H86-56,9.908333333,-72.92972222,CA,1.200000048,0.800000012,40,,[H86] 56
B15,9.925,-72.9775,CA,0.600000024,0.449999988,100,mP,Bruck 15
H86-57,9.945833333,-72.98222222,CA,0.5,0.5,0,mP,[H86] 57
H86-58,10.02083333,-73.14277778,C,0.600000024,0.600000024,0,,[H86] 58
BS13,10.03333333,-72.75833333,CA,0.899999976,0.75,40,mP,[BS95] 13
"K15,L21",10.05,-72.69888889,C,1.100000024,1.100000024,0,,Cl Kron 15
HW14,10.05833333,-73.87222222,C,1.700000048,1.5,170,,HW 14
H86-59,10.1125,-73.46111111,C,0.5,0.449999988,50,,[H86] 59
SOGLE7,10.125,-73.23055556,CA,0.949999988,0.949999988,0,,OGLE-Cl SMC 7
"NGC220,K18,L22,ESO29SC3,SOGLE8",10.12916667,-73.40277778,C,1.200000048,1.200000048,0,"mT,in H-A3",NGC 220
B25,10.13333333,-73.72277778,CA,0.649999976,0.550000012,90,,Bruck 25
"K16,L23",10.1375,-72.73972222,C,0.850000024,0.850000024,0,,Cl Kron 16
B27,10.175,-73.87222222,C,0.400000006,0.400000006,0,,Bruck 27
H86-60,10.17916667,-73.11805556,C,0.400000006,0.300000012,120,,[H86] 60
B19,10.18333333,-73.06166667,C,0.449999988,0.349999994,170,mT,Bruck 19
"NGC222,K19,L24,ESO29SC4,SOGLE9",10.18333333,-73.38333333,C,1.200000048,1.200000048,0,"mT,in H-A3",NGC 222
"B26,SOGLE169",10.1875,-73.74055556,C,0.899999976,0.899999976,0,,Bruck 26
HW15,10.19583333,-74.02166667,C,1,0.75,160,,HW 15
"H86-62,SOGLE10",10.2,-73.08805556,C,0.600000024,0.600000024,0,mT,[H86] 62
B20,10.20416667,-73.06916667,C,0.300000012,0.300000012,0,mT,Bruck 20
"B23,SOGLE170",10.22916667,-73.40194444,C,0.600000024,0.5,40,"mT,in H-A3",Bruck 23
"K17,L26",10.25416667,-72.57222222,C,1.100000024,1.100000024,0,,Cl Kron 17
"NGC231,K20,L25,ESO29SC5,SOGLE11",10.275,-73.35194444,C,1.799999952,1.799999952,0,"mP,in H-A3",NGC 231
B18,10.275,-72.72583333,C,0.349999994,0.300000012,120,,Bruck 18
"B21,SOGLE171",10.3125,-72.83194444,C,0.349999994,0.349999994,0,mP,Bruck 21
B22,10.3375,-72.82555556,C,0.349999994,0.349999994,0,mP,Bruck 22
B24,10.3375,-72.98083333,CA,0.800000012,0.550000012,100,,Bruck 24
"K21,L27,SOGLE12",10.35,-72.89083333,C,2.5,2.5,0,,Cl Kron 21
SOGLE172,10.45,-73.39083333,C,0.200000003,0.200000003,0,,OGLE-Cl SMC 172
SOGLE166,10.48333333,-73.48777778,C,0.600000024,0.5,80,,OGLE-Cl SMC 166
B29,10.54583333,-73.73083333,CA,0.5,0.349999994,100,mP,Bruck 29
SOGLE173,10.55,-73.26722222,C,0.200000003,0.200000003,0,,OGLE-Cl SMC 173
"HW16,SOGLE13",10.59166667,-73.73416667,CN,0.600000024,0.600000024,0,"mP,in DEMS7",HW 16
H86-68,10.65833333,-72.45583333,C,1.100000024,1.100000024,0,,[H86] 68
BS249,10.7125,-73.17555556,CA,0.5,0.449999988,60,in H-A5,[BS95] 249
SOGLE15,10.725,-73.29361111,CA,1,1,0,in? sup? H-A4,OGLE-Cl SMC 15
"BS16,SOGLE16",10.74166667,-73.16861111,C,0.550000012,0.5,10,in H-A5,[BS95] 16
HW18,10.74166667,-72.41111111,C,1,1,0,,HW 18
L28,10.74583333,-72.58861111,C,1,1,0,,Cl Lindsay 28
B28,10.79166667,-72.25666667,CA,0.850000024,0.550000012,80,,Bruck 28
"BS17,SOGLE174",10.80833333,-73.01194444,CA,0.800000012,0.649999976,60,,[BS95] 17
HW19,10.8625,-74.18444444,C,1,1,0,,HW 19
"NGC241,K22w,L29W,ESO29SC6w,",10.8875,-73.44027778,C,0.949999988,0.949999988,0,mP & SOGLE17,NGC 241
"NGC242,K22e,L29e,ESO29SC6e,BH1,",10.90833333,-73.44361111,C,0.75,0.75,0,mP & SOGLE18,NGC 242
"B31,SOGLE19,SOGLE175",10.90833333,-72.95861111,C,0.5,0.400000006,150,mT,Bruck 31
"BS20,SOGLE20",10.90833333,-72.98,C,0.449999988,0.449999988,0,mT,[BS95] 20
"H86-70,SOGLE21",10.93333333,-72.97666667,C,0.649999976,0.449999988,50,mT,[H86] 70
SOGLE22,10.99166667,-73.15222222,CA,0.75,0.75,0,,OGLE-Cl SMC 22
"B33,SOGLE23",11.05416667,-73.61888889,C,0.5,0.5,0,,Bruck 33
B34A,11.09583333,-72.94555556,CA,0.75,0.550000012,30,,Name Bruck 34A
B37,11.18333333,-74.20166667,CA,1.100000024,0.899999976,60,,Bruck 37
BS25,11.19166667,-72.89805556,CA,0.949999988,0.75,50,,[BS95] 25
HW20,11.19583333,-74.36277778,C,0.75,0.75,0,,HW 20
"B34,SOGLE176",11.21666667,-73.00194444,C,0.600000024,0.600000024,0,br* edge,Bruck 34
"BS27,SOGLE177",11.22916667,-73.17416667,C,0.400000006,0.349999994,80,"mP,in H86-72",[BS95] 27
"BS28,SOGLE178",11.29583333,-72.87527778,CA,0.699999988,0.5,60,,[BS95] 28
"H86-74,SOGLE25",11.30833333,-73.21916667,C,0.699999988,0.600000024,50,in DEMS13,[H86] 74
SOGLE179,11.3375,-73.03555556,CA,0.5,0.5,0,,OGLE-Cl SMC 179
SOGLE180,11.34583333,-72.92861111,C,0.25,0.25,0,,OGLE-Cl SMC 180
"B39,SOGLE27",11.35833333,-73.48138889,C,0.550000012,0.550000012,0,mP,Bruck 39
B41,11.3625,-73.70305556,C,0.5,0.5,0,,Bruck 41
SOGLE181,11.36666667,-72.88583333,CA,0.699999988,0.5,60,,OGLE-Cl SMC 181
SOGLE28,11.36666667,-72.81944444,C,0.400000006,0.400000006,0,,OGLE-Cl SMC 28
BS30,11.375,-73.485,C,0.400000006,0.400000006,0,mP,[BS95] 30
SOGLE30,11.3875,-73.1075,CA,0.75,0.75,0,,OGLE-Cl SMC 30
H86-77,11.40833333,-72.29222222,C,0.449999988,0.349999994,150,,[H86] 77
HW21,11.4125,-74.00861111,C,0.449999988,0.400000006,70,,HW 21
B36,11.43333333,-72.84305556,C,0.699999988,0.600000024,140,mP,Bruck 36
SOGLE31,11.4625,-72.84027778,CA,0.550000012,0.449999988,90,"mP, not B36",OGLE-Cl SMC 31
B38,11.475,-72.60222222,C,0.300000012,0.300000012,0,mP,Bruck 38
"NGC256,K23,L30,ESO29SC11,SOGLE32",11.475,-73.50666667,C,0.899999976,0.899999976,0,,NGC 256
H86-79,11.49166667,-72.59333333,C,0.449999988,0.449999988,0,mP,[H86] 79
"H86-76,SOGLE182",11.50833333,-73.39555556,C,0.449999988,0.449999988,0,"mT,in DEMS21",[H86] 76
SOGLE183,11.54166667,-73.06555556,CA,0.349999994,0.300000012,160,,OGLE-Cl SMC 183
"H86-80,SOGLE184",11.54583333,-72.8175,C,0.349999994,0.349999994,0,,[H86] 80
"H86-78s,SOGLE33s",11.55,-73.39416667,CN,0.449999988,0.400000006,60,"mT,in SMC-N16",NAME [H86] 78S
"H86-78n,SOGLE33n",11.55,-73.39083333,CN,0.449999988,0.449999988,0,"mT,in SMC-N16",NAME [H86] 78N
B44,11.55416667,-74.37805556,C,0.5,0.5,0,,Bruck 44
B40,11.5625,-72.58833333,DCN,0.400000006,0.349999994,40,DCMA126,Bruck 40
"H86-83,SOGLE35",11.64166667,-72.77388889,C,0.699999988,0.699999988,0,mT,[H86] 83
"H86-84,SOGLE185",11.64166667,-72.76555556,C,0.400000006,0.400000006,0,mT,[H86] 84
"L31,SOGLE36",11.64583333,-72.74222222,C,1.100000024,0.850000024,30,mT,Cl Lindsay 31
B43,11.67083333,-73.52277778,C,0.5,0.5,0,in SMC-N17,Bruck 43
HW23,11.67083333,-73.77472222,C,0.550000012,0.449999988,30,,HW 23
SOGLE37,11.67083333,-73,C,0.800000012,0.699999988,10,,OGLE-Cl SMC 37
HW22,11.68333333,-72.06305556,C,0.600000024,0.600000024,0,,HW 22
"H86-85,SOGLE186",11.73333333,-73.42361111,C,0.600000024,0.5,150,in DEMS29,[H86] 85
H86-88,11.74166667,-73.33583333,CA,0.850000024,0.850000024,0,,[H86] 88
BS34,11.75416667,-73.74861111,CA,0.400000006,0.300000012,20,,[BS95] 34
"H86-86,SOGLE40",11.75416667,-73.39305556,C,0.800000012,0.649999976,110,"mP,in H-A9",[H86] 86
"H86-87,SOGLE187",11.775,-73.37138889,C,0.800000012,0.699999988,90,"mP,in H-A9",[H86] 87
"H86-89,SOGLE38",11.775,-73.25666667,C,0.850000024,0.649999976,150,,[H86] 89
"NGC265,K24,L34,ESO29SC14,SOGLE39",11.8,-73.47722222,C,1.200000048,1.200000048,0,,NGC 265
"H86-93,SOGLE188",11.85,-73.20555556,DCN,0.400000006,0.400000006,0,in H-A11 DC MA172,[H86] 93
"L32,ESO51SC2",11.85,-68.91944444,C,1.299999952,1.299999952,0,Old IAC,Cl Lindsay 32
H86-90,11.85416667,-73.45722222,C,0.649999976,0.449999988,120,,[H86] 90
"L33,SOGLE41",11.85416667,-72.84083333,C,1,0.800000012,130,,Cl Lindsay 33
HW24,11.87083333,-72.475,C,1.700000048,1.5,50,,HW 24
H86-91,11.87916667,-73.43444444,C,0.400000006,0.400000006,0,,[H86] 91
H86-92,11.89166667,-73.33166667,C,0.449999988,0.449999988,0,,[H86] 92
H86-95,11.90416667,-73.01416667,CA,0.349999994,0.200000003,100,mP,[H86] 95
H86-96,11.93333333,-73.01277778,C,0.300000012,0.300000012,0,mP,[H86] 96
B45,11.94583333,-71.99888889,CA,0.649999976,0.449999988,110,,Bruck 45
"BS35,SOGLE42",11.95833333,-73.47833333,C,0.699999988,0.699999988,0,mP,[BS95] 35
"H86-97,SOGLE43",11.96666667,-73.22222222,C,0.699999988,0.600000024,60,,[H86] 97
H86-94,11.97083333,-73.53138889,C,0.550000012,0.449999988,110,,[H86] 94
"H86-98,SOGLE44",11.97916667,-72.95555556,CA,0.899999976,0.649999976,60,,[H86] 98
"K25,L35,SOGLE45",12.00416667,-73.48611111,C,1.200000048,1.200000048,0,mP,Cl Kron 25
SOGLE189,12.0375,-73.23861111,C,0.400000006,0.400000006,0,in SMC-N25,OGLE-Cl SMC 189
"H86-99,SOGLE190",12.05416667,-72.79305556,CA,0.649999976,0.649999976,0,mP,[H86] 99
"K27,L36",12.05416667,-73.86277778,C,1.700000048,1.700000048,0,,Cl Kron 27
"H86-100,SOGLE191",12.08333333,-72.795,CA,0.75,0.75,0,mP,[H86] 100
"NGC269,K26,L37,ESO29SC16,SOGLE46",12.0875,-73.53027778,C,1.200000048,1.200000048,0,,NGC 269
BS38,12.09166667,-73.32638889,CN,0.400000006,0.200000003,150,att SMC-N24,[BS95] 38
SOGLE192,12.10833333,-73.00722222,C,0.349999994,0.349999994,0,,OGLE-Cl SMC 192
H86-101,12.13333333,-72.76166667,C,0.5,0.5,0,in DEMS46w,[H86] 101
"B47,SOGLE48",12.1375,-73.30694444,C,1,1,0,,Bruck 47
SOGLE193,12.15416667,-73.17916667,CA,0.5,0.5,0,,OGLE-Cl SMC 193
"B48,SOGLE49",12.15416667,-73.41472222,CA,1.299999952,1.100000024,140,in H-A16,Bruck 48
HW25,12.17916667,-74.30305556,C,0.5,0.400000006,60,,HW 25
"L38,ESO51SC3",12.20833333,-69.86972222,C,1.799999952,1.799999952,0,Old IAC,Cl Lindsay 38
B49,12.21666667,-73.56138889,C,0.5,0.5,0,,Bruck 49
SOGLE50,12.24583333,-73.15111111,CN,0.75,0.75,0,in SMC-N30,OGLE-Cl SMC 50
B50,12.25833333,-73.36222222,C,0.550000012,0.550000012,0,mT,Bruck 50
"H86-103,SOGLE51",12.27083333,-73.05111111,C,0.550000012,0.449999988,40,,[H86] 103
"BS41,SOGLE194",12.275,-73.35277778,C,0.550000012,0.550000012,0,mT,[BS95] 41
"H86-104,SOGLE52",12.3,-73.10861111,C,0.400000006,0.400000006,0,,[H86] 104
"BS42,SOGLE195",12.31666667,-73.24916667,CA,1,1,0,in DEMS49,[BS95] 42
SOGLE53,12.325,-73.21166667,C,1,0.800000012,10,,OGLE-Cl SMC 53
"L39,SOGLE54",12.325,-73.37222222,C,0.699999988,0.550000012,170,"mT,in BS43",Cl Lindsay 39
SOGLE55,12.3375,-73.18388889,C,0.600000024,0.600000024,0,,OGLE-Cl SMC 55
H86-102,12.34583333,-73.53027778,C,0.550000012,0.550000012,0,,[H86] 102
SOGLE196,12.3625,-73.39861111,C,0.349999994,0.349999994,0,,OGLE-Cl SMC 196
SOGLE56,12.4,-72.83694444,CA,0.800000012,0.600000024,100,"mT,in DEMS46e",OGLE-Cl SMC 56
HW26,12.40833333,-73.70833333,CA,1.200000048,1,130,,HW 26
"B52,SOGLE57",12.41666667,-73.05888889,C,1.100000024,1.100000024,0,in DEMS51,Bruck 52
H86-111,12.42916667,-72.8125,C,0.280000001,0.219999999,0,in SMC-N32,[H86] 111
H86-110,12.43333333,-72.85388889,CA,0.75,0.550000012,160,mT,[H86] 110
"H86-109,SOGLE58",12.4375,-72.86611111,C,0.449999988,0.449999988,0,mT,[H86] 109
"H86-107,SOGLE61",12.5,-73.255,CA,1.200000048,0.75,130,in DEMS49,[H86] 107
"B53,SOGLE197",12.51666667,-73.38444444,C,0.949999988,0.949999988,0,mP,Bruck 53
"H86-112,SOGLE198",12.53333333,-73.19055556,C,0.649999976,0.550000012,0,in H-A18,[H86] 112
BS39,12.55,-73.34722222,C,0.449999988,0.400000006,40,in H-A17,[BS95] 39
SOGLE199,12.5625,-73.05416667,CA,0.25,0.25,0,"mP, in? sup? DEMS51",OGLE-Cl SMC 199
"BS45,SOGLE59",12.56666667,-73.03333333,CA,1,0.899999976,70,"mP,in DEMS51",[BS95] 45
"B55,SOGLE60",12.59166667,-73.38777778,C,0.699999988,0.600000024,110,mP,Bruck 55
"B54,SOGLE62",12.61666667,-73.20333333,C,0.649999976,0.649999976,0,,Bruck 54
H86-106w,12.62916667,-73.33638889,C,0.5,0.400000006,90,"mP,in DEMS52",NAME [H86] 106W
H86-114,12.63333333,-72.6525,C,0.75,0.649999976,150,in H-A20,[H86] 114
HW27,12.63333333,-74.61416667,C,0.649999976,0.649999976,0,,HW 27
H86-106e,12.65416667,-73.33638889,C,0.550000012,0.449999988,80,"mP,in DEMS52",NAME [H86] 106E
"BS46,SOGLE200",12.6625,-72.97888889,C,0.5,0.449999988,60,"mP,in L40",[BS95] 46
"H86-116,SOGLE64",12.66666667,-72.96527778,C,0.5,0.5,0,"mP,in L40",[H86] 116
HW28,12.66666667,-74.11722222,CA,0.550000012,0.449999988,150,in BS50,HW 28
"B56,SOGLE66",12.72916667,-73.20305556,C,0.449999988,0.449999988,0,,Bruck 56
SOGLE65,12.72916667,-73.0575,C,0.649999976,0.649999976,0,mP,OGLE-Cl SMC 65
"L41,SOGLE67",12.73333333,-72.72777778,C,0.649999976,0.649999976,0,in H-A25,Cl Lindsay 41
"BS40,SOGLE68",12.73333333,-73.28916667,CA,0.899999976,0.800000012,140,in H-A24,[BS95] 40
"H86-105,SOGLE202",12.74583333,-73.50361111,C,0.449999988,0.449999988,0,,[H86] 105
"H86-113,SOGLE203",12.79166667,-73.59,C,0.400000006,0.400000006,0,,[H86] 113
"NGC290,L42,ESO29SC19,SOGLE69",12.80833333,-73.16138889,C,1.100000024,1.100000024,0,in BS51,NGC 290
"H86-121,SOGLE204",12.8375,-73.13861111,C,0.550000012,0.550000012,0,in BS51,[H86] 121
"BS251,SOGLE70",12.85833333,-73.28333333,CA,0.400000006,0.349999994,140,,[BS95] 251
BS52,12.87083333,-73.69138889,CA,1.200000048,0.899999976,120,,[BS95] 52
"H86-124,SOGLE205",12.88333333,-72.97916667,C,0.850000024,0.649999976,80,,[H86] 124
"B57,SOGLE71",12.88333333,-73.01055556,C,1.200000048,1.200000048,0,,Bruck 57
H86-119,12.90416667,-72.54194444,C,0.649999976,0.550000012,20,in B-OB9,[H86] 119
H86-117,12.92083333,-73.53111111,C,0.449999988,0.449999988,0,,[H86] 117
"B60,SOGLE72",12.925,-73.22972222,C,0.930000007,0.930000007,0,in SMC-N45,Bruck 60
"K28,L43,ESO51SC4",12.925,-71.99777778,C,1.700000048,1.700000048,0,,Cl Kron 28
"H86-123,SOGLE206",12.93333333,-73.16694444,C,0.550000012,0.550000012,0,in BS51,[H86] 123
"B59,SOGLE73",12.93333333,-72.84027778,DCN,0.800000012,0.600000024,80,mP DC L61-183,Bruck 59
H86-120,12.94166667,-73.46694444,C,0.349999994,0.349999994,0,"mT,in DEMS70s",[H86] 120
"H86-127,SOGLE207",12.95416667,-72.54111111,C,0.600000024,0.400000006,20,in B-OB9,[H86] 127
"K29,L44,SOGLE74",12.97083333,-72.95388889,C,0.949999988,0.949999988,0,,Cl Kron 29
"H86-126,SOGLE75",12.975,-73.09805556,C,0.5,0.5,0,,[H86] 126
H86-122,12.99166667,-73.46138889,C,0.449999988,0.449999988,0,"mT,in DEMS70s",[H86] 122
"H86-128,SOGLE208",13.0125,-72.81777778,C,0.449999988,0.449999988,0,,[H86] 128
"H86-129,SOGLE76",13.05,-72.53083333,C,0.649999976,0.449999988,40,in DEMS64,[H86] 129
"BS56,SOGLE77",13.05416667,-73.00333333,C,0.699999988,0.550000012,90,mP,[BS95] 56
"H86-130,SOGLE78",13.07083333,-73.01777778,C,0.75,0.600000024,0,mP,[H86] 130
"H86-125,SOGLE79",13.07083333,-73.37555556,CA,0.75,0.5,80,in DEMS70n,[H86] 125
"B64,SOGLE210",13.125,-73.04972222,C,0.699999988,0.699999988,0,"mP,in H-A29",Bruck 64
"H86-132,SOGLE80",13.12916667,-72.62944444,C,0.5,0.400000006,70,in SMC-N50,[H86] 132
"BS57,SOGLE211",13.13333333,-73.03611111,C,0.649999976,0.449999988,60,"mP,in H-A29",[BS95] 57
"H86-133,SOGLE81",13.14166667,-72.68166667,C,0.75,0.75,0,in H-A31,[H86] 133
"K30,L45",13.14583333,-72.19305556,C,1.5,1.5,0,in DEMS66,Cl Kron 30
BS58,13.15,-73.38083333,C,0.649999976,0.5,110,,[BS95] 58
"BS60,SOGLE82",13.175,-72.92555556,C,0.800000012,0.800000012,0,,[BS95] 60
BS61,13.17916667,-73.02916667,CA,0.600000024,0.449999988,80,"mP,in H-A29",[BS95] 61
"B65,SOGLE83",13.18333333,-72.98,C,0.75,0.75,0,mT,Bruck 65
"H86-134w,SOGLE212",13.1875,-72.99,C,0.5,0.5,0,"mT,in H-A30",NAME [H86] 134W
"BS63,SOGLE84",13.19583333,-73.40694444,C,0.5,0.400000006,150,"mP,in DEMS73",[BS95] 63
"B66,SOGLE85",13.2,-72.79611111,C,0.600000024,0.449999988,40,,Bruck 66
"H86-135,SOGLE86",13.2,-72.51055556,C,0.550000012,0.550000012,0,,[H86] 135
"H86-134e,SOGLE213",13.2,-72.98944444,C,0.5,0.449999988,0,"mT,in H-A30",NAME [H86] 134E
"B67,SOGLE87",13.20416667,-73.41194444,C,0.649999976,0.5,110,"mP,in DEMS73",Bruck 67
BS254,13.2125,-72.73527778,C,0.5,0.400000006,80,,[BS95] 254
BS255,13.21666667,-73.02916667,C,0.400000006,0.300000012,70,mP,[BS95] 255
"K31,L46,SOGLE88",13.25416667,-72.89694444,C,2.799999952,2.799999952,0,sup DEMS69,Cl Kron 31
"NGC294,L47,ESO29SC22,SOGLE90",13.275,-73.38027778,C,1.700000048,1.700000048,0,,NGC 294
"B69,SOGLE89",13.27916667,-72.62444444,C,0.649999976,0.649999976,0,in H-A33,Bruck 69
H86-136,13.28333333,-72.3375,C,0.449999988,0.449999988,0,,[H86] 136
"H86-140,SOGLE214",13.2875,-72.83277778,C,0.449999988,0.400000006,50,mP,[H86] 140
"H86-138,SOGLE91",13.29166667,-72.57361111,C,0.449999988,0.449999988,0,in H-A36,[H86] 138
H86-139,13.29583333,-72.83472222,C,0.349999994,0.300000012,40,mP,[H86] 139
"BS256,SOGLE215",13.32083333,-72.73416667,C,0.5,0.449999988,80,,[BS95] 256
"B71,SOGLE92",13.325,-72.76666667,C,0.850000024,0.850000024,0,,Bruck 71
"NGC299,K32,L49,ESO51SC5",13.35416667,-72.19638889,C,0.899999976,0.899999976,0,att DEMS66,NGC 299
B70,13.35833333,-71.75416667,C,0.550000012,0.449999988,150,,Bruck 70
B72,13.35833333,-72.6825,C,1.200000048,1.200000048,0,"m6,in H-A35",Bruck 72
"L48,ESO51SC6",13.36666667,-71.39861111,C,0.949999988,0.949999988,0,,Cl Lindsay 48
