Names,RAJ2000,DEJ2000,Type,amaj,amin,PA,Com,SimbadName
@string,ra,dec,string,float,float,int,string,string
"SL618,KMHK1146",84.18333333,-71.35888889,C,0.899999976,0.850000024,110,,[SL63] 618
HMW1,84.18333333,-69.49583333,C,0.25,0.200000003,130,"rel R127=Sk-69220,in NGC2055",NONAME
"SL604,LW251,KMHK1127",84.1875,-62.88416667,C,1.399999976,1.399999976,0,,[SL63] 604
"SL619,LW254,KMHK1152",84.19166667,-72.26055556,CA,1.399999976,1.299999952,170,,[SL63] 619
HMW2,84.19583333,-69.49944444,C,0.25,0.25,0,"rel R128=Sk-69221,in NGC2055",NONAME
BSDL2530,84.2,-62.71444444,CA,0.600000024,0.550000012,160,mP,BSDL2530
BSDL2533,84.20416667,-62.72027778,CA,0.600000024,0.600000024,0,mP,BSDL2533
BSDL2583,84.20416667,-69.43055556,CA,0.600000024,0.5,170,in LH96,BSDL2583
SESG2,84.2125,-69.63638889,C,0.5,0.449999988,130,,SESG C2
"NGC2059A,LOGLE632",84.225,-70.10583333,C,0.899999976,0.800000012,20,in BSDL2588,OGLE-CL LMC 632
BSDL2586,84.225,-69.19388889,CN,0.550000012,0.550000012,0,in BSDL2579,BSDL2586
"NGC2058,SL614,ESO56SC173,",84.22916667,-70.16222222,C,2.099999905,2.099999905,0,"mP,in BSDL2588 & LOGLE633",NGC 2058
"NGC2057,SL616,ESO56SC174,",84.23333333,-70.26944444,C,1.299999952,1.200000048,20,"& KMHK1145,LOGLE634",NGC 2057
LOGLE635,84.2375,-69.92222222,C,0.460000008,0.460000008,0,,OGLE-CL LMC 635
"NGC2059,SL613,ESO56SC175,",84.25416667,-70.12694444,C,1.100000024,1,170,"in BSDL2588 & LOGLE636,GKK-O113",NGC 2059
"HS367,KMHK1139",84.2625,-66.36722222,CN,0.800000012,0.649999976,110,in LH95,[HS66] 367
"SL615,KMHK1143",84.26666667,-68.72138889,CA,0.600000024,0.550000012,120,in BSDL2593,[SL63] 615
BSDL2562,84.26666667,-64.91388889,C,0.25,0.25,0,,BSDL2562
"SL625,LW256,KMHK1162",84.2875,-73.07277778,C,1.399999976,1.399999976,0,,[SL63] 625
BSDL2584,84.2875,-67.31,CA,1.399999976,1.299999952,20,in DEML257,BSDL2584
BSDL2625,84.3,-71.56277778,CA,0.400000006,0.349999994,70,in GKK-A2,BSDL2625
"BSDL2611,LOGLE637",84.30833333,-70.02361111,C,0.75,0.550000012,40,,BSDL2611
"HS368,KMHK1141",84.30833333,-66.45,C,0.699999988,0.600000024,60,in DEML256,[HS66] 368
"SL621,LOGLE638",84.3125,-69.89583333,C,0.899999976,0.899999976,0,mP,[SL63] 621
KMHK1157,84.3125,-71.22472222,C,0.75,0.75,0,,KMHK1157
HS369,84.3125,-69.48611111,C,0.600000024,0.550000012,160,in LH96,[HS66] 369
"SL624,KMHK1158",84.32916667,-71.11611111,C,1,0.949999988,80,,[SL63] 624
"BSDL2620,LOGLE639",84.32916667,-70.15527778,C,0.600000024,0.5,110,in BSDL2608,BSDL2620
"SL622,LOGLE641",84.34166667,-69.9725,C,1,0.850000024,80,mP,[SL63] 622
"BSDL2610,LOGLE640",84.34166667,-69.89472222,C,0.649999976,0.550000012,70,mP,BSDL2610
"BSDL2622,LOGLE642",84.34166667,-69.98222222,C,0.550000012,0.5,150,mP,BSDL2622
"LMC-S129,KMK88-91,H88-297",84.34583333,-69.32388889,C,0.550000012,0.550000012,20,in BSDL2607,LHA 120-S 129
KMHK1147,84.34583333,-67.3475,C,0.949999988,0.850000024,60,,KMHK1147
"BSDL2616,LOGLE643",84.35,-70.09444444,C,0.5,0.449999988,10,in BSDL2608,BSDL2616
"BSDL2624,LOGLE644",84.35833333,-70.22472222,C,1.299999952,1,20,"mP,in BSDL2608",BSDL2624
BSDL2603,84.37083333,-67.27972222,CA,0.5,0.449999988,40,in DEML257,BSDL2603
LOGLE646,84.3875,-70.055,C,0.959999979,0.959999979,0,,OGLE-CL LMC 646
"BSDL2626,LOGLE645",84.3875,-69.92916667,C,0.600000024,0.5,130,,BSDL2626
BSDL2631,84.40416667,-69.76333333,CA,0.5,0.449999988,140,,BSDL2631
"BSDL2632,LOGLE647",84.40416667,-70.12611111,C,1.100000024,0.949999988,60,"mT,in BSDL2608",BSDL2632
"NGC2065,SL626,ESO57SC2,KMHK1160,",84.40833333,-70.23333333,C,2.299999952,2.299999952,0,"mP,in BSDL2608 & LOGLE648",NGC 2065
BSDL2635,84.4125,-70.09416667,C,0.349999994,0.300000012,130,in BSDL2608,BSDL2635
"BSDL2636,LOGLE650",84.4125,-70.14388889,C,1.200000048,1,120,"mT,in BSDL2608",BSDL2636
LOGLE649,84.4125,-69.81388889,C,0.300000012,0.300000012,0,,OGLE-CL LMC 649
"NGC2053,SL623,ESO86SC17,",84.41666667,-67.41333333,C,1.5,1.299999952,10,"& KMHK1154,GKK-O231",NGC 2053
KMHK1175,84.42083333,-74.01055556,C,0.949999988,0.949999988,0,,KMHK1175
"NGC2066,SL627,ESO57SC3,LOGLE651",84.425,-70.165,C,1,0.899999976,140,"mT,in BSDL2608",NGC 2066
KMHK1153,84.43333333,-66.42611111,C,0.449999988,0.400000006,120,in LMC-N61,KMHK1153
KMHK1149,84.43333333,-64.64472222,CA,0.649999976,0.550000012,130,,KMHK1149
"HS371,BRHT54a",84.4375,-69.33527778,C,1.399999976,1.200000048,60,"mP,sup? LH97",[HS66] 371
"BRHT54b,H88-298",84.44166667,-69.34638889,CA,0.75,0.550000012,120,"mP,in LH97",BRHT54b
"IC2146,SL632,LW258,ESO33SC26,",84.44166667,-74.78277778,C,3.299999952,3.299999952,0,& KMHK1178,IC2146
"HS372,KMHK1163,LOGLE652",84.44583333,-70.37472222,C,0.550000012,0.449999988,70,,[HS66] 372
TLD1,84.44583333,-69.15222222,C,0.100000001,0.100000001,0,"rel Breysacher 73,in BSDL2634",NONAME
BSDL2602,84.48333333,-63.11666667,CA,0.550000012,0.5,120,,BSDL2602
BSDL2643,84.48333333,-69.75388889,C,0.600000024,0.5,100,,BSDL2643
"BSDL2646,LOGLE653",84.525,-70.20861111,C,0.800000012,0.600000024,150,in BSDL2608,BSDL2646
"BSDL2649,LOGLE654",84.54583333,-69.83083333,C,0.550000012,0.400000006,40,in BSDL2637,BSDL2649
KMHK1161,84.55,-66.5825,CA,0.699999988,0.600000024,130,in DEML264,KMHK1161
"KMK88-92,H88-299",84.5625,-68.89333333,C,0.449999988,0.400000006,120,,KMK88 92
"M-OB1,H88-301",84.56666667,-69.06611111,CN,0.75,0.75,0,sup?in? 30 Doradus,[M87] OB1
"HS373,KMHK1164",84.57083333,-67.09555556,C,0.649999976,0.550000012,110,in DEML257,[HS66] 373
"HS374,KMHK1165",84.57083333,-68.56638889,C,0.75,0.649999976,120,in DEML268,[HS66] 374
BSDL2654,84.57083333,-69.725,CA,0.899999976,0.800000012,30,,BSDL2654
GKK-O167,84.575,-69.35,CA,2.99000001,2.99000001,0,,[GKK2003] O167
"SL631,LOGLE655",84.5875,-70.685,C,0.819999993,0.819999993,0,in LMC-N213A,[SL63] 631
"SL629,KMHK1169",84.5875,-68.78138889,C,0.800000012,0.699999988,40,"mP,in DEML268",[SL63] 629
"SL634,LW259,KMHK1179",84.5875,-72.705,C,0.899999976,0.850000024,40,,[SL63] 634
KMHK1167,84.59166667,-68.40611111,CA,0.699999988,0.600000024,120,in DEML268,KMHK1167
BSDL2651,84.6,-68.785,C,0.550000012,0.550000012,0,"mP,in DEML268",BSDL2651
"NGC2072,SL630,ESO57SC4,KMHK1170,",84.6,-70.23361111,C,1,0.899999976,110,in BSDL2608 & LOGLE656,NGC 2072
"KMHK1177,LOGLE657",84.6125,-70.60833333,C,0.600000024,0.5,60,,KMHK1177
"SL628,KMHK1166",84.625,-67.3325,C,1.100000024,1,110,,[SL63] 628
LOGLE658,84.63333333,-69.8925,C,0.439999998,0.439999998,0,,OGLE-CL LMC 658
WMB2,84.6375,-69.07555556,CN,0.129999995,0.129999995,0,"in 30 Doradus inc P304,P294",[WB87] 2
"BSDL2660,LOGLE659",84.6375,-69.99166667,C,0.600000024,0.550000012,140,,BSDL2660
GKK-O2,84.675,-72.36666667,CA,1.460000038,1.460000038,0,,[GKK2003] O2
"R136,SL633",84.675,-69.10055556,CN,3.5,3.5,0,in 30 Doradus,RMC 136
KMHK1174,84.68333333,-68.44555556,C,0.75,0.649999976,100,in DEML268,KMHK1174
WMB3,84.6875,-69.09638889,CN,0.200000003,0.200000003,0,"in 30 Doradus inc P1231,P1304,P1306,P1312",[WB87] 3
WBB1,84.6875,-69.08583333,CN,0.200000003,0.200000003,0,"in 30 Doradus in Knot 1 inc P1222,P1201,P1164",NONAME
WMB1,84.7,-69.07,CN,0.170000002,0.170000002,0,"in 30 Doradus inc P4,IRSN134,IRSN137",[WB87] 1
WBB2,84.7,-69.07916667,CN,0.180000007,0.180000007,0,"in 30 Doradus in Knot 2 inc IRSN125,P1429",NONAME
"KMHK1181,LOGLE660,GKK-O59",84.70416667,-70.71388889,C,1.100000024,0.850000024,130,,KMHK1181
"HS376,KMHK1180,LOGLE661",84.70833333,-70.47527778,C,0.949999988,0.649999976,140,,[HS66] 376
"BSDL2672,LOGLE662",84.72083333,-69.86305556,C,0.600000024,0.5,20,,BSDL2672
"LW260,KMHK1168",84.72083333,-64.2925,CA,0.75,0.600000024,40,,LW260
"HS379,KMHK1186",84.72916667,-71.295,C,0.649999976,0.649999976,0,,[HS66] 379
"BSDL2680,LOGLE663",84.7375,-69.99222222,C,0.600000024,0.600000024,0,mP,BSDL2680
BSDL2691,84.7375,-71.71277778,CA,0.550000012,0.449999988,170,,BSDL2691
KMHK1187,84.74166667,-71.35833333,CA,0.550000012,0.5,20,,KMHK1187
BSDL2659,84.74166667,-66.89638889,C,0.550000012,0.550000012,0,in DEML257,BSDL2659
"SL636,LOGLE664",84.75,-69.98888889,C,1.100000024,1.100000024,0,mP,[SL63] 636
H88-302,84.75416667,-69.36777778,CA,0.5,0.449999988,50,,H88 302
BSDL2665,84.75833333,-66.90666667,C,0.550000012,0.550000012,0,in DEML257,BSDL2665
"KMHK1185,LOGLE665",84.77083333,-70.22972222,C,0.800000012,0.699999988,150,mT,KMHK1185
GKK-O4,84.775,-71.56666667,CA,1.460000038,1.460000038,0,,[GKK2003] O4
H88-303,84.77916667,-68.9475,CN,0.400000006,0.400000006,0,in NGC2069,H88 303
"SL635,KMHK1176",84.78333333,-65.41361111,C,0.649999976,0.649999976,0,,[SL63] 635
"LW263,KMHK1208",84.78333333,-74.85333333,C,1,0.899999976,40,,LW263
KMHK1191,84.7875,-70.77416667,C,0.5,0.449999988,160,in DEML267,KMHK1191
NKN-N158-O1,84.79166667,-69.49888889,C,1.389999986,1.389999986,0,in NGC2074,[NKN2005] N158-O1
NKN-N158-Y1,84.79166667,-69.49888889,C,1.110000014,1.110000014,0,in NGC2074,[NKN2005] N158-Y1
"LW261,KMHK1171",84.79583333,-64.135,CA,1.200000048,1.100000024,160,,LW261
"IC2148,SL642,LW265,ESO33SC28,",84.79583333,-75.56305556,C,1.299999952,1.299999952,0,& KMHK1216,IC2148
"HS378,KMHK1183,GKK-O196",84.80416667,-68.50027778,C,0.649999976,0.600000024,80,in DEML268,[HS66] 378
GKK-O116,84.825,-70.36666667,CA,2.920000076,2.920000076,0,,[GKK2003] O116
LOGLE666,84.825,-70.22,C,0.660000026,0.660000026,0,mT,OGLE-CL LMC 666
"HS377,KMHK1182",84.83333333,-67.05027778,C,0.550000012,0.5,130,in DEML257,[HS66] 377
BSDL2710,84.8375,-71.09444444,CA,0.449999988,0.400000006,130,,BSDL2710
BSDL2675,84.8625,-65.86972222,CA,0.449999988,0.400000006,130,,BSDL2675
LOGLE667,84.86666667,-70.21,C,0.300000012,0.300000012,0,mT,OGLE-CL LMC 667
KMHK1196,84.87083333,-70.86333333,CA,0.550000012,0.5,70,,KMHK1196
"KMHK1193,LOGLE668",84.87083333,-70.49555556,C,0.850000024,0.75,150,,KMHK1193
"HDE269936,SK-69o253",84.87083333,-69.45361111,CN,0.449999988,0.449999988,0,in NGC2081,HDE269936
KMHK1188,84.875,-68.3225,CA,0.800000012,0.800000012,0,in DEML268,KMHK1188
NKN-N159-Y1,84.87916667,-69.78916667,C,0.150000006,0.150000006,0,in N159H,[NKN2005] N159-Y1
BSDL2688,84.87916667,-67.52027778,CA,0.5,0.400000006,170,,BSDL2688
"BSDL2706,LOGLE669",84.88333333,-69.89194444,C,0.5,0.449999988,100,mP,BSDL2706
BSDL2704,84.88333333,-69.43138889,CA,0.400000006,0.400000006,0,in NGC2081,BSDL2704
"SL645,LW264,KMHK1207",84.8875,-72.98972222,C,1.100000024,1.100000024,0,,[SL63] 645
"BRHT18a,NKN-N160-O1",84.89583333,-69.65527778,C,0.310000002,0.310000002,0,"mT,in NGC2077",BRHT18a
"SL647,LW267,KMHK1223",84.89583333,-75.20833333,C,1.299999952,1.100000024,80,,[SL63] 647
"BSDL2708,LOGLE670",84.9,-69.90777778,C,0.449999988,0.449999988,0,mP,BSDL2708
TLF2,84.9,-69.76777778,C,0.029999999,0.029999999,0,in N159A6,NONAME
"SL638,LW262,KMHK1184",84.9,-65.63916667,C,1.700000048,1.700000048,0,,[SL63] 638
"KMHK1197,LOGLE671",84.9,-70.67416667,C,0.800000012,0.699999988,40,,KMHK1197
TLF1,84.90833333,-69.76916667,C,0.029999999,0.029999999,0,"in UC HII LI-LMC1501W, in N159A5",NONAME
NKN-N160-Y1,84.90833333,-69.65277778,C,1.039999962,1.039999962,0,"mT,in NGC2077",[NKN2005] N160-Y1
"SL639,M-OB3",84.9125,-69.20138889,CN,1,1,0,"mP,in LMC-N157",[SL63] 639
"KMHK1200,LOGLE672",84.9125,-70.71277778,C,1.100000024,1,40,,KMHK1200
NKN-N159-Y2,84.9125,-69.76888889,C,0.680000007,0.680000007,0,"in N159A1,in NGC2079",[NKN2005] N159-Y2
"SL641,BRHT18b,NKN-N160-Y2",84.92916667,-69.64722222,CA,0.970000029,0.970000029,0,"mT,in NGC2080",[SL63] 641
HCD02-1,84.93333333,-69.645,C,0.140000001,0.119999997,130,in NGC2080,NONAME
HCD02-2,84.9375,-69.64388889,C,0.07,0.07,0,in NGC2080,NONAME
"HS381,KMHK1199,LOGLE673",84.94166667,-70.28361111,C,0.899999976,0.649999976,40,,[HS66] 381
KMHK1189,84.95416667,-66.13611111,C,0.550000012,0.550000012,0,in DEML270,KMHK1189
KMHK1190,84.95416667,-66.11194444,C,0.75,0.75,0,in DEML270,KMHK1190
"BSDL2730,LOGLE674",84.95833333,-70.51416667,C,0.699999988,0.5,40,br*in,BSDL2730
BSDL2720,84.9625,-69.27666667,CA,0.550000012,0.5,0,"in BSDL2713,br*in",BSDL2720
KMHK1203,84.9625,-71.02805556,C,0.699999988,0.699999988,0,mP,KMHK1203
NKN-N159-O1,84.96666667,-69.73583333,C,0.540000021,0.540000021,0,in NGC2083,[NKN2005] N159-O1
NKN-N159-O2,84.97083333,-69.75527778,C,0.899999976,0.899999976,0,in NGC2084w,[NKN2005] N159-O2
NKN-N160-O2,84.975,-69.65277778,C,1.039999962,1.039999962,0,in LH103,[NKN2005] N160-O2
BSDL2725,84.98333333,-69.27361111,CA,0.5,0.449999988,150,"in BSDL2713,br*in",BSDL2725
BSDL2729,84.9875,-69.61527778,C,0.400000006,0.349999994,60,"mT,in LMC-N160,in NKN-N160-Y3",BSDL2729
H88-304,84.99166667,-69.60833333,C,0.400000006,0.349999994,40,"mT,in LMC-N160,,in NKN-N160-Y3",H88 304
"KMHK1204,LOGLE675",84.99166667,-70.455,C,0.550000012,0.400000006,160,,KMHK1204
NKN-N159-Y3,84.99166667,-69.72555556,C,0.569999993,0.569999993,0,in NGC2083,[NKN2005] N159-Y3
NKN-N160-O3,84.99583333,-69.62805556,C,0.899999976,0.899999976,0,,[NKN2005] N160-O3
H88-305,85.00416667,-69.60277778,CA,0.649999976,0.5,120,"mT,in LMC-N160,in NKN-N160-Y3",H88 305
NKN-N160-O4,85.00416667,-69.68083333,C,0.899999976,0.899999976,0,,[NKN2005] N160-O4
"HS380,KMHK1192",85.00416667,-65.00305556,CA,0.5,0.449999988,140,,[HS66] 380
"NGC2062,SL640,ESO86SC20,KMHK1194",85.00833333,-66.87611111,C,1.200000048,1.100000024,20,in DEML257,NGC 2062
NKN-N159-Y4,85.01666667,-69.75222222,C,1.110000014,1.110000014,0,,[NKN2005] N159-Y4
"TLK1,N159-5-A",85.01666667,-69.74361111,C,0.079999998,0.079999998,0,in NKD-N159Y4,NONAME
"TLK2,N159-5-B",85.02083333,-69.74444444,C,0.07,0.07,0,,NONAME
NKN-N159-O3,85.02083333,-69.76111111,C,0.280000001,0.280000001,0,in NGC2084e,[NKN2005] N159-O3
GKK-O195,85.025,-68.51666667,CA,2.99000001,2.99000001,0,,[GKK2003] O195
NKN-N160-O5,85.02916667,-69.65166667,C,0.699999988,0.699999988,0,,[NKN2005] N160-O5
BSDL2714,85.02916667,-66.96944444,CA,0.699999988,0.600000024,30,in DEML257,BSDL2714
"BRHT19a,NKN-N160-Y4",85.0375,-69.67222222,C,0.289999992,0.289999992,0,"mP,in NGC2085",BRHT19a
"H5,SL648,LW268,ESO57SC19,",85.04166667,-72.19138889,C,1.5,1.399999976,40,& KMHK1219,[H60b] 5
KMHK1220,85.05416667,-72.04055556,C,0.5,0.400000006,110,,KMHK1220
NKN-N159S-Y1,85.05416667,-69.8325,C,0.639999986,0.639999986,0,,[NKN2005] N159S-Y1
"HS383,KMHK1215,LOGLE676",85.05833333,-70.85694444,C,0.5,0.449999988,80,,[HS66] 383
LOGLE677,85.0625,-70.56138889,C,0.660000026,0.660000026,0,,OGLE-CL LMC 677
BSDL2751,85.0625,-69.61555556,C,0.449999988,0.400000006,30,"mT,in NKN-N160-O6,in LMC-N160",BSDL2751
BSDL2753,85.075,-69.61861111,C,0.449999988,0.349999994,100,"mT,in NKN-N160-O6,in LMC-N160",BSDL2753
"SL643,KMHK1202",85.09166667,-67.04583333,C,1.5,1.5,0,in DEML257,[SL63] 643
BSDL2757,85.09166667,-69.61138889,C,0.600000024,0.5,160,"mT,in NKN-N160-O6,in LMC-N160",BSDL2757
"LW270,KMHK1243",85.09583333,-75.30111111,C,1,1,0,,LW270
KMHK1195,85.09583333,-64.24972222,C,0.899999976,0.699999988,130,,KMHK1195
"BRHT19b,NKN-N160-Y5",85.1,-69.67138889,C,0.189999998,0.189999998,0,"mP,in NGC2086",BRHT19b
H88-306,85.1,-69.25277778,CA,0.400000006,0.349999994,110,"mP,in BSDL2767",H88 306
BSDL2739,85.10416667,-67.21777778,CA,0.449999988,0.349999994,40,,BSDL2739
H88-307,85.10833333,-69.24861111,C,0.449999988,0.449999988,0,"mP,in BSDL2767",H88 307
"LW266,KMHK1198",85.125,-64.2975,C,0.649999976,0.550000012,110,,LW266
KMHK1206,85.1375,-66.89361111,C,0.550000012,0.5,130,in DEML257,KMHK1206
BSDL2748,85.14583333,-66.79861111,CA,0.449999988,0.400000006,0,in DEML257,BSDL2748
"HS382,KMHK1209",85.15,-67.42416667,C,0.899999976,0.800000012,20,merger?,[HS66] 382
OHSC24,85.15833333,-74.0525,C,0.800000012,0.800000012,0,,OHSC24
KMHK1236,85.15833333,-73.46805556,C,0.850000024,0.850000024,0,,KMHK1236
KMHK1211,85.16666667,-67.35138889,C,0.5,0.449999988,70,in KMHK1212,KMHK1211
"KMHK1228,LOGLE678",85.16666667,-70.64083333,C,0.550000012,0.5,30,,KMHK1228
NKN-N160-O7,85.17083333,-69.61166667,C,0.829999983,0.829999983,0,,[NKN2005] N160-O7
HS384,85.17083333,-69.71,CA,0.649999976,0.5,0,in LH106,[HS66] 384
BSDL2762,85.17083333,-68.68194444,CA,0.550000012,0.449999988,160,,BSDL2762
BSDL2785,85.175,-70.92333333,CA,0.699999988,0.600000024,110,,BSDL2785
GKK-O138,85.19583333,-70.16694444,DCN,0.699999988,0.649999976,110,DC LMC-N176,[GKK2003] O138
"M-OB4,H88-308",85.20416667,-69.37944444,C,0.850000024,0.850000024,0,,[M87] OB4
"HS385,M-OB5,NKN-N160-O8",85.20833333,-69.55138889,C,0.800000012,0.699999988,110,in BSDL2805,[HS66] 385
"SL655,LW271,KMHK1234",85.225,-71.80111111,C,0.800000012,0.699999988,70,,[SL63] 655
"HS386,BRHT55a,KMHK1218",85.2375,-67.44055556,C,1,0.949999988,20,mP,[HS66] 386
"BSDL2799,LOGLE679",85.2375,-70.85777778,C,0.699999988,0.600000024,80,mP,BSDL2799
BSDL2772,85.2375,-67.91222222,CA,0.449999988,0.349999994,160,,BSDL2772
"NGC2091,SL653,ESO57SC21,KMHK1229",85.24166667,-69.43638889,C,1.299999952,1.200000048,80,"in GKK-O163,in LH106",NGC 2091
"SL651,KMHK1222",85.24166667,-68.10083333,C,1.200000048,1.100000024,60,sup DEML268,[SL63] 651
"NGC2088,SL652,ESO57SC20,KMHK1227",85.24583333,-68.46472222,C,1.5,1.399999976,10,"in GKK-A120,in DEML268",NGC 2088
"KMHK1232,LOGLE680",85.25833333,-70.84722222,C,0.649999976,0.600000024,80,mP,KMHK1232
"BRHT55b,KMHK1221",85.26666667,-67.42638889,C,0.899999976,0.850000024,110,mP,BRHT55b
LOGLE681,85.27083333,-70.38888889,C,0.959999979,0.959999979,0,,OGLE-CL LMC 681
"SL656,KMHK1237",85.27083333,-71.34222222,C,1,1,0,,[SL63] 656
"HS388,LOGLE682",85.27916667,-70.21777778,C,0.649999976,0.600000024,50,,[HS66] 388
"SL649,LW269,KMHK1214",85.28333333,-63.77194444,C,1.100000024,1.100000024,0,,[SL63] 649
BSDL2800,85.28333333,-69.91222222,CN,0.800000012,0.649999976,110,"mP,sup?DEML282",BSDL2800
"SL650,KMHK1225",85.28333333,-67.32611111,C,1.600000024,1.5,50,,[SL63] 650
"HS387,KMHK1226",85.28333333,-67.27833333,C,1.100000024,1,50,,[HS66] 387
BSDL2778,85.2875,-67.45222222,CA,0.550000012,0.550000012,0,,BSDL2778
BSDL2794,85.29166667,-69.17888889,CA,0.400000006,0.349999994,100,in DEML310,BSDL2794
"SL654,KMHK1231",85.29166667,-69.90444444,CN,1.299999952,1.100000024,120,"mP,sup?DEML282",[SL63] 654
"H88-309,KMHK1230",85.3,-68.86583333,C,0.800000012,0.699999988,110,,KMHK1230
"BSDL2813,LOGLE683",85.30416667,-70.27666667,C,0.600000024,0.5,30,,BSDL2813
BSDL2784,85.30833333,-67.36333333,C,0.449999988,0.349999994,0,,BSDL2784
H88-311,85.32083333,-69.46583333,C,0.449999988,0.400000006,100,,H88 311
BSDL2788,85.325,-67.22944444,C,0.649999976,0.550000012,50,mP,BSDL2788
BSDL2828,85.3375,-71.39861111,C,0.349999994,0.300000012,10,,BSDL2828
LOGLE684,85.3375,-70.66472222,C,0.639999986,0.639999986,0,,OGLE-CL LMC 684
H88-313,85.3375,-69.06277778,CA,0.449999988,0.349999994,10,in BSDL2816,H88 313
BSDL2829,85.3375,-71.38388889,CA,0.349999994,0.349999994,0,,BSDL2829
"BSDL2818,LOGLE685,",85.34166667,-70.19555556,C,0.800000012,0.600000024,100,mP GKK-O134,BSDL2818
"NGC2092,ESO57SC22,KMHK1235",85.34166667,-69.22388889,C,1,0.899999976,90,in LH111,NGC 2092
BSDL2806,85.34583333,-68.59055556,CA,0.400000006,0.349999994,140,,BSDL2806
BSDL2792,85.35416667,-66.76583333,CA,0.400000006,0.400000006,0,,BSDL2792
BSDL2771,85.37083333,-63.13083333,CA,0.800000012,0.800000012,0,,BSDL2771
"HS391,KMHK1242,LOGLE686",85.37083333,-70.23277778,C,0.949999988,0.800000012,30,mP,[HS66] 391
GKK-O161,85.375,-69.56666667,CA,2.920000076,2.200000048,0,,[GKK2003] O161
GKK-O136,85.375,-70.15,CA,2.99000001,2.99000001,0,,[GKK2003] O136
"HS390,KMHK1239",85.375,-69.185,CN,0.649999976,0.649999976,0,in LH111,[HS66] 390
"H88-312,KMHK1238",85.38333333,-68.83861111,C,0.649999976,0.649999976,0,,KMHK1238
"M-OB6,KMHK1240,NKN-N160-O10",85.38333333,-69.66861111,C,0.850000024,0.75,0,in LH108,[M87] OB6
"BSDL2825,LOGLE687",85.3875,-70.23555556,C,0.550000012,0.5,160,mP,BSDL2825
BSDL2844,85.39583333,-71.82055556,C,0.5,0.449999988,20,,BSDL2844
"LOGLE688,GKK-O135",85.40416667,-70.14861111,C,1.039999962,1.039999962,0,,OGLE-CL LMC 688
"H88-315,GKK-O164",85.40833333,-69.31333333,C,0.550000012,0.449999988,160,in BSDL2812,H88 315
"SL658,KMHK1249",85.4125,-71.08555556,C,0.850000024,0.800000012,80,,[SL63] 658
H88-316,85.4125,-69.22944444,C,0.550000012,0.449999988,40,in LH111,H88 316
BSDL2819,85.41666667,-68.27,C,0.550000012,0.5,130,,BSDL2819
MHW1,85.41666667,-71.33222222,C,0.07,0.07,0,"rel Sk-7151, in NGC2103",NONAME
BSDL2830,85.41666667,-69.69638889,C,0.449999988,0.349999994,70,in LH108,BSDL2830
"SL661,KMHK1252",85.42083333,-71.44194444,CA,1.200000048,0.949999988,130,,[SL63] 661
KMHK1233,85.42083333,-66.45027778,C,0.699999988,0.600000024,150,,KMHK1233
"BSDL2837,LOGLE689",85.425,-70.46694444,C,0.449999988,0.400000006,20,,BSDL2837
BSDL2824,85.42916667,-69.00416667,CA,0.5,0.449999988,160,in DEML310,BSDL2824
H88-318,85.43333333,-69.2,CA,0.550000012,0.400000006,30,in BSDL2839,H88 318
GKK-O194,85.45,-68.6,CA,1.460000038,1.460000038,0,,[GKK2003] O194
"NGC2093,SL657,ESO56SC23,",85.45416667,-68.92083333,CA,1.5,1.299999952,170,"in LH109 & KMHK1245,GKK-O160",NGC 2093
"HS393,KMHK1261,LOGLE690",85.4875,-70.84861111,C,0.899999976,0.800000012,10,,[HS66] 393
"H88-320,KMHK1248",85.49166667,-69.0475,C,0.649999976,0.550000012,40,in DEML310,KMHK1248
BSDL2842,85.49583333,-69.41138889,CA,0.400000006,0.349999994,170,in DEML310,BSDL2842
KMHK1244,85.5,-67.34277778,C,0.800000012,0.649999976,80,,KMHK1244
KMHK1246,85.50416667,-67.48833333,C,0.800000012,0.649999976,110,,KMHK1246
"C1,KMHK1266",85.50833333,-71.30666667,C,0.649999976,0.550000012,30,,KMHK1266
BSDL2841,85.50833333,-68.88972222,C,0.25,0.25,0,in LH109,BSDL2841
"HS395,KMHK1267",85.5125,-71.43555556,C,0.600000024,0.449999988,20,,[HS66] 395
"KMHK1251,GKK-O197",85.525,-68.36305556,C,0.850000024,0.75,10,,KMHK1251
"NGC2100,SL662,ESO57SC25,KMHK1257",85.53333333,-69.21166667,C,2.5,2.5,0,in BSDL2839,NGC 2100
H88-321,85.53333333,-69.36666667,C,0.400000006,0.349999994,70,in DEML310,H88 321
"SL666,KMHK1254,GKK-O193",85.5625,-68.17583333,C,1.100000024,1,110,,[SL63] 666
"NGC2096,SL664,ESO57SC27,",85.57083333,-68.45833333,C,1.100000024,0.899999976,160,"& KMHK1259,GKK-O191",NGC 2096
"H6,SL668,LW274,ESO57SC30,",85.57083333,-71.59111111,C,2,1.799999952,90,& KMHK1275,[H60b] 6
"HS397,KMHK1270,LOGLE691",85.57083333,-70.66194444,C,0.550000012,0.550000012,0,,[HS66] 397
KMHK1256,85.57083333,-68.08416667,C,0.649999976,0.5,110,,KMHK1256
"NGC2102,SL665,ESO57SC29,",85.58333333,-69.48805556,C,0.850000024,0.850000024,0,"in BSDL2858 & KMHK1264,GKK-O165",NGC 2102
BSDL2856,85.58333333,-69.75305556,CA,0.5,0.5,0,in BSDL2845,BSDL2856
