#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a MAST Result with these header lines unmodified.
#Product Type, Mission, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Proposal ID, Principal Investigator, Calibration Level, Start Time, End Time, Exposure Length, Min. Wavelength, Max. Wavelength, Observation Title, Release Date, s_region, jpegURL, Product Group ID, Object ID, Distance (")
#@string, string, string, string, string, string, string, string, string, ra, dec, string, string, int, float, float, float, float, float, string, float, string, string, string, string, float
dataproduct_type,obs_collection,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,proposal_id,proposal_pi,calib_level,t_min,t_max,t_exptime,em_min,em_max,obs_title,t_obs_release,s_region,jpegURL,obsid,objID,distance
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_h6_wfpc2_f606w_pc,12.8497883081302,-72.7250162816245,8059,Casertano,3,52308.70434,52308.76777,240,510.890014648438,661.130004882813,,52310.36199,POLYGON J2000 12.82630500 -72.71913900 12.83580449 -72.72884904 12.83582500 -72.72887000 12.86853300 -72.72604800 12.86851300 -72.72602800 12.85900600 -72.71631600 12.82630500 -72.71913900,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_h6_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004437907,2014818000,501.231058409883
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_h6_wfpc2_f814w_pc,12.8474072372038,-72.7225833504616,8059,Casertano,3,52308.77795,52308.78351,400,713.510009765625,867.450012207031,,52310.1231,POLYGON J2000 12.83580500 -72.72884900 12.86851300 -72.72602800 12.85900600 -72.71631600 12.82630500 -72.71913900 12.83580500 -72.72884900,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_h6_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004437911,2014818004,501.298639505279
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,MID2-1,,hst_08604_46_wfpc2_f606w_wf,12.9856934281607,-72.5941581326373,8604,Tolstoy,3,51867.0689,51867.07098,180,510.890014648438,661.130004882813,,52050.83273,POLYGON J2000 12.98946300 -72.60998400 12.99712916 -72.60972502 13.06289500 -72.60749100 13.05456300 -72.58550200 13.01717329 -72.58677276 13.01414400 -72.57805500 12.98701322 -72.57890278 12.98334900 -72.56771200 12.90976900 -72.56987200 12.91699500 -72.59190700 12.91727830 -72.59189874 12.92449400 -72.61188800 12.98939015 -72.60979197 12.98946300 -72.60998400,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08604_46_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004454370,2014834463,806.90968476357
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,MID2-1,,hst_08604_46_wfpc2_f814w_wf,12.9856934281607,-72.5941581326373,8604,Tolstoy,3,51867.07376,51867.07723,300,713.510009765625,867.450012207031,,52050.83373,POLYGON J2000 13.01414400 -72.57805500 12.98701322 -72.57890278 12.98334900 -72.56771200 12.90976900 -72.56987200 12.91699500 -72.59190700 12.91727830 -72.59189874 12.92449400 -72.61188800 12.98939015 -72.60979197 12.98946300 -72.60998400 12.99712916 -72.60972502 13.06289500 -72.60749100 13.05456300 -72.58550200 13.01717329 -72.58677276 13.01414400 -72.57805500,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08604_46_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004454372,2014834465,806.90968476357
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_dc_wfpc2_f606w_wf,13.9661353221442,-72.9257952777399,8059,Casertano,3,51764.45708,51764.4608,240,510.890014648438,661.130004882813,,51765.6774,POLYGON J2000 13.88842200 -72.92535500 13.90859300 -72.94666800 13.97559204 -72.94120012 13.98122800 -72.94073900 13.98115060 -72.94065729 14.04692600 -72.93508300 14.02848990 -72.91631919 14.02912700 -72.91626400 14.00786400 -72.89505200 13.93557700 -72.90129900 13.94639174 -72.91210157 13.91770100 -72.91449600 13.92531118 -72.92234840 13.88842200 -72.92535500,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_dc_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004436776,2014816869,821.394478464292
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_dc_wfpc2_f814w_wf,13.9661353221442,-72.9257952777399,8059,Casertano,3,51764.47097,51764.47654,400,713.510009765625,867.450012207031,,51765.6813,POLYGON J2000 13.98122800 -72.94073900 13.98115060 -72.94065729 14.04692600 -72.93508300 14.02848990 -72.91631919 14.02912700 -72.91626400 14.00786400 -72.89505200 13.93557700 -72.90129900 13.94639174 -72.91210157 13.91770100 -72.91449600 13.92531118 -72.92234840 13.88842200 -72.92535500 13.90859300 -72.94666800 13.97559204 -72.94120012 13.98122800 -72.94073900,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_dc_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004436778,2014816871,821.394478464292
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_dc_wfpc2_f606w_pc,13.9389752942835,-72.9179771094279,8059,Casertano,3,51764.45708,51764.4608,240,510.890014648438,661.130004882813,,51765.6774,POLYGON J2000 13.91770100 -72.91449600 13.92712900 -72.92422300 13.96025800 -72.92145600 13.95083900 -72.91173000 13.91770100 -72.91449600,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_dc_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004436775,2014816868,834.558123035162
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_dc_wfpc2_f814w_pc,13.9389752942835,-72.9179771094279,8059,Casertano,3,51764.47097,51764.47654,400,713.510009765625,867.450012207031,,51765.6813,POLYGON J2000 13.95083900 -72.91173000 13.91770100 -72.91449600 13.92712900 -72.92422300 13.96025800 -72.92145600 13.95083900 -72.91173000,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_dc_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004436777,2014816870,834.558123035162
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,MID2-1,,hst_08604_46_wfpc2_f606w_pc,12.9990901545149,-72.5836110651398,8604,Tolstoy,3,51867.0689,51867.07098,180,510.890014648438,661.130004882813,,52050.83273,POLYGON J2000 13.01764100 -72.58811800 13.01414400 -72.57805500 12.98052400 -72.57910500 12.98402700 -72.58916600 13.01764100 -72.58811800,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08604_46_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004454369,2014834462,884.408601826224
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,MID2-1,,hst_08604_46_wfpc2_f814w_pc,12.9990901545149,-72.5836110651398,8604,Tolstoy,3,51867.07376,51867.07723,300,713.510009765625,867.450012207031,,52050.83373,POLYGON J2000 13.01414400 -72.57805500 12.98052400 -72.57910500 12.98402700 -72.58916600 13.01764100 -72.58811800 13.01414400 -72.57805500,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08604_46_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004454371,2014834464,884.408601826224
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,MID2-4,,hst_08604_49_wfpc2_f606w_wf,12.8821432787452,-72.5633402601321,8604,Tolstoy,3,52037.99252,52037.99461,180,510.890014648438,661.130004882813,,52221.03977,POLYGON J2000 12.84254600 -72.57246500 12.86899994 -72.57053885 12.87763400 -72.58148000 12.88420644 -72.58101542 12.88723310 -72.58080140 12.94945900 -72.57639000 12.93887857 -72.56298568 12.93246000 -72.55484400 12.93218080 -72.55486383 12.91610900 -72.53534400 12.85284739 -72.54002446 12.85268800 -72.53983500 12.78115800 -72.54524900 12.79923100 -72.56670600 12.83565687 -72.56395422 12.84254600 -72.57246500,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08604_49_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004454378,2014834471,942.766046564593
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,MID2-4,,hst_08604_49_wfpc2_f814w_wf,12.8821432787452,-72.5633402601321,8604,Tolstoy,3,52037.99738,52038.00086,300,713.510009765625,867.450012207031,,52221.58219,POLYGON J2000 12.93246000 -72.55484400 12.93218080 -72.55486383 12.91610900 -72.53534400 12.85284739 -72.54002446 12.85268800 -72.53983500 12.78115800 -72.54524900 12.79923100 -72.56670600 12.83565687 -72.56395422 12.84254600 -72.57246500 12.86899994 -72.57053885 12.87763400 -72.58148000 12.88420644 -72.58101542 12.88723310 -72.58080140 12.94945900 -72.57639000 12.93887857 -72.56298568 12.93246000 -72.55484400,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08604_49_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004454380,2014834473,942.766046564593
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,MID2-4,,hst_08604_49_wfpc2_f606w_pc,12.8549632146246,-72.5663563843463,8604,Tolstoy,3,52037.99252,52037.99461,180,510.890014648438,661.130004882813,,52221.03977,POLYGON J2000 12.87533500 -72.57007700 12.86737200 -72.56024700 12.83458800 -72.56263300 12.84254600 -72.57246500 12.87533500 -72.57007700,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08604_49_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004454377,2014834470,988.536264257089
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,MID2-4,,hst_08604_49_wfpc2_f814w_pc,12.8549632146246,-72.5663563843463,8604,Tolstoy,3,52037.99738,52038.00086,300,713.510009765625,867.450012207031,,52221.58219,POLYGON J2000 12.86737200 -72.56024700 12.83458800 -72.56263300 12.84254600 -72.57246500 12.87533500 -72.57007700 12.86737200 -72.56024700,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08604_49_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004454379,2014834472,988.536264257089
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,MID2-5,,hst_08604_50_wfpc2_f606w_wf,12.8248259871168,-72.5339314853874,8604,Tolstoy,3,51971.28904,51971.29112,180,510.890014648438,661.130004882813,,52154.54591,POLYGON J2000 12.92689100 -72.51529400 12.85541600 -72.50984000 12.85534510 -72.50992381 12.79028300 -72.50516000 12.77487670 -72.52413436 12.77424400 -72.52408900 12.75718700 -72.54560000 12.75739516 -72.54561492 12.82121224 -72.55017919 12.82415868 -72.55038938 12.82889300 -72.55072700 12.83758943 -72.53977518 12.86591000 -72.54188400 12.87244184 -72.53396549 12.90874000 -72.53673300 12.92689100 -72.51529400,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08604_50_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004454386,2014834479,1071.20642975069
