Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,High-Level Science Products,Ang Sep (')
U67FN202R,ANY,14.6113400,-72.2508930,10,2000-09-29 22:06:13,2000-09-29 22:10:33,260.000,WFPC2 ,WFALL,F606W,5997.000,8805,2000-09-30 02:40:39,U67FN202R,,0.533
U4WODU02R,LIST-1,14.6230117,-72.2478023,27,2000-09-29 20:29:13,2000-09-29 20:34:13,300.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-30 02:44:00,U4WODU02R,,0.534
U4WODU03R,LIST-1,14.6239187,-72.2474030,27,2000-09-29 20:42:13,2000-09-29 20:42:53,40.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-30 02:50:18,U4WODU03R,,0.549
U4WODU01R,LIST-1,14.6197992,-72.2477997,27,2000-09-29 20:18:13,2000-09-29 20:18:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-30 02:50:48,U4WODU01R,,0.562
U4WODU04R,LIST-1,14.6179896,-72.2480983,27,2000-09-29 21:06:13,2000-09-29 21:12:53,400.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-30 02:46:31,U4WODU04R,,0.565
U4WODU05R,LIST-1,14.6166837,-72.2481973,27,2000-09-29 21:18:13,2000-09-29 21:19:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-30 02:55:51,U4WODU05R,,0.574
U4WODS06R,LIST-1,14.6218839,-72.2466160,27,2000-09-30 00:20:13,2000-09-30 00:24:33,260.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-30 16:18:48,U4WODS06R,,0.607
U4WODV01R,LIST-1,14.6218839,-72.2466160,27,2000-09-30 00:41:13,2000-09-30 00:41:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-30 16:34:57,U4WODV01R,,0.607
U67FN301R,ANY,14.5988091,-72.2565977,10,2000-09-30 02:57:13,2000-09-30 03:05:33,500.000,WFPC2 ,WFALL,F606W,5997.000,8805,2000-09-30 17:02:03,U67FN301R,,0.673
U67FN302R,ANY,14.5988091,-72.2565977,10,2000-09-30 03:08:13,2000-09-30 03:16:33,500.000,WFPC2 ,WFALL,F606W,5997.000,8805,2000-09-30 17:02:32,U67FN302R,,0.673
U4WODV06M,LIST-1,14.5988091,-72.2565977,27,2000-09-30 02:30:13,2000-09-30 02:35:13,300.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-30 17:16:22,U4WODV06M,,0.673
U67FN201R,ANY,14.6048342,-72.2485879,10,2000-09-29 21:50:13,2000-09-29 21:58:33,500.000,WFPC2 ,WFALL,F606W,5997.000,8805,2000-09-30 02:47:16,U67FN201R,,0.710
U4WODV02R,LIST-1,14.6321788,-72.2637242,27,2000-09-30 01:57:13,2000-09-30 02:00:33,200.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-30 16:42:17,U4WODV02R,,0.313
U4WODV03R,LIST-1,14.6321788,-72.2637242,27,2000-09-30 02:04:13,2000-09-30 02:04:53,40.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-30 16:31:34,U4WODV03R,,0.313
U4WODV04R,LIST-1,14.6321788,-72.2637242,27,2000-09-30 02:06:13,2000-09-30 02:12:53,400.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-30 16:44:49,U4WODV04R,,0.313
U4WODV05R,LIST-1,14.6321788,-72.2637242,27,2000-09-30 02:16:13,2000-09-30 02:17:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-30 16:31:56,U4WODV05R,,0.313
U4WODU06R,LIST-1,14.6199787,-72.2502999,27,2000-09-29 21:29:13,2000-09-29 21:33:33,260.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-30 02:53:00,U4WODU06R,,0.579
U4WODS01R,LIST-1,14.6098922,-72.2519055,27,2000-09-29 23:43:13,2000-09-29 23:43:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-30 16:37:31,U4WODS01R,,0.625
U4WODS02R,LIST-1,14.6098922,-72.2519055,27,2000-09-29 23:45:13,2000-09-29 23:50:13,300.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-30 16:26:17,U4WODS02R,,0.625
U4WODS03R,LIST-1,14.6098922,-72.2519055,27,2000-09-29 23:54:13,2000-09-29 23:54:53,40.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-30 16:40:06,U4WODS03R,,0.625
U4WODS04R,LIST-1,14.6098922,-72.2519055,27,2000-09-29 23:56:13,2000-09-30 00:06:13,600.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-30 16:28:14,U4WODS04R,,0.625
U4WODS05R,LIST-1,14.6098922,-72.2519055,27,2000-09-30 00:10:13,2000-09-30 00:11:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-30 16:29:04,U4WODS05R,,0.625
U4WODQ01R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:26:13,2000-09-28 21:26:23,10.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-29 02:26:33,U4WODQ01R,,0.633
U4WODQ02R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:28:13,2000-09-28 21:28:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-29 02:29:20,U4WODQ02R,,0.633
U4WODQ03R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:30:13,2000-09-28 21:33:33,200.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-29 02:32:50,U4WODQ03R,,0.633
U4WODQ04R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:37:13,2000-09-28 21:37:23,10.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-29 02:30:13,U4WODQ04R,,0.633
U4WODQ05R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:39:13,2000-09-28 21:40:13,60.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-29 02:34:11,U4WODQ05R,,0.633
U4WODQ06R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:42:13,2000-09-28 21:47:13,300.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-29 02:36:15,U4WODQ06R,,0.633
U4WODQ07R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:51:13,2000-09-28 21:51:33,20.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-29 02:37:02,U4WODQ07R,,0.633
U4WODQ08R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:53:13,2000-09-28 21:54:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-29 02:39:54,U4WODQ08R,,0.633
U4WODQ09R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:56:13,2000-09-28 22:12:53,1000.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-29 02:39:21,U4WODQ09R,,0.633
U67FN202R,ANY,14.6113400,-72.2508930,10,2000-09-29 22:06:13,2000-09-29 22:10:33,260.000,WFPC2 ,WFALL,F606W,5997.000,8805,2000-09-30 02:40:39,U67FN202R,,0.647
U67FN301R,ANY,14.5988091,-72.2565977,10,2000-09-30 02:57:13,2000-09-30 03:05:33,500.000,WFPC2 ,WFALL,F606W,5997.000,8805,2000-09-30 17:02:03,U67FN301R,,0.691
U67FN302R,ANY,14.5988091,-72.2565977,10,2000-09-30 03:08:13,2000-09-30 03:16:33,500.000,WFPC2 ,WFALL,F606W,5997.000,8805,2000-09-30 17:02:32,U67FN302R,,0.691
U4WODV06M,LIST-1,14.5988091,-72.2565977,27,2000-09-30 02:30:13,2000-09-30 02:35:13,300.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-30 17:16:22,U4WODV06M,,0.691
U4WODU02R,LIST-1,14.6230117,-72.2478023,27,2000-09-29 20:29:13,2000-09-29 20:34:13,300.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-30 02:44:00,U4WODU02R,,0.692
U4WODU03R,LIST-1,14.6239187,-72.2474030,27,2000-09-29 20:42:13,2000-09-29 20:42:53,40.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-30 02:50:18,U4WODU03R,,0.709
U4WODU04R,LIST-1,14.6179896,-72.2480983,27,2000-09-29 21:06:13,2000-09-29 21:12:53,400.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-30 02:46:31,U4WODU04R,,0.713
U4WODU01R,LIST-1,14.6197992,-72.2477997,27,2000-09-29 20:18:13,2000-09-29 20:18:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-30 02:50:48,U4WODU01R,,0.714
U4WODU05R,LIST-1,14.6166837,-72.2481973,27,2000-09-29 21:18:13,2000-09-29 21:19:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-30 02:55:51,U4WODU05R,,0.719
U4WODS06R,LIST-1,14.6218839,-72.2466160,27,2000-09-30 00:20:13,2000-09-30 00:24:33,260.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-30 16:18:48,U4WODS06R,,0.766
U4WODV01R,LIST-1,14.6218839,-72.2466160,27,2000-09-30 00:41:13,2000-09-30 00:41:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-30 16:34:57,U4WODV01R,,0.766
U67FN201R,ANY,14.6048342,-72.2485879,10,2000-09-29 21:50:13,2000-09-29 21:58:33,500.000,WFPC2 ,WFALL,F606W,5997.000,8805,2000-09-30 02:47:16,U67FN201R,,0.829
U8HHTT01M,ANY,14.6913188,-72.2506270,2,2002-09-21 21:47:17,2002-09-21 21:53:57,400.000,WFPC2 ,WFALL,F606W,5997.000,9677,2002-09-22 00:58:24,U8HHTT01M,,0.145
U8IXG201M,ANY,14.6913188,-72.2506270,18,2002-09-21 22:34:17,2002-09-21 22:45:57,700.000,WFPC2 ,WFALL,F606W,5997.000,9676,2002-09-22 01:01:08,U8IXG201M,,0.145
U8IXG202M,ANY,14.6913188,-72.2506270,18,2002-09-21 22:48:17,2002-09-21 22:59:57,700.000,WFPC2 ,WFALL,F606W,5997.000,9676,2002-09-22 01:02:33,U8IXG202M,,0.145
U8IXG203M,ANY,14.6913188,-72.2506270,18,2002-09-21 23:02:17,2002-09-21 23:15:37,800.000,WFPC2 ,WFALL,F606W,5997.000,9676,2002-09-22 01:03:56,U8IXG203M,,0.145
U8L8NH01M,ANY,14.6913188,-72.2506270,4,2003-08-24 03:29:15,2003-08-24 03:37:35,500.000,WFPC2 ,WFALL,F606W,5997.000,9709,2004-08-24 06:57:18,U8L8NH01M,,0.145
U8L8NH02M,ANY,14.6913188,-72.2506270,4,2003-08-24 03:43:15,2003-08-24 03:51:35,500.000,WFPC2 ,WFALL,F606W,5997.000,9709,2004-08-24 06:58:30,U8L8NH02M,,0.145
U8LKVT01M,ANY,14.6913188,-72.2506270,2,2003-08-24 04:02:15,2003-08-24 04:07:15,300.000,WFPC2 ,WFALL,F606W,5997.000,9710,2004-08-24 09:01:49,U8LKVT01M,,0.145
U6GZHW01M,ANY,14.7185508,-72.2520644,2,2001-08-30 04:36:15,2001-08-30 04:44:35,500.000,WFPC2 ,WFALL,F606W,5997.000,9249,2001-08-30 13:40:57,U6GZHW01M,,0.385
U6GZHX01M,ANY,14.7185508,-72.2520644,2,2001-08-30 05:22:15,2001-08-30 05:30:35,500.000,WFPC2 ,WFALL,F606W,5997.000,9249,2001-08-30 13:42:30,U6GZHX01M,,0.385
U6GZHY01M,ANY,14.7185508,-72.2520644,2,2001-08-30 06:15:15,2001-08-30 06:23:35,500.000,WFPC2 ,WFALL,F606W,5997.000,9249,2001-08-30 15:40:02,U6GZHY01M,,0.385
U6GZHZ01M,ANY,14.7185508,-72.2520644,2,2001-08-30 07:48:15,2001-08-30 07:56:35,500.000,WFPC2 ,WFALL,F606W,5997.000,9249,2001-08-30 15:49:09,U6GZHZ01M,,0.385
U4WOBN01R,LIST-1,14.7134244,-72.2585715,27,1999-09-04 02:03:13,1999-09-04 02:03:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-09-04 15:43:13,U4WOBN01R,,0.483
U4WOBN02R,LIST-1,14.7134244,-72.2585715,27,1999-09-04 02:05:13,1999-09-04 02:08:33,200.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-09-04 15:52:53,U4WOBN02R,,0.483
U4WOBN03R,LIST-1,14.7134244,-72.2585715,27,1999-09-04 02:12:13,1999-09-04 02:12:53,40.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-09-04 15:53:24,U4WOBN03R,,0.483
U4WOBN04R,LIST-1,14.7134244,-72.2585715,27,1999-09-04 02:14:13,1999-09-04 02:19:13,300.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-09-04 15:50:45,U4WOBN04R,,0.483
U4WOBN05R,LIST-1,14.7134244,-72.2585715,27,1999-09-04 02:23:13,1999-09-04 02:24:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-09-04 15:35:57,U4WOBN05R,,0.483
U4WOBN06R,LIST-1,14.7134244,-72.2585715,27,1999-09-04 02:26:13,1999-09-04 02:31:13,300.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-09-04 15:53:46,U4WOBN06R,,0.483
U2I10101T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:11:16,1994-09-28 11:11:20,4.000,WFPC2 ,WF3-FIX,F336W,3344.000,5678,1995-09-28 17:03:51,U2I10101T,,0.483
U2I10102T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:13:16,1994-09-28 11:13:20,4.000,WFPC2 ,WF3-FIX,F336W,3344.000,5678,1995-09-28 17:08:11,U2I10102T,,0.483
U2I10103T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:15:16,1994-09-28 11:15:24,8.000,WFPC2 ,WF3-FIX,F336W,3344.000,5678,1995-09-28 17:12:34,U2I10103T,,0.483
U2I10104T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:18:16,1994-09-28 11:18:20,4.000,WFPC2 ,WF3-FIX,F439W,4311.000,5678,1995-09-28 15:42:02,U2I10104T,,0.483
U2I10105T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:20:16,1994-09-28 11:20:20,4.000,WFPC2 ,WF3-FIX,F439W,4311.000,5678,1995-09-28 15:46:58,U2I10105T,,0.483
U2I10106T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:22:16,1994-09-28 11:22:24,8.000,WFPC2 ,WF3-FIX,F439W,4311.000,5678,1995-09-28 15:51:54,U2I10106T,,0.483
U2I10101T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:11:16,1994-09-28 11:11:20,4.000,WFPC2 ,WF3-FIX,F336W,3344.000,5678,1995-09-28 17:03:51,U2I10101T,,0.235
U2I10102T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:13:16,1994-09-28 11:13:20,4.000,WFPC2 ,WF3-FIX,F336W,3344.000,5678,1995-09-28 17:08:11,U2I10102T,,0.235
U2I10103T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:15:16,1994-09-28 11:15:24,8.000,WFPC2 ,WF3-FIX,F336W,3344.000,5678,1995-09-28 17:12:34,U2I10103T,,0.235
U2I10104T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:18:16,1994-09-28 11:18:20,4.000,WFPC2 ,WF3-FIX,F439W,4311.000,5678,1995-09-28 15:42:02,U2I10104T,,0.235
U2I10105T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:20:16,1994-09-28 11:20:20,4.000,WFPC2 ,WF3-FIX,F439W,4311.000,5678,1995-09-28 15:46:58,U2I10105T,,0.235
U2I10106T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:22:16,1994-09-28 11:22:24,8.000,WFPC2 ,WF3-FIX,F439W,4311.000,5678,1995-09-28 15:51:54,U2I10106T,,0.235
W1JJ0101T,NGC346,14.7662500,-72.1781667,0,1993-08-25 09:45:16,1993-08-25 09:50:16,300.000,WFPC  ,ALL,F336W,3358.000,5038,1994-07-30 04:03:42,W1JJ0101T,,0.816
W1JJ0102T,NGC346,14.7662500,-72.1781667,0,1993-08-25 09:57:16,1993-08-25 10:02:16,300.000,WFPC  ,ALL,F336W,3358.000,5038,1994-07-30 04:28:31,W1JJ0102T,,0.816
IBY721010,SMC-ASS-45,14.7780073,-72.1789086,2,2012-10-02 03:38:45,2012-10-02 03:41:06,2.000,WFC3  ,UVIS-CENTER,F225W,2365.801,12940,2012-10-02 05:57:14,IBY721010,,0.904
U675A401R,NGC346-WF4,14.8104777,-72.1738190,1,2000-09-29 23:04:13,2000-09-29 23:04:23,10.000,WFPC2 ,WF4,F439W,4311.000,8629,2001-09-30 16:23:34,U675A401R,,0.483
IBY721010,SMC-ASS-45,14.7780073,-72.1789086,2,2012-10-02 03:38:45,2012-10-02 03:41:06,2.000,WFC3  ,UVIS-CENTER,F225W,2365.801,12940,2012-10-02 05:57:14,IBY721010,,0.904
U2I10101T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:11:16,1994-09-28 11:11:20,4.000,WFPC2 ,WF3-FIX,F336W,3344.000,5678,1995-09-28 17:03:51,U2I10101T,,0.978
U2I10102T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:13:16,1994-09-28 11:13:20,4.000,WFPC2 ,WF3-FIX,F336W,3344.000,5678,1995-09-28 17:08:11,U2I10102T,,0.978
U2I10103T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:15:16,1994-09-28 11:15:24,8.000,WFPC2 ,WF3-FIX,F336W,3344.000,5678,1995-09-28 17:12:34,U2I10103T,,0.978
U2I10104T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:18:16,1994-09-28 11:18:20,4.000,WFPC2 ,WF3-FIX,F439W,4311.000,5678,1995-09-28 15:42:02,U2I10104T,,0.978
U2I10105T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:20:16,1994-09-28 11:20:20,4.000,WFPC2 ,WF3-FIX,F439W,4311.000,5678,1995-09-28 15:46:58,U2I10105T,,0.978
U2I10106T,NGC346,14.7517256,-72.1624837,1,1994-09-28 11:22:16,1994-09-28 11:22:24,8.000,WFPC2 ,WF3-FIX,F439W,4311.000,5678,1995-09-28 15:51:54,U2I10106T,,0.978
U675A401R,NGC346-WF4,14.8104777,-72.1738190,1,2000-09-29 23:04:13,2000-09-29 23:04:23,10.000,WFPC2 ,WF4,F439W,4311.000,8629,2001-09-30 16:23:34,U675A401R,,0.235
IBY721010,SMC-ASS-45,14.7780073,-72.1789086,2,2012-10-02 03:38:45,2012-10-02 03:41:06,2.000,WFC3  ,UVIS-CENTER,F225W,2365.801,12940,2012-10-02 05:57:14,IBY721010,,0.812
U6744002R,TOPL-5,15.8652250,-72.4755846,2,2001-05-07 23:44:14,2001-05-07 23:47:14,180.000,WFPC2 ,PC1-FIX,F606W,5997.000,8604,2001-11-07 14:24:51,U6744002R,,0.366
U6744003R,TOPL-5,15.8652250,-72.4755846,2,2001-05-07 23:51:14,2001-05-07 23:56:14,300.000,WFPC2 ,PC1-FIX,F814W,8012.000,8604,2001-11-07 14:26:09,U6744003R,,0.366
U6744002R,TOPL-5,15.8652250,-72.4755846,2,2001-05-07 23:44:14,2001-05-07 23:47:14,180.000,WFPC2 ,PC1-FIX,F606W,5997.000,8604,2001-11-07 14:24:51,U6744002R,,0.483
U6744003R,TOPL-5,15.8652250,-72.4755846,2,2001-05-07 23:51:14,2001-05-07 23:56:14,300.000,WFPC2 ,PC1-FIX,F814W,8012.000,8604,2001-11-07 14:26:09,U6744003R,,0.483
U4WOBZ02R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:11:13,1999-10-31 18:11:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:25:52,U4WOBZ02R,,0.343
U4WOBZ03R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:13:13,1999-10-31 18:16:33,200.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:41:45,U4WOBZ03R,2,0.343
U4WOBZ04R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:19:13,1999-10-31 18:29:13,600.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:27:47,U4WOBZ04R,2,0.343
U4WOBZ05R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:33:13,1999-10-31 18:33:23,10.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:30:10,U4WOBZ05R,,0.343
U4WOBZ06R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:35:13,1999-10-31 18:36:13,60.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:31:37,U4WOBZ06R,,0.343
U4WOBZ07R,LIST-1,17.0551030,-73.2327772,27,1999-10-31 18:38:13,1999-10-31 18:51:33,800.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-31 21:32:04,U4WOBZ07R,2,0.343
U4WOBZ01R,LIST-1,17.0550983,-73.2327779,27,1999-10-31 17:49:13,1999-10-31 17:49:23,10.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-31 21:40:26,U4WOBZ01R,,0.343
U4WOBZ08R,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:22:13,1999-10-31 19:28:53,400.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-11-01 00:14:29,U4WOBZ08R,2,0.483
U4WOBZ09R,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:32:13,1999-10-31 19:32:33,20.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:16:57,U4WOBZ09R,,0.483
U4WOBZ0AR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:34:13,1999-10-31 19:35:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:22:07,U4WOBZ0AR,,0.483
U4WOBZ0BR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:37:13,1999-10-31 19:45:33,500.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:23:48,U4WOBZ0BR,2,0.483
U4WOBZ0CR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:48:13,1999-10-31 20:09:53,1300.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:29:04,U4WOBZ0CR,2,0.483
U4WOC301R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 18:56:13,1999-10-28 18:56:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-28 23:45:06,U4WOC301R,,0.584
U4WOC302R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 19:01:13,1999-10-28 19:07:53,400.000,WFPC2 ,WFALL,F606W,5997.000,8059,1999-10-28 23:45:17,U4WOC302R,2,0.584
U4WOC303R,LIST-1,17.0620896,-73.2362866,27,1999-10-28 19:11:13,1999-10-28 19:11:53,40.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-28 23:58:50,U4WOC303R,,0.584
U4WOC304R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:31:13,1999-10-28 20:41:13,600.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-28 23:48:09,U4WOC304R,2,0.684
U4WOC305R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:45:13,1999-10-28 20:46:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-10-28 23:48:27,U4WOC305R,,0.684
U4WOC306R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:48:13,1999-10-28 20:58:13,600.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-10-28 23:50:39,U4WOC306R,2,0.684
U5CT0204R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:02:13,1999-10-26 05:10:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:14:31,U5CT0204R,,0.864
U5CT0205R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:13:13,1999-10-26 05:21:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:20:08,U5CT0205R,,0.864
U5CT0206R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:24:13,1999-10-26 05:32:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:09:47,U5CT0206R,,0.864
U5CT020DR,ANY,17.0537874,-73.2417736,3,1999-10-26 06:57:13,1999-10-26 07:03:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:18:39,U5CT020DR,,0.864
U5CT020ER,ANY,17.0537874,-73.2417736,3,1999-10-26 07:06:13,1999-10-26 07:12:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:19:34,U5CT020ER,,0.864
U5CT020FR,ANY,17.0537874,-73.2417736,3,1999-10-26 07:15:13,1999-10-26 07:21:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:20:57,U5CT020FR,,0.864
U4WOC304R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:31:13,1999-10-28 20:41:13,600.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-10-28 23:48:09,U4WOC304R,2,0.045
U4WOC305R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:45:13,1999-10-28 20:46:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-10-28 23:48:27,U4WOC305R,,0.045
U4WOC306R,LIST-1,17.0506714,-73.2388377,27,1999-10-28 20:48:13,1999-10-28 20:58:13,600.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-10-28 23:50:39,U4WOC306R,2,0.045
U5CT0204R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:02:13,1999-10-26 05:10:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:14:31,U5CT0204R,,0.206
U5CT0205R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:13:13,1999-10-26 05:21:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:20:08,U5CT0205R,,0.206
U5CT0206R,ANY,17.0537874,-73.2417736,3,1999-10-26 05:24:13,1999-10-26 05:32:33,500.000,WFPC2 ,WFALL,F336W,3344.000,8196,2000-10-26 14:09:47,U5CT0206R,,0.206
U5CT020DR,ANY,17.0537874,-73.2417736,3,1999-10-26 06:57:13,1999-10-26 07:03:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:18:39,U5CT020DR,,0.206
U5CT020ER,ANY,17.0537874,-73.2417736,3,1999-10-26 07:06:13,1999-10-26 07:12:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:19:34,U5CT020ER,,0.206
U5CT020FR,ANY,17.0537874,-73.2417736,3,1999-10-26 07:15:13,1999-10-26 07:21:53,400.000,WFPC2 ,WFALL,F814W,8012.000,8196,2000-10-26 14:20:57,U5CT020FR,,0.206
U4WOBZ08R,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:22:13,1999-10-31 19:28:53,400.000,WFPC2 ,WFALL,F450W,4556.000,8059,1999-11-01 00:14:29,U4WOBZ08R,2,0.235
U4WOBZ09R,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:32:13,1999-10-31 19:32:33,20.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:16:57,U4WOBZ09R,,0.235
U4WOBZ0AR,LIST-1,17.0415612,-73.2353154,27,1999-10-31 19:34:13,1999-10-31 19:35:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,1999-11-01 00:22:07,U4WOBZ0AR,,0.235
