Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,High-Level Science Products,Ang Sep (')
U9K62103M,SMC-DEEP-FIELD2A-ALT,12.5353852,-73.2726072,1,2007-11-16 16:54:17,2007-11-16 17:07:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:06:49,U9K62103M,,0.146
U9K62104M,SMC-DEEP-FIELD2A-ALT,12.5353852,-73.2726072,1,2007-11-16 17:13:17,2007-11-16 17:26:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:07:03,U9K62104M,,0.146
U9K62101M,SMC-DEEP-FIELD2A-ALT,12.5355874,-73.2725281,1,2007-11-16 15:23:17,2007-11-16 15:36:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:06:20,U9K62101M,,0.151
U9K62102M,SMC-DEEP-FIELD2A-ALT,12.5355874,-73.2725281,1,2007-11-16 15:42:17,2007-11-16 15:55:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:06:27,U9K62102M,,0.151
U9K62105M,SMC-DEEP-FIELD2A-ALT,12.5351830,-73.2726863,1,2007-11-16 18:30:17,2007-11-16 18:43:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:07:10,U9K62105M,,1.212e-9
U9K62106M,SMC-DEEP-FIELD2A-ALT,12.5351830,-73.2726863,1,2007-11-16 18:49:17,2007-11-16 19:02:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:07:33,U9K62106M,,1.212e-9
U9K62103M,SMC-DEEP-FIELD2A-ALT,12.5353852,-73.2726072,1,2007-11-16 16:54:17,2007-11-16 17:07:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:06:49,U9K62103M,,0.006
U9K62104M,SMC-DEEP-FIELD2A-ALT,12.5353852,-73.2726072,1,2007-11-16 17:13:17,2007-11-16 17:26:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:07:03,U9K62104M,,0.006
U9K62101M,SMC-DEEP-FIELD2A-ALT,12.5355874,-73.2725281,1,2007-11-16 15:23:17,2007-11-16 15:36:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:06:20,U9K62101M,,0.012
U9K62102M,SMC-DEEP-FIELD2A-ALT,12.5355874,-73.2725281,1,2007-11-16 15:42:17,2007-11-16 15:55:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:06:27,U9K62102M,,0.012
U9K62103M,SMC-DEEP-FIELD2A-ALT,12.5353852,-73.2726072,1,2007-11-16 16:54:17,2007-11-16 17:07:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:06:49,U9K62103M,,1.727e-10
U9K62104M,SMC-DEEP-FIELD2A-ALT,12.5353852,-73.2726072,1,2007-11-16 17:13:17,2007-11-16 17:26:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:07:03,U9K62104M,,1.727e-10
U9K62105M,SMC-DEEP-FIELD2A-ALT,12.5351830,-73.2726863,1,2007-11-16 18:30:17,2007-11-16 18:43:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:07:10,U9K62105M,,0.006
U9K62106M,SMC-DEEP-FIELD2A-ALT,12.5351830,-73.2726863,1,2007-11-16 18:49:17,2007-11-16 19:02:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:07:33,U9K62106M,,0.006
U9K62101M,SMC-DEEP-FIELD2A-ALT,12.5355874,-73.2725281,1,2007-11-16 15:23:17,2007-11-16 15:36:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:06:20,U9K62101M,,0.006
U9K62102M,SMC-DEEP-FIELD2A-ALT,12.5355874,-73.2725281,1,2007-11-16 15:42:17,2007-11-16 15:55:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:06:27,U9K62102M,,0.006
U9K62101M,SMC-DEEP-FIELD2A-ALT,12.5355874,-73.2725281,1,2007-11-16 15:23:17,2007-11-16 15:36:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:06:20,U9K62101M,,1.478e-9
U9K62102M,SMC-DEEP-FIELD2A-ALT,12.5355874,-73.2725281,1,2007-11-16 15:42:17,2007-11-16 15:55:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:06:27,U9K62102M,,1.478e-9
U9K62103M,SMC-DEEP-FIELD2A-ALT,12.5353852,-73.2726072,1,2007-11-16 16:54:17,2007-11-16 17:07:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:06:49,U9K62103M,,0.006
U9K62104M,SMC-DEEP-FIELD2A-ALT,12.5353852,-73.2726072,1,2007-11-16 17:13:17,2007-11-16 17:26:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:07:03,U9K62104M,,0.006
U9K62105M,SMC-DEEP-FIELD2A-ALT,12.5351830,-73.2726863,1,2007-11-16 18:30:17,2007-11-16 18:43:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:07:10,U9K62105M,,0.012
U9K62106M,SMC-DEEP-FIELD2A-ALT,12.5351830,-73.2726863,1,2007-11-16 18:49:17,2007-11-16 19:02:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:07:33,U9K62106M,,0.012
U9K62101M,SMC-DEEP-FIELD2A-ALT,12.5355874,-73.2725281,1,2007-11-16 15:23:17,2007-11-16 15:36:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:06:20,U9K62101M,,0.307
U9K62102M,SMC-DEEP-FIELD2A-ALT,12.5355874,-73.2725281,1,2007-11-16 15:42:17,2007-11-16 15:55:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:06:27,U9K62102M,,0.307
U9K62103M,SMC-DEEP-FIELD2A-ALT,12.5353852,-73.2726072,1,2007-11-16 16:54:17,2007-11-16 17:07:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:06:49,U9K62103M,,0.313
U9K62104M,SMC-DEEP-FIELD2A-ALT,12.5353852,-73.2726072,1,2007-11-16 17:13:17,2007-11-16 17:26:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:07:03,U9K62104M,,0.313
U9K62105M,SMC-DEEP-FIELD2A-ALT,12.5351830,-73.2726863,1,2007-11-16 18:30:17,2007-11-16 18:43:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:07:10,U9K62105M,,0.319
U9K62106M,SMC-DEEP-FIELD2A-ALT,12.5351830,-73.2726863,1,2007-11-16 18:49:17,2007-11-16 19:02:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:07:33,U9K62106M,,0.319
U9K62305M,SMC-DEEP-FIELD2C-ALT,12.6491692,-73.3294735,1,2007-11-14 02:17:17,2007-11-14 02:30:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-15 14:58:07,U9K62305M,,0.000
U9K62306M,SMC-DEEP-FIELD2C-ALT,12.6491692,-73.3294735,1,2007-11-14 02:36:17,2007-11-14 02:49:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-15 14:59:15,U9K62306M,,0.000
U9K62303M,SMC-DEEP-FIELD2C-ALT,12.6493600,-73.3293919,1,2007-11-14 01:37:17,2007-11-14 01:50:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-15 14:56:17,U9K62303M,,0.006
U9K62304M,SMC-DEEP-FIELD2C-ALT,12.6493600,-73.3293919,1,2007-11-14 01:56:17,2007-11-14 02:09:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-15 14:56:59,U9K62304M,,0.006
U9K62301M,SMC-DEEP-FIELD2C-ALT,12.6495507,-73.3293104,1,2007-11-14 00:59:17,2007-11-14 01:12:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-15 14:54:51,U9K62301M,,0.012
U9K62302M,SMC-DEEP-FIELD2C-ALT,12.6495507,-73.3293104,1,2007-11-14 01:18:17,2007-11-14 01:31:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-15 14:55:23,U9K62302M,,0.012
U9K62303M,SMC-DEEP-FIELD2C-ALT,12.6493600,-73.3293919,1,2007-11-14 01:37:17,2007-11-14 01:50:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-15 14:56:17,U9K62303M,,1.248e-9
U9K62304M,SMC-DEEP-FIELD2C-ALT,12.6493600,-73.3293919,1,2007-11-14 01:56:17,2007-11-14 02:09:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-15 14:56:59,U9K62304M,,1.248e-9
U9K62305M,SMC-DEEP-FIELD2C-ALT,12.6491692,-73.3294735,1,2007-11-14 02:17:17,2007-11-14 02:30:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-15 14:58:07,U9K62305M,,0.006
U9K62306M,SMC-DEEP-FIELD2C-ALT,12.6491692,-73.3294735,1,2007-11-14 02:36:17,2007-11-14 02:49:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-15 14:59:15,U9K62306M,,0.006
U9K62301M,SMC-DEEP-FIELD2C-ALT,12.6495507,-73.3293104,1,2007-11-14 00:59:17,2007-11-14 01:12:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-15 14:54:51,U9K62301M,,0.006
U9K62302M,SMC-DEEP-FIELD2C-ALT,12.6495507,-73.3293104,1,2007-11-14 01:18:17,2007-11-14 01:31:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-15 14:55:23,U9K62302M,,0.006
U9K62301M,SMC-DEEP-FIELD2C-ALT,12.6495507,-73.3293104,1,2007-11-14 00:59:17,2007-11-14 01:12:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-15 14:54:51,U9K62301M,,1.477e-9
U9K62302M,SMC-DEEP-FIELD2C-ALT,12.6495507,-73.3293104,1,2007-11-14 01:18:17,2007-11-14 01:31:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-15 14:55:23,U9K62302M,,1.477e-9
U9K62303M,SMC-DEEP-FIELD2C-ALT,12.6493600,-73.3293919,1,2007-11-14 01:37:17,2007-11-14 01:50:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-15 14:56:17,U9K62303M,,0.006
U9K62304M,SMC-DEEP-FIELD2C-ALT,12.6493600,-73.3293919,1,2007-11-14 01:56:17,2007-11-14 02:09:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-15 14:56:59,U9K62304M,,0.006
U9K62305M,SMC-DEEP-FIELD2C-ALT,12.6491692,-73.3294735,1,2007-11-14 02:17:17,2007-11-14 02:30:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-15 14:58:07,U9K62305M,,0.012
U9K62306M,SMC-DEEP-FIELD2C-ALT,12.6491692,-73.3294735,1,2007-11-14 02:36:17,2007-11-14 02:49:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-15 14:59:15,U9K62306M,,0.012
U9K62301M,SMC-DEEP-FIELD2C-ALT,12.6495507,-73.3293104,1,2007-11-14 00:59:17,2007-11-14 01:12:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-15 14:54:51,U9K62301M,,0.211
U9K62302M,SMC-DEEP-FIELD2C-ALT,12.6495507,-73.3293104,1,2007-11-14 01:18:17,2007-11-14 01:31:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-15 14:55:23,U9K62302M,,0.211
U9K62303M,SMC-DEEP-FIELD2C-ALT,12.6493600,-73.3293919,1,2007-11-14 01:37:17,2007-11-14 01:50:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-15 14:56:17,U9K62303M,,0.217
U9K62304M,SMC-DEEP-FIELD2C-ALT,12.6493600,-73.3293919,1,2007-11-14 01:56:17,2007-11-14 02:09:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-15 14:56:59,U9K62304M,,0.217
U9K62305M,SMC-DEEP-FIELD2C-ALT,12.6491692,-73.3294735,1,2007-11-14 02:17:17,2007-11-14 02:30:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-15 14:58:07,U9K62305M,,0.223
U9K62306M,SMC-DEEP-FIELD2C-ALT,12.6491692,-73.3294735,1,2007-11-14 02:36:17,2007-11-14 02:49:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-15 14:59:15,U9K62306M,,0.223
U9K62301M,SMC-DEEP-FIELD2C-ALT,12.6495507,-73.3293104,1,2007-11-14 00:59:17,2007-11-14 01:12:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-15 14:54:51,U9K62301M,,0.477
U9K62302M,SMC-DEEP-FIELD2C-ALT,12.6495507,-73.3293104,1,2007-11-14 01:18:17,2007-11-14 01:31:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-15 14:55:23,U9K62302M,,0.477
U9K62303M,SMC-DEEP-FIELD2C-ALT,12.6493600,-73.3293919,1,2007-11-14 01:37:17,2007-11-14 01:50:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-15 14:56:17,U9K62303M,,0.483
U9K62304M,SMC-DEEP-FIELD2C-ALT,12.6493600,-73.3293919,1,2007-11-14 01:56:17,2007-11-14 02:09:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-15 14:56:59,U9K62304M,,0.483
U9K62305M,SMC-DEEP-FIELD2C-ALT,12.6491692,-73.3294735,1,2007-11-14 02:17:17,2007-11-14 02:30:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-15 14:58:07,U9K62305M,,0.489
U9K62306M,SMC-DEEP-FIELD2C-ALT,12.6491692,-73.3294735,1,2007-11-14 02:36:17,2007-11-14 02:49:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-15 14:59:15,U9K62306M,,0.489
U6744902R,MID2-4,12.8669277,-72.5591498,2,2001-05-08 23:49:14,2001-05-08 23:52:14,180.000,WFPC2 ,PC1-FIX,F606W,5997.000,8604,2001-11-08 00:57:16,U6744902R,,0.483
U6744903R,MID2-4,12.8669277,-72.5591498,2,2001-05-08 23:56:14,2001-05-09 00:01:14,300.000,WFPC2 ,PC1-FIX,F814W,8012.000,8604,2001-11-08 13:58:21,U6744903R,,0.483
U6744902R,MID2-4,12.8669277,-72.5591498,2,2001-05-08 23:49:14,2001-05-08 23:52:14,180.000,WFPC2 ,PC1-FIX,F606W,5997.000,8604,2001-11-08 00:57:16,U6744902R,,0.372
U6744903R,MID2-4,12.8669277,-72.5591498,2,2001-05-08 23:56:14,2001-05-09 00:01:14,300.000,WFPC2 ,PC1-FIX,F814W,8012.000,8604,2001-11-08 13:58:21,U6744903R,,0.372
U9K61205M,SMC-DEEP-FIELD1D-ALT,13.3498791,-72.3723229,1,2007-11-17 15:35:17,2007-11-17 15:48:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:18:14,U9K61205M,,1.403e-9
U9K61206M,SMC-DEEP-FIELD1D-ALT,13.3498791,-72.3723229,1,2007-11-17 16:52:17,2007-11-17 17:05:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-18 22:30:11,U9K61206M,,1.403e-9
U9K61203M,SMC-DEEP-FIELD1D-ALT,13.3500709,-72.3722437,1,2007-11-17 13:41:17,2007-11-17 13:54:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:17:52,U9K61203M,,0.006
U9K61204M,SMC-DEEP-FIELD1D-ALT,13.3500709,-72.3722437,1,2007-11-17 15:16:17,2007-11-17 15:29:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:18:07,U9K61204M,,0.006
U9K61201M,SMC-DEEP-FIELD1D-ALT,13.3502627,-72.3721646,1,2007-11-17 10:34:17,2007-11-17 10:47:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:17:19,U9K61201M,,0.012
U9K61202M,SMC-DEEP-FIELD1D-ALT,13.3502627,-72.3721646,1,2007-11-17 12:04:17,2007-11-17 12:17:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:17:37,U9K61202M,,0.012
U9K61203M,SMC-DEEP-FIELD1D-ALT,13.3500709,-72.3722437,1,2007-11-17 13:41:17,2007-11-17 13:54:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:17:52,U9K61203M,,1.089e-9
U9K61204M,SMC-DEEP-FIELD1D-ALT,13.3500709,-72.3722437,1,2007-11-17 15:16:17,2007-11-17 15:29:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:18:07,U9K61204M,,1.089e-9
U9K61205M,SMC-DEEP-FIELD1D-ALT,13.3498791,-72.3723229,1,2007-11-17 15:35:17,2007-11-17 15:48:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:18:14,U9K61205M,,0.006
U9K61206M,SMC-DEEP-FIELD1D-ALT,13.3498791,-72.3723229,1,2007-11-17 16:52:17,2007-11-17 17:05:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-18 22:30:11,U9K61206M,,0.006
U9K61201M,SMC-DEEP-FIELD1D-ALT,13.3502627,-72.3721646,1,2007-11-17 10:34:17,2007-11-17 10:47:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:17:19,U9K61201M,,0.006
U9K61202M,SMC-DEEP-FIELD1D-ALT,13.3502627,-72.3721646,1,2007-11-17 12:04:17,2007-11-17 12:17:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:17:37,U9K61202M,,0.006
U9K61201M,SMC-DEEP-FIELD1D-ALT,13.3502627,-72.3721646,1,2007-11-17 10:34:17,2007-11-17 10:47:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:17:19,U9K61201M,,1.881e-9
U9K61202M,SMC-DEEP-FIELD1D-ALT,13.3502627,-72.3721646,1,2007-11-17 12:04:17,2007-11-17 12:17:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:17:37,U9K61202M,,1.881e-9
U9K61203M,SMC-DEEP-FIELD1D-ALT,13.3500709,-72.3722437,1,2007-11-17 13:41:17,2007-11-17 13:54:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:17:52,U9K61203M,,0.006
U9K61204M,SMC-DEEP-FIELD1D-ALT,13.3500709,-72.3722437,1,2007-11-17 15:16:17,2007-11-17 15:29:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:18:07,U9K61204M,,0.006
U9K61205M,SMC-DEEP-FIELD1D-ALT,13.3498791,-72.3723229,1,2007-11-17 15:35:17,2007-11-17 15:48:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:18:14,U9K61205M,,0.012
U9K61206M,SMC-DEEP-FIELD1D-ALT,13.3498791,-72.3723229,1,2007-11-17 16:52:17,2007-11-17 17:05:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-18 22:30:11,U9K61206M,,0.012
U9K61201M,SMC-DEEP-FIELD1D-ALT,13.3502627,-72.3721646,1,2007-11-17 10:34:17,2007-11-17 10:47:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:17:19,U9K61201M,,0.283
U9K61202M,SMC-DEEP-FIELD1D-ALT,13.3502627,-72.3721646,1,2007-11-17 12:04:17,2007-11-17 12:17:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:17:37,U9K61202M,,0.283
U9K61203M,SMC-DEEP-FIELD1D-ALT,13.3500709,-72.3722437,1,2007-11-17 13:41:17,2007-11-17 13:54:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:17:52,U9K61203M,,0.288
U9K61204M,SMC-DEEP-FIELD1D-ALT,13.3500709,-72.3722437,1,2007-11-17 15:16:17,2007-11-17 15:29:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:18:07,U9K61204M,,0.288
U9K61205M,SMC-DEEP-FIELD1D-ALT,13.3498791,-72.3723229,1,2007-11-17 15:35:17,2007-11-17 15:48:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:18:14,U9K61205M,,0.294
U9K61206M,SMC-DEEP-FIELD1D-ALT,13.3498791,-72.3723229,1,2007-11-17 16:52:17,2007-11-17 17:05:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-18 22:30:11,U9K61206M,,0.294
U9K61201M,SMC-DEEP-FIELD1D-ALT,13.3502627,-72.3721646,1,2007-11-17 10:34:17,2007-11-17 10:47:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:17:19,U9K61201M,,0.562
U9K61202M,SMC-DEEP-FIELD1D-ALT,13.3502627,-72.3721646,1,2007-11-17 12:04:17,2007-11-17 12:17:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:17:37,U9K61202M,,0.562
U9K61203M,SMC-DEEP-FIELD1D-ALT,13.3500709,-72.3722437,1,2007-11-17 13:41:17,2007-11-17 13:54:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:17:52,U9K61203M,,0.568
U9K61204M,SMC-DEEP-FIELD1D-ALT,13.3500709,-72.3722437,1,2007-11-17 15:16:17,2007-11-17 15:29:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-17 21:18:07,U9K61204M,,0.568
U9K61205M,SMC-DEEP-FIELD1D-ALT,13.3498791,-72.3723229,1,2007-11-17 15:35:17,2007-11-17 15:48:37,800.000,WFPC2 ,WFALL-FIX,F606W,5997.000,10766,2008-11-17 21:18:14,U9K61205M,,0.574
U9K61206M,SMC-DEEP-FIELD1D-ALT,13.3498791,-72.3723229,1,2007-11-17 16:52:17,2007-11-17 17:05:37,800.000,WFPC2 ,WFALL-FIX,F814W,8012.000,10766,2008-11-18 22:30:11,U9K61206M,,0.574
U2O90301T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 04:10:17,1995-07-12 04:15:17,300.000,WFPC2 ,PC1-FIX,F555W,5439.000,6229,1996-07-12 14:43:43,U2O90301T,,0.483
U2O90302T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 04:18:17,1995-07-12 04:34:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,6229,1996-07-12 14:48:36,U2O90302T,,0.483
U2O90303T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 04:37:17,1995-07-12 04:53:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,6229,1996-07-12 14:53:27,U2O90303T,,0.483
U2O90304T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 05:24:17,1995-07-12 05:45:57,1300.000,WFPC2 ,PC1-FIX,F555W,5439.000,6229,1996-07-13 00:48:55,U2O90304T,,0.483
U2O90305T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 05:48:17,1995-07-12 06:14:57,1600.000,WFPC2 ,PC1-FIX,F555W,5439.000,6229,1996-07-12 14:59:13,U2O90305T,,0.483
U2O90306T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 07:00:17,1995-07-12 07:03:37,200.000,WFPC2 ,PC1-FIX,F814W,8012.000,6229,1996-07-12 15:05:02,U2O90306T,,0.483
U2O90307T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 07:06:17,1995-07-12 07:26:17,1200.000,WFPC2 ,PC1-FIX,F814W,8012.000,6229,1996-07-13 00:56:09,U2O90307T,,0.483
U2O90308T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 07:29:17,1995-07-12 07:50:57,1300.000,WFPC2 ,PC1-FIX,F814W,8012.000,6229,1996-07-12 15:10:03,U2O90308T,,0.483
U2O90309T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 08:36:17,1995-07-12 08:57:57,1300.000,WFPC2 ,PC1-FIX,F814W,8012.000,6229,1996-07-12 15:14:43,U2O90309T,,0.483
U2O9030AT,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 09:00:17,1995-07-12 09:26:57,1600.000,WFPC2 ,PC1-FIX,F814W,8012.000,6229,1996-07-12 15:19:15,U2O9030AT,,0.483
U2O90301T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 04:10:17,1995-07-12 04:15:17,300.000,WFPC2 ,PC1-FIX,F555W,5439.000,6229,1996-07-12 14:43:43,U2O90301T,,0.274
U2O90302T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 04:18:17,1995-07-12 04:34:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,6229,1996-07-12 14:48:36,U2O90302T,,0.274
U2O90303T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 04:37:17,1995-07-12 04:53:57,1000.000,WFPC2 ,PC1-FIX,F555W,5439.000,6229,1996-07-12 14:53:27,U2O90303T,,0.274
U2O90304T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 05:24:17,1995-07-12 05:45:57,1300.000,WFPC2 ,PC1-FIX,F555W,5439.000,6229,1996-07-13 00:48:55,U2O90304T,,0.274
U2O90305T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 05:48:17,1995-07-12 06:14:57,1600.000,WFPC2 ,PC1-FIX,F555W,5439.000,6229,1996-07-12 14:59:13,U2O90305T,,0.274
U2O90306T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 07:00:17,1995-07-12 07:03:37,200.000,WFPC2 ,PC1-FIX,F814W,8012.000,6229,1996-07-12 15:05:02,U2O90306T,,0.274
U2O90307T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 07:06:17,1995-07-12 07:26:17,1200.000,WFPC2 ,PC1-FIX,F814W,8012.000,6229,1996-07-13 00:56:09,U2O90307T,,0.274
U2O90308T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 07:29:17,1995-07-12 07:50:57,1300.000,WFPC2 ,PC1-FIX,F814W,8012.000,6229,1996-07-12 15:10:03,U2O90308T,,0.274
U2O90309T,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 08:36:17,1995-07-12 08:57:57,1300.000,WFPC2 ,PC1-FIX,F814W,8012.000,6229,1996-07-12 15:14:43,U2O90309T,,0.274
U2O9030AT,BRUCK-83,13.9063113,-73.0723703,4,1995-07-12 09:00:17,1995-07-12 09:26:57,1600.000,WFPC2 ,PC1-FIX,F814W,8012.000,6229,1996-07-12 15:19:15,U2O9030AT,,0.274
