#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a MAST Result with these header lines unmodified.
#Product Type, Mission, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Proposal ID, Principal Investigator, Calibration Level, Start Time, End Time, Exposure Length, Min. Wavelength, Max. Wavelength, Observation Title, Release Date, s_region, jpegURL, Product Group ID, Object ID, Distance (")
#@string, string, string, string, string, string, string, string, string, ra, dec, string, string, int, float, float, float, float, float, string, float, string, string, string, string, float
dataproduct_type,obs_collection,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,proposal_id,proposal_pi,calib_level,t_min,t_max,t_exptime,em_min,em_max,obs_title,t_obs_release,s_region,jpegURL,obsid,objID,distance
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,ANY,,hst_08805_sj_wfpc2_f606w_wf,79.5939294434724,-69.7450389818762,8805,Casertano,3,51910.16334,51910.18325,1400,510.890014648438,661.130004882813,,51910.5899,POLYGON J2000 79.54777100 -69.77110600 79.59891422 -69.76286405 79.59915300 -69.76303900 79.65690900 -69.75359800 79.65679074 -69.75351135 79.63250412 -69.73570105 79.63141136 -69.73489890 79.62962300 -69.73358600 79.60021489 -69.73839412 79.58962200 -69.73043400 79.56821075 -69.73385340 79.55479900 -69.72361200 79.49661200 -69.73275200 79.52303600 -69.75291400 79.52325814 -69.75287917 79.54777100 -69.77110600,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08805_sj_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004462222,2014842315,1540.91337011718
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_f2_wfpc2_f606w_wf,79.6010812266502,-69.7433749841233,8059,Casertano,3,51910.23071,51910.2476,240,510.890014648438,661.130004882813,,51910.59678,POLYGON J2000 79.49647832 -69.73256248 79.49647500 -69.73256300 79.52279400 -69.75274200 79.52279800 -69.75274100 79.54465025 -69.74932923 79.52301640 -69.75270729 79.54743400 -69.77094900 79.59862014 -69.76273966 79.59885700 -69.76291400 79.59886100 -69.76291400 79.65666600 -69.75350900 79.65654945 -69.75342321 79.65654577 -69.75342345 79.65654906 -69.75342292 79.63235516 -69.73559760 79.63235347 -69.73559635 79.63126583 -69.73479423 79.63126418 -69.73479301 79.62948400 -69.73348000 79.62948000 -69.73348000 79.60005175 -69.73826951 79.58950000 -69.73030300 79.56807099 -69.73370868 79.55471300 -69.72345900 79.49647832 -69.73256248,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_f2_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004437256,2014817349,1541.22123626138
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_f2_wfpc2_f814w_wf,79.5937316567147,-69.7449105577361,8059,Casertano,3,51910.25779,51910.26334,400,713.510009765625,867.450012207031,,51910.60105,POLYGON J2000 79.63126418 -69.73479301 79.62948400 -69.73348000 79.60005190 -69.73826963 79.58950000 -69.73030300 79.56807099 -69.73370868 79.55471300 -69.72345900 79.49647900 -69.73256300 79.52279800 -69.75274100 79.52302040 -69.75270630 79.54743800 -69.77094800 79.59862304 -69.76273884 79.59886100 -69.76291400 79.65666600 -69.75350900 79.65654906 -69.75342292 79.63235516 -69.73559760 79.63126418 -69.73479301,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_f2_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004437260,2014817353,1541.22123626138
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,ANY,,hst_09709_9h_wfpc2_f606w_wf,80.0166814394466,-70.1102058404969,9709,Rhoads,3,52740.88628,52740.90804,1000,510.890014648438,661.130004882813,,53107.43642,POLYGON J2000 79.98067304 -70.13009217 80.03659483 -70.12501850 80.03913383 -70.12478767 80.04326500 -70.12441200 80.03473883 -70.11353342 80.05968000 -70.11135400 80.05370866 -70.10345293 80.08575700 -70.10071800 80.06995800 -70.07926100 80.00684900 -70.08464200 80.00691070 -70.08472592 79.94974500 -70.08980100 79.96423596 -70.10869911 79.96368500 -70.10874900 79.98043200 -70.13011400 79.98067304 -70.13009217,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09709_9h_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004488014,2014868107,1546.07961000329
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,ANY,,hst_08883_fk_wfpc2_f606w_pc,79.6029139999814,-69.7508638762547,8883,Casertano,3,51899.46265,51899.46844,500,510.890014648438,661.130004882813,,51899.93053,POLYGON J2000 79.59957500 -69.75792200 79.62331200 -69.75202200 79.60625500 -69.74380400 79.58251700 -69.74970600 79.59957500 -69.75792200,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08883_fk_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004463849,2014843942,1582.86525469803
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_ew_wfpc2_f606w_pc,79.6007549949618,-69.7496807895244,8059,Casertano,3,51900.40362,51900.40941,240,510.890014648438,661.130004882813,,51900.7551,POLYGON J2000 79.59706400 -69.75671700 79.62109100 -69.75096100 79.60444900 -69.74264200 79.58042000 -69.74840100 79.59706400 -69.75671700,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_ew_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004437189,2014817282,1585.71188377048
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_ew_wfpc2_f814w_pc,79.6007549949618,-69.7496807895244,8059,Casertano,3,51900.41959,51900.42515,400,713.510009765625,867.450012207031,,51900.74565,POLYGON J2000 79.62109100 -69.75096100 79.60444900 -69.74264200 79.58042000 -69.74840100 79.59706400 -69.75671700 79.62109100 -69.75096100,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_ew_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004437191,2014817284,1585.71188377048
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_ex_wfpc2_f606w_pc,79.5944358575181,-69.7459260617972,8059,Casertano,3,51903.41473,51903.42052,240,510.890014648438,661.130004882813,,51904.01962,POLYGON J2000 79.58965900 -69.75288400 79.61454000 -69.74758300 79.59921400 -69.73896600 79.57433200 -69.74427100 79.58965900 -69.75288400,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_ex_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004437199,2014817292,1594.18788279948
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_ex_wfpc2_f814w_pc,79.5944358575181,-69.7459260617972,8059,Casertano,3,51903.43071,51903.43626,400,713.510009765625,867.450012207031,,51904.02626,POLYGON J2000 79.57433200 -69.74427100 79.58965900 -69.75288400 79.61454000 -69.74758300 79.59921400 -69.73896600 79.57433200 -69.74427100,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_ex_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004437203,2014817296,1594.18788279948
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_ey_wfpc2_f606w_pc,79.5892513357874,-69.7424506777956,8059,Casertano,3,51906.15154,51906.16219,240,510.890014648438,661.130004882813,,51906.67535,POLYGON J2000 79.60909800 -69.74444100 79.59499600 -69.73557900 79.56940600 -69.74046100 79.58351000 -69.74932100 79.60909800 -69.74444100,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_ey_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004437211,2014817304,1601.3427407858
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_ey_wfpc2_f814w_pc,79.5892513357874,-69.7424506777956,8059,Casertano,3,51906.17237,51906.17793,400,713.510009765625,867.450012207031,,51906.69032,POLYGON J2000 79.58351000 -69.74932100 79.60909800 -69.74444100 79.59499600 -69.73557900 79.56940600 -69.74046100 79.58351000 -69.74932100,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_ey_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004437213,2014817306,1601.3427407858
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,ANY,,hst_08805_sf_wfpc2_f606w_pc,79.5825761321764,-69.7372343098444,8805,Casertano,3,51910.09598,51910.12284,2000,510.890014648438,661.130004882813,,51910.58613,POLYGON J2000 79.57545200 -69.74394800 79.60196300 -69.73970400 79.58970200 -69.73052000 79.56318900 -69.73476700 79.57545200 -69.74394800,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08805_sf_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004462213,2014842306,1610.94548759701
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,ANY,,hst_08805_sj_wfpc2_f606w_pc,79.5824726061391,-69.7371453358255,8805,Casertano,3,51910.16334,51910.18325,1400,510.890014648438,661.130004882813,,51910.5899,POLYGON J2000 79.58962200 -69.73043400 79.56309400 -69.73467000 79.57532600 -69.74385600 79.60185100 -69.73962300 79.58962200 -69.73043400,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08805_sj_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004462221,2014842314,1611.09876429462
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_f2_wfpc2_f606w_pc,79.5889496407262,-69.7359559223478,8059,Casertano,3,51910.23071,51910.2476,240,510.890014648438,661.130004882813,,51910.59678,POLYGON J2000 79.58949600 -69.73030300 79.56294600 -69.73452200 79.57513000 -69.74371600 79.60167700 -69.73950000 79.60168140 -69.73949930 79.58950000 -69.73030300 79.58949600 -69.73030300,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_f2_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004437255,2014817348,1611.33114591223
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_f2_wfpc2_f814w_pc,79.5823151470842,-69.7370097661829,8059,Casertano,3,51910.25779,51910.26334,400,713.510009765625,867.450012207031,,51910.60105,POLYGON J2000 79.57513400 -69.74371600 79.60168100 -69.73949900 79.58950000 -69.73030300 79.56295000 -69.73452200 79.57513400 -69.74371600,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_f2_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004437259,2014817352,1611.33169554185
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,ANY,,hst_09709_9h_wfpc2_f606w_pc,80.0415813237832,-70.1077159142669,9709,Rhoads,3,52740.88628,52740.90804,1000,510.890014648438,661.130004882813,,53107.43642,POLYGON J2000 80.05227800 -70.10155900 80.02348900 -70.10407600 80.03088300 -70.11387000 80.05968000 -70.11135400 80.05227800 -70.10155900,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09709_9h_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004488013,2014868106,1620.92324213014
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,ANY,,hst_09244_l3_wfpc2_f606w_wf,80.4394702383102,-70.2111621815199,9244,Casertano,3,52134.05712,52134.06939,900,510.890014648438,661.130004882813,,52134.95256,POLYGON J2000 80.47712411 -70.21997952 80.51126200 -70.20352900 80.46406939 -70.19230081 80.46439900 -70.19214000 80.41076600 -70.17952500 80.37347500 -70.19769900 80.40077614 -70.20412678 80.38581900 -70.21127200 80.40549549 -70.21599045 80.38613100 -70.22512400 80.43921300 -70.23801800 80.47438882 -70.22141760 80.47732800 -70.22002900 80.47712411 -70.21997952,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09244_l3_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004470684,2014850777,1636.49517929282
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,ANY,,hst_09249_fp_wfpc2_f606w_wf,80.3592711570577,-70.2146791765352,9249,Casertano,3,52137.71476,52137.72054,500,510.890014648438,661.130004882813,,52138.25618,POLYGON J2000 80.37636700 -70.24090500 80.39997303 -70.22210276 80.40194800 -70.22052800 80.40171837 -70.22049501 80.42441100 -70.20191500 80.37109816 -70.19445325 80.37131600 -70.19427200 80.31082200 -70.18593300 80.28616400 -70.20642800 80.31696145 -70.21067915 80.30698000 -70.21875900 80.32922959 -70.22190567 80.31623000 -70.23225200 80.37636700 -70.24090500,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09249_fp_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004472828,2014852921,1703.76094454987
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_ft_wfpc2_f606w_wf,80.3542725340645,-70.2193397198477,8059,Casertano,3,52146.06891,52146.07263,240,510.890014648438,661.130004882813,,52148.73575,POLYGON J2000 80.39572735 -70.22593071 80.42138700 -70.20779800 80.36934451 -70.19936249 80.36959200 -70.19918500 80.31052000 -70.18974100 80.28258800 -70.20975000 80.31266108 -70.21456373 80.30138900 -70.22244700 80.32310336 -70.22600047 80.30845300 -70.23609100 80.36711800 -70.24584200 80.39372647 -70.22750349 80.39595200 -70.22596800 80.39572735 -70.22593071,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_ft_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004437466,2014817559,1718.68588941259
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,ANY,,hst_09244_l3_wfpc2_f606w_pc,80.4066427170494,-70.2100682053883,9244,Casertano,3,52134.05712,52134.06939,900,510.890014648438,661.130004882813,,52134.95256,POLYGON J2000 80.38581900 -70.21127200 80.41019600 -70.21711700 80.42746400 -70.20886200 80.40309600 -70.20301800 80.38581900 -70.21127200,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09244_l3_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004470683,2014850776,1718.72983553279
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,ANY,,hst_09244_lx_wfpc2_f606w_wf,80.3527401040019,-70.2206260311696,9244,Casertano,3,52146.91198,52146.9298,1200,510.890014648438,661.130004882813,,52148.83133,POLYGON J2000 80.39389558 -70.22743064 80.42037200 -70.20943300 80.36871373 -70.20072904 80.36896900 -70.20055300 80.31032600 -70.19080500 80.28149300 -70.21066700 80.31134700 -70.21563560 80.29972000 -70.22346000 80.32127237 -70.22712490 80.30616600 -70.23713900 80.36438800 -70.24719100 80.39182337 -70.22899271 80.39411800 -70.22746900 80.39389558 -70.22743064,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09244_lx_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004470822,2014850915,1722.25774689411
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_fn_wfpc2_f606w_wf,80.3531950778942,-70.219679795499,8059,Casertano,3,52137.65086,52137.65457,240,510.890014648438,661.130004882813,,52137.74689,POLYGON J2000 80.36524900 -70.19927300 80.30474200 -70.19093200 80.28007200 -70.21142600 80.31087580 -70.21567813 80.30089000 -70.22375800 80.32314389 -70.22690552 80.31013800 -70.23725200 80.37028700 -70.24590600 80.39390528 -70.22710449 80.39588100 -70.22553000 80.39565070 -70.22549691 80.41835400 -70.20691800 80.36503073 -70.19945451 80.36524900 -70.19927300,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_fn_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004437428,2014817521,1723.22583725054
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_fn_wfpc2_f814w_wf,80.3531950778942,-70.219679795499,8059,Casertano,3,52137.66475,52137.67031,400,713.510009765625,867.450012207031,,52137.75069,POLYGON J2000 80.32314389 -70.22690552 80.31013800 -70.23725200 80.37028700 -70.24590600 80.39390528 -70.22710449 80.39588100 -70.22553000 80.39565070 -70.22549691 80.41835400 -70.20691800 80.36503073 -70.19945451 80.36524900 -70.19927300 80.30474200 -70.19093200 80.28007200 -70.21142600 80.31087580 -70.21567813 80.30089000 -70.22375800 80.32314389 -70.22690552,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_fn_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004437430,2014817523,1723.22583725054
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_fr_wfpc2_f606w_wf,80.3526973038753,-70.2200935620388,8059,Casertano,3,52143.17169,52143.17541,240,510.890014648438,661.130004882813,,52143.38303,POLYGON J2000 80.36482800 -70.19988822 80.36504900 -70.19970700 80.30466300 -70.19126500 80.27969500 -70.21171800 80.31043631 -70.21602152 80.30033200 -70.22408400 80.32254054 -70.22726932 80.30938500 -70.23759300 80.36940800 -70.24634800 80.39329902 -70.22758649 80.39529800 -70.22601500 80.39506814 -70.22598152 80.41804300 -70.20744100 80.36482800 -70.19988822,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_fr_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004437446,2014817539,1724.7629110256
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_fr_wfpc2_f814w_wf,80.3526973038753,-70.2200935620388,8059,Casertano,3,52143.18419,52143.18976,400,713.510009765625,867.450012207031,,52143.38906,POLYGON J2000 80.36504900 -70.19970700 80.30466300 -70.19126500 80.27969500 -70.21171800 80.31043631 -70.21602152 80.30033200 -70.22408400 80.32254054 -70.22726932 80.30938500 -70.23759300 80.36940800 -70.24634800 80.39329902 -70.22758649 80.39529800 -70.22601500 80.39506814 -70.22598152 80.41804300 -70.20744100 80.36482800 -70.19988822 80.36504900 -70.19970700,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_fr_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004437448,2014817541,1724.7629110256
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,ANY,,hst_09244_lj_wfpc2_f606w_wf,80.3548617275318,-70.2197848576168,9244,Casertano,3,52143.04878,52143.11661,1800,510.890014648438,661.130004882813,,52143.38834,POLYGON J2000 80.31043631 -70.21602152 80.30033200 -70.22408400 80.30033600 -70.22408500 80.32254095 -70.22726899 80.30938500 -70.23759300 80.30938900 -70.23759400 80.36941200 -70.24634900 80.39330428 -70.22758722 80.39330583 -70.22758600 80.39530300 -70.22601600 80.39507228 -70.22598239 80.41804800 -70.20744100 80.41804300 -70.20744100 80.36483244 -70.19988885 80.36505300 -70.19970800 80.36504900 -70.19970700 80.30466300 -70.19126500 80.27969500 -70.21171800 80.31043631 -70.21602152,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09244_lj_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004470766,2014850859,1724.7629110256
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_fs_wfpc2_f606w_wf,80.3473979139945,-70.2242205341233,8059,Casertano,3,52145.98766,52145.99138,240,510.890014648438,661.130004882813,,52148.72949,POLYGON J2000 80.36248113 -70.20424394 80.36272800 -70.20406700 80.30364400 -70.19462000 80.27569900 -70.21462800 80.30577744 -70.21944271 80.29450100 -70.22732600 80.31621874 -70.23088030 80.30156100 -70.24097000 80.36023700 -70.25072300 80.38685889 -70.23238536 80.38908400 -70.23085100 80.38885958 -70.23081374 80.41453200 -70.21268100 80.36248113 -70.20424394,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_fs_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004437456,2014817549,1738.14968389101
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_fs_wfpc2_f814w_wf,80.3428764204619,-70.2238986306446,8059,Casertano,3,52146.01961,52146.05017,700,713.510009765625,867.450012207031,,52148.73263,POLYGON J2000 80.38685889 -70.23238536 80.38908400 -70.23085100 80.38885958 -70.23081374 80.41453200 -70.21268100 80.36248113 -70.20424394 80.36272800 -70.20406700 80.30364327 -70.19462052 80.30364000 -70.19462000 80.27569500 -70.21462700 80.27569900 -70.21462800 80.30577444 -70.21944187 80.29449700 -70.22732500 80.31621474 -70.23087930 80.30155700 -70.24096900 80.36023261 -70.25072227 80.36023700 -70.25072300 80.38685889 -70.23238536,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_fs_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004437458,2014817551,1738.15174766234
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_ft_wfpc2_f814w_wf,80.3473937797316,-70.2242195242523,8059,Casertano,3,52146.11822,52146.12703,500,713.510009765625,867.450012207031,,52148.73799,POLYGON J2000 80.36272400 -70.20406600 80.30364000 -70.19462000 80.27569500 -70.21462700 80.30577444 -70.21944187 80.29449700 -70.22732500 80.31621474 -70.23087930 80.30155700 -70.24096900 80.36023300 -70.25072200 80.38685489 -70.23238436 80.38908000 -70.23085000 80.38885569 -70.23081276 80.41452800 -70.21268100 80.36247699 -70.20424303 80.36272400 -70.20406600,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_ft_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004437468,2014817561,1738.15174766234
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,ANY,,hst_09249_fp_wfpc2_f606w_pc,80.3265265769914,-70.216042561643,9249,Casertano,3,52137.71476,52137.72054,500,510.890014648438,661.130004882813,,52138.25618,POLYGON J2000 80.31851000 -70.20942500 80.30698000 -70.21875900 80.33454600 -70.22265700 80.34606800 -70.21332400 80.31851000 -70.20942500,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09249_fp_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004472827,2014852920,1778.90440885336
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,ANY,,hst_09244_l9_wfpc2_f606w_wf,81.4840564904223,-69.282119034569,9244,Casertano,3,52136.71753,52136.73536,1400,510.890014648438,661.130004882813,,52136.95275,POLYGON J2000 81.52525145 -69.28782555 81.52659100 -69.28618100 81.52636067 -69.28615753 81.54157500 -69.26678600 81.48838899 -69.26155867 81.48853400 -69.26137000 81.42822600 -69.25556400 81.41179900 -69.27691700 81.44250425 -69.27987776 81.43578000 -69.28830700 81.45798674 -69.29052121 81.44917200 -69.30132400 81.50924700 -69.30745400 81.52525145 -69.28782555,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09244_l9_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004470708,2014850801,1780.31803703682
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_ft_wfpc2_f606w_pc,80.321349278625,-70.2200956069074,8059,Casertano,3,52146.06891,52146.07263,240,510.890014648438,661.130004882813,,52148.73575,POLYGON J2000 80.30138900 -70.22244700 80.32829200 -70.22684900 80.34130500 -70.21774200 80.31441000 -70.21334000 80.30138900 -70.22244700,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_ft_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004437465,2014817558,1794.122431654
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,ANY,,hst_09244_lx_wfpc2_f606w_pc,80.3197846899135,-70.2212121184766,9244,Casertano,3,52146.91198,52146.9298,1200,510.890014648438,661.130004882813,,52148.83133,POLYGON J2000 80.29972000 -70.22346000 80.32642200 -70.22800000 80.33984500 -70.21896200 80.31315100 -70.21442100 80.29972000 -70.22346000,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09244_lx_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004470821,2014850914,1798.30245970903
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_fn_wfpc2_f606w_pc,80.3204401360182,-70.2210409622738,8059,Casertano,3,52137.65086,52137.65457,240,510.890014648438,661.130004882813,,52137.74689,POLYGON J2000 80.30089000 -70.22375800 80.32846100 -70.22765700 80.33998900 -70.21832500 80.31242500 -70.21442400 80.30089000 -70.22375800,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_fn_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004437427,2014817520,1798.37169415674
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_fn_wfpc2_f814w_pc,80.3204401360182,-70.2210409622738,8059,Casertano,3,52137.66475,52137.67031,400,713.510009765625,867.450012207031,,52137.75069,POLYGON J2000 80.32846100 -70.22765700 80.33998900 -70.21832500 80.31242500 -70.21442400 80.30089000 -70.22375800 80.32846100 -70.22765700,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_fn_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004437429,2014817522,1798.37169415674
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_fr_wfpc2_f606w_pc,80.3199245519616,-70.2214010664043,8059,Casertano,3,52143.17169,52143.17541,240,510.890014648438,661.130004882813,,52143.38303,POLYGON J2000 80.32784800 -70.22803000 80.33951200 -70.21871600 80.31200400 -70.21477000 80.30033200 -70.22408400 80.32784800 -70.22803000,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_fr_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004437445,2014817538,1799.85549717898
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_fr_wfpc2_f814w_pc,80.3199245519616,-70.2214010664043,8059,Casertano,3,52143.18419,52143.18976,400,713.510009765625,867.450012207031,,52143.38906,POLYGON J2000 80.31200400 -70.21477000 80.30033200 -70.22408400 80.32784800 -70.22803000 80.33951200 -70.21871600 80.31200400 -70.21477000,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_fr_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004437447,2014817540,1799.85549717898
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,ANY,,hst_09244_lj_wfpc2_f606w_pc,80.3268036059826,-70.2223874619893,9244,Casertano,3,52143.04878,52143.11661,1800,510.890014648438,661.130004882813,,52143.38834,POLYGON J2000 80.32785139 -70.22803049 80.33951600 -70.21871700 80.33951200 -70.21871600 80.31200400 -70.21477000 80.30033200 -70.22408400 80.32784800 -70.22803000 80.32785139 -70.22803049,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09244_lj_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004470765,2014850858,1799.85549717898
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_fs_wfpc2_f606w_pc,80.3144649940709,-70.2249743588257,8059,Casertano,3,52145.98766,52145.99138,240,510.890014648438,661.130004882813,,52148.72949,POLYGON J2000 80.33442700 -70.22262300 80.30752700 -70.21821900 80.29450100 -70.22732600 80.32140800 -70.23172900 80.33442700 -70.22262300,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_fs_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004437455,2014817548,1813.57705268519
