#@string,string,ra,dec,integer,datetime,datetime,float,string,string,string,float,integer,datetime,string,integer,float
Dataset,Target Name,RAJ2000,DEJ2000,Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,High-Level Science Products,Ang Sep (')
U2XJ010BT,NGC1466,56.15220833333333,-71.6778,7,1995-10-22 06:30:17,1995-10-22 06:46:57,1000.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-23 14:20:11,U2XJ010BT,,0.517
U2XJ010AT,NGC1466,56.15219166666666,-71.67782222222223,7,1995-10-22 06:08:17,1995-10-22 06:24:57,1000.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-23 14:15:25,U2XJ010AT,,0.517
U2XJ0101T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 03:49:17,1995-10-22 03:53:37,260.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-22 13:38:20,U2XJ0101T,,0.518
U2XJ0102T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 03:56:17,1995-10-22 04:00:37,260.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-22 13:43:31,U2XJ0102T,,0.518
U2XJ0103T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 04:04:17,1995-10-22 04:08:37,260.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:29:19,U2XJ0103T,,0.518
U2XJ0104T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 04:11:17,1995-10-22 04:15:37,260.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:40:33,U2XJ0104T,,0.518
U2XJ0105T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 04:18:17,1995-10-22 04:34:57,1000.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:46:22,U2XJ0105T,,0.518
U2XJ0109T,NGC1466,56.152204166666664,-71.67784444444445,7,1995-10-22 05:46:17,1995-10-22 06:02:57,1000.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-23 14:10:41,U2XJ0109T,,0.518
U2XJ0106T,NGC1466,56.152337499999994,-71.67781111111111,7,1995-10-22 04:40:17,1995-10-22 04:56:57,1000.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:53:59,U2XJ0106T,,0.519
U2XJ0108T,NGC1466,56.152270833333326,-71.67785,7,1995-10-22 05:24:17,1995-10-22 05:40:57,1000.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-23 14:05:40,U2XJ0108T,,0.519
U2XJ0107T,NGC1466,56.15232083333333,-71.67783333333334,7,1995-10-22 05:02:17,1995-10-22 05:18:57,1000.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:59:53,U2XJ0107T,,0.52
U2XJ010BT,NGC1466,56.15220833333333,-71.6778,7,1995-10-22 06:30:17,1995-10-22 06:46:57,1000.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-23 14:20:11,U2XJ010BT,,0.34
U2XJ0101T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 03:49:17,1995-10-22 03:53:37,260.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-22 13:38:20,U2XJ0101T,,0.34
U2XJ0102T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 03:56:17,1995-10-22 04:00:37,260.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-22 13:43:31,U2XJ0102T,,0.34
U2XJ0103T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 04:04:17,1995-10-22 04:08:37,260.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:29:19,U2XJ0103T,,0.34
U2XJ0104T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 04:11:17,1995-10-22 04:15:37,260.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:40:33,U2XJ0104T,,0.34
U2XJ0105T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 04:18:17,1995-10-22 04:34:57,1000.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:46:22,U2XJ0105T,,0.34
U2XJ010AT,NGC1466,56.15219166666666,-71.67782222222223,7,1995-10-22 06:08:17,1995-10-22 06:24:57,1000.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-23 14:15:25,U2XJ010AT,,0.34
U2XJ0106T,NGC1466,56.152337499999994,-71.67781111111111,7,1995-10-22 04:40:17,1995-10-22 04:56:57,1000.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:53:59,U2XJ0106T,,0.342
U2XJ0109T,NGC1466,56.152204166666664,-71.67784444444445,7,1995-10-22 05:46:17,1995-10-22 06:02:57,1000.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-23 14:10:41,U2XJ0109T,,0.342
U2XJ0107T,NGC1466,56.15232083333333,-71.67783333333334,7,1995-10-22 05:02:17,1995-10-22 05:18:57,1000.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:59:53,U2XJ0107T,,0.342
U2XJ0108T,NGC1466,56.152270833333326,-71.67785,7,1995-10-22 05:24:17,1995-10-22 05:40:57,1000.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-23 14:05:40,U2XJ0108T,,0.34299999999999997
U2XJ0101T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 03:49:17,1995-10-22 03:53:37,260.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-22 13:38:20,U2XJ0101T,,0.298
U2XJ0102T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 03:56:17,1995-10-22 04:00:37,260.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-22 13:43:31,U2XJ0102T,,0.298
U2XJ0103T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 04:04:17,1995-10-22 04:08:37,260.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:29:19,U2XJ0103T,,0.298
U2XJ0104T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 04:11:17,1995-10-22 04:15:37,260.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:40:33,U2XJ0104T,,0.298
U2XJ0105T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 04:18:17,1995-10-22 04:34:57,1000.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:46:22,U2XJ0105T,,0.298
U2XJ0106T,NGC1466,56.152337499999994,-71.67781111111111,7,1995-10-22 04:40:17,1995-10-22 04:56:57,1000.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:53:59,U2XJ0106T,,0.299
U2XJ010BT,NGC1466,56.15220833333333,-71.6778,7,1995-10-22 06:30:17,1995-10-22 06:46:57,1000.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-23 14:20:11,U2XJ010BT,,0.299
U2XJ0107T,NGC1466,56.15232083333333,-71.67783333333334,7,1995-10-22 05:02:17,1995-10-22 05:18:57,1000.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:59:53,U2XJ0107T,,0.3
U2XJ010AT,NGC1466,56.15219166666666,-71.67782222222223,7,1995-10-22 06:08:17,1995-10-22 06:24:57,1000.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-23 14:15:25,U2XJ010AT,,0.301
U2XJ0108T,NGC1466,56.152270833333326,-71.67785,7,1995-10-22 05:24:17,1995-10-22 05:40:57,1000.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-23 14:05:40,U2XJ0108T,,0.301
U2XJ0109T,NGC1466,56.152204166666664,-71.67784444444445,7,1995-10-22 05:46:17,1995-10-22 06:02:57,1000.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-23 14:10:41,U2XJ0109T,,0.302
U2XJ0108T,NGC1466,56.152270833333326,-71.67785,7,1995-10-22 05:24:17,1995-10-22 05:40:57,1000.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-23 14:05:40,U2XJ0108T,,0.43200000000000005
U2XJ0107T,NGC1466,56.15232083333333,-71.67783333333334,7,1995-10-22 05:02:17,1995-10-22 05:18:57,1000.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:59:53,U2XJ0107T,,0.433
U2XJ0109T,NGC1466,56.152204166666664,-71.67784444444445,7,1995-10-22 05:46:17,1995-10-22 06:02:57,1000.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-23 14:10:41,U2XJ0109T,,0.433
U2XJ0106T,NGC1466,56.152337499999994,-71.67781111111111,7,1995-10-22 04:40:17,1995-10-22 04:56:57,1000.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:53:59,U2XJ0106T,,0.434
U2XJ010AT,NGC1466,56.15219166666666,-71.67782222222223,7,1995-10-22 06:08:17,1995-10-22 06:24:57,1000.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-23 14:15:25,U2XJ010AT,,0.434
U2XJ010BT,NGC1466,56.15220833333333,-71.6778,7,1995-10-22 06:30:17,1995-10-22 06:46:57,1000.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-23 14:20:11,U2XJ010BT,,0.435
U2XJ0101T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 03:49:17,1995-10-22 03:53:37,260.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-22 13:38:20,U2XJ0101T,,0.436
U2XJ0102T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 03:56:17,1995-10-22 04:00:37,260.0,WFPC2 ,PC1-FIX,F814W,8012.0,5897,1996-10-22 13:43:31,U2XJ0102T,,0.436
U2XJ0103T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 04:04:17,1995-10-22 04:08:37,260.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:29:19,U2XJ0103T,,0.436
U2XJ0104T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 04:11:17,1995-10-22 04:15:37,260.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:40:33,U2XJ0104T,,0.436
U2XJ0105T,NGC1466,56.15229166666666,-71.67778611111112,7,1995-10-22 04:18:17,1995-10-22 04:34:57,1000.0,WFPC2 ,PC1-FIX,F555W,5439.0,5897,1996-10-23 13:46:22,U2XJ0105T,,0.436
U26M0R01T,NGC1651,69.36428333333333,-70.59080555555555,21,1994-02-01 16:42:17,1994-02-01 16:46:07,230.0,WFPC2 ,PC1,F450W,4556.0,5475,1995-06-04 18:08:54,U26M0R01T,,0.366
U26M0R02T,NGC1651,69.36428333333333,-70.59080555555555,21,1994-02-01 16:50:17,1994-02-01 16:52:17,120.0,WFPC2 ,PC1,F555W,5439.0,5475,1995-06-04 18:20:54,U26M0R02T,,0.366
U2S75801T,NGC1651,69.40044583333332,-70.59181111111111,42,1995-10-20 11:06:17,1995-10-20 11:14:37,500.0,WFPC2 ,PC1-FIX,F555W,5439.0,5972,1996-10-21 00:21:42,U2S75801T,,0.489
U2S75802T,NGC1651,69.40044583333332,-70.59181111111111,42,1995-10-20 11:17:17,1995-10-20 11:25:37,500.0,WFPC2 ,PC1-FIX,F555W,5439.0,5972,1996-10-21 00:26:37,U2S75802T,,0.489
U2S75803T,NGC1651,69.40044583333332,-70.59181111111111,42,1995-10-20 11:29:17,1995-10-20 11:37:37,500.0,WFPC2 ,PC1-FIX,F814W,8012.0,5972,1996-10-21 00:31:21,U2S75803T,,0.489
U2S75804T,NGC1651,69.40044583333332,-70.59181111111111,42,1995-10-20 11:40:17,1995-10-20 11:48:37,500.0,WFPC2 ,PC1-FIX,F814W,8012.0,5972,1996-10-21 00:36:12,U2S75804T,,0.489
U26M0R01T,NGC1651,69.36428333333333,-70.59080555555555,21,1994-02-01 16:42:17,1994-02-01 16:46:07,230.0,WFPC2 ,PC1,F450W,4556.0,5475,1995-06-04 18:08:54,U26M0R01T,,0.44
U26M0R02T,NGC1651,69.36428333333333,-70.59080555555555,21,1994-02-01 16:50:17,1994-02-01 16:52:17,120.0,WFPC2 ,PC1,F555W,5439.0,5475,1995-06-04 18:20:54,U26M0R02T,,0.44
U2S75801T,NGC1651,69.40044583333332,-70.59181111111111,42,1995-10-20 11:06:17,1995-10-20 11:14:37,500.0,WFPC2 ,PC1-FIX,F555W,5439.0,5972,1996-10-21 00:21:42,U2S75801T,,0.483
U2S75802T,NGC1651,69.40044583333332,-70.59181111111111,42,1995-10-20 11:17:17,1995-10-20 11:25:37,500.0,WFPC2 ,PC1-FIX,F555W,5439.0,5972,1996-10-21 00:26:37,U2S75802T,,0.483
U2S75803T,NGC1651,69.40044583333332,-70.59181111111111,42,1995-10-20 11:29:17,1995-10-20 11:37:37,500.0,WFPC2 ,PC1-FIX,F814W,8012.0,5972,1996-10-21 00:31:21,U2S75803T,,0.483
U2S75804T,NGC1651,69.40044583333332,-70.59181111111111,42,1995-10-20 11:40:17,1995-10-20 11:48:37,500.0,WFPC2 ,PC1-FIX,F814W,8012.0,5972,1996-10-21 00:36:12,U2S75804T,,0.483
U2S75801T,NGC1651,69.40044583333332,-70.59181111111111,42,1995-10-20 11:06:17,1995-10-20 11:14:37,500.0,WFPC2 ,PC1-FIX,F555W,5439.0,5972,1996-10-21 00:21:42,U2S75801T,,0.45299999999999996
U2S75802T,NGC1651,69.40044583333332,-70.59181111111111,42,1995-10-20 11:17:17,1995-10-20 11:25:37,500.0,WFPC2 ,PC1-FIX,F555W,5439.0,5972,1996-10-21 00:26:37,U2S75802T,,0.45299999999999996
U2S75803T,NGC1651,69.40044583333332,-70.59181111111111,42,1995-10-20 11:29:17,1995-10-20 11:37:37,500.0,WFPC2 ,PC1-FIX,F814W,8012.0,5972,1996-10-21 00:31:21,U2S75803T,,0.45299999999999996
U2S75804T,NGC1651,69.40044583333332,-70.59181111111111,42,1995-10-20 11:40:17,1995-10-20 11:48:37,500.0,WFPC2 ,PC1-FIX,F814W,8012.0,5972,1996-10-21 00:36:12,U2S75804T,,0.45299999999999996
U26M0R01T,NGC1651,69.36428333333333,-70.59080555555555,21,1994-02-01 16:42:17,1994-02-01 16:46:07,230.0,WFPC2 ,PC1,F450W,4556.0,5475,1995-06-04 18:08:54,U26M0R01T,,0.483
U26M0R02T,NGC1651,69.36428333333333,-70.59080555555555,21,1994-02-01 16:50:17,1994-02-01 16:52:17,120.0,WFPC2 ,PC1,F555W,5439.0,5475,1995-06-04 18:20:54,U26M0R02T,,0.483
U2S75801T,NGC1651,69.40044583333332,-70.59181111111111,42,1995-10-20 11:06:17,1995-10-20 11:14:37,500.0,WFPC2 ,PC1-FIX,F555W,5439.0,5972,1996-10-21 00:21:42,U2S75801T,,0.27399999999999997
U2S75802T,NGC1651,69.40044583333332,-70.59181111111111,42,1995-10-20 11:17:17,1995-10-20 11:25:37,500.0,WFPC2 ,PC1-FIX,F555W,5439.0,5972,1996-10-21 00:26:37,U2S75802T,,0.27399999999999997
U2S75803T,NGC1651,69.40044583333332,-70.59181111111111,42,1995-10-20 11:29:17,1995-10-20 11:37:37,500.0,WFPC2 ,PC1-FIX,F814W,8012.0,5972,1996-10-21 00:31:21,U2S75803T,,0.27399999999999997
U2S75804T,NGC1651,69.40044583333332,-70.59181111111111,42,1995-10-20 11:40:17,1995-10-20 11:48:37,500.0,WFPC2 ,PC1-FIX,F814W,8012.0,5972,1996-10-21 00:36:12,U2S75804T,,0.27399999999999997
U26M0R01T,NGC1651,69.36428333333333,-70.59080555555555,21,1994-02-01 16:42:17,1994-02-01 16:46:07,230.0,WFPC2 ,PC1,F450W,4556.0,5475,1995-06-04 18:08:54,U26M0R01T,,0.755
U26M0R02T,NGC1651,69.36428333333333,-70.59080555555555,21,1994-02-01 16:50:17,1994-02-01 16:52:17,120.0,WFPC2 ,PC1,F555W,5439.0,5475,1995-06-04 18:20:54,U26M0R02T,,0.755
U2Y80101T,NGC1711,72.67508333333332,-69.99052222222222,4,1995-10-20 19:55:17,1995-10-20 19:55:17,0.5,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-20 22:47:36,U2Y80101T,,2.537e-09
U2Y80102T,NGC1711,72.67508333333332,-69.99052222222222,4,1995-10-20 20:03:17,1995-10-20 20:03:17,0.5,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-20 22:52:19,U2Y80102T,,2.537e-09
U2Y80103T,NGC1711,72.67508333333332,-69.99052222222222,4,1995-10-20 20:11:17,1995-10-20 20:11:17,0.5,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-20 22:56:45,U2Y80103T,,2.537e-09
U2Y80104T,NGC1711,72.67508333333332,-69.99052222222222,4,1995-10-20 20:20:17,1995-10-20 20:20:17,0.5,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1996-10-20 23:00:56,U2Y80104T,,2.537e-09
U2Y80105T,NGC1711,72.67508333333332,-69.99052222222222,4,1995-10-20 20:28:17,1995-10-20 20:28:17,0.5,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1996-10-21 12:29:04,U2Y80105T,,2.537e-09
U2Y80106T,NGC1711,72.67508333333332,-69.99052222222222,4,1995-10-20 20:36:17,1995-10-20 20:36:17,0.5,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1996-10-21 12:33:32,U2Y80106T,,2.537e-09
U2Y80107T,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:07:17,1995-10-20 21:07:17,0.5,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1996-10-21 12:37:59,U2Y80107T,,0.012
U2Y80108T,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:15:17,1995-10-20 21:15:17,0.5,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1996-10-21 12:42:33,U2Y80108T,,0.012
U2Y80109T,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:24:17,1995-10-20 21:24:16,11.5,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-21 12:47:12,U2Y80109T,,0.012
U2Y8010AT,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:32:17,1995-10-20 21:32:17,0.5,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-21 12:51:47,U2Y8010AT,,0.012
U2Y8010BT,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:40:16,1995-10-20 21:40:26,10.0,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-21 12:56:20,U2Y8010BT,,0.012
U2Y8010CT,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:42:16,1995-10-20 21:42:26,10.0,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-21 13:00:54,U2Y8010CT,,0.012
U2Y8010DT,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:45:16,1995-10-20 21:45:26,10.0,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1996-10-21 01:12:14,U2Y8010DT,,0.012
U2Y80507R,NGC1711,72.67584999999998,-69.99034166666667,4,1997-10-18 23:08:13,1997-10-18 23:13:13,300.0,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1998-10-20 16:23:41,U2Y80507R,,0.019
U2Y80508R,NGC1711,72.67584999999998,-69.99034166666667,4,1997-10-18 23:16:13,1997-10-18 23:21:13,300.0,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1998-10-20 16:18:30,U2Y80508R,,0.019
U2Y80509R,NGC1711,72.67584999999998,-69.99034166666667,4,1997-10-18 23:25:13,1997-10-18 23:30:13,300.0,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1998-10-20 16:20:46,U2Y80509R,,0.019
U2Y8050AR,NGC1711,72.67584999999998,-69.99034166666667,4,1997-10-18 23:33:13,1997-10-18 23:38:13,300.0,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1998-10-20 16:31:54,U2Y8050AR,,0.019
U2Y8050BR,NGC1711,72.67584999999998,-69.99034166666667,4,1997-10-18 23:41:13,1997-10-18 23:41:23,10.0,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1998-10-20 16:34:17,U2Y8050BR,,0.019
U2Y8050CR,NGC1711,72.67584999999998,-69.99034166666667,4,1997-10-18 23:43:13,1997-10-18 23:43:23,10.0,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1998-10-20 16:22:41,U2Y8050CR,,0.019
U2Y8050DR,NGC1711,72.67584999999998,-69.99034166666667,4,1997-10-18 23:46:13,1997-10-18 23:46:23,10.0,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1998-10-20 16:31:23,U2Y8050DR,,0.019
U2Y80107T,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:07:17,1995-10-20 21:07:17,0.5,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1996-10-21 12:37:59,U2Y80107T,,2.435e-09
U2Y80108T,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:15:17,1995-10-20 21:15:17,0.5,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1996-10-21 12:42:33,U2Y80108T,,2.435e-09
U2Y80109T,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:24:17,1995-10-20 21:24:16,11.5,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-21 12:47:12,U2Y80109T,,2.435e-09
U2Y8010AT,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:32:17,1995-10-20 21:32:17,0.5,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-21 12:51:47,U2Y8010AT,,2.435e-09
U2Y8010BT,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:40:16,1995-10-20 21:40:26,10.0,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-21 12:56:20,U2Y8010BT,,2.435e-09
U2Y8010CT,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:42:16,1995-10-20 21:42:26,10.0,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-21 13:00:54,U2Y8010CT,,2.435e-09
U2Y8010DT,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:45:16,1995-10-20 21:45:26,10.0,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1996-10-21 01:12:14,U2Y8010DT,,2.435e-09
U2Y80101T,NGC1711,72.67508333333332,-69.99052222222222,4,1995-10-20 19:55:17,1995-10-20 19:55:17,0.5,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-20 22:47:36,U2Y80101T,,0.012
U2Y80102T,NGC1711,72.67508333333332,-69.99052222222222,4,1995-10-20 20:03:17,1995-10-20 20:03:17,0.5,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-20 22:52:19,U2Y80102T,,0.012
U2Y80103T,NGC1711,72.67508333333332,-69.99052222222222,4,1995-10-20 20:11:17,1995-10-20 20:11:17,0.5,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-20 22:56:45,U2Y80103T,,0.012
U2Y80104T,NGC1711,72.67508333333332,-69.99052222222222,4,1995-10-20 20:20:17,1995-10-20 20:20:17,0.5,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1996-10-20 23:00:56,U2Y80104T,,0.012
U2Y80105T,NGC1711,72.67508333333332,-69.99052222222222,4,1995-10-20 20:28:17,1995-10-20 20:28:17,0.5,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1996-10-21 12:29:04,U2Y80105T,,0.012
U2Y80106T,NGC1711,72.67508333333332,-69.99052222222222,4,1995-10-20 20:36:17,1995-10-20 20:36:17,0.5,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1996-10-21 12:33:32,U2Y80106T,,0.012
U2Y80507R,NGC1711,72.67584999999998,-69.99034166666667,4,1997-10-18 23:08:13,1997-10-18 23:13:13,300.0,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1998-10-20 16:23:41,U2Y80507R,,0.02
U2Y80508R,NGC1711,72.67584999999998,-69.99034166666667,4,1997-10-18 23:16:13,1997-10-18 23:21:13,300.0,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1998-10-20 16:18:30,U2Y80508R,,0.02
U2Y80509R,NGC1711,72.67584999999998,-69.99034166666667,4,1997-10-18 23:25:13,1997-10-18 23:30:13,300.0,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1998-10-20 16:20:46,U2Y80509R,,0.02
U2Y8050AR,NGC1711,72.67584999999998,-69.99034166666667,4,1997-10-18 23:33:13,1997-10-18 23:38:13,300.0,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1998-10-20 16:31:54,U2Y8050AR,,0.02
U2Y8050BR,NGC1711,72.67584999999998,-69.99034166666667,4,1997-10-18 23:41:13,1997-10-18 23:41:23,10.0,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1998-10-20 16:34:17,U2Y8050BR,,0.02
U2Y8050CR,NGC1711,72.67584999999998,-69.99034166666667,4,1997-10-18 23:43:13,1997-10-18 23:43:23,10.0,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1998-10-20 16:22:41,U2Y8050CR,,0.02
U2Y8050DR,NGC1711,72.67584999999998,-69.99034166666667,4,1997-10-18 23:46:13,1997-10-18 23:46:23,10.0,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1998-10-20 16:31:23,U2Y8050DR,,0.02
U2Y80107T,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:07:17,1995-10-20 21:07:17,0.5,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1996-10-21 12:37:59,U2Y80107T,,0.451
U2Y80108T,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:15:17,1995-10-20 21:15:17,0.5,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1996-10-21 12:42:33,U2Y80108T,,0.451
U2Y80109T,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:24:17,1995-10-20 21:24:16,11.5,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-21 12:47:12,U2Y80109T,,0.451
U2Y8010AT,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:32:17,1995-10-20 21:32:17,0.5,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-21 12:51:47,U2Y8010AT,,0.451
U2Y8010BT,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:40:16,1995-10-20 21:40:26,10.0,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-21 12:56:20,U2Y8010BT,,0.451
U2Y8010CT,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:42:16,1995-10-20 21:42:26,10.0,WFPC2 ,PC1-FIX,F555W,5439.0,5904,1996-10-21 13:00:54,U2Y8010CT,,0.451
U2Y8010DT,NGC1711,72.67550416666666,-69.99065833333333,4,1995-10-20 21:45:16,1995-10-20 21:45:26,10.0,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1996-10-21 01:12:14,U2Y8010DT,,0.451
U2Y80507R,NGC1711,72.67584999999998,-69.99034166666667,4,1997-10-18 23:08:13,1997-10-18 23:13:13,300.0,WFPC2 ,PC1-FIX,F814W,8012.0,5904,1998-10-20 16:23:41,U2Y80507R,,0.461
