dataproduct_type,obs_collection,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,proposal_id,proposal_pi,calib_level,t_min,t_max,t_exptime,em_min,em_max,obs_title,t_obs_release,s_region,jpegURL,obsid,objID,distance,group,litidx
image,HST,WFPC2/PC,HLA,F555W,OPTICAL,NGC1835,,hst_11218_0m_wfpc2_f555w_pc,76.2380355577327,-69.407440564068,11218,Bond,3,54340.11269,54340.12137000001,60.0,472.260009765625,595.0999755859381,,54706.27684,POLYGON J2000 76.22449600 -69.40852100 76.22482997 -69.40859452 76.24887100 -69.41388400 76.24908213 -69.41376537 76.24941700 -69.41383900 76.26467000 -69.40526400 76.24030300 -69.39990000 76.24009207 -69.40001858 76.23975800 -69.39994500 76.22449600 -69.40852100,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_11218_0m_wfpc2_f555w_pc&size=ALL&format=jpeg&output_size=256,2004542493,2014922586,5948.30766912357,38.0,58.0
image,HST,WFPC2/WFC,HLA,F336W,OPTICAL,NGC1850-F1,,hst_09870_02_wfpc2_f336w_wf,77.1695857985166,-68.7119069720041,9870,Romaniello,3,53092.45087,53092.48281,2300.0,314.220001220703,351.640014648438,,53457.66307,POLYGON J2000 77.18790822 -68.71404206 77.20977000 -68.71033200 77.20025163 -68.70294238 77.22837600 -68.69824000 77.20291000 -68.67814500 77.14752700 -68.68740100 77.14762661 -68.68747970 77.09756100 -68.69606200 77.12051936 -68.71372344 77.12003800 -68.71380700 77.14633000 -68.73375100 77.14655212 -68.73371244 77.19547175 -68.72521058 77.19768659 -68.72482517 77.20129600 -68.72419700 77.18790822 -68.71404206,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09870_02_wfpc2_f336w_wf&size=ALL&format=jpeg&output_size=256,2004495332,2014875425,5998.51594968561,39.0,96.0
image,HST,WFPC2/PC,HLA,F555W,OPTICAL,SLEW-12,,hst_08800_b2_wfpc2_f555w_pc,77.1590585358405,-68.7289614137471,8800,Casertano,3,51742.1585,51742.15942,80.0,472.260009765625,595.0999755859381,,51742.50179,POLYGON J2000 77.14721300 -68.73467900 77.17480700 -68.73325900 77.17089800 -68.72324300 77.14331000 -68.72466100 77.14721300 -68.73467900,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08800_b2_wfpc2_f555w_pc&size=ALL&format=jpeg&output_size=256,2004459079,2014839172,6004.24783128921,39.0,96.0
image,HST,WFPC2/WFC,HLA,F439W,OPTICAL,NGC1850-FIELD-1,,hst_06101_02_wfpc2_f439w_wf,77.16336921173591,-68.7105508854759,6101,Gilmozzi,3,50173.6988,50173.80052,1030.0,405.600006103516,452.920013427734,,50538.98421,POLYGON J2000 77.20373100 -68.70979800 77.19537046 -68.70222553 77.22417600 -68.69810400 77.20186000 -68.67752200 77.14513600 -68.68563400 77.14522251 -68.68571389 77.09391300 -68.69326200 77.11410080 -68.71136350 77.11360800 -68.71143700 77.13677300 -68.73188600 77.13699456 -68.73185295 77.18715198 -68.72436159 77.18942499 -68.72402163 77.19312600 -68.72346800 77.18133098 -68.71305597 77.20373100 -68.70979800,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06101_02_wfpc2_f439w_wf&size=ALL&format=jpeg&output_size=256,2004397638,2014777731,6008.38269000901,39.0,96.0
image,HST,WFPC2/PC,HLA,F439W,OPTICAL,NGC1850-FIELD-1,,hst_06101_02_wfpc2_f439w_pc,77.18562021926998,-68.706986468226,6101,Gilmozzi,3,50173.6988,50173.80052,1030.0,405.600006103516,452.920013427734,,50538.98421,POLYGON J2000 77.16751400 -68.70417300 77.17787000 -68.71355900 77.20373100 -68.70979800 77.19336800 -68.70041100 77.16751400 -68.70417300,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06101_02_wfpc2_f439w_pc&size=ALL&format=jpeg&output_size=256,2004397637,2014777730,6029.520317395822,39.0,96.0
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,LMC-DISK2,,hst_08576_06_wfpc2_f814w_wf,75.3407871420003,-68.7032026939019,8576,Smecker-Hane,3,51917.57098,51917.6402,2100.0,713.510009765625,867.4500122070309,,52282.75319,POLYGON J2000 75.28164396 -68.70271524 75.29137600 -68.72238700 75.29156262 -68.72237485 75.29158200 -68.72241400 75.29162063 -68.72249202 75.34435163 -68.71905077 75.34438900 -68.71912400 75.34457407 -68.71911158 75.34463400 -68.71922900 75.40448700 -68.71520000 75.40444086 -68.71510800 75.40440114 -68.71503017 75.39452601 -68.69566285 75.39408124 -68.69478975 75.39335400 -68.69336200 75.39316814 -68.69337453 75.39314800 -68.69333500 75.36285922 -68.69537465 75.35870500 -68.68678200 75.35851784 -68.68679398 75.35849900 -68.68675500 75.33655901 -68.68815883 75.33140500 -68.67711200 75.33121701 -68.67712362 75.33119900 -68.67708500 75.27116100 -68.68078400 75.28135500 -68.70261300 75.28154448 -68.70260137 75.28159900 -68.70271800 75.28164396 -68.70271524,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08576_06_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004450542,2014830635,7941.33281937109,43.0,37.0
image,HST,WFPC2/WFC,HLA,F555W,OPTICAL,LMC-DISK2,,hst_08576_06_wfpc2_f555w_wf,75.34528030826921,-68.6994358420333,8576,Smecker-Hane,3,51917.50779,51917.56635,2000.0,472.260009765625,595.0999755859381,,52282.75127,POLYGON J2000 75.39302071 -68.69346495 75.39298100 -68.69338700 75.36269261 -68.69542659 75.35857700 -68.68691200 75.35838983 -68.68692398 75.35836973 -68.68688508 75.35833200 -68.68680700 75.33639342 -68.68820994 75.33127600 -68.67724100 75.33108898 -68.67725256 75.33106844 -68.67721416 75.33103200 -68.67713600 75.27099556 -68.68083590 75.27103200 -68.68091400 75.28122600 -68.70274200 75.28141398 -68.70273046 75.28143200 -68.70276900 75.28147642 -68.70276627 75.29124700 -68.72251600 75.29143362 -68.72250386 75.29145300 -68.72254300 75.34418427 -68.71910266 75.34426100 -68.71925300 75.34444685 -68.71924053 75.34446700 -68.71928000 75.40432000 -68.71525100 75.40427403 -68.71516093 75.39439847 -68.69579364 75.39437882 -68.69575507 75.39395325 -68.69491969 75.39322600 -68.69349200 75.39304014 -68.69350453 75.39302071 -68.69346495,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08576_06_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004450540,2014830633,7941.42678999177,43.0,37.0
image,HST,WFPC2/WFC,HLA,F555W,OPTICAL,2002-LMC-026,,hst_10903_04_wfpc2_f555w_wf,74.9211739398602,-68.9496950197147,10903,Rest,3,54228.20157000001,54228.215,1000.0,472.260009765625,595.0999755859381,,54228.50988,POLYGON J2000 74.88049136 -68.93934045 74.87996800 -68.93928800 74.86346700 -68.96059000 74.86364208 -68.96060755 74.91645443 -68.96589068 74.91889103 -68.96613398 74.92280800 -68.96652500 74.93121931 -68.95567948 74.95464800 -68.95810700 74.96093286 -68.95026756 74.99095400 -68.95344400 75.00836100 -68.93222600 74.94924700 -68.92596700 74.94917915 -68.92604977 74.89534800 -68.92055300 74.88049136 -68.93934045,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_10903_04_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004529679,2014909772,8026.44654583299,44.0,31.0
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,2002-LMC-026,,hst_10903_04_wfpc2_f814w_wf,74.9211739398602,-68.9496950197147,10903,Rest,3,54228.21894,54228.23236,1000.0,713.510009765625,867.4500122070309,,54228.51166,POLYGON J2000 74.91645443 -68.96589068 74.91889103 -68.96613398 74.92280800 -68.96652500 74.93121931 -68.95567948 74.95464800 -68.95810700 74.96093286 -68.95026756 74.99095400 -68.95344400 75.00836100 -68.93222600 74.94924700 -68.92596700 74.94917915 -68.92604977 74.89534800 -68.92055300 74.88049136 -68.93934045 74.87996800 -68.93928800 74.86346700 -68.96059000 74.86364208 -68.96060755 74.91645443 -68.96589068,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_10903_04_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004529681,2014909774,8026.44654583299,44.0,31.0
image,HST,WFPC2/PC,HLA,F555W,OPTICAL,2002-LMC-026,,hst_10903_04_wfpc2_f555w_pc,74.9450132653542,-68.9518472713752,10903,Rest,3,54228.20157000001,54228.215,1000.0,472.260009765625,595.0999755859381,,54228.50988,POLYGON J2000 74.95464800 -68.95810700 74.96243900 -68.94838800 74.93538400 -68.94558700 74.92758900 -68.95530300 74.95464800 -68.95810700,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_10903_04_wfpc2_f555w_pc&size=ALL&format=jpeg&output_size=256,2004529678,2014909771,8062.656155784691,44.0,31.0
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,2002-LMC-026,,hst_10903_04_wfpc2_f814w_pc,74.9450132653542,-68.9518472713752,10903,Rest,3,54228.21894,54228.23236,1000.0,713.510009765625,867.4500122070309,,54228.51166,POLYGON J2000 74.92758900 -68.95530300 74.95464800 -68.95810700 74.96243900 -68.94838800 74.93538400 -68.94558700 74.92758900 -68.95530300,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_10903_04_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004529680,2014909773,8062.656155784691,44.0,31.0
image,HST,WFPC2/WFC,HLA,F555W,OPTICAL,NGC2011,,hst_08134_08_wfpc2_f555w_wf,83.09616593520741,-67.5207639190131,8134,Nota,3,51409.96196,51410.14517,1410.0,472.260009765625,595.0999755859381,,51776.52198,POLYGON J2000 83.04454726 -67.51341886 83.07248768 -67.51674190 83.06548900 -67.52508200 83.08581623 -67.52757303 83.07666500 -67.53825800 83.07683607 -67.53827945 83.13164300 -67.54513900 83.13169986 -67.54507262 83.13187100 -67.54509400 83.14848799 -67.52567893 83.14988000 -67.52405100 83.14966912 -67.52402464 83.16553200 -67.50485600 83.11683993 -67.49896414 83.11699100 -67.49877800 83.06176800 -67.49222000 83.06171462 -67.49228577 83.06154000 -67.49226500 83.04437200 -67.51339800 83.04454726 -67.51341886,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08134_08_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004443692,2014823785,8480.22697695174,45.0,172.0
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,NGC2011,,hst_08134_08_wfpc2_f814w_wf,83.09616593520741,-67.5207639190131,8134,Nota,3,51410.02723,51410.10767,1410.0,713.510009765625,867.4500122070309,,51776.5264,POLYGON J2000 83.08581623 -67.52757303 83.07666500 -67.53825800 83.07683607 -67.53827945 83.13164300 -67.54513900 83.13169986 -67.54507262 83.13187100 -67.54509400 83.14848799 -67.52567893 83.14988000 -67.52405100 83.14966912 -67.52402464 83.16553200 -67.50485600 83.11683993 -67.49896414 83.11699100 -67.49877800 83.06176800 -67.49222000 83.06171462 -67.49228577 83.06154000 -67.49226500 83.04437200 -67.51339800 83.04454726 -67.51341886 83.07248768 -67.51674190 83.06548900 -67.52508200 83.08581623 -67.52757303,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08134_08_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004443694,2014823787,8480.22697695174,45.0,172.0
image,HST,WFPC2/PC,HLA,F555W,OPTICAL,NGC2011,,hst_08134_08_wfpc2_f555w_pc,83.0767212713841,-67.52288122565821,8134,Nota,3,51409.96196,51410.14517,1410.0,472.260009765625,595.0999755859381,,51776.52198,POLYGON J2000 83.07380100 -67.51540300 83.07374550 -67.51546917 83.07357300 -67.51544800 83.06548900 -67.52508200 83.06566147 -67.52510315 83.09067500 -67.52816800 83.09073056 -67.52810177 83.09090400 -67.52812300 83.09898100 -67.51849100 83.07380100 -67.51540300,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08134_08_wfpc2_f555w_pc&size=ALL&format=jpeg&output_size=256,2004443691,2014823784,8520.27508510276,45.0,172.0
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,NGC2011,,hst_08134_08_wfpc2_f814w_pc,83.0767212713841,-67.52288122565821,8134,Nota,3,51410.02723,51410.10767,1410.0,713.510009765625,867.4500122070309,,51776.5264,POLYGON J2000 83.09067500 -67.52816800 83.09073056 -67.52810177 83.09090400 -67.52812300 83.09898100 -67.51849100 83.07380100 -67.51540300 83.07374550 -67.51546917 83.07357300 -67.51544800 83.06548900 -67.52508200 83.06566147 -67.52510315 83.09067500 -67.52816800,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08134_08_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004443693,2014823786,8520.27508510276,45.0,172.0
image,HST,WFPC2/WFC,HLA,F555W,OPTICAL,NGC2004,,hst_05904_02_wfpc2_f555w_wf,82.7302299255736,-67.3035743967995,5904,Fischer,3,50008.09742,50008.20853,3020.0,472.260009765625,595.0999755859381,,50374.83968000001,POLYGON J2000 82.70186226 -67.31167907 82.71531300 -67.33287600 82.71566574 -67.33284276 82.71575100 -67.33297700 82.76681200 -67.32815531 82.76716049 -67.32812234 82.77149700 -67.32771200 82.77144528 -67.32763054 82.82194300 -67.32265900 82.80942509 -67.30373529 82.80991400 -67.30368600 82.80982264 -67.30355105 82.79544200 -67.28229000 82.79509521 -67.28232497 82.79500400 -67.28219000 82.74027641 -67.28769673 82.74022554 -67.28762119 82.72591600 -67.26635500 82.72557023 -67.26638972 82.72547900 -67.26625400 82.66999300 -67.27181600 82.67731693 -67.28271420 82.65530100 -67.28483700 82.66043187 -67.29275632 82.63213200 -67.29541400 82.64569400 -67.31690600 82.64604633 -67.31687294 82.64613100 -67.31700700 82.69717240 -67.31220824 82.69751993 -67.31217551 82.70185600 -67.31176700 82.70180407 -67.31168476 82.70186226 -67.31167907,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05904_02_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004392466,2014772559,9046.23793581932,46.0,163.0
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,NGC2004,,hst_05904_02_wfpc2_f814w_wf,82.7302299255736,-67.3035743967994,5904,Fischer,3,50008.11478,50008.22034,3010.0,713.510009765625,867.4500122070309,,50374.96792,POLYGON J2000 82.71531300 -67.33287600 82.71566574 -67.33284276 82.71575100 -67.33297700 82.76681200 -67.32815531 82.76716049 -67.32812234 82.77149700 -67.32771200 82.77144528 -67.32763054 82.82194300 -67.32265900 82.80942509 -67.30373529 82.80991400 -67.30368600 82.80982264 -67.30355105 82.79544200 -67.28229000 82.79509521 -67.28232497 82.79500400 -67.28219000 82.74027641 -67.28769673 82.74022554 -67.28762119 82.72591600 -67.26635500 82.72557023 -67.26638972 82.72547900 -67.26625400 82.66999300 -67.27181600 82.67731693 -67.28271420 82.65530100 -67.28483700 82.66043187 -67.29275632 82.63213200 -67.29541400 82.64569400 -67.31690600 82.64604633 -67.31687294 82.64613100 -67.31700700 82.69717240 -67.31220824 82.69751993 -67.31217551 82.70185600 -67.31176700 82.70180407 -67.31168476 82.70186226 -67.31167907 82.71531300 -67.33287600,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05904_02_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004392468,2014772561,9046.23793581932,46.0,163.0
image,HST,WFPC2/PC,HLA,F555W,OPTICAL,NGC2004,,hst_05904_02_wfpc2_f555w_pc,82.7009329985414,-67.2953194053992,5904,Fischer,3,50008.09742,50008.20853,3020.0,472.260009765625,595.0999755859381,,50374.83968000001,POLYGON J2000 82.73157368 -67.31057705 82.73166100 -67.31071100 82.75709300 -67.30824800 82.75070800 -67.29844000 82.75035813 -67.29847391 82.75027100 -67.29834000 82.72518283 -67.30076916 82.72483300 -67.30080300 82.73122300 -67.31061100 82.73157368 -67.31057705 POLYGON J2000 82.68072800 -67.28238500 82.65565137 -67.28480324 82.65530100 -67.28483700 82.66165800 -67.29464800 82.66200862 -67.29461420 82.66209600 -67.29474900 82.68751700 -67.29229600 82.68116600 -67.28248600 82.68081527 -67.28251984 82.68072800 -67.28238500,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05904_02_wfpc2_f555w_pc&size=ALL&format=jpeg&output_size=256,2004392465,2014772558,9129.372102453499,46.0,163.0
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,NGC2004,,hst_05904_02_wfpc2_f814w_pc,82.7009329985413,-67.2953194053992,5904,Fischer,3,50008.11478,50008.22034,3010.0,713.510009765625,867.4500122070309,,50374.96792,POLYGON J2000 82.75709300 -67.30824800 82.75070800 -67.29844000 82.75035813 -67.29847391 82.75027100 -67.29834000 82.72518283 -67.30076916 82.72483300 -67.30080300 82.73122300 -67.31061100 82.73157368 -67.31057705 82.73166100 -67.31071100 82.75709300 -67.30824800 POLYGON J2000 82.66165800 -67.29464800 82.66200862 -67.29461420 82.66209600 -67.29474900 82.68751700 -67.29229600 82.68116600 -67.28248600 82.68081527 -67.28251984 82.68072800 -67.28238500 82.65565137 -67.28480324 82.65530100 -67.28483700 82.66165800 -67.29464800,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05904_02_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004392467,2014772560,9129.372102453499,46.0,163.0
image,HST,WFPC2/WFC,HLA,F555W,OPTICAL,NGC2004,,hst_06425_03_wfpc2_f555w_wf,82.65290628504721,-67.2811343038739,6425,Bessell,3,50617.7328,50617.73426000001,7.0,472.260009765625,595.0999755859381,,50982.95757,POLYGON J2000 82.67006700 -67.29422900 82.68480614 -67.28838499 82.70553500 -67.29627900 82.74575100 -67.28052900 82.70493800 -67.26498200 82.70478081 -67.26504361 82.66736700 -67.25106600 82.63221527 -67.26510513 82.63185000 -67.26497000 82.59227400 -67.28094700 82.59237934 -67.28098597 82.62922082 -67.29460436 82.63093006 -67.29523559 82.63366900 -67.29624700 82.65382936 -67.28811472 82.67006700 -67.29422900,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06425_03_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004408030,2014788123,9146.67226756396,46.0,163.0
image,HST,WFPC2/PC,HLA,F555W,OPTICAL,NGC2004,,hst_06425_03_wfpc2_f555w_pc,82.66982442768379,-67.2870770001828,6425,Bessell,3,50617.7328,50617.73426000001,7.0,472.260009765625,595.0999755859381,,50982.95757,POLYGON J2000 82.65131100 -67.28716600 82.67006700 -67.29422900 82.68833800 -67.28698400 82.66958200 -67.27992500 82.65131100 -67.28716600,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06425_03_wfpc2_f555w_pc&size=ALL&format=jpeg&output_size=256,2004408029,2014788122,9165.82446044061,46.0,163.0
image,HST,WFPC2/PC,HLA,F555W,OPTICAL,NGC2004,,hst_05475_1d_wfpc2_f555w_pc,82.6703438230945,-67.2867251645915,5475,Shara,3,49463.43631000001,49463.43654,20.0,472.260009765625,595.0999755859381,,49951.58094,POLYGON J2000 82.65897200 -67.29236800 82.68496900 -67.29111500 82.68171500 -67.28108000 82.65572400 -67.28233400 82.65897200 -67.29236800,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05475_1d_wfpc2_f555w_pc&size=ALL&format=jpeg&output_size=256,2004386587,2014766680,9168.6169307141,46.0,163.0
image,HST,WFPC2/WFC,HLA,F555W,OPTICAL,NGC1754,,hst_05916_01_wfpc2_f555w_wf,73.5960890087005,-70.4522337981965,5916,Suntzeff,3,50011.01685,50011.04071,1540.0,472.260009765625,595.0999755859381,,50377.5733,POLYGON J2000 73.59859672 -70.46771463 73.65860700 -70.46677600 73.65588721 -70.44726721 73.65646800 -70.44725700 73.65303100 -70.42517500 73.58699500 -70.42632400 73.58873809 -70.43756822 73.56258300 -70.43794200 73.56363316 -70.44609867 73.53005900 -70.44650900 73.53249400 -70.46861400 73.59344411 -70.46786350 73.59860600 -70.46779900 73.59859672 -70.46771463,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05916_01_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004392904,2014772997,9191.42842978894,47.0,20.0
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,NGC1754,,hst_05916_01_wfpc2_f814w_wf,73.59608900870059,-70.45223379819659,5916,Suntzeff,3,50011.04324,50011.07242,1860.0,713.510009765625,867.4500122070309,,50377.59505,POLYGON J2000 73.65303100 -70.42517500 73.58699500 -70.42632400 73.58873809 -70.43756822 73.56258300 -70.43794200 73.56363316 -70.44609867 73.53005900 -70.44650900 73.53249400 -70.46861400 73.59344411 -70.46786350 73.59860600 -70.46779900 73.59859672 -70.46771463 73.65860700 -70.46677600 73.65588721 -70.44726721 73.65646800 -70.44725700 73.65303100 -70.42517500,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05916_01_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004392906,2014772999,9191.42842978894,47.0,20.0
image,HST,WFPC2/WFC,HLA,F555W,OPTICAL,NGC1711,,hst_05904_05_wfpc2_f555w_wf,72.6931661651819,-69.9978418816714,5904,Fischer,3,50739.91473,50740.04043,3020.0,472.260009765625,595.0999755859381,,51106.76093,POLYGON J2000 72.67276256 -70.01052461 72.67763812 -70.01044089 72.68087700 -70.03223000 72.68128546 -70.03222298 72.68130600 -70.03236100 72.74094175 -70.03132560 72.74599200 -70.03123700 72.74597945 -70.03115252 72.80468700 -70.02993500 72.80122862 -70.01044092 72.80179700 -70.01042800 72.79753300 -69.98836400 72.79713105 -69.98837313 72.79710400 -69.98823300 72.73305902 -69.98967765 72.73305659 -69.98966369 72.73362400 -69.98965100 72.72943600 -69.96758500 72.72903453 -69.96759398 72.72900800 -69.96745400 72.66487156 -69.96887718 72.66447100 -69.96888600 72.66659638 -69.98012236 72.64143636 -69.98059936 72.64103200 -69.98060700 72.64236308 -69.98875890 72.60995200 -69.98930617 72.60954500 -69.98931300 72.61275300 -70.01140600 72.61316095 -70.01139914 72.61318100 -70.01153700 72.67276256 -70.01052461,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05904_05_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004392484,2014772577,10051.9385206651,50.0,15.0
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,NGC1711,,hst_05904_05_wfpc2_f814w_wf,72.69316616518198,-69.9978418816714,5904,Fischer,3,50739.93209,50740.05223,3000.5,713.510009765625,867.4500122070309,,51106.75826,POLYGON J2000 72.61318100 -70.01153700 72.67276256 -70.01052461 72.67763812 -70.01044089 72.68087700 -70.03223000 72.68128546 -70.03222298 72.68130600 -70.03236100 72.74094175 -70.03132560 72.74599200 -70.03123700 72.74597945 -70.03115252 72.80468700 -70.02993500 72.80122862 -70.01044092 72.80179700 -70.01042800 72.79753300 -69.98836400 72.79713105 -69.98837313 72.79710400 -69.98823300 72.73305902 -69.98967765 72.73305659 -69.98966369 72.73362400 -69.98965100 72.72943600 -69.96758500 72.72903453 -69.96759398 72.72900800 -69.96745400 72.66487156 -69.96887718 72.66447100 -69.96888600 72.66659638 -69.98012236 72.64143636 -69.98059936 72.64103200 -69.98060700 72.64236308 -69.98875890 72.60995200 -69.98930617 72.60954500 -69.98931300 72.61275300 -70.01140600 72.61316095 -70.01139914 72.61318100 -70.01153700,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05904_05_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004392486,2014772579,10051.9385206651,50.0,15.0
image,HST,WFPC2/WFC,HLA,F555W,OPTICAL,NGC1711,,hst_05904_01_wfpc2_f555w_wf,72.7011872497379,-70.00053499242189,5904,Fischer,3,50010.83006,50010.99117,36.0,472.260009765625,595.0999755859381,,50377.54878000001,POLYGON J2000 72.79751400 -69.98962600 72.79711075 -69.98963176 72.79710155 -69.98955550 72.79709400 -69.98949300 72.73330265 -69.99039157 72.73071200 -69.96835900 72.73030828 -69.96836462 72.73029200 -69.96822600 72.66607369 -69.96910755 72.66567100 -69.96911300 72.66698658 -69.98036311 72.64139400 -69.98063300 72.64213814 -69.98879264 72.60969896 -69.98906658 72.60928900 -69.98907000 72.61090600 -70.01118400 72.61131594 -70.01118056 72.61132600 -70.01131800 72.67095908 -70.01080811 72.67601100 -70.01076400 72.67600485 -70.01067966 72.67605659 -70.01067905 72.67772300 -70.03249600 72.67813347 -70.03249241 72.67814400 -70.03263000 72.73783751 -70.03209798 72.74289400 -70.03205200 72.74288755 -70.03196736 72.80166700 -70.03124500 72.79961708 -70.01172811 72.80018600 -70.01172000 72.79751400 -69.98962600,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05904_01_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004392462,2014772555,10055.6120987113,50.0,15.0
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,NGC1711,,hst_05904_01_wfpc2_f814w_wf,72.7011872497378,-70.00053499242189,5904,Fischer,3,50010.84742,50011.00297,15.0,713.510009765625,867.4500122070309,,50377.55537,POLYGON J2000 72.67814400 -70.03263000 72.73783751 -70.03209798 72.74289400 -70.03205200 72.74288755 -70.03196736 72.80166700 -70.03124500 72.79961708 -70.01172811 72.80018600 -70.01172000 72.79751400 -69.98962600 72.79711075 -69.98963176 72.79710155 -69.98955550 72.79709400 -69.98949300 72.73330265 -69.99039157 72.73071200 -69.96835900 72.73030828 -69.96836462 72.73029200 -69.96822600 72.66607369 -69.96910755 72.66567100 -69.96911300 72.66698658 -69.98036311 72.64139400 -69.98063300 72.64213814 -69.98879264 72.60969896 -69.98906658 72.60928900 -69.98907000 72.61090600 -70.01118400 72.61131594 -70.01118056 72.61132600 -70.01131800 72.67095908 -70.01080811 72.67601100 -70.01076400 72.67600485 -70.01067966 72.67605659 -70.01067905 72.67772300 -70.03249600 72.67813347 -70.03249241 72.67814400 -70.03263000,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05904_01_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004392464,2014772557,10055.6120987113,50.0,15.0
image,HST,WFPC2/PC,HLA,F555W,OPTICAL,NGC1711,,hst_05904_05_wfpc2_f555w_pc,72.6908846591777,-69.9958356673708,5904,Fischer,3,50739.91473,50740.04043,3020.0,472.260009765625,595.0999755859381,,51106.76093,POLYGON J2000 72.67262600 -69.99027400 72.67098200 -69.98017800 72.67057658 -69.98018572 72.67055400 -69.98004700 72.64143636 -69.98059936 72.64103200 -69.98060700 72.64268100 -69.99070500 72.64308633 -69.99069732 72.64310900 -69.99083600 72.67262600 -69.99027400 POLYGON J2000 72.73906200 -70.00097900 72.73865608 -70.00098689 72.73863300 -70.00084800 72.70908300 -70.00142000 72.71076700 -70.01151700 72.71117283 -70.01150915 72.71119600 -70.01164800 72.74074000 -70.01107400 72.74071690 -70.01093508 72.73906200 -70.00097900,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05904_05_wfpc2_f555w_pc&size=ALL&format=jpeg&output_size=256,2004392483,2014772576,10128.6878652948,50.0,15.0
