#@string, string, string, string, string, string, string, string, string, ra, dec, string, string, int, float, float, float, float, float, string, float, string, string, string, string, float,float,float,string,float,float,string
dataproduct_type,obs_collection,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,proposal_id,proposal_pi,calib_level,t_min,t_max,t_exptime,em_min,em_max,obs_title,t_obs_release,s_region,jpegURL,obsid,objID,distance,group,litidx,SimbadName,group1,litidx1,Dataset
image,HST,WFPC2/WFC,HLA,F255W,UV,LMC-SN1987A,,hst_06020_04_wfpc2_f255w_wf,83.8630752249133,-69.278909259594,6020,Kirshner,3,50119.60852,50119.63931000001,2500.0,238.00999450683602,277.519989013672,,50486.16205,POLYGON J2000 83.90904624 -69.27799015 83.90932759 -69.27710947 83.90978900 -69.27566500 83.87817346 -69.27440148 83.88118600 -69.26570200 83.85829667 -69.26471318 83.86234600 -69.25356100 83.80034400 -69.25074200 83.79237300 -69.27270200 83.79261259 -69.27271294 83.78592300 -69.29267900 83.84072846 -69.29497901 83.84066700 -69.29517100 83.90275800 -69.29765500 83.90278779 -69.29756193 83.90904624 -69.27799015,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06020_04_wfpc2_f255w_wf&size=ALL&format=jpeg&output_size=256,2004396832,2014776925,4005.462967992101,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F336W,OPTICAL,LMC-SN1987A,,hst_06020_04_wfpc2_f336w_wf,83.8630752249133,-69.278909259594,6020,Kirshner,3,50119.67449,50119.69046000001,1200.0,314.220001220703,351.640014648438,,50486.15809,POLYGON J2000 83.90278779 -69.29756193 83.90904624 -69.27799015 83.90932759 -69.27710947 83.90978900 -69.27566500 83.87817346 -69.27440148 83.88118600 -69.26570200 83.85829667 -69.26471318 83.86234600 -69.25356100 83.80034400 -69.25074200 83.79237300 -69.27270200 83.79261259 -69.27271294 83.78592300 -69.29267900 83.84072846 -69.29497901 83.84066700 -69.29517100 83.90275800 -69.29765500 83.90278779 -69.29756193,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06020_04_wfpc2_f336w_wf&size=ALL&format=jpeg&output_size=256,2004396834,2014776927,4005.462967992101,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F439W,OPTICAL,LMC-SN1987A,,hst_06020_04_wfpc2_f439w_wf,83.8630752249133,-69.278909259594,6020,Kirshner,3,50119.69324,50119.70632,950.0,405.600006103516,452.920013427734,,50486.16383,POLYGON J2000 83.79237300 -69.27270200 83.79261259 -69.27271294 83.78592300 -69.29267900 83.84072846 -69.29497901 83.84066700 -69.29517100 83.90275800 -69.29765500 83.90278779 -69.29756193 83.90904624 -69.27799015 83.90932759 -69.27710947 83.90978900 -69.27566500 83.87817346 -69.27440148 83.88118600 -69.26570200 83.85829667 -69.26471318 83.86234600 -69.25356100 83.80034400 -69.25074200 83.79237300 -69.27270200,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06020_04_wfpc2_f439w_wf&size=ALL&format=jpeg&output_size=256,2004396836,2014776929,4005.462967992101,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F555W,OPTICAL,LMC-SN1987A,,hst_06020_04_wfpc2_f555w_wf,83.8630752249133,-69.278909259594,6020,Kirshner,3,50119.74185,50119.75088,600.0,472.260009765625,595.0999755859381,,50486.16322,POLYGON J2000 83.85829667 -69.26471318 83.86234600 -69.25356100 83.80034400 -69.25074200 83.79237300 -69.27270200 83.79261259 -69.27271294 83.78592300 -69.29267900 83.84072846 -69.29497901 83.84066700 -69.29517100 83.90275800 -69.29765500 83.90278779 -69.29756193 83.90904624 -69.27799015 83.90932759 -69.27710947 83.90978900 -69.27566500 83.87817346 -69.27440148 83.88118600 -69.26570200 83.85829667 -69.26471318,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06020_04_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004396840,2014776933,4005.462967992101,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,LMC-SN1987A,,hst_06020_04_wfpc2_f814w_wf,83.8630752249133,-69.278909259594,6020,Kirshner,3,50119.76546,50119.77449,600.0,713.510009765625,867.4500122070309,,50485.95719,POLYGON J2000 83.79237300 -69.27270200 83.79261259 -69.27271294 83.78592300 -69.29267900 83.84072846 -69.29497901 83.84066700 -69.29517100 83.90275800 -69.29765500 83.90278779 -69.29756193 83.90904624 -69.27799015 83.90932759 -69.27710947 83.90978900 -69.27566500 83.87817346 -69.27440148 83.88118600 -69.26570200 83.85829667 -69.26471318 83.86234600 -69.25356100 83.80034400 -69.25074200 83.79237300 -69.27270200,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06020_04_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004396846,2014776939,4005.462967992101,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F439W,OPTICAL,LMC-SN1987A,,hst_07434_92_wfpc2_f439w_wf,83.8633848855976,-69.2789373665435,7434,Kirshner,3,50850.03973,50850.04737,500.0,405.600006103516,452.920013427734,,51215.63987,POLYGON J2000 83.90969257 -69.27732045 83.91019900 -69.27588100 83.87862522 -69.27449014 83.88191600 -69.26580400 83.85905977 -69.26472317 83.86346500 -69.25358700 83.80155800 -69.25052100 83.79288500 -69.27244800 83.79312428 -69.27245990 83.78579800 -69.29239700 83.84052663 -69.29491616 83.84045900 -69.29510800 83.90246600 -69.29784000 83.90249872 -69.29774717 83.90938209 -69.27820286 83.90969257 -69.27732045,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07434_92_wfpc2_f439w_wf&size=ALL&format=jpeg&output_size=256,2004424944,2014805037,4005.7644701060703,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F255W,UV,SN1987A,,hst_05203_01_wfpc2_f255w_wf,83.8655884506766,-69.2794042015867,5203,Trauger,3,49386.08492,49386.11478,2400.0,238.00999450683602,277.519989013672,,49751.73079,POLYGON J2000 83.88216500 -69.26594700 83.85917885 -69.26528894 83.86194100 -69.25408700 83.79966500 -69.25216500 83.79422800 -69.27422200 83.79446920 -69.27422950 83.79008500 -69.29427500 83.84511122 -69.29578254 83.84507200 -69.29597500 83.90739900 -69.29756200 83.90741811 -69.29746819 83.91141715 -69.27782395 83.91159748 -69.27693730 83.91189200 -69.27548900 83.88015630 -69.27468222 83.88216500 -69.26594700,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05203_01_wfpc2_f255w_wf&size=ALL&format=jpeg&output_size=256,2004379428,2014759521,4007.7174645561895,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F439W,OPTICAL,LMC-SN1987A,,hst_05753_04_wfpc2_f439w_wf,83.8513667254884,-69.27720011418769,5753,Kirshner,3,49781.82381,49781.83469,800.0,405.600006103516,452.920013427734,,50148.79184,POLYGON J2000 83.88492700 -69.25480500 83.83426900 -69.24184900 83.79763100 -69.25979500 83.79782761 -69.25984535 83.76500700 -69.27625500 83.81004392 -69.28753941 83.80973000 -69.28769800 83.86091800 -69.30037500 83.86107276 -69.30029682 83.89298490 -69.28416087 83.89441841 -69.28343533 83.89677000 -69.28224500 83.87070484 -69.27579077 83.88509100 -69.26865700 83.86632405 -69.26391977 83.88492700 -69.25480500,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05753_04_wfpc2_f439w_wf&size=ALL&format=jpeg&output_size=256,2004391324,2014771417,4007.91402257875,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F555W,OPTICAL,LMC-SN1987A,,hst_05753_04_wfpc2_f555w_wf,83.8513667254884,-69.27720011418769,5753,Kirshner,3,49781.837,49781.84603,600.0,472.260009765625,595.0999755859381,,50148.79843,POLYGON J2000 83.86091800 -69.30037500 83.86107276 -69.30029682 83.89298490 -69.28416087 83.89441841 -69.28343533 83.89677000 -69.28224500 83.87070484 -69.27579077 83.88509100 -69.26865700 83.86632405 -69.26391977 83.88492700 -69.25480500 83.83426900 -69.24184900 83.79763100 -69.25979500 83.79782761 -69.25984535 83.76500700 -69.27625500 83.81004392 -69.28753941 83.80973000 -69.28769800 83.86091800 -69.30037500,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05753_04_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004391326,2014771419,4007.91402257875,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,LMC-SN1987A,,hst_05753_04_wfpc2_f814w_wf,83.8513667254884,-69.27720011418769,5753,Kirshner,3,49781.86061,49781.86964,600.0,713.510009765625,867.4500122070309,,50148.81175,POLYGON J2000 83.89298490 -69.28416087 83.89441841 -69.28343533 83.89677000 -69.28224500 83.87070484 -69.27579077 83.88509100 -69.26865700 83.86632405 -69.26391977 83.88492700 -69.25480500 83.83426900 -69.24184900 83.79763100 -69.25979500 83.79782761 -69.25984535 83.76500700 -69.27625500 83.81004392 -69.28753941 83.80973000 -69.28769800 83.86091800 -69.30037500 83.86107276 -69.30029682 83.89298490 -69.28416087,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05753_04_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004391330,2014771423,4007.91402257875,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F439W,OPTICAL,LMC-SN1987A,,hst_08243_26_wfpc2_f439w_wf,83.8655566466053,-69.2787394304309,8243,Kirshner,3,51576.51544,51576.52262,460.0,405.600006103516,452.920013427734,,51943.12017,POLYGON J2000 83.87985391 -69.27391526 83.88136800 -69.26516800 83.85834941 -69.26467212 83.86047700 -69.25345400 83.79810600 -69.25197300 83.79392000 -69.27406400 83.79416136 -69.27406978 83.79091200 -69.29414200 83.84601137 -69.29525990 83.84598300 -69.29545300 83.90838600 -69.29659700 83.90839960 -69.29650440 83.91128635 -69.27683420 83.91141640 -69.27594716 83.91162900 -69.27449700 83.87985391 -69.27391526,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08243_26_wfpc2_f439w_wf&size=ALL&format=jpeg&output_size=256,2004446214,2014826307,4008.87354194069,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F439W,OPTICAL,SN-1987A,,hst_11973_01_wfpc2_f439w_wf,83.8355988256853,-69.2615417160109,11973,Kirshner,3,54950.07792,54950.16217999999,2000.0,405.600006103516,452.920013427734,,55315.75881,POLYGON J2000 83.85465584 -69.27400604 83.87927000 -69.27490200 83.88161826 -69.26678668 83.91318800 -69.26800000 83.91994000 -69.24600800 83.91974186 -69.24600041 83.91978400 -69.24586300 83.91939314 -69.24584803 83.91941400 -69.24578000 83.85783731 -69.24340972 83.85744717 -69.24339463 83.85725000 -69.24338700 83.85722363 -69.24347287 83.80071600 -69.24149400 83.79529080 -69.26093020 83.79474400 -69.26091200 83.78893800 -69.28292800 83.78912959 -69.28293437 83.78909300 -69.28307300 83.78909815 -69.28307317 83.78929221 -69.28307963 83.78948175 -69.28308594 83.78946300 -69.28315700 83.78966281 -69.28316365 83.85169300 -69.28521600 83.85465584 -69.27400604,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_11973_01_wfpc2_f439w_wf&size=ALL&format=jpeg&output_size=256,2004552870,2014932963,4024.3387521583195,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F439W,OPTICAL,LMC-SN1987A,,hst_09114_01_wfpc2_f439w_wf,83.8783981868708,-69.2839892370085,9114,Kirshner,3,52250.66615,52250.7254,1600.0,405.600006103516,452.920013427734,,52615.93944,POLYGON J2000 83.95364800 -69.27198200 83.95333038 -69.27190193 83.95344500 -69.27184500 83.90252900 -69.25899400 83.88405453 -69.26816109 83.86402500 -69.26300500 83.85045984 -69.26960939 83.82487800 -69.26293900 83.78780900 -69.28075200 83.78796886 -69.28079370 83.78773700 -69.28090500 83.78805350 -69.28098756 83.78793800 -69.28104300 83.83800858 -69.29408840 83.83832600 -69.29417100 83.83846670 -69.29410347 83.88455200 -69.30586500 83.88466812 -69.30580810 83.91684502 -69.29002656 83.91729100 -69.29013900 83.92110947 -69.28824626 83.92122269 -69.28819013 83.92144845 -69.28807822 83.95357700 -69.27213600 83.95341842 -69.27209602 83.95364800 -69.27198200,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09114_01_wfpc2_f439w_wf&size=ALL&format=jpeg&output_size=256,2004467232,2014847325,4026.2673070746505,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F336W,OPTICAL,LMC-SN1987A,,hst_09114_01_wfpc2_f336w_wf,83.881778374786,-69.2801017968383,9114,Kirshner,3,52250.79878000001,52250.81476,1200.0,314.220001220703,351.640014648438,,52615.93777,POLYGON J2000 83.91716000 -69.28984800 83.92097723 -69.28795583 83.95344500 -69.27184500 83.90252900 -69.25899400 83.88405453 -69.26816109 83.86402500 -69.26300500 83.85045984 -69.26960939 83.82487800 -69.26293900 83.78780900 -69.28075200 83.83819600 -69.29388000 83.83833825 -69.29381173 83.88442200 -69.30557400 83.91671469 -69.28973573 83.91716000 -69.28984800,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09114_01_wfpc2_f336w_wf&size=ALL&format=jpeg&output_size=256,2004467230,2014847323,4026.59510557855,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F555W,OPTICAL,LMC-SN1987A,,hst_09114_01_wfpc2_f555w_wf,83.881778374786,-69.2801017968383,9114,Kirshner,3,52250.76753000001,52250.77656000001,600.0,472.260009765625,595.0999755859381,,52615.93531,POLYGON J2000 83.91716000 -69.28984800 83.92097723 -69.28795583 83.95344500 -69.27184500 83.90252900 -69.25899400 83.88405453 -69.26816109 83.86402500 -69.26300500 83.85045984 -69.26960939 83.82487800 -69.26293900 83.78780900 -69.28075200 83.83819600 -69.29388000 83.83833825 -69.29381173 83.88442200 -69.30557400 83.91671469 -69.28973573 83.91716000 -69.28984800,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09114_01_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004467236,2014847329,4026.59510557855,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,LMC-SN1987A,,hst_09114_01_wfpc2_f814w_wf,83.881778374786,-69.2801017968383,9114,Kirshner,3,52250.77934,52250.78837,600.0,713.510009765625,867.4500122070309,,52615.94103,POLYGON J2000 83.95344500 -69.27184500 83.90252900 -69.25899400 83.88405453 -69.26816109 83.86402500 -69.26300500 83.85045984 -69.26960939 83.82487800 -69.26293900 83.78780900 -69.28075200 83.83819600 -69.29388000 83.83833825 -69.29381173 83.88442200 -69.30557400 83.91671469 -69.28973573 83.91716000 -69.28984800 83.92097723 -69.28795583 83.95344500 -69.27184500,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09114_01_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004467242,2014847335,4026.59510557855,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F439W,OPTICAL,LMC-SN1987A,,hst_08648_01_wfpc2_f439w_wf,83.8464943476412,-69.2750693901484,8648,Kirshner,3,51991.58211,51991.59553,1000.0,405.600006103516,452.920013427734,,52356.9391,POLYGON J2000 83.79814975 -69.28035892 83.79771300 -69.28047500 83.83525300 -69.29814900 83.83546399 -69.29809292 83.87993969 -69.28625916 83.88194625 -69.28572470 83.88522600 -69.28485100 83.86611070 -69.27585287 83.88603700 -69.27065200 83.87235283 -69.26408763 83.89802500 -69.25746600 83.86123300 -69.23958500 83.81067500 -69.25262000 83.81081910 -69.25269012 83.76523500 -69.26468500 83.79814975 -69.28035892,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08648_01_wfpc2_f439w_wf&size=ALL&format=jpeg&output_size=256,2004455638,2014835731,4027.1686865584297,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F555W,OPTICAL,LMC-SN1987A,,hst_08648_01_wfpc2_f555w_wf,83.8464943476412,-69.2750693901484,8648,Kirshner,3,51991.59947,51991.60595,400.0,472.260009765625,595.0999755859381,,52356.93204,POLYGON J2000 83.86123300 -69.23958500 83.81067500 -69.25262000 83.81081910 -69.25269012 83.76523500 -69.26468500 83.79814975 -69.28035892 83.79771300 -69.28047500 83.83525300 -69.29814900 83.83546399 -69.29809292 83.87993969 -69.28625916 83.88194625 -69.28572470 83.88522600 -69.28485100 83.86611070 -69.27585287 83.88603700 -69.27065200 83.87235283 -69.26408763 83.89802500 -69.25746600 83.86123300 -69.23958500,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08648_01_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004455640,2014835733,4027.1686865584297,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F439W,OPTICAL,LMC-SN1987A,,hst_07434_95_wfpc2_f439w_wf,83.84145776528841,-69.271327673914,7434,Kirshner,3,51289.28348,51289.29436,800.0,405.600006103516,452.920013427734,,51655.64135,POLYGON J2000 83.83917758 -69.24564412 83.78308600 -69.24878500 83.79170635 -69.26807573 83.79116500 -69.26810700 83.80126000 -69.28992800 83.80148432 -69.28991505 83.85638638 -69.28673516 83.85888777 -69.28658984 83.86294600 -69.28635400 83.85780889 -69.27524275 83.88227000 -69.27390700 83.87874950 -69.26584461 83.91016400 -69.26419400 83.90100300 -69.24231300 83.83914200 -69.24555900 83.83917758 -69.24564412,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07434_95_wfpc2_f439w_wf&size=ALL&format=jpeg&output_size=256,2004424952,2014805045,4027.3525931415397,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F439W,OPTICAL,SN1987A,,hst_10867_33_wfpc2_f439w_wf,83.84536659204709,-69.2680117607056,10867,Kirshner,3,54233.00227000001,54233.21292000001,3000.0,405.600006103516,452.920013427734,,54599.53096,POLYGON J2000 83.91238200 -69.27358200 83.91252998 -69.27347107 83.91261229 -69.27340938 83.93904300 -69.25357700 83.93902364 -69.25357377 83.93925376 -69.25340093 83.93877588 -69.25332118 83.93886000 -69.25325800 83.93850563 -69.25319887 83.93858800 -69.25313700 83.88222034 -69.24371784 83.88204200 -69.24368800 83.88193798 -69.24376611 83.83035700 -69.23536200 83.80730858 -69.25310584 83.80680600 -69.25302500 83.78101600 -69.27316300 83.78117226 -69.27318813 83.78118962 -69.27319093 83.78102800 -69.27331700 83.78118331 -69.27334198 83.78138316 -69.27337413 83.78130000 -69.27343900 83.78145423 -69.27346381 83.78161441 -69.27348957 83.78146900 -69.27360300 83.78162323 -69.27362781 83.83227844 -69.28176466 83.83430423 -69.28208963 83.83462356 -69.28214086 83.83838400 -69.28274400 83.83852963 -69.28263046 83.83860757 -69.28256970 83.85152707 -69.27249184 83.87395900 -69.27618400 83.87410598 -69.27607198 83.87418656 -69.27601056 83.88366315 -69.26878515 83.91238200 -69.27358200,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_10867_33_wfpc2_f439w_wf&size=ALL&format=jpeg&output_size=256,2004527439,2014907532,4030.90139465582,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F255W,UV,LMC-SN1987A,,hst_08243_81_wfpc2_f255w_wf,83.89644429581091,-69.279294763717,8243,Kirshner,3,51861.77515,51861.87353,5600.0,238.00999450683602,277.519989013672,,52227.9098,POLYGON J2000 83.82097589 -69.26955628 83.82078300 -69.26954100 83.80716500 -69.29113000 83.80735866 -69.29114533 83.80727300 -69.29128100 83.80765705 -69.29131141 83.80761500 -69.29137800 83.86868200 -69.29620100 83.86872415 -69.29613427 83.86873415 -69.29611844 83.92430600 -69.30030500 83.92438773 -69.30016934 83.93580347 -69.28120373 83.93634000 -69.28124300 83.93767337 -69.27896897 83.93771377 -69.27890007 83.93775368 -69.27883199 83.93779301 -69.27876491 83.94902400 -69.25959100 83.94883530 -69.25957719 83.94891500 -69.25944100 83.94853261 -69.25941301 83.94857300 -69.25934400 83.88733800 -69.25484900 83.88087635 -69.26587470 83.85667800 -69.26401500 83.85179212 -69.27199392 83.82097589 -69.26955628,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08243_81_wfpc2_f255w_wf&size=ALL&format=jpeg&output_size=256,2004446244,2014826337,4032.10700348788,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F336W,OPTICAL,LMC-SN1987A,,hst_08243_81_wfpc2_f336w_wf,83.8924053827595,-69.277125369234,8243,Kirshner,3,51861.90223,51861.927,2000.0,314.220001220703,351.640014648438,,52227.11164,POLYGON J2000 83.94857300 -69.25934400 83.88733800 -69.25484900 83.88087635 -69.26587470 83.85667800 -69.26401500 83.85179212 -69.27199392 83.82078300 -69.26954100 83.80716500 -69.29113000 83.86823100 -69.29595300 83.86828314 -69.29587046 83.92385500 -69.30005800 83.93535112 -69.28095662 83.93588900 -69.28099600 83.93722340 -69.27872022 83.94857300 -69.25934400,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08243_81_wfpc2_f336w_wf&size=ALL&format=jpeg&output_size=256,2004446246,2014826339,4032.2205975562797,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F439W,OPTICAL,LMC-SN1987A,,hst_08243_81_wfpc2_f439w_wf,83.8862234949415,-69.2759851476519,8243,Kirshner,3,51861.93071,51861.95293,1200.0,405.600006103516,452.920013427734,,52227.91102,POLYGON J2000 83.82116777 -69.26957147 83.82078300 -69.26954100 83.80716500 -69.29113000 83.80754994 -69.29116048 83.80746500 -69.29129500 83.86853200 -69.29611800 83.86858409 -69.29603553 83.92415600 -69.30022300 83.93565212 -69.28112163 83.93619000 -69.28116100 83.93752444 -69.27888515 83.93760364 -69.27875005 83.94887400 -69.25950900 83.94849277 -69.25948109 83.94857300 -69.25934400 83.88733800 -69.25484900 83.88087635 -69.26587470 83.85667800 -69.26401500 83.85179212 -69.27199392 83.82116777 -69.26957147,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08243_81_wfpc2_f439w_wf&size=ALL&format=jpeg&output_size=256,2004446248,2014826341,4032.2205975562797,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F555W,OPTICAL,LMC-SN1987A,,hst_08243_81_wfpc2_f555w_wf,83.8924053827595,-69.277125369234,8243,Kirshner,3,51861.96751,51861.97839,800.0,472.260009765625,595.0999755859381,,52227.13094,POLYGON J2000 83.85179212 -69.27199392 83.82078300 -69.26954100 83.80716500 -69.29113000 83.86823100 -69.29595300 83.86828314 -69.29587046 83.92385500 -69.30005800 83.93535112 -69.28095662 83.93588900 -69.28099600 83.93722340 -69.27872022 83.94857300 -69.25934400 83.88733800 -69.25484900 83.88087635 -69.26587470 83.85667800 -69.26401500 83.85179212 -69.27199392,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08243_81_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004446252,2014826345,4032.2205975562797,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,LMC-SN1987A,,hst_08243_81_wfpc2_f814w_wf,83.8924053827595,-69.277125369234,8243,Kirshner,3,51862.03487,51862.04575,800.0,713.510009765625,867.4500122070309,,52227.14513,POLYGON J2000 83.93588900 -69.28099600 83.93722340 -69.27872022 83.94857300 -69.25934400 83.88733800 -69.25484900 83.88087635 -69.26587470 83.85667800 -69.26401500 83.85179212 -69.27199392 83.82078300 -69.26954100 83.80716500 -69.29113000 83.86823100 -69.29595300 83.86828314 -69.29587046 83.92385500 -69.30005800 83.93535112 -69.28095662 83.93588900 -69.28099600,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08243_81_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004446258,2014826351,4032.2205975562797,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F255W,UV,LMC-SN1987A,,hst_07434_01_wfpc2_f255w_wf,83.87553833527441,-69.2763185229003,7434,Kirshner,3,51185.71266000001,51185.8585,7200.0,238.00999450683602,277.519989013672,,51551.02939,POLYGON J2000 83.87401100 -69.26367800 83.85269495 -69.26679956 83.84086543 -69.25649925 83.84073200 -69.25638300 83.78282000 -69.26471600 83.78288722 -69.26477455 83.78272400 -69.26479800 83.78279024 -69.26485569 83.78262800 -69.26487900 83.80620000 -69.28538900 83.80642214 -69.28535709 83.82834200 -69.30390600 83.87926685 -69.29637361 83.87948100 -69.29655200 83.93700600 -69.28791200 83.93693730 -69.28785477 83.93710200 -69.28783000 83.93706591 -69.28779994 83.93703314 -69.28777265 83.93719700 -69.28774800 83.93709278 -69.28766119 83.91534511 -69.26953022 83.91443537 -69.26877106 83.91436703 -69.26871402 83.91276500 -69.26737700 83.88347401 -69.27177728 83.87407789 -69.26373527 83.87401100 -69.26367800,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07434_01_wfpc2_f255w_wf&size=ALL&format=jpeg&output_size=256,2004424922,2014805015,4036.7284160246495,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
image,HST,WFPC2/WFC,HLA,F336W,OPTICAL,LMC-SN1987A,,hst_07434_01_wfpc2_f336w_wf,83.86570172475409,-69.28330668025271,7434,Kirshner,3,51185.86266,51185.90437,2439.0,314.220001220703,351.640014648438,,51551.0839,POLYGON J2000 83.84073200 -69.25638300 83.78282000 -69.26471600 83.78288722 -69.26477455 83.78272400 -69.26479800 83.80629600 -69.28530700 83.80645836 -69.28528368 83.80651815 -69.28527509 83.82843800 -69.30382400 83.82860128 -69.30379988 83.87936283 -69.29629161 83.87957700 -69.29647000 83.93710200 -69.28783000 83.93703314 -69.28777265 83.93719700 -69.28774800 83.93716106 -69.28771807 83.93709278 -69.28766119 83.91534511 -69.26953022 83.91436703 -69.26871402 83.91276500 -69.26737700 83.88347401 -69.27177728 83.87401100 -69.26367800 83.85269495 -69.26679956 83.84073200 -69.25638300,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07434_01_wfpc2_f336w_wf&size=ALL&format=jpeg&output_size=256,2004424924,2014805017,4036.9644436105104,81.0,2765.0,KMK88 80,19.0,908.0,u8klei01m
