dataproduct_type,obs_collection,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,proposal_id,proposal_pi,calib_level,t_min,t_max,t_exptime,em_min,em_max,obs_title,t_obs_release,s_region,jpegURL,obsid,objID,distance,group,litidx,Datasetml,group1,SimbadName
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,17.050648000000002,-73.234739,8059,,,51482.759185,51482.7615,200.0,,,,,POLYGON J2000 17.024792202573025 -73.259376588845328 17.152716803221534 -73.240323445054628 17.08576415455844 -73.202972030429038 16.95804255067188 -73.221983975235986 17.024792202573025 -73.259376588845328,,,,,,,u4wobz03r,14,Kron57
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,17.050648000000002,-73.234739,8059,,,51482.763351999994,51482.770297,600.0,,,,,POLYGON J2000 17.024792202573025 -73.259376588845328 17.152716803221534 -73.240323445054628 17.08576415455844 -73.202972030429038 16.95804255067188 -73.221983975235986 17.024792202573025 -73.259376588845328,,,,,,,u4wobz04r,14,Kron57
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,17.050648000000002,-73.234739,8059,,,51482.773073000004,51482.773189,10.0,,,,,POLYGON J2000 17.024770471762189 -73.25936649652526 17.15269499507562 -73.240313351355169 17.085786507609246 -73.202986615254943 16.958064846798813 -73.221998588624501 17.024770471762189 -73.25936649652526,,,,,,,u4wobz05r,14,Kron57
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,17.050648000000002,-73.234739,8059,,,51482.774462,51482.775156,60.0,,,,,POLYGON J2000 17.024770471762189 -73.25936649652526 17.15269499507562 -73.240313351355169 17.085786507609246 -73.202986615254943 16.958064846798813 -73.221998588624501 17.024770471762189 -73.25936649652526,,,,,,,u4wobz06r,14,Kron57
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,17.050648000000002,-73.234739,8059,,,51482.776547,51482.785806,800.0,,,,,POLYGON J2000 17.024770471762189 -73.25936649652526 17.15269499507562 -73.240313351355169 17.085786507609246 -73.202986615254943 16.958064846798813 -73.221998588624501 17.024770471762189 -73.25936649652526,,,,,,,u4wobz07r,14,Kron57
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,17.037104,-73.237277,8059,,,51482.807102,51482.811732,400.0,,,,,POLYGON J2000 17.011203359872763 -73.261902717654451 17.139161711693905 -73.24285792732806 17.072272624474614 -73.205526824176928 16.944517326807532 -73.224530449359165 17.011203359872763 -73.261902717654451,,,,,,,u4wobz08r,14,Kron57
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,17.037104,-73.237277,8059,,,51482.814045,51482.814277,20.0,,,,,POLYGON J2000 17.011204590548598 -73.261915345837366 17.139163041460328 -73.242870558507235 17.072229801687907 -73.205514773105037 16.944474539408681 -73.224518368110822 17.011204590548598 -73.261915345837366,,,,,,,u4wobz09r,14,Kron57
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,17.037104,-73.237277,8059,,,51482.815434,51482.816591,100.0,,,,,POLYGON J2000 17.011204590548598 -73.261915345837366 17.139163041460328 -73.242870558507235 17.072229801687907 -73.205514773105037 16.944474539408681 -73.224518368110822 17.011204590548598 -73.261915345837366,,,,,,,u4wobz0ar,14,Kron57
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,17.037104,-73.237277,8059,,,51482.817519,51482.823306,500.0,,,,,POLYGON J2000 17.011204590548598 -73.261915345837366 17.139163041460328 -73.242870558507235 17.072229801687907 -73.205514773105037 16.944474539408681 -73.224518368110822 17.011204590548598 -73.261915345837366,,,,,,,u4wobz0br,14,Kron57
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,17.037104,-73.237277,8059,,,51482.825158,51482.840204,1300.0,,,,,POLYGON J2000 17.011204590548598 -73.261915345837366 17.139163041460328 -73.242870558507235 17.072229801687907 -73.205514773105037 16.944474539408681 -73.224518368110822 17.011204590548598 -73.261915345837366,,,,,,,u4wobz0cr,14,Kron57
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,17.057959,-73.23830699999999,8059,,,51479.789045,51479.789508,40.0,,,,,POLYGON J2000 17.036132914169873 -73.263261560301075 17.160829817893156 -73.242496188047838 17.087866558113113 -73.20609309803551 16.963345034266482 -73.226814695880407 17.036132914169873 -73.263261560301075,,,,,,,u4woc301r,14,Kron57
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,17.057959,-73.23830699999999,8059,,,51479.792519,51479.797148000005,400.0,,,,,POLYGON J2000 17.036132914169873 -73.263261560301075 17.160829817893156 -73.242496188047838 17.087866558113113 -73.20609309803551 16.963345034266482 -73.226814695880407 17.036132914169873 -73.263261560301075,,,,,,,u4woc302r,14,Kron57
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,17.057959,-73.23830699999999,8059,,,51479.799462,51479.799925,40.0,,,,,POLYGON J2000 17.036120505319222 -73.263257250694949 17.160817375500599 -73.242491877258061 17.087902220751346 -73.206112840711398 16.963380614495588 -73.226834468612267 17.036120505319222 -73.263257250694949,,,,,,,u4woc303r,14,Kron57
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,17.046539000000003,-73.240858,8059,,,51479.855019,51479.861963,600.0,,,,,POLYGON J2000 17.024680575542853 -73.265806900991834 17.149409731035838 -73.245048417099895 17.076507913027136 -73.208665354324253 16.951954191899407 -73.229380095319527 17.024680575542853 -73.265806900991834,,,,,,,u4woc304r,14,Kron57
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,17.046539000000003,-73.240858,8059,,,51479.86474,51479.865897,100.0,,,,,POLYGON J2000 17.024683868232557 -73.265819498445794 17.149413119800879 -73.245061017011594 17.076463175003983 -73.208653897372415 16.951909474058144 -73.22936860702255 17.024683868232557 -73.265819498445794,,,,,,,u4woc305r,14,Kron57
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,17.046539000000003,-73.240858,8059,,,51479.866824000004,51479.873769,600.0,,,,,POLYGON J2000 17.024683868232557 -73.265819498445794 17.149413119800879 -73.245061017011594 17.076463175003983 -73.208653897372415 16.951909474058144 -73.22936860702255 17.024683868232557 -73.265819498445794,,,,,,,u4woc306r,14,Kron57
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,14.618767000000002,-72.25168199999999,8059,,,51815.893206,51815.893322,10.0,,,,,POLYGON J2000 14.634052470658562 -72.277006978460278 14.712969222124771 -72.243183073018074 14.600675115258543 -72.218806001977612 14.521656381363217 -72.252584944942114 14.634052470658562 -72.277006978460278,,,,,,,u4wodq01r,8,H86183
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,14.618767000000002,-72.25168199999999,8059,,,51815.894595,51815.895058,40.0,,,,,POLYGON J2000 14.634052470658562 -72.277006978460278 14.712969222124771 -72.243183073018074 14.600675115258543 -72.218806001977612 14.521656381363217 -72.252584944942114 14.634052470658562 -72.277006978460278,,,,,,,u4wodq02r,8,H86183
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,14.618767000000002,-72.25168199999999,8059,,,51815.895986,51815.8983,200.0,,,,,POLYGON J2000 14.634052470658562 -72.277006978460278 14.712969222124771 -72.243183073018074 14.600675115258543 -72.218806001977612 14.521656381363217 -72.252584944942114 14.634052470658562 -72.277006978460278,,,,,,,u4wodq03r,8,H86183
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,14.618767000000002,-72.25168199999999,8059,,,51815.900845,51815.900961,10.0,,,,,POLYGON J2000 14.634031036885567 -72.276995727608082 14.712947741999066 -72.243171822613931 14.600727777466252 -72.218810873138452 14.521709156958291 -72.252589845379006 14.634031036885567 -72.276995727608082,,,,,,,u4wodq04r,8,H86183
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,14.618767000000002,-72.25168199999999,8059,,,51815.902233999994,51815.902929,60.0,,,,,POLYGON J2000 14.634031036885567 -72.276995727608082 14.712947741999066 -72.243171822613931 14.600727777466252 -72.218810873138452 14.521709156958291 -72.252589845379006 14.634031036885567 -72.276995727608082,,,,,,,u4wodq05r,8,H86183
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,14.618767000000002,-72.25168199999999,8059,,,51815.904319,51815.907791000005,300.0,,,,,POLYGON J2000 14.634031036885567 -72.276995727608082 14.712947741999066 -72.243171822613931 14.600727777466252 -72.218810873138452 14.521709156958291 -72.252589845379006 14.634031036885567 -72.276995727608082,,,,,,,u4wodq06r,8,H86183
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,14.618767000000002,-72.25168199999999,8059,,,51815.910567,51815.910799,20.0,,,,,POLYGON J2000 14.634051083831665 -72.277006787729334 14.712967832620189 -72.24318288188509 14.60067372558791 -72.218805811416786 14.521654994362487 -72.252584754784124 14.634051083831665 -72.277006787729334,,,,,,,u4wodq07r,8,H86183
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,14.618767000000002,-72.25168199999999,8059,,,51815.911956,51815.913113999995,100.0,,,,,POLYGON J2000 14.634051083831665 -72.277006787729334 14.712967832620189 -72.24318288188509 14.60067372558791 -72.218805811416786 14.521654994362487 -72.252584754784124 14.634051083831665 -72.277006787729334,,,,,,,u4wodq08r,8,H86183
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,14.618767000000002,-72.25168199999999,8059,,,51815.914041,51815.925615,1000.0,,,,,POLYGON J2000 14.634051083831665 -72.277006787729334 14.712967832620189 -72.24318288188509 14.60067372558791 -72.218805811416786 14.521654994362487 -72.252584754784124 14.634051083831665 -72.277006787729334,,,,,,,u4wodq09r,8,H86183
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,14.609157000000002,-72.25424,8059,,,51816.988345,51816.988808,40.0,,,,,POLYGON J2000 14.62510991256687 -72.279527136558357 14.703145841550796 -72.24551183104083 14.590201753044241 -72.221409431026316 14.512059104854748 -72.255380021666667 14.62510991256687 -72.279527136558357,,,,,,,u4wods01r,8,H86183
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,14.609157000000002,-72.25424,8059,,,51816.989736,51816.993208,300.0,,,,,POLYGON J2000 14.62510991256687 -72.279527136558357 14.703145841550796 -72.24551183104083 14.590201753044241 -72.221409431026316 14.512059104854748 -72.255380021666667 14.62510991256687 -72.279527136558357,,,,,,,u4wods02r,8,H86183
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,14.609157000000002,-72.25424,8059,,,51816.995983999994,51816.996447000005,40.0,,,,,POLYGON J2000 14.625088180729596 -72.279515938310624 14.70312406416252 -72.245500633242912 14.59025454792331 -72.221414173601929 14.512112015450288 -72.255384793354096 14.625088180729596 -72.279515938310624,,,,,,,u4wods03r,8,H86183
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,14.609157000000002,-72.25424,8059,,,51816.997374,51817.004319,600.0,,,,,POLYGON J2000 14.625088180729596 -72.279515938310624 14.70312406416252 -72.245500633242912 14.59025454792331 -72.221414173601929 14.512112015450288 -72.255384793354096 14.625088180729596 -72.279515938310624,,,,,,,u4wods04r,8,H86183
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,14.609157000000002,-72.25424,8059,,,51817.007095,51817.008253,100.0,,,,,POLYGON J2000 14.625108522233417 -72.279526954360605 14.703144448523629 -72.245511648434757 14.590200359784529 -72.221409249011245 14.512057714280699 -72.255379840060684 14.625108522233417 -72.279526954360605,,,,,,,u4wods05r,8,H86183
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,14.621151000000001,-72.248951,8059,,,51817.014041,51817.01705,260.0,,,,,POLYGON J2000 14.637113880399104 -72.274236517730031 14.71510508205694 -72.240216485533907 14.602177857871173 -72.216120931233107 14.524079885009899 -72.250096269241737 14.637113880399104 -72.274236517730031,,,,,,,u4wods06r,8,H86183
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,14.619066,-72.250134,8059,,,51816.845984,51816.846447,40.0,,,,,POLYGON J2000 14.635028536576883 -72.275420587292572 14.713028488837345 -72.241401345209312 14.600096603750687 -72.217304646195018 14.521989885317099 -72.251279189827073 14.635028536576883 -72.275420587292572,,,,,,,u4wodu01r,8,H86183
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,14.622279,-72.250137,8059,,,51816.853624,51816.857097,300.0,,,,,POLYGON J2000 14.638245806300658 -72.275422888091612 14.716239914148185 -72.241402400258281 14.603303885565978 -72.217307504997123 14.525202980801566 -72.251283296077801 14.638245806300658 -72.275422888091612,,,,,,,u4wodu02r,8,H86183
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,14.623185999999999,-72.249738,8059,,,51816.862650999996,51816.863114,40.0,,,,,POLYGON J2000 14.639132081657827 -72.275012336054488 14.717122693857331 -72.240991476075479 14.604262451881906 -72.216913055645378 14.526165108673528 -72.250889250003809 14.639132081657827 -72.275012336054488,,,,,,,u4wodu03r,8,H86183
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,14.617256,-72.250433,8059,,,51816.879319,51816.883948,400.0,,,,,POLYGON J2000 14.633194624848848 -72.275708103747974 14.711199307028522 -72.241689607886045 14.59834262116364 -72.217607766286619 14.520231257740399 -72.251581591426046 14.633194624848848 -72.275708103747974,,,,,,,u4wodu04r,8,H86183
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,14.61595,-72.25053199999999,8059,,,51816.887651,51816.888807999996,100.0,,,,,POLYGON J2000 14.631907201675737 -72.275818177090756 14.709914696348317 -72.241800180106281 14.596984493903566 -72.217701678242804 14.518870258905276 -72.25167497400372 14.631907201675737 -72.275818177090756,,,,,,,u4wodu05r,8,H86183
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,14.619245000000001,-72.252634,8059,,,51816.895291,51816.8983,260.0,,,,,POLYGON J2000 14.635208874367496 -72.277920539531323 14.713219245122342 -72.243901250550692 14.600271831407595 -72.219804617934358 14.522154662807862 -72.25377920180641 14.635208874367496 -72.277920539531323,,,,,,,u4wodu06r,8,H86183
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,14.621151000000001,-72.248951,8059,,,51817.028623,51817.029086,40.0,,,,,POLYGON J2000 14.637115271978486 -72.274236704973418 14.715106476436318 -72.240216673203747 14.60217925251245 -72.2161211182854 14.524081276859654 -72.250096455866739 14.637115271978486 -72.274236704973418,,,,,,,u4wodv01r,8,H86183
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,14.631445999999999,-72.266059,8059,,,51817.081401999996,51817.083717,200.0,,,,,POLYGON J2000 14.647439824300523 -72.291344106703576 14.725484714161192 -72.257320001000153 14.612438698354774 -72.233230335704107 14.534286727590317 -72.267209706778615 14.647439824300523 -72.291344106703576,,,,,,,u4wodv02r,8,H86183
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,14.631445999999999,-72.266059,8059,,,51817.086262,51817.086725,40.0,,,,,POLYGON J2000 14.647418064838634 -72.291332910908082 14.725462909181783 -72.257308805667094 14.612491532998385 -72.233235072340719 14.534339678155652 -72.267214472527556 14.647418064838634 -72.291332910908082,,,,,,,u4wodv03r,8,H86183
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,14.631445999999999,-72.266059,8059,,,51817.087651999995,51817.092282,400.0,,,,,POLYGON J2000 14.647418064838634 -72.291332910908082 14.725462909181783 -72.257308805667094 14.612491532998385 -72.233235072340719 14.534339678155652 -72.267214472527556 14.647418064838634 -72.291332910908082,,,,,,,u4wodv04r,8,H86183
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,14.631445999999999,-72.266059,8059,,,51817.094595,51817.095752999994,100.0,,,,,POLYGON J2000 14.647438431379532 -72.29134391950825 14.725483318444299 -72.257319813380064 14.61243730238245 -72.233230148699334 14.534285334405473 -72.267209520199458 14.647438431379532 -72.29134391950825,,,,,,,u4wodv05r,8,H86183
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,14.598073000000001,-72.258932,8059,,,51817.104319,51817.107791,300.0,,,,,POLYGON J2000 14.61401267924057 -72.284220032684985 14.692089025906697 -72.250209075062415 14.579130484188241 -72.226100380598496 14.500947468326077 -72.260066604776341 14.61401267924057 -72.284220032684985,,,,,,,u4wodv06m,8,H86183
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,18.520245000000003,-73.407916,8059,,,51824.734873,51824.734989,10.0,,,,,POLYGON J2000 18.529727064385895 -73.433522374340015 18.622792776167234 -73.401635164941268 18.509777220095682 -73.374713775505683 18.416647485093819 -73.406550705853434 18.529727064385895 -73.433522374340015,,,,,,,u4wodx01r,15,HW68
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,18.520245000000003,-73.407916,8059,,,51824.736262,51824.736725,40.0,,,,,POLYGON J2000 18.529727064385895 -73.433522374340015 18.622792776167234 -73.401635164941268 18.509777220095682 -73.374713775505683 18.416647485093819 -73.406550705853434 18.529727064385895 -73.433522374340015,,,,,,,u4wodx02r,15,HW68
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,18.520245000000003,-73.407916,8059,,,51824.737651999996,51824.739967,200.0,,,,,POLYGON J2000 18.529727064385895 -73.433522374340015 18.622792776167234 -73.401635164941268 18.509777220095682 -73.374713775505683 18.416647485093819 -73.406550705853434 18.529727064385895 -73.433522374340015,,,,,,,u4wodx03r,15,HW68
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,18.520245000000003,-73.407916,8059,,,51824.741819,51824.749920999995,700.0,,,,,POLYGON J2000 18.529727064385895 -73.433522374340015 18.622792776167234 -73.401635164941268 18.509777220095682 -73.374713775505683 18.416647485093819 -73.406550705853434 18.529727064385895 -73.433522374340015,,,,,,,u4wodx04r,15,HW68
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,18.520245000000003,-73.407916,8059,,,51824.752234,51824.75235,10.0,,,,,POLYGON J2000 18.52972144641145 -73.433505803341589 18.62272489229807 -73.401639951539394 18.509783933096099 -73.374736329957116 18.416716549012673 -73.406551969543017 18.52972144641145 -73.433505803341589,,,,,,,u4wodx05r,15,HW68
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,18.520245000000003,-73.407916,8059,,,51824.753623000004,51824.754318,60.0,,,,,POLYGON J2000 18.52972144641145 -73.433505803341589 18.62272489229807 -73.401639951539394 18.509783933096099 -73.374736329957116 18.416716549012673 -73.406551969543017 18.52972144641145 -73.433505803341589,,,,,,,u4wodx06r,15,HW68
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,18.520245000000003,-73.407916,8059,,,51824.755708,51824.763810000004,700.0,,,,,POLYGON J2000 18.52972144641145 -73.433505803341589 18.62272489229807 -73.401639951539394 18.509783933096099 -73.374736329957116 18.416716549012673 -73.406551969543017 18.52972144641145 -73.433505803341589,,,,,,,u4wodx07r,15,HW68
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,18.520245000000003,-73.407916,8059,,,51824.795291,51824.798763,300.0,,,,,POLYGON J2000 18.52972144641145 -73.433505803341589 18.62272489229807 -73.401639951539394 18.509783933096099 -73.374736329957116 18.416716549012673 -73.406551969543017 18.52972144641145 -73.433505803341589,,,,,,,u4wodx08r,15,HW68
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,18.520245000000003,-73.407916,8059,,,51824.80154,51824.801771,20.0,,,,,POLYGON J2000 18.529725638128365 -73.433522151952602 18.622791347745594 -73.401634942327817 18.509775792345291 -73.374713553166799 18.416646059503073 -73.406550483741199 18.529725638128365 -73.433522151952602,,,,,,,u4wodx09r,15,HW68
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,18.520245000000003,-73.407916,8059,,,51824.802929000005,51824.804086000004,100.0,,,,,POLYGON J2000 18.529725638128365 -73.433522151952602 18.622791347745594 -73.401634942327817 18.509775792345291 -73.374713553166799 18.416646059503073 -73.406550483741199 18.529725638128365 -73.433522151952602,,,,,,,u4wodx0ar,15,HW68
