dataproduct_type,obs_collection,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,proposal_id,proposal_pi,calib_level,t_min,t_max,t_exptime,em_min,em_max,obs_title,t_obs_release,s_region,jpegURL,obsid,objID,distance,group,litidx,Datasetml,group1,SimbadName
image,HST,WFPC2/WFC,,F450W,,NGC121,,,6.705,-71.535,5475,,,49378.977981,49378.984925,600.0,,,,,POLYGON J2000 6.6005871883918017 -71.519772918212382 6.6443931658373963 -71.558886039704234 6.7696691672559943 -71.544764235869749 6.7256398191647868 -71.505679940109275 6.6005871883918017 -71.519772918212382,,,,,,,u26m0101t,17,NGC121
image,HST,WFPC2/WFC,,F555W,,NGC121,,,6.705,-71.535,5475,,,49378.987703,49378.991175,300.0,,,,,POLYGON J2000 6.6005728812406446 -71.519770771527263 6.644378845784753 -71.55888389391491 6.7696548360449391 -71.544762092651453 6.7256255008765855 -71.505677795985832 6.6005728812406446 -71.519770771527263,,,,,,,u26m0102t,17,NGC121
image,HST,WFPC2/WFC,,F450W,,NGC330,,,14.075,-72.463889,5475,,,49379.206452,49379.207377,80.0,,,,,POLYGON J2000 13.9600397785103 -72.452675300668375 14.021118804168969 -72.489875253586945 14.14633514492378 -72.471162191359426 14.085062360295209 -72.434000623949501 13.9600397785103 -72.452675300668375,,,,,,,u26m0b01t,3,NGC330
image,HST,WFPC2/WFC,,F555W,,NGC330,,,14.075,-72.463889,5475,,,49379.209229,49379.209692000004,40.0,,,,,POLYGON J2000 13.960024000829597 -72.452673704569435 14.021103012149394 -72.4898736588205 14.146319346393247 -72.471160599331824 14.085046576093637 -72.433999030580523 13.960024000829597 -72.452673704569435,,,,,,,u26m0b02t,3,NGC330
image,HST,WFPC2/WFC,,F606W,,PARALLEL-FIELD,,,10.097760000000001,-72.731748,5091,,,49841.969642000004,49841.983531,1200.0,,,,,POLYGON J2000 10.163090081656096 -72.712545457198246 10.018786003042921 -72.711839726711034 10.01619838856457 -72.755277376468797 10.160854788956367 -72.755984830483257 10.163090081656096 -72.712545457198246,,,,,,,u27z6701t,12,Kron16
image,HST,WFPC2/WFC,,F814W,,PARALLEL-FIELD,,,10.097760000000001,-72.731748,5091,,,49842.040475,49842.054363999996,1200.0,,,,,POLYGON J2000 10.163114492249306 -72.7125448822012 10.018716960662326 -72.711838665241686 10.016129131858563 -72.75527631386764 10.160879213361479 -72.755984255546707 10.163114492249306 -72.7125448822012,,,,,,,u27z6702t,12,Kron16
image,HST,WFPC2/WFC,,F336W,,NGC346,,,14.75875,-72.175278,5678,,,49623.466162,49623.466209,4.0,,,,,POLYGON J2000 14.768767232482711 -72.191390444305625 14.848023077960741 -72.155990478432912 14.73118012848154 -72.131418113621677 14.65180579318208 -72.166770888709365 14.768767232482711 -72.191390444305625,,,,,,,u2i10101t,10,SSN2007Sc12
image,HST,WFPC2/WFC,,F336W,,NGC346,,,14.75875,-72.175278,5678,,,49623.467551,49623.467598,4.0,,,,,POLYGON J2000 14.768767232482711 -72.191390444305625 14.848023077960741 -72.155990478432912 14.73118012848154 -72.131418113621677 14.65180579318208 -72.166770888709365 14.768767232482711 -72.191390444305625,,,,,,,u2i10102t,10,SSN2007Sc12
image,HST,WFPC2/WFC,,F336W,,NGC346,,,14.75875,-72.175278,5678,,,49623.46894,49623.469033,8.0,,,,,POLYGON J2000 14.768767232482711 -72.191390444305625 14.848023077960741 -72.155990478432912 14.73118012848154 -72.131418113621677 14.65180579318208 -72.166770888709365 14.768767232482711 -72.191390444305625,,,,,,,u2i10103t,10,SSN2007Sc12
image,HST,WFPC2/WFC,,F439W,,NGC346,,,14.75875,-72.175278,5678,,,49623.471023000006,49623.47107,4.0,,,,,POLYGON J2000 14.768772595604167 -72.191397344351373 14.848028468985106 -72.155997378107145 14.731110866314733 -72.131409280379458 14.6517364277544 -72.166762025643251 14.768772595604167 -72.191397344351373,,,,,,,u2i10104t,10,SSN2007Sc12
image,HST,WFPC2/WFC,,F439W,,NGC346,,,14.75875,-72.175278,5678,,,49623.472412,49623.472459,4.0,,,,,POLYGON J2000 14.768772595604167 -72.191397344351373 14.848028468985106 -72.155997378107145 14.731110866314733 -72.131409280379458 14.6517364277544 -72.166762025643251 14.768772595604167 -72.191397344351373,,,,,,,u2i10105t,10,SSN2007Sc12
image,HST,WFPC2/WFC,,F439W,,NGC346,,,14.75875,-72.175278,5678,,,49623.473801,49623.473894,8.0,,,,,POLYGON J2000 14.768772595604167 -72.191397344351373 14.848028468985106 -72.155997378107145 14.731110866314733 -72.131409280379458 14.6517364277544 -72.166762025643251 14.768772595604167 -72.191397344351373,,,,,,,u2i10106t,10,SSN2007Sc12
image,HST,WFPC2/WFC,,F555W,,BRUCK-83,,,13.876833,-73.072861,6229,,,49910.173809,49910.177281000004,300.0,,,,,POLYGON J2000 14.007281885497436 -73.072501541663698 13.903069874852076 -73.042177111219956 13.797545117912751 -73.072865684566551 13.90175701965817 -73.103243576744106 14.007281885497436 -73.072501541663698,,,,,,,u2o90301t,1.0,Bruck83
image,HST,WFPC2/WFC,,F555W,,BRUCK-83,,,13.876833,-73.072861,6229,,,49910.179363999996,49910.190938,1000.0,,,,,POLYGON J2000 14.007281885497436 -73.072501541663698 13.903069874852076 -73.042177111219956 13.797545117912751 -73.072865684566551 13.90175701965817 -73.103243576744106 14.007281885497436 -73.072501541663698,,,,,,,u2o90302t,1.0,Bruck83
image,HST,WFPC2/WFC,,F555W,,BRUCK-83,,,13.876833,-73.072861,6229,,,49910.192558999996,49910.204133,1000.0,,,,,POLYGON J2000 14.007281885497436 -73.072501541663698 13.903069874852076 -73.042177111219956 13.797545117912751 -73.072865684566551 13.90175701965817 -73.103243576744106 14.007281885497436 -73.072501541663698,,,,,,,u2o90303t,1.0,Bruck83
image,HST,WFPC2/WFC,,F555W,,BRUCK-83,,,13.876833,-73.072861,6229,,,49910.225197,49910.240244,1300.0,,,,,POLYGON J2000 14.007281885497436 -73.072501541663698 13.903069874852076 -73.042177111219956 13.797545117912751 -73.072865684566551 13.90175701965817 -73.103243576744106 14.007281885497436 -73.072501541663698,,,,,,,u2o90304t,1.0,Bruck83
image,HST,WFPC2/WFC,,F555W,,BRUCK-83,,,13.876833,-73.072861,6229,,,49910.241863999996,49910.260383,1600.0,,,,,POLYGON J2000 14.007281885497436 -73.072501541663698 13.903069874852076 -73.042177111219956 13.797545117912751 -73.072865684566551 13.90175701965817 -73.103243576744106 14.007281885497436 -73.072501541663698,,,,,,,u2o90305t,1.0,Bruck83
image,HST,WFPC2/WFC,,F814W,,BRUCK-83,,,13.876833,-73.072861,6229,,,49910.291864,49910.294179000004,200.0,,,,,POLYGON J2000 14.007296357338115 -73.072501618695938 13.903084328906822 -73.042177193304965 13.79755958897395 -73.072865771767653 13.901771508632393 -73.103243658892765 14.007296357338115 -73.072501618695938,,,,,,,u2o90306t,1.0,Bruck83
image,HST,WFPC2/WFC,,F814W,,BRUCK-83,,,13.876833,-73.072861,6229,,,49910.296031,49910.30992,1200.0,,,,,POLYGON J2000 14.007296357338115 -73.072501618695938 13.903084328906822 -73.042177193304965 13.79755958897395 -73.072865771767653 13.901771508632393 -73.103243658892765 14.007296357338115 -73.072501618695938,,,,,,,u2o90307t,1.0,Bruck83
image,HST,WFPC2/WFC,,F814W,,BRUCK-83,,,13.876833,-73.072861,6229,,,49910.312003,49910.327049,1300.0,,,,,POLYGON J2000 14.007296357338115 -73.072501618695938 13.903084328906822 -73.042177193304965 13.79755958897395 -73.072865771767653 13.901771508632393 -73.103243658892765 14.007296357338115 -73.072501618695938,,,,,,,u2o90308t,1.0,Bruck83
image,HST,WFPC2/WFC,,F814W,,BRUCK-83,,,13.876833,-73.072861,6229,,,49910.358531,49910.373577,1300.0,,,,,POLYGON J2000 14.007296357338115 -73.072501618695938 13.903084328906822 -73.042177193304965 13.79755958897395 -73.072865771767653 13.901771508632393 -73.103243658892765 14.007296357338115 -73.072501618695938,,,,,,,u2o90309t,1.0,Bruck83
image,HST,WFPC2/WFC,,F814W,,BRUCK-83,,,13.876833,-73.072861,6229,,,49910.375197,49910.393716000006,1600.0,,,,,POLYGON J2000 14.007296357338115 -73.072501618695938 13.903084328906822 -73.042177193304965 13.79755958897395 -73.072865771767653 13.901771508632393 -73.103243658892765 14.007296357338115 -73.072501618695938,,,,,,,u2o9030at,1.0,Bruck83
image,HST,WFPC2/WFC,,F555W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.72585,51316.730479000005,400.0,,,,,POLYGON J2000 6.7785780918660512 -71.50901780631412 6.6479942560211569 -71.511712013232966 6.6564796349377673 -71.553681583069007 6.787348946767036 -71.550981461091567 6.7785780918660512 -71.50901780631412,,,,,,,u3770501r,17,NGC121
image,HST,WFPC2/WFC,,F555W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.7321,51316.736729000004,400.0,,,,,POLYGON J2000 6.7785780918660512 -71.50901780631412 6.6479942560211569 -71.511712013232966 6.6564796349377673 -71.553681583069007 6.787348946767036 -71.550981461091567 6.7785780918660512 -71.50901780631412,,,,,,,u3770502r,17,NGC121
image,HST,WFPC2/WFC,,F555W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.783489,51316.788118000004,400.0,,,,,POLYGON J2000 6.7785780918660512 -71.50901780631412 6.6479942560211569 -71.511712013232966 6.6564796349377673 -71.553681583069007 6.787348946767036 -71.550981461091567 6.7785780918660512 -71.50901780631412,,,,,,,u3770503r,17,NGC121
image,HST,WFPC2/WFC,,F555W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.789739,51316.794368,400.0,,,,,POLYGON J2000 6.7785780918660512 -71.50901780631412 6.6479942560211569 -71.511712013232966 6.6564796349377673 -71.553681583069007 6.787348946767036 -71.550981461091567 6.7785780918660512 -71.50901780631412,,,,,,,u3770504r,17,NGC121
image,HST,WFPC2/WFC,,F555W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.820293000004,51316.820756,40.0,,,,,POLYGON J2000 6.7785780918660512 -71.50901780631412 6.6479942560211569 -71.511712013232966 6.6564796349377673 -71.553681583069007 6.787348946767036 -71.550981461091567 6.7785780918660512 -71.50901780631412,,,,,,,u3770505r,17,NGC121
image,HST,WFPC2/WFC,,F555W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.821682,51316.822145,40.0,,,,,POLYGON J2000 6.7785780918660512 -71.50901780631412 6.6479942560211569 -71.511712013232966 6.6564796349377673 -71.553681583069007 6.787348946767036 -71.550981461091567 6.7785780918660512 -71.50901780631412,,,,,,,u3770506r,17,NGC121
image,HST,WFPC2/WFC,,F555W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.823071,51316.823533999996,40.0,,,,,POLYGON J2000 6.7785780918660512 -71.50901780631412 6.6479942560211569 -71.511712013232966 6.6564796349377673 -71.553681583069007 6.787348946767036 -71.550981461091567 6.7785780918660512 -71.50901780631412,,,,,,,u3770507r,17,NGC121
image,HST,WFPC2/WFC,,F555W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.82446,51316.824922,40.0,,,,,POLYGON J2000 6.7785780918660512 -71.50901780631412 6.6479942560211569 -71.511712013232966 6.6564796349377673 -71.553681583069007 6.787348946767036 -71.550981461091567 6.7785780918660512 -71.50901780631412,,,,,,,u3770508r,17,NGC121
image,HST,WFPC2/WFC,,F555W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.825848,51316.826311000004,40.0,,,,,POLYGON J2000 6.7785780918660512 -71.50901780631412 6.6479942560211569 -71.511712013232966 6.6564796349377673 -71.553681583069007 6.787348946767036 -71.550981461091567 6.7785780918660512 -71.50901780631412,,,,,,,u3770509r,17,NGC121
image,HST,WFPC2/WFC,,F555W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.829321,51316.829783999994,40.0,,,,,POLYGON J2000 6.7785780918660512 -71.50901780631412 6.6479942560211569 -71.511712013232966 6.6564796349377673 -71.553681583069007 6.787348946767036 -71.550981461091567 6.7785780918660512 -71.50901780631412,,,,,,,u377050ar,17,NGC121
image,HST,WFPC2/WFC,,F814W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.854322,51316.860108999994,500.0,,,,,POLYGON J2000 6.77858251413946 -71.50900985603559 6.6479113156469927 -71.511705840589784 6.6563965135790966 -71.553675414034814 6.7873533789759346 -71.550973510527797 6.77858251413946 -71.50900985603559,,,,,,,u377050bm,17,NGC121
image,HST,WFPC2/WFC,,F814W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.861961,51316.867748000004,500.0,,,,,POLYGON J2000 6.77858251413946 -71.50900985603559 6.6479113156469927 -71.511705840589784 6.6563965135790966 -71.553675414034814 6.7873533789759346 -71.550973510527797 6.77858251413946 -71.50900985603559,,,,,,,u377050cr,17,NGC121
image,HST,WFPC2/WFC,,F814W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.886961000004,51316.892748,500.0,,,,,POLYGON J2000 6.77858251413946 -71.50900985603559 6.6479113156469927 -71.511705840589784 6.6563965135790966 -71.553675414034814 6.7873533789759346 -71.550973510527797 6.77858251413946 -71.50900985603559,,,,,,,u377050dm,17,NGC121
image,HST,WFPC2/WFC,,F814W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.8946,51316.900387,500.0,,,,,POLYGON J2000 6.77858251413946 -71.50900985603559 6.6479113156469927 -71.511705840589784 6.6563965135790966 -71.553675414034814 6.7873533789759346 -71.550973510527797 6.77858251413946 -71.50900985603559,,,,,,,u377050er,17,NGC121
image,HST,WFPC2/WFC,,F814W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.925154000004,51316.925385,20.0,,,,,POLYGON J2000 6.77858251413946 -71.50900985603559 6.6479113156469927 -71.511705840589784 6.6563965135790966 -71.553675414034814 6.7873533789759346 -71.550973510527797 6.77858251413946 -71.50900985603559,,,,,,,u377050fr,17,NGC121
image,HST,WFPC2/WFC,,F814W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.926543,51316.926774,20.0,,,,,POLYGON J2000 6.77858251413946 -71.50900985603559 6.6479113156469927 -71.511705840589784 6.6563965135790966 -71.553675414034814 6.7873533789759346 -71.550973510527797 6.77858251413946 -71.50900985603559,,,,,,,u377050gr,17,NGC121
image,HST,WFPC2/WFC,,F814W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.927932,51316.928163,20.0,,,,,POLYGON J2000 6.77858251413946 -71.50900985603559 6.6479113156469927 -71.511705840589784 6.6563965135790966 -71.553675414034814 6.7873533789759346 -71.550973510527797 6.77858251413946 -71.50900985603559,,,,,,,u377050hr,17,NGC121
image,HST,WFPC2/WFC,,F814W,,NGC121,,,6.70375,-71.53666700000001,6604,,,51316.929320999996,51316.929552,20.0,,,,,POLYGON J2000 6.77858251413946 -71.50900985603559 6.6479113156469927 -71.511705840589784 6.6563965135790966 -71.553675414034814 6.7873533789759346 -71.550973510527797 6.77858251413946 -71.50900985603559,,,,,,,u377050ir,17,NGC121
image,HST,WFPC2/WFC,,F555W,,NGC330,,,14.075,-72.463194,6425,,,50616.861974,50616.861993,1.6,,,,,POLYGON J2000 14.184911952162443 -72.448074665807681 14.056598053479364 -72.433119286964526 14.006136072119125 -72.472326510840688 14.134686528157381 -72.48731431752833 14.184911952162443 -72.448074665807681,,,,,,,u3js0101m,3,NGC330
image,HST,WFPC2/WFC,,F555W,,NGC330,,,14.075,-72.463194,6425,,,50616.863363,50616.863479,10.0,,,,,POLYGON J2000 14.184911952162443 -72.448074665807681 14.056598053479364 -72.433119286964526 14.006136072119125 -72.472326510840688 14.134686528157381 -72.48731431752833 14.184911952162443 -72.448074665807681,,,,,,,u3js0102m,3,NGC330
image,HST,WFPC2/WFC,,F814W,,SMC-N88,,,21.0365,-73.151611,6535,,,50691.433491,50691.433607,10.0,,,,,POLYGON J2000 21.125688745393674 -73.177278224143066 21.126708242791551 -73.135751501682151 20.981748077560891 -73.135401780280731 20.980381159051948 -73.176927664515873 21.125688745393674 -73.177278224143066,,,,,,,u3yo030pr,16,HW82
image,HST,WFPC2/WFC,,F814W,,SMC-N88,,,21.0365,-73.151611,6535,,,50691.541824,50691.541939999996,10.0,,,,,POLYGON J2000 21.12592766207813 -73.177348242450392 21.126946441638495 -73.135821518501899 20.981985685109457 -73.135472008469662 20.980619481442041 -73.176997894695276 21.12592766207813 -73.177348242450392,,,,,,,u3yo0312r,16,HW82
image,HST,WFPC2/WFC,,F555W,,NEB-012409-730917,,,21.038332999999998,-73.15472199999999,6839,,,50745.055714,50745.056408,60.0,,,,,POLYGON J2000 21.024144698419683 -73.19089173098051 21.137246450534292 -73.16537876791709 21.048035510507979 -73.132214433281163 20.935019079373063 -73.157678612918616 21.024144698419683 -73.19089173098051,,,,,,,u40e010lr,16,HW82
image,HST,WFPC2/WFC,,F555W,,NEB-012409-730917,,,21.038332999999998,-73.15472199999999,6839,,,50745.057797,50745.058492000004,60.0,,,,,POLYGON J2000 21.024144698419683 -73.19089173098051 21.137246450534292 -73.16537876791709 21.048035510507979 -73.132214433281163 20.935019079373063 -73.157678612918616 21.024144698419683 -73.19089173098051,,,,,,,u40e010mr,16,HW82
image,HST,WFPC2/WFC,,F439W,,NEB-012409-730917,,,21.038332999999998,-73.15472199999999,6839,,,50745.08141,50745.081416,0.5,,,,,POLYGON J2000 21.024146975351002 -73.190886106450691 21.137248689727954 -73.165373143009489 21.048037777310299 -73.132208808670057 20.935021383848607 -73.157672988699204 21.024146975351002 -73.190886106450691,,,,,,,u40e010rr,16,HW82
image,HST,WFPC2/WFC,,F439W,,NEB-012409-730917,,,21.038332999999998,-73.15472199999999,6839,,,50745.086271,50745.086276999995,0.5,,,,,POLYGON J2000 21.024146975351002 -73.190886106450691 21.137248689727954 -73.165373143009489 21.048037777310299 -73.132208808670057 20.935021383848607 -73.157672988699204 21.024146975351002 -73.190886106450691,,,,,,,u40e010sr,16,HW82
image,HST,WFPC2/WFC,,F336W,,NEB-012409-730917,,,21.038332999999998,-73.15472199999999,6839,,,51139.736969,51139.738126,100.0,,,,,POLYGON J2000 21.009993143505344 -73.167086936174059 21.150713464817471 -73.159428779150687 21.123821960917333 -73.118131154884878 20.983424287472477 -73.125771112912673 21.009993143505344 -73.167086936174059,,,,,,,u40e510dr,16,HW82
image,HST,WFPC2/WFC,,F336W,,NEB-012409-730917,,,21.038332999999998,-73.15472199999999,6839,,,51139.739052,51139.74021,100.0,,,,,POLYGON J2000 21.009993143505344 -73.167086936174059 21.150713464817471 -73.159428779150687 21.123821960917333 -73.118131154884878 20.983424287472477 -73.125771112912673 21.009993143505344 -73.167086936174059,,,,,,,u40e510er,16,HW82
image,HST,WFPC2/WFC,,F336W,,NEB-012409-730917,,,21.038332999999998,-73.15472199999999,6839,,,51139.741135000004,51139.742293,100.0,,,,,POLYGON J2000 21.009993143505344 -73.167086936174059 21.150713464817471 -73.159428779150687 21.123821960917333 -73.118131154884878 20.983424287472477 -73.125771112912673 21.009993143505344 -73.167086936174059,,,,,,,u40e510fr,16,HW82
image,HST,WFPC2/WFC,,F555W,,SMC-L31,,,11.641125,-72.742667,6860,,,50680.382798,50680.386269999995,300.0,,,,,POLYGON J2000 11.755247305444943 -72.756088010433217 11.701147533898187 -72.717819225467821 11.570462129085021 -72.7340290106211 11.624329722479233 -72.772332706366271 11.755247305444943 -72.756088010433217,,,,,,,u46c0101m,4,Lindsay31
image,HST,WFPC2/WFC,,F555W,,SMC-L31,,,11.641125,-72.742667,6860,,,50680.388352999995,50680.399928,1000.0,,,,,POLYGON J2000 11.755247305444943 -72.756088010433217 11.701147533898187 -72.717819225467821 11.570462129085021 -72.7340290106211 11.624329722479233 -72.772332706366271 11.755247305444943 -72.756088010433217,,,,,,,u46c0102m,4,Lindsay31
image,HST,WFPC2/WFC,,F555W,,SMC-L31,,,11.641125,-72.742667,6860,,,50680.401548,50680.416594,1300.0,,,,,POLYGON J2000 11.755247305444943 -72.756088010433217 11.701147533898187 -72.717819225467821 11.570462129085021 -72.7340290106211 11.624329722479233 -72.772332706366271 11.755247305444943 -72.756088010433217,,,,,,,u46c0103m,4,Lindsay31
image,HST,WFPC2/WFC,,F555W,,SMC-L31,,,11.641125,-72.742667,6860,,,50680.448769999995,50680.463816,1300.0,,,,,POLYGON J2000 11.755247305444943 -72.756088010433217 11.701147533898187 -72.717819225467821 11.570462129085021 -72.7340290106211 11.624329722479233 -72.772332706366271 11.755247305444943 -72.756088010433217,,,,,,,u46c0104m,4,Lindsay31
image,HST,WFPC2/WFC,,F555W,,SMC-L31,,,11.641125,-72.742667,6860,,,50680.465437,50680.483955,1600.0,,,,,POLYGON J2000 11.755247305444943 -72.756088010433217 11.701147533898187 -72.717819225467821 11.570462129085021 -72.7340290106211 11.624329722479233 -72.772332706366271 11.755247305444943 -72.756088010433217,,,,,,,u46c0105m,4,Lindsay31
image,HST,WFPC2/WFC,,F814W,,SMC-L31,,,11.641125,-72.742667,6860,,,50680.515437,50680.517752,200.0,,,,,POLYGON J2000 11.755282454714184 -72.756092591906253 11.701146516347006 -72.717798189526079 11.57046124125536 -72.734007957151732 11.62436484621211 -72.772337293656008 11.755282454714184 -72.756092591906253,,,,,,,u46c0106m,4,Lindsay31
image,HST,WFPC2/WFC,,F814W,,SMC-L31,,,11.641125,-72.742667,6860,,,50680.519603,50680.533492,1200.0,,,,,POLYGON J2000 11.755282454714184 -72.756092591906253 11.701146516347006 -72.717798189526079 11.57046124125536 -72.734007957151732 11.62436484621211 -72.772337293656008 11.755282454714184 -72.756092591906253,,,,,,,u46c0107m,4,Lindsay31
image,HST,WFPC2/WFC,,F814W,,SMC-L31,,,11.641125,-72.742667,6860,,,50680.535576,50680.550622,1300.0,,,,,POLYGON J2000 11.755282454714184 -72.756092591906253 11.701146516347006 -72.717798189526079 11.57046124125536 -72.734007957151732 11.62436484621211 -72.772337293656008 11.755282454714184 -72.756092591906253,,,,,,,u46c0108m,4,Lindsay31
image,HST,WFPC2/WFC,,F814W,,SMC-L31,,,11.641125,-72.742667,6860,,,50680.582798,50680.597843999996,1300.0,,,,,POLYGON J2000 11.755282454714184 -72.756092591906253 11.701146516347006 -72.717798189526079 11.57046124125536 -72.734007957151732 11.62436484621211 -72.772337293656008 11.755282454714184 -72.756092591906253,,,,,,,u46c0109m,4,Lindsay31
image,HST,WFPC2/WFC,,F814W,,SMC-L31,,,11.641125,-72.742667,6860,,,50680.599465,50680.617983,1600.0,,,,,POLYGON J2000 11.755282454714184 -72.756092591906253 11.701146516347006 -72.717798189526079 11.57046124125536 -72.734007957151732 11.62436484621211 -72.772337293656008 11.755282454714184 -72.756092591906253,,,,,,,u46c010am,4,Lindsay31
image,HST,WFPC2/WFC,,F336W,,SMC8,,,22.777917000000002,-73.433639,7282,,,50908.51266,50908.512775999996,10.0,,,,,POLYGON J2000 22.757216269172041 -73.397707024343873 22.671114300470744 -73.431111936672252 22.789935351766957 -73.4560094987593 22.875929996871076 -73.422555822483588 22.757216269172041 -73.397707024343873,,,,,,,u4837901r,18,Bruck165
image,HST,WFPC2/WFC,,F336W,,SMC8,,,22.777917000000002,-73.433639,7282,,,50908.514049,50908.514165,10.0,,,,,POLYGON J2000 22.757216269172041 -73.397707024343873 22.671114300470744 -73.431111936672252 22.789935351766957 -73.4560094987593 22.875929996871076 -73.422555822483588 22.757216269172041 -73.397707024343873,,,,,,,u4837902r,18,Bruck165
image,HST,WFPC2/WFC,,F439W,,SMC8,,,22.777917000000002,-73.433639,7282,,,50908.516132,50908.516271,12.0,,,,,POLYGON J2000 22.757210840782797 -73.397701166818109 22.671051116501005 -73.431128441275533 22.789950845695891 -73.456042470059202 22.876003103230069 -73.422566366711095 22.757210840782797 -73.397701166818109,,,,,,,u4837903r,18,Bruck165
image,HST,WFPC2/WFC,,F439W,,SMC8,,,22.777917000000002,-73.433639,7282,,,50908.517520999994,50908.517660000005,12.0,,,,,POLYGON J2000 22.757210840782797 -73.397701166818109 22.671051116501005 -73.431128441275533 22.789950845695891 -73.456042470059202 22.876003103230069 -73.422566366711095 22.757210840782797 -73.397701166818109,,,,,,,u4837904r,18,Bruck165
image,HST,WFPC2/WFC,,F555W,,SMC8,,,22.777917000000002,-73.433639,7282,,,50908.519604,50908.519651,4.0,,,,,POLYGON J2000 22.757207689979804 -73.397695576910209 22.671047992360791 -73.43112285103841 22.789947681359905 -73.4560368802792 22.875999912312686 -73.422560777274271 22.757207689979804 -73.397695576910209,,,,,,,u4837905r,18,Bruck165
image,HST,WFPC2/WFC,,F555W,,SMC8,,,22.777917000000002,-73.433639,7282,,,50908.520993,50908.52104,4.0,,,,,POLYGON J2000 22.757207689979804 -73.397695576910209 22.671047992360791 -73.43112285103841 22.789947681359905 -73.4560368802792 22.875999912312686 -73.422560777274271 22.757207689979804 -73.397695576910209,,,,,,,u4837906r,18,Bruck165
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,14.715643,-72.260817,8059,,,51425.085572,51425.086035,40.0,,,,,POLYGON J2000 14.761780471614438 -72.282385383954207 14.791823975120105 -72.241907365014512 14.657392520239267 -72.232596114828453 14.627067301823079 -72.273053556850115 14.761780471614438 -72.282385383954207,,,,,,,u4wobn01r,8,H86183
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,14.715643,-72.260817,8059,,,51425.086962,51425.089277,200.0,,,,,POLYGON J2000 14.761780471614438 -72.282385383954207 14.791823975120105 -72.241907365014512 14.657392520239267 -72.232596114828453 14.627067301823079 -72.273053556850115 14.761780471614438 -72.282385383954207,,,,,,,u4wobn02r,8,H86183
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,14.715643,-72.260817,8059,,,51425.091822,51425.092285,40.0,,,,,POLYGON J2000 14.761762099490785 -72.282385084958861 14.79180561042735 -72.241907066563328 14.657462906711062 -72.232601994273978 14.627137866662014 -72.273059449401799 14.761762099490785 -72.282385084958861,,,,,,,u4wobn03r,8,H86183
image,HST,WFPC2/WFC,,F450W,,LIST-1,,,14.715643,-72.260817,8059,,,51425.093212,51425.096685000004,300.0,,,,,POLYGON J2000 14.761762099490785 -72.282385084958861 14.79180561042735 -72.241907066563328 14.657462906711062 -72.232601994273978 14.627137866662014 -72.273059449401799 14.761762099490785 -72.282385084958861,,,,,,,u4wobn04r,8,H86183
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,14.715643,-72.260817,8059,,,51425.099461,51425.100618000004,100.0,,,,,POLYGON J2000 14.761774367095352 -72.282391537485964 14.79183793753834 -72.241886422733586 14.657406623902506 -72.232575188805342 14.627061150147913 -72.273059712894351 14.761774367095352 -72.282391537485964,,,,,,,u4wobn05r,8,H86183
image,HST,WFPC2/WFC,,F814W,,LIST-1,,,14.715643,-72.260817,8059,,,51425.101546,51425.105018,300.0,,,,,POLYGON J2000 14.761774367095352 -72.282391537485964 14.79183793753834 -72.241886422733586 14.657406623902506 -72.232575188805342 14.627061150147913 -72.273059712894351 14.761774367095352 -72.282391537485964,,,,,,,u4wobn06r,8,H86183
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,17.050643,-73.23474,8059,,,51482.742517,51482.742633,10.0,,,,,POLYGON J2000 17.024787503599029 -73.259377260611103 17.152712109177546 -73.240324116790646 17.08575945780391 -73.202972702181043 16.958037849003428 -73.221984647015944 17.024787503599029 -73.259377260611103,,,,,,,u4wobz01r,14,Kron57
image,HST,WFPC2/WFC,,F606W,,LIST-1,,,17.050648000000002,-73.234739,8059,,,51482.757795,51482.758258,40.0,,,,,POLYGON J2000 17.024792202573025 -73.259376588845328 17.152716803221534 -73.240323445054628 17.08576415455844 -73.202972030429038 16.95804255067188 -73.221983975235986 17.024792202573025 -73.259376588845328,,,,,,,u4wobz02r,14,Kron57
