#@string, string, string, string, ra, dec, string, string, string, string, string, string, string, int, string, string, string, ra, dec, float, float, float, string, string, string, string, float, string, string, string, string, string, string, string, string, float
instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,dataproduct_type,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_max,t_exptime,wavelength_region,filters,target_classification,obs_title,t_obs_release,instrument_,proposal_pi,proposal_id,objID,s_region,jpegURL,obsid,project,distance
ACS,WFC,12257,ANY,77.423308,-67.878908,CLEAR1L,F814W,Girardi,350,2011-10-12,lmc_fields/ACS/12257_ANY/jbhy41sqq_flt.fits,image,3,HST,JBHY41010,ANY,77.42171173758,-67.87827222157,55846.85295,55846.86715,1000,OPTICAL,F555W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56212.99887,ACS/WFC,GIRARDI,12257,2012943547,POLYGON 77.40484934 -67.84335364 77.32327114 -67.88959869 77.45700359 -67.91754404 77.53703499 -67.86932204 77.40484934 -67.84335364 77.40484934 -67.84335364,http://archive.stsci.edu/hst/previews/JBHY/JBHY41010_256.jpg,2003878183,DADS,0
ACS,WFC,12257,ANY,77.423308,-67.878908,CLEAR1L,F814W,Girardi,350,2011-10-12,lmc_fields/ACS/12257_ANY/jbhy41sqq_flt.fits,image,3,HST,JBHY41020,ANY,77.4234094354,-67.8789443027,55846.87212,55846.88578,700,OPTICAL,F814W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56213.04815,ACS/WFC,GIRARDI,12257,2012943548,POLYGON 77.4065441 -67.84402589 77.32496697 -67.8902718 77.45870537 -67.91821574 77.53873549 -67.8699929 77.4065441 -67.84402589 77.4065441 -67.84402589,http://archive.stsci.edu/hst/previews/JBHY/JBHY41020_256.jpg,2003878184,DADS,0
ACS,WFC,12257,ANY,89.526266,-67.354204,F555W,CLEAR2L,Girardi,500,2011-10-09,lmc_fields/ACS/12257_ANY/jbhy42plq_flt.fits,image,3,HST,JBHY42010,ANY,89.52626556003,-67.35420427987,55843.92428,55843.94104,1000,OPTICAL,F555W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56210.0047,ACS/WFC,GIRARDI,12257,2012943549,POLYGON 89.49311751 -67.32108982 89.43718535 -67.37226815 89.5792826 -67.39029486 89.63270107 -67.33728758 89.49311751 -67.32108982 89.49311751 -67.32108982,http://archive.stsci.edu/hst/previews/JBHY/JBHY42010_256.jpg,2003878185,DADS,0
ACS,WFC,12257,ANY,89.526266,-67.354204,F555W,CLEAR2L,Girardi,500,2011-10-09,lmc_fields/ACS/12257_ANY/jbhy42plq_flt.fits,image,3,HST,JBHY42020,ANY,89.52822325544,-67.35474486546,55843.94601,55843.95966,700,OPTICAL,F814W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56210.22184,ACS/WFC,GIRARDI,12257,2012943550,POLYGON 89.49507176 -67.32163081 89.43914252 -67.37280981 89.58124447 -67.3908348 89.6346598 -67.33782687 89.49507176 -67.32163081 89.49507176 -67.32163081,http://archive.stsci.edu/hst/previews/JBHY/JBHY42020_256.jpg,2003878186,DADS,0
ACS,WFC,12257,ANY,89.526388,-67.3542,F555W,CLEAR2L,Girardi,500,2011-10-09,lmc_fields/ACS/12257_ANY/jbhy42poq_flt.fits,image,3,HST,JBHY42010,ANY,89.52626556003,-67.35420427987,55843.92428,55843.94104,1000,OPTICAL,F555W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56210.0047,ACS/WFC,GIRARDI,12257,2012943549,POLYGON 89.49311751 -67.32108982 89.43718535 -67.37226815 89.5792826 -67.39029486 89.63270107 -67.33728758 89.49311751 -67.32108982 89.49311751 -67.32108982,http://archive.stsci.edu/hst/previews/JBHY/JBHY42010_256.jpg,2003878185,DADS,0
ACS,WFC,12257,ANY,89.526388,-67.3542,F555W,CLEAR2L,Girardi,500,2011-10-09,lmc_fields/ACS/12257_ANY/jbhy42poq_flt.fits,image,3,HST,JBHY42020,ANY,89.52822325544,-67.35474486546,55843.94601,55843.95966,700,OPTICAL,F814W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56210.22184,ACS/WFC,GIRARDI,12257,2012943550,POLYGON 89.49507176 -67.32163081 89.43914252 -67.37280981 89.58124447 -67.3908348 89.6346598 -67.33782687 89.49507176 -67.32163081 89.49507176 -67.32163081,http://archive.stsci.edu/hst/previews/JBHY/JBHY42020_256.jpg,2003878186,DADS,0
ACS,WFC,12257,ANY,89.528223,-67.354745,CLEAR1L,F814W,Girardi,350,2011-10-09,lmc_fields/ACS/12257_ANY/jbhy42psq_flt.fits,image,3,HST,JBHY42010,ANY,89.52626556003,-67.35420427987,55843.92428,55843.94104,1000,OPTICAL,F555W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56210.0047,ACS/WFC,GIRARDI,12257,2012943549,POLYGON 89.49311751 -67.32108982 89.43718535 -67.37226815 89.5792826 -67.39029486 89.63270107 -67.33728758 89.49311751 -67.32108982 89.49311751 -67.32108982,http://archive.stsci.edu/hst/previews/JBHY/JBHY42010_256.jpg,2003878185,DADS,0
ACS,WFC,12257,ANY,89.528223,-67.354745,CLEAR1L,F814W,Girardi,350,2011-10-09,lmc_fields/ACS/12257_ANY/jbhy42psq_flt.fits,image,3,HST,JBHY42020,ANY,89.52822325544,-67.35474486546,55843.94601,55843.95966,700,OPTICAL,F814W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56210.22184,ACS/WFC,GIRARDI,12257,2012943550,POLYGON 89.49507176 -67.32163081 89.43914252 -67.37280981 89.58124447 -67.3908348 89.6346598 -67.33782687 89.49507176 -67.32163081 89.49507176 -67.32163081,http://archive.stsci.edu/hst/previews/JBHY/JBHY42020_256.jpg,2003878186,DADS,0
ACS,WFC,12257,ANY,89.528109,-67.354717,CLEAR1L,F814W,Girardi,350,2011-10-09,lmc_fields/ACS/12257_ANY/jbhy42pwq_flt.fits,image,3,HST,JBHY42010,ANY,89.52626556003,-67.35420427987,55843.92428,55843.94104,1000,OPTICAL,F555W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56210.0047,ACS/WFC,GIRARDI,12257,2012943549,POLYGON 89.49311751 -67.32108982 89.43718535 -67.37226815 89.5792826 -67.39029486 89.63270107 -67.33728758 89.49311751 -67.32108982 89.49311751 -67.32108982,http://archive.stsci.edu/hst/previews/JBHY/JBHY42010_256.jpg,2003878185,DADS,0
ACS,WFC,12257,ANY,89.528109,-67.354717,CLEAR1L,F814W,Girardi,350,2011-10-09,lmc_fields/ACS/12257_ANY/jbhy42pwq_flt.fits,image,3,HST,JBHY42020,ANY,89.52822325544,-67.35474486546,55843.94601,55843.95966,700,OPTICAL,F814W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56210.22184,ACS/WFC,GIRARDI,12257,2012943550,POLYGON 89.49507176 -67.32163081 89.43914252 -67.37280981 89.58124447 -67.3908348 89.6346598 -67.33782687 89.49507176 -67.32163081 89.49507176 -67.32163081,http://archive.stsci.edu/hst/previews/JBHY/JBHY42020_256.jpg,2003878186,DADS,0
