#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Name, RA, Dec, M_V, logAge, elogAge, logMass, Source, AltName, Product Type, Calibration Level, Mission, Observation ID, Target Name, RA, Dec, Start Time, End Time, Exposure Time, Waveband, Filters, Target Classification, Observation Title, Release Date, Instrument, Principal Investigator, Proposal ID, Object ID, s_region, jpegURL, Product Group ID, Project, Distance (")
#@string, ra, dec, float, float, float, float, int, string, string, int, string, string, string, ra, dec, float, float, float, string, string, string, string, float, string, string, string, string, string, string, string, string, float
Name,RA,Dec,M_V,logAge,elogAge,logMass,Source,AltName,dataproduct_type,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_max,t_exptime,wavelength_region,filters,target_classification,obs_title,t_obs_release,instrument,proposal_pi,proposal_id,objID,s_region,jpegURL,obsid,project,distance
NGC1651,69.3795833333333,-70.5838888888889,-7.16,9.3,0.09,5.24,4,NA,image,3,HST,hst_12257_23_wfc3_uvis_f814w,NGC-1651,69.4049517633346,-70.5852245430568,55850.30363,55850.32317,1430,OPTICAL,F814W,,,56216.40304,WFC3/UVIS,Girardi,12257,2014093951,POLYGON J2000 69.31707500 -70.58254360 69.31829709 -70.58254596 69.31833315 -70.58275494 69.31748610 -70.58275150 69.32127240 -70.60513550 69.32249933 -70.60514046 69.32262900 -70.60590590 69.32271230 -70.60590624 69.32271480 -70.60592100 69.45845740 -70.60641840 69.45831998 -70.60563832 69.45451890 -70.58403740 69.45443527 -70.58403712 69.45443270 -70.58402250 69.45320781 -70.58401843 69.45312356 -70.58353894 69.45486500 -70.58354100 69.45481438 -70.58325868 69.45472463 -70.58275815 69.45080850 -70.56089300 69.45072495 -70.56089290 69.45072230 -70.56087810 69.44950227 -70.56087663 69.44936490 -70.56010850 69.31317300 -70.55989260 69.31707500 -70.58254360,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12257_23_wfc3_uvis_f814w&size=ALL&format=jpeg&output_size=256,2004289927,HLA,0
NGC1651,69.3795833333333,-70.5838888888889,-7.16,9.3,0.09,5.24,4,NA,image,3,HST,hst_12257_23_wfc3_uvis_f475w,NGC-1651,69.4048435531623,-70.5852039998234,55850.30049,55850.34171,1440,OPTICAL,F475W,,,56216.48058,WFC3/UVIS,Girardi,12257,2014093950,POLYGON J2000 69.44935565 -70.56083596 69.44922350 -70.56009700 69.31304330 -70.55988000 69.31694440 -70.58252710 69.31821670 -70.58252957 69.31825245 -70.58273677 69.31735280 -70.58273310 69.32114000 -70.60511570 69.32241702 -70.60512088 69.32254180 -70.60585720 69.32262654 -70.60585754 69.32263360 -70.60589920 69.45836960 -70.60639880 69.45823252 -70.60562091 69.45443010 -70.58401920 69.45434524 -70.58401892 69.45433790 -70.58397720 69.45306311 -70.58397294 69.45298391 -70.58352237 69.45477250 -70.58352450 69.45472197 -70.58324267 69.45463233 -70.58274272 69.45071680 -70.56088050 69.45063337 -70.56088040 69.45062570 -70.56083750 69.44935565 -70.56083596,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_12257_23_wfc3_uvis_f475w&size=ALL&format=jpeg&output_size=256,2004289926,HLA,0
NGC1651,69.3795833333333,-70.5838888888889,-7.16,9.3,0.09,5.24,4,NA,image,3,HST,IBHY23040,NGC-1651,69.38736050804,-70.5833427517,55850.30363,55850.32317,1430,OPTICAL,F814W,EXT-CLUSTER;GLOBULAR CLUSTER,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56216.40304,WFC3/UVIS,GIRARDI,12257,2012910776,POLYGON 69.45137225 -70.56077031 69.31472583 -70.56068348 69.32329606 -70.60590002 69.45865864 -70.60649934 69.45137225 -70.56077031 69.45137225 -70.56077031,http://archive.stsci.edu/hst/previews/IBHY/IBHY23040_256.jpg,2003845412,DADS,0
NGC1651,69.3795833333333,-70.5838888888889,-7.16,9.3,0.09,5.24,4,NA,image,3,HST,IBHY23030,NGC-1651,69.38736050804,-70.5833427517,55850.30049,55850.34171,1440,OPTICAL,F475W,EXT-CLUSTER;GLOBULAR CLUSTER,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56216.48058,WFC3/UVIS,GIRARDI,12257,2012910775,POLYGON 69.45137407 -70.56077085 69.31472765 -70.56068283 69.32329434 -70.60589944 69.45865687 -70.60649993 69.45137407 -70.56077085 69.45137407 -70.56077085,http://archive.stsci.edu/hst/previews/IBHY/IBHY23030_256.jpg,2003845411,DADS,0
NGC1651,69.3795833333333,-70.5838888888889,-7.16,9.3,0.09,5.24,4,NA,image,3,HST,hst_05972_58_wfpc2_total_wf,NGC1651,69.398327263691,-70.5963142389837,50010.4627,50010.49209,2000,,DETECTION,,,50377.02514,WFPC2/WFC,MOULD,5972,2013483504,POLYGON J2000 69.45852600 -70.61209700 69.45934602 -70.59256843 69.45993100 -70.59257000 69.46049900 -70.57045900 69.39390500 -70.57026800 69.39361033 -70.58152704 69.36724800 -70.58137000 69.36681698 -70.58953264 69.33299100 -70.58926200 69.33141200 -70.61137700 69.39281477 -70.61186183 69.39802200 -70.61190200 69.39802808 -70.61181726 69.45852600 -70.61209700,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05972_58_wfpc2_total_wf&size=ALL&format=jpeg&output_size=256,2004087006,HLA,0
NGC1651,69.3795833333333,-70.5838888888889,-7.16,9.3,0.09,5.24,4,NA,image,3,HST,hst_05972_58_wfpc2_total_pc,NGC1651,69.3821956899627,-70.5865161115522,50010.4627,50010.49209,2000,,DETECTION,,,50377.02514,WFPC2/PC,MOULD,5972,2013483503,POLYGON J2000 69.39715100 -70.59166100 69.39769000 -70.58155100 69.36724800 -70.58137000 69.36671400 -70.59148200 69.39715100 -70.59166100,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05972_58_wfpc2_total_pc&size=ALL&format=jpeg&output_size=256,2004087005,HLA,0
NGC1651,69.3795833333333,-70.5838888888889,-7.16,9.3,0.09,5.24,4,NA,image,3,HST,hst_05972_58_wfpc2_f814w_wf,NGC1651,69.398327263691,-70.5963142389837,50010.47867,50010.49209,1000,OPTICAL,F814W,,,50377.02514,WFPC2/WFC,MOULD,5972,2013483502,POLYGON J2000 69.39281477 -70.61186183 69.39802200 -70.61190200 69.39802808 -70.61181726 69.45852600 -70.61209700 69.45934602 -70.59256843 69.45993100 -70.59257000 69.46049900 -70.57045900 69.39390500 -70.57026800 69.39361033 -70.58152704 69.36724800 -70.58137000 69.36681698 -70.58953264 69.33299100 -70.58926200 69.33141200 -70.61137700 69.39281477 -70.61186183,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05972_58_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004087004,HLA,0
NGC1651,69.3795833333333,-70.5838888888889,-7.16,9.3,0.09,5.24,4,NA,image,3,HST,hst_05972_58_wfpc2_f814w_pc,NGC1651,69.3821956899627,-70.5865161115522,50010.47867,50010.49209,1000,OPTICAL,F814W,,,50377.02514,WFPC2/PC,MOULD,5972,2013483501,POLYGON J2000 69.39769000 -70.58155100 69.36724800 -70.58137000 69.36671400 -70.59148200 69.39715100 -70.59166100 69.39769000 -70.58155100,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05972_58_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004087003,HLA,0
NGC1651,69.3795833333333,-70.5838888888889,-7.16,9.3,0.09,5.24,4,NA,image,3,HST,hst_05972_58_wfpc2_f555w_wf,NGC1651,69.398327263691,-70.5963142389837,50010.4627,50010.47612,1000,OPTICAL,F555W,,,50377.01848,WFPC2/WFC,MOULD,5972,2013483500,POLYGON J2000 69.36681698 -70.58953264 69.33299100 -70.58926200 69.33141200 -70.61137700 69.39281477 -70.61186183 69.39802200 -70.61190200 69.39802808 -70.61181726 69.45852600 -70.61209700 69.45934602 -70.59256843 69.45993100 -70.59257000 69.46049900 -70.57045900 69.39390500 -70.57026800 69.39361033 -70.58152704 69.36724800 -70.58137000 69.36681698 -70.58953264,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05972_58_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004087002,HLA,0
NGC1651,69.3795833333333,-70.5838888888889,-7.16,9.3,0.09,5.24,4,NA,image,3,HST,hst_05972_58_wfpc2_f555w_pc,NGC1651,69.3821956899627,-70.5865161115522,50010.4627,50010.47612,1000,OPTICAL,F555W,,,50377.01848,WFPC2/PC,MOULD,5972,2013483499,POLYGON J2000 69.39769000 -70.58155100 69.36724800 -70.58137000 69.36671400 -70.59148200 69.39715100 -70.59166100 69.39769000 -70.58155100,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05972_58_wfpc2_f555w_pc&size=ALL&format=jpeg&output_size=256,2004087001,HLA,0
