#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Names, RAJ2000, DEJ2000, Type, amaj, amin, PA, Com, SimbadName, Product Type, Calibration Level, Mission, Observation ID, Target Name, RA, Dec, Start Time, End Time, Exposure Time, Waveband, Filters, Target Classification, Observation Title, Release Date, Instrument, Principal Investigator, Proposal ID, Object ID, s_region, jpegURL, Product Group ID, Project, Distance (")
#@string, ra, dec, string, string, string, string, string, string, string, int, string, string, string, ra, dec, float, float, float, string, string, string, string, float, string, string, string, string, string, string, string, string, float
Names,RAJ2000,DEJ2000,Type,amaj,amin,PA,Com,SimbadName,dataproduct_type,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_max,t_exptime,wavelength_region,filters,target_classification,obs_title,t_obs_release,instrument,proposal_pi,proposal_id,objID,s_region,jpegURL,obsid,project,distance
"K57,L86",17.0583333333333,-73.2572222222222,C,1.2000000476837158,1.100000023841858,50,,Cl Kron 57,image,3,HST,hst_08059_c3_wfpc2_f814w_wf,LIST-1,17.0577755366904,-73.2421824189284,51479.86473,51479.87376,700,OPTICAL,F814W,,,51479.99351,WFPC2/WFC,CASERTANO,8059,2013524632,POLYGON J2000 17.11089100 -73.22590700 17.07722513 -73.23160982 17.06208300 -73.22401000 17.03754377 -73.22808040 17.01832600 -73.21829600 16.95159700 -73.22920600 16.98946000 -73.24846700 16.98971467 -73.24842544 17.02469000 -73.26581700 17.08327724 -73.25602130 17.08361700 -73.25618800 17.09057169 -73.25501206 17.14973800 -73.24499200 17.11089100 -73.22590700,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_c3_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004128134,HLA,0
BSDL1258,79.875,-69.9727777777778,CA,0.4000000059604645,0.4000000059604645,0,,BSDL1258,image,3,HST,hst_08059_gt_wfpc2_f606w_wf,LIST-1,79.8781410483478,-69.9599128319789,52254.99392,52254.99763,240,OPTICAL,F606W,,,52255.6556,WFPC2/WFC,CASERTANO,8059,2013525980,POLYGON J2000 79.85049078 -69.94795072 79.82711700 -69.94006100 79.78184200 -69.95582600 79.82788500 -69.97135700 79.82805795 -69.97129685 79.87027100 -69.98525800 79.90984749 -69.97120678 79.91025500 -69.97134000 79.91494176 -69.96965919 79.95480800 -69.95534600 79.90810900 -69.94006300 79.88542483 -69.94820781 79.86709500 -69.94209600 79.85049078 -69.94795072,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_gt_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004129482,HLA,0
KMHK1111,83.725,-70.4258333333333,CA,0.550000011920929,0.5,160,,KMHK1111,image,3,HST,hst_08059_g8_wfpc2_f814w_wf,LIST-1,83.7466099205835,-70.4185911425158,52197.15433,52197.1599,400,OPTICAL,F814W,,,52197.39316,WFPC2/WFC,CASERTANO,8059,2013525776,POLYGON J2000 83.70327600 -70.40768300 83.71057694 -70.41547142 83.67851400 -70.41877200 83.69790800 -70.43991600 83.75613780 -70.43391511 83.76103900 -70.43340900 83.76096504 -70.43332842 83.81811700 -70.42723100 83.80044946 -70.40862124 83.80100300 -70.40856100 83.78066200 -70.38752600 83.71786200 -70.39434800 83.72820888 -70.40505990 83.70327600 -70.40768300,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_g8_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004129278,HLA,0
HS279,81.2541666666667,-69.025,CA,1.100000023841858,1.0,20,in DEML177,[HS66] 279,image,3,HST,hst_08059_h8_wfpc2_f814w_wf,LIST-1,81.3138769497672,-69.0145628056752,52305.76615,52305.7717,400,OPTICAL,F814W,,,52305.9761,WFPC2/WFC,CASERTANO,8059,2013526090,POLYGON J2000 81.24360835 -69.00940045 81.23930500 -69.02944700 81.29366962 -69.03094480 81.29363100 -69.03113800 81.35520900 -69.03271300 81.35522764 -69.03261974 81.35915121 -69.01297456 81.35932813 -69.01208786 81.35961700 -69.01064000 81.32826156 -69.00983876 81.33023400 -69.00110300 81.30752454 -69.00044899 81.31023800 -68.98924700 81.24871000 -68.98733600 81.24337000 -69.00939300 81.24360835 -69.00940045,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_h8_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004129592,HLA,0
"K57,L86",17.0583333333333,-73.2572222222222,C,1.2000000476837158,1.100000023841858,50,,Cl Kron 57,image,3,HST,hst_08059_c3_wfpc2_f606w_wf,LIST-1,17.0691939633877,-73.2396310555119,51479.78904,51479.79714,440,OPTICAL,F606W,,,51479.98978,WFPC2/WFC,CASERTANO,8059,2013524630,POLYGON J2000 17.12229100 -73.22335300 17.08863508 -73.22905713 17.07349000 -73.22145800 17.04895617 -73.22553006 17.02973600 -73.21574700 16.96302300 -73.22666000 17.00089300 -73.24591900 17.00114840 -73.24587730 17.03613000 -73.26326700 17.09470269 -73.25346857 17.09504200 -73.25363500 17.10199267 -73.25245902 17.16114600 -73.24243500 17.12229100 -73.22335300,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_c3_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004128132,HLA,0
"SL639,M-OB3",84.9125,-69.2013888888889,CN,1.0,1.0,0,"mP,in LMC-N157",[SL63] 639,image,3,HST,hst_08059_dm_wfpc2_f606w_wf,LIST-1,84.9188494018348,-69.1839088819048,51800.28626,51800.5233,240,OPTICAL,F606W,,,51800.77414,WFPC2/WFC,CASERTANO,8059,2013525034,POLYGON J2000 84.86798302 -69.17001822 84.89507193 -69.17585334 84.88221649 -69.18324411 84.88211400 -69.18330300 84.90165107 -69.18759329 84.88495750 -69.19706133 84.88485400 -69.19712000 84.93759700 -69.20886200 84.93769900 -69.20880300 84.96820828 -69.19148967 84.97076200 -69.19003900 84.97056043 -69.18999417 85.00011300 -69.17285100 84.95326295 -69.16264751 84.95354800 -69.16248000 84.90033100 -69.15102900 84.86808400 -69.16995900 84.86798302 -69.17001822,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_dm_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004128536,HLA,0
KMK88-78,83.7708333333333,-69.3308333333333,C,0.550000011920929,0.5,160,in BSDL2451,KMK88 78,image,3,HST,hst_07786_pi_wfpc2_f606w_wf,PAR,83.7193378104892,-69.3381080618268,50795.18209,50795.18534,200,OPTICAL,F606W,,,50795.79863,WFPC2/WFC,MACKENTY,7786,2013519568,POLYGON J2000 83.75625445 -69.34729204 83.79315600 -69.33239500 83.74594900 -69.31782800 83.72495046 -69.32630515 83.70640700 -69.32047500 83.69102545 -69.32657298 83.66736600 -69.31904200 83.62539700 -69.33547200 83.67199900 -69.35029600 83.67215865 -69.35023358 83.71485000 -69.36354800 83.75150217 -69.34891475 83.75191500 -69.34904200 83.75625445 -69.34729204,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07786_pi_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004123070,HLA,0
KMK88-78,83.7708333333333,-69.3308333333333,C,0.550000011920929,0.5,160,in BSDL2451,KMK88 78,image,3,HST,hst_07587_04_wfpc2_f606w_wf,LMC-SN1987A,83.7274250329211,-69.3355139485167,50791.16404,50791.17677,400,OPTICAL,F606W,,,51156.57573,WFPC2/WFC,MARAN,7587,2013515688,POLYGON J2000 83.71539306 -69.32421197 83.71508300 -69.32412700 83.70090327 -69.33057704 83.67615917 -69.32371382 83.67585000 -69.32362800 83.63711600 -69.34102200 83.63742700 -69.34110700 83.68676900 -69.35478600 83.68691703 -69.35471960 83.73206600 -69.36698500 83.76583948 -69.35151210 83.76627500 -69.35162900 83.77027085 -69.34977911 83.80424100 -69.33403600 83.80392792 -69.33395197 83.80393000 -69.33395100 83.75434582 -69.32062716 83.75403300 -69.32054300 83.73470292 -69.32950154 83.71539306 -69.32421197,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07587_04_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004119190,HLA,0
KMK88-78,83.7708333333333,-69.3308333333333,C,0.550000011920929,0.5,160,in BSDL2451,KMK88 78,image,3,HST,hst_07587_04_wfpc2_f814w_wf,LMC-SN1987A,83.7337900791906,-69.3372721136521,50791.18071,50791.18997,400,OPTICAL,F814W,,,51156.57475,WFPC2/WFC,MARAN,7587,2013515692,POLYGON J2000 83.76689700 -69.35179900 83.77089147 -69.34994975 83.80486300 -69.33420600 83.80454991 -69.33412197 83.80455200 -69.33412100 83.76024134 -69.32221726 83.75496682 -69.32079715 83.75465400 -69.32071300 83.73532382 -69.32967209 83.71601467 -69.32438215 83.71570400 -69.32429700 83.70152190 -69.33074812 83.67647100 -69.32379800 83.63773700 -69.34119200 83.68708115 -69.35487048 83.68739000 -69.35495600 83.68753719 -69.35488999 83.73268900 -69.36715500 83.76646154 -69.35168212 83.76689700 -69.35179900 POLYGON J2000 83.72152457 -69.33629082 83.72612500 -69.33756500 83.72581400 -69.33748000 83.70183264 -69.33083368 83.72152457 -69.33629082,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07587_04_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004119194,HLA,0
"BRHT47b,KMK88-29,H88-171,",77.4291666666667,-68.8019444444444,C,0.800000011920929,0.6499999761581421,150,mP  & LOGLE160,BRHT47b,image,3,HST,hst_07553_5q_wfpc2_f606w_wf,PAR,77.4667989328531,-68.8146751615378,50592.88671,50592.89062,160,OPTICAL,F606W,,,50593.43424,WFPC2/WFC,MACKENTY,7553,2013514990,POLYGON J2000 77.50550448 -68.81761373 77.53346700 -68.82253900 77.56028700 -68.80265500 77.50522700 -68.79295300 77.50512217 -68.79303078 77.45488900 -68.78439600 77.43168825 -68.80203405 77.43119900 -68.80195100 77.40522800 -68.82197100 77.40538010 -68.82199682 77.45471374 -68.83036137 77.45699794 -68.83074816 77.46065900 -68.83136800 77.47389262 -68.82117618 77.49573800 -68.82496900 77.50550448 -68.81761373,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07553_5q_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004118492,HLA,2.40731120412648
LOGLE363,80.0166666666667,-69.2652777777778,C,0.30000001192092896,0.30000001192092896,0,mP,OGLE-CL LMC 363,image,3,HST,hst_07306_06_wfpc2_f814w_wf,STAR-0520-6915,80.0561668789781,-69.2568756832031,51281.16265,51281.21288,1020,OPTICAL,F814W,,,51647.66282,WFPC2/WFC,COOK,7306,2013509210,POLYGON J2000 80.02371340 -69.27499088 80.02376000 -69.27505900 80.02379854 -69.27505570 80.02398790 -69.27503950 80.07801874 -69.27040718 80.08047608 -69.27019606 80.08446800 -69.26985300 80.07699115 -69.25890989 80.10108300 -69.25692800 80.09586523 -69.24898186 80.12681800 -69.24650000 80.11304800 -69.22492400 80.11285598 -69.22493942 80.11281300 -69.22487200 80.05205308 -69.22973965 80.05186100 -69.22975500 80.05191481 -69.22983944 79.99668900 -69.23446400 80.00936964 -69.25347043 80.00883700 -69.25351600 80.02352500 -69.27500700 80.02371340 -69.27499088,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07306_06_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004112712,HLA,0.254396144369726
H88-281,80.0875,-69.2466666666667,CA,0.6499999761581421,0.5,100,,H88 281,image,3,HST,hst_07306_06_wfpc2_f814w_wf,STAR-0520-6915,80.0561668789781,-69.2568756832031,51281.16265,51281.21288,1020,OPTICAL,F814W,,,51647.66282,WFPC2/WFC,COOK,7306,2013509210,POLYGON J2000 80.02371340 -69.27499088 80.02376000 -69.27505900 80.02379854 -69.27505570 80.02398790 -69.27503950 80.07801874 -69.27040718 80.08047608 -69.27019606 80.08446800 -69.26985300 80.07699115 -69.25890989 80.10108300 -69.25692800 80.09586523 -69.24898186 80.12681800 -69.24650000 80.11304800 -69.22492400 80.11285598 -69.22493942 80.11281300 -69.22487200 80.05205308 -69.22973965 80.05186100 -69.22975500 80.05191481 -69.22983944 79.99668900 -69.23446400 80.00936964 -69.25347043 80.00883700 -69.25351600 80.02352500 -69.27500700 80.02371340 -69.27499088,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07306_06_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004112712,HLA,0
LOGLE363,80.0166666666667,-69.2652777777778,C,0.30000001192092896,0.30000001192092896,0,mP,OGLE-CL LMC 363,image,3,HST,hst_07306_06_wfpc2_f439w_wf,STAR-0520-6915,80.0599127262541,-69.2555089735784,51281.08071,51281.10617,1600,OPTICAL,F439W,,,51647.48382,WFPC2/WFC,COOK,7306,2013509204,POLYGON J2000 80.05214000 -69.22987500 80.05219376 -69.22995935 79.99696800 -69.23458300 80.00964897 -69.25358949 80.00911700 -69.25363500 80.02380400 -69.27512600 80.02403250 -69.27510645 80.07806381 -69.27047499 80.08052099 -69.27026391 80.08451200 -69.26992100 80.07703559 -69.25897779 80.10112700 -69.25699500 80.09590903 -69.24904937 80.12686200 -69.24656800 80.11309200 -69.22499200 80.05214000 -69.22987500,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07306_06_wfpc2_f439w_wf&size=ALL&format=jpeg&output_size=256,2004112706,HLA,0.5000252162502
H88-281,80.0875,-69.2466666666667,CA,0.6499999761581421,0.5,100,,H88 281,image,3,HST,hst_07306_06_wfpc2_f439w_wf,STAR-0520-6915,80.0599127262541,-69.2555089735784,51281.08071,51281.10617,1600,OPTICAL,F439W,,,51647.48382,WFPC2/WFC,COOK,7306,2013509204,POLYGON J2000 80.05214000 -69.22987500 80.05219376 -69.22995935 79.99696800 -69.23458300 80.00964897 -69.25358949 80.00911700 -69.25363500 80.02380400 -69.27512600 80.02403250 -69.27510645 80.07806381 -69.27047499 80.08052099 -69.27026391 80.08451200 -69.26992100 80.07703559 -69.25897779 80.10112700 -69.25699500 80.09590903 -69.24904937 80.12686200 -69.24656800 80.11309200 -69.22499200 80.05214000 -69.22987500,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07306_06_wfpc2_f439w_wf&size=ALL&format=jpeg&output_size=256,2004112706,HLA,0
LOGLE363,80.0166666666667,-69.2652777777778,C,0.30000001192092896,0.30000001192092896,0,mP,OGLE-CL LMC 363,image,3,HST,hst_07306_06_wfpc2_f555w_wf,STAR-0520-6915,80.0619278986652,-69.2581872558965,51281.21612,51281.28024,1620,OPTICAL,F555W,,,51647.66116,WFPC2/WFC,COOK,7306,2013509206,POLYGON J2000 80.00883700 -69.25351600 80.02352500 -69.27500700 80.02371167 -69.27499103 80.02380400 -69.27512600 80.02384333 -69.27512264 80.02403250 -69.27510645 80.07806381 -69.27047499 80.08052099 -69.27026391 80.08451200 -69.26992100 80.07703559 -69.25897779 80.10112700 -69.25699500 80.09590903 -69.24904937 80.12686200 -69.24656800 80.12677542 -69.24643247 80.11309200 -69.22499200 80.11289936 -69.22500747 80.11281300 -69.22487200 80.05186100 -69.22975500 80.05191481 -69.22983944 79.99668900 -69.23446400 80.00936964 -69.25347043 80.00883700 -69.25351600,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07306_06_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004112708,HLA,0.254396144369726
H88-281,80.0875,-69.2466666666667,CA,0.6499999761581421,0.5,100,,H88 281,image,3,HST,hst_07306_06_wfpc2_f555w_wf,STAR-0520-6915,80.0619278986652,-69.2581872558965,51281.21612,51281.28024,1620,OPTICAL,F555W,,,51647.66116,WFPC2/WFC,COOK,7306,2013509206,POLYGON J2000 80.00883700 -69.25351600 80.02352500 -69.27500700 80.02371167 -69.27499103 80.02380400 -69.27512600 80.02384333 -69.27512264 80.02403250 -69.27510645 80.07806381 -69.27047499 80.08052099 -69.27026391 80.08451200 -69.26992100 80.07703559 -69.25897779 80.10112700 -69.25699500 80.09590903 -69.24904937 80.12686200 -69.24656800 80.12677542 -69.24643247 80.11309200 -69.22499200 80.11289936 -69.22500747 80.11281300 -69.22487200 80.05186100 -69.22975500 80.05191481 -69.22983944 79.99668900 -69.23446400 80.00936964 -69.25347043 80.00883700 -69.25351600,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07306_06_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004112708,HLA,0
B165,22.7083333333333,-73.4347222222222,C,0.44999998807907104,0.44999998807907104,0,in BS186,Bruck 165,image,3,HST,hst_07282_79_wfpc2_f336w_wf,SMC8,22.7522964582894,-73.4282616728193,50908.51265,50908.51416,20,OPTICAL,F336W,,,51273.59255,WFPC2/WFC,SHARA,7282,2013509078,POLYGON J2000 22.75721700 -73.39771000 22.71683363 -73.41348009 22.71627600 -73.41336500 22.67088800 -73.43129000 22.67103492 -73.43132033 22.72699559 -73.44285546 22.72960731 -73.44339307 22.73377100 -73.44425000 22.75689571 -73.43512657 22.78161500 -73.44032100 22.79856908 -73.43375164 22.83017000 -73.44047000 22.87652600 -73.42273700 22.81430600 -73.40950200 22.81412445 -73.40957153 22.75721700 -73.39771000,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07282_79_wfpc2_f336w_wf&size=ALL&format=jpeg&output_size=256,2004112580,HLA,0
B165,22.7083333333333,-73.4347222222222,C,0.44999998807907104,0.44999998807907104,0,in BS186,Bruck 165,image,3,HST,hst_07282_79_wfpc2_f439w_wf,SMC8,22.7522964582894,-73.4282616728193,50908.51612,50908.51765,24,OPTICAL,F439W,,,51273.67888,WFPC2/WFC,SHARA,7282,2013509080,POLYGON J2000 22.72699559 -73.44285546 22.72960731 -73.44339307 22.73377100 -73.44425000 22.75689571 -73.43512657 22.78161500 -73.44032100 22.79856908 -73.43375164 22.83017000 -73.44047000 22.87652600 -73.42273700 22.81430600 -73.40950200 22.81412445 -73.40957153 22.75721700 -73.39771000 22.71683363 -73.41348009 22.71627600 -73.41336500 22.67088800 -73.43129000 22.67103492 -73.43132033 22.72699559 -73.44285546,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07282_79_wfpc2_f439w_wf&size=ALL&format=jpeg&output_size=256,2004112582,HLA,0
B165,22.7083333333333,-73.4347222222222,C,0.44999998807907104,0.44999998807907104,0,in BS186,Bruck 165,image,3,HST,hst_07282_79_wfpc2_f555w_wf,SMC8,22.7522964582894,-73.4282616728193,50908.51959,50908.52103,8,OPTICAL,F555W,,,51273.59704,WFPC2/WFC,SHARA,7282,2013509082,POLYGON J2000 22.78161500 -73.44032100 22.79856908 -73.43375164 22.83017000 -73.44047000 22.87652600 -73.42273700 22.81430600 -73.40950200 22.81412445 -73.40957153 22.75721700 -73.39771000 22.71683363 -73.41348009 22.71627600 -73.41336500 22.67088800 -73.43129000 22.67103492 -73.43132033 22.72699559 -73.44285546 22.72960731 -73.44339307 22.73377100 -73.44425000 22.75689571 -73.43512657 22.78161500 -73.44032100,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07282_79_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004112584,HLA,0
HW81,21.0416666666667,-73.1541666666667,CN,1.0,0.800000011920929,120,in DEMS161n,HW 81,image,3,HST,U40E010RR,NEB-012409-730917,21.03668924897,-73.16319952183,50745.0814,50745.08141,0.5,OPTICAL,F439W,EXT-MEDIUM;HII REGION,WFPC2 Imagery of the Dusty HII Region SMC N88A,51110.56755,WFPC2/PC,KURT,6839,2012800556,POLYGON GSC1  21.03471820 -73.16225300  21.01331545 -73.15426098  21.04087799 -73.14805922  21.06228457 -73.15605113  21.03471820 -73.16225300,http://archive.stsci.edu/hst/previews/U40E/U40E010RR_256.jpg,2003631591,DADS,0
HW81,21.0416666666667,-73.1541666666667,CN,1.0,0.800000011920929,120,in DEMS161n,HW 81,image,3,HST,U40E010LR,NEB-012409-730917,21.03668924897,-73.16319952183,50745.05571,50745.0564,60,OPTICAL,F555W,EXT-MEDIUM;HII REGION,WFPC2 Imagery of the Dusty HII Region SMC N88A,51110.55774,WFPC2/PC,KURT,6839,2012800550,POLYGON GSC1  21.03471820 -73.16225300  21.01331545 -73.15426098  21.04087799 -73.14805922  21.06228457 -73.15605113  21.03471820 -73.16225300,http://archive.stsci.edu/hst/previews/U40E/U40E010LR_256.jpg,2003631585,DADS,0
HW81,21.0416666666667,-73.1541666666667,CN,1.0,0.800000011920929,120,in DEMS161n,HW 81,image,3,HST,U40E010MR,NEB-012409-730917,21.03668924897,-73.16319952183,50745.05779,50745.05848,60,OPTICAL,F555W,EXT-MEDIUM;HII REGION,WFPC2 Imagery of the Dusty HII Region SMC N88A,51110.56458,WFPC2/PC,KURT,6839,2012800551,POLYGON GSC1  21.03471820 -73.16225300  21.01331545 -73.15426098  21.04087799 -73.14805922  21.06228457 -73.15605113  21.03471820 -73.16225300,http://archive.stsci.edu/hst/previews/U40E/U40E010MR_256.jpg,2003631586,DADS,0
HW81,21.0416666666667,-73.1541666666667,CN,1.0,0.800000011920929,120,in DEMS161n,HW 81,image,3,HST,hst_06839_51_wfpc2_f336w_wf,NEB-012409-730917,21.0680492193499,-73.1479627684809,51139.73697,51139.74229,300,OPTICAL,F336W,,,51504.96753,WFPC2/WFC,KURT,6839,2013504614,POLYGON J2000 20.99676900 -73.14735400 20.99705738 -73.14733906 21.00996500 -73.16709300 21.07614163 -73.16345881 21.07626900 -73.16364800 21.08409601 -73.16320671 21.15111600 -73.15941500 21.13651100 -73.13769400 21.09840079 -73.13985140 21.09289300 -73.13123300 21.06521716 -73.13272408 21.05837900 -73.12165600 20.98328900 -73.12556100 20.99676900 -73.14735400,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06839_51_wfpc2_f336w_wf&size=ALL&format=jpeg&output_size=256,2004108116,HLA,0
HW81,21.0416666666667,-73.1541666666667,CN,1.0,0.800000011920929,120,in DEMS161n,HW 81,image,3,HST,U40E010SR,NEB-012409-730917,21.03668924897,-73.16319952183,50745.08626,50745.08627,0.5,OPTICAL,F439W,EXT-MEDIUM;HII REGION,WFPC2 Imagery of the Dusty HII Region SMC N88A,51110.56642,WFPC2/PC,KURT,6839,2012800557,POLYGON GSC1  21.03471820 -73.16225300  21.01331545 -73.15426098  21.04087799 -73.14805922  21.06228457 -73.15605113  21.03471820 -73.16225300,http://archive.stsci.edu/hst/previews/U40E/U40E010SR_256.jpg,2003631592,DADS,0
BS176,21.0666666666667,-73.1663888888889,C,0.5,0.5,0,in H-A64,[BS95] 176,image,3,HST,hst_06535_03_wfpc2_f814w_wf,SMC-N88,21.0540060327935,-73.1593076102151,50691.43348,50691.54193,20,OPTICAL,F814W,,,51056.59896,WFPC2/WFC,HEYDARI-MALAYERI,6535,2013497832,POLYGON J2000 21.05058729 -73.17738355 21.05656000 -73.17740700 21.05656413 -73.17732304 21.12595300 -73.17741000 21.12624813 -73.15788031 21.12691900 -73.15788000 21.12683900 -73.13576800 21.12660125 -73.13576811 21.12660100 -73.13569800 21.05022500 -73.13571900 21.05022521 -73.13578902 21.05025859 -73.14697809 21.02002100 -73.14690500 21.01979660 -73.15506899 20.98099600 -73.15490500 20.97991500 -73.17702400 20.98015737 -73.17702504 20.98015400 -73.17709400 21.05034950 -73.17738261 21.05058729 -73.17738355,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06535_03_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004101334,HLA,0
HW82,21.1166666666667,-73.1708333333333,C,0.800000011920929,0.6000000238418579,40,in H-A64,HW 82,image,3,HST,hst_06535_03_wfpc2_f814w_wf,SMC-N88,21.0540060327935,-73.1593076102151,50691.43348,50691.54193,20,OPTICAL,F814W,,,51056.59896,WFPC2/WFC,HEYDARI-MALAYERI,6535,2013497832,POLYGON J2000 21.05058729 -73.17738355 21.05656000 -73.17740700 21.05656413 -73.17732304 21.12595300 -73.17741000 21.12624813 -73.15788031 21.12691900 -73.15788000 21.12683900 -73.13576800 21.12660125 -73.13576811 21.12660100 -73.13569800 21.05022500 -73.13571900 21.05022521 -73.13578902 21.05025859 -73.14697809 21.02002100 -73.14690500 21.01979660 -73.15506899 20.98099600 -73.15490500 20.97991500 -73.17702400 20.98015737 -73.17702504 20.98015400 -73.17709400 21.05034950 -73.17738261 21.05058729 -73.17738355,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06535_03_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004101334,HLA,0
HW81,21.0416666666667,-73.1541666666667,CN,1.0,0.800000011920929,120,in DEMS161n,HW 81,image,3,HST,hst_06535_03_wfpc2_f814w_wf,SMC-N88,21.0540060327935,-73.1593076102151,50691.43348,50691.54193,20,OPTICAL,F814W,,,51056.59896,WFPC2/WFC,HEYDARI-MALAYERI,6535,2013497832,POLYGON J2000 21.05058729 -73.17738355 21.05656000 -73.17740700 21.05656413 -73.17732304 21.12595300 -73.17741000 21.12624813 -73.15788031 21.12691900 -73.15788000 21.12683900 -73.13576800 21.12660125 -73.13576811 21.12660100 -73.13569800 21.05022500 -73.13571900 21.05022521 -73.13578902 21.05025859 -73.14697809 21.02002100 -73.14690500 21.01979660 -73.15506899 20.98099600 -73.15490500 20.97991500 -73.17702400 20.98015737 -73.17702504 20.98015400 -73.17709400 21.05034950 -73.17738261 21.05058729 -73.17738355,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06535_03_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004101334,HLA,0
HCD99-1,21.0583333333333,-73.17,C,0.33000001311302185,0.33000001311302185,0,in H-A64,,image,3,HST,hst_06535_03_wfpc2_f814w_wf,SMC-N88,21.0540060327935,-73.1593076102151,50691.43348,50691.54193,20,OPTICAL,F814W,,,51056.59896,WFPC2/WFC,HEYDARI-MALAYERI,6535,2013497832,POLYGON J2000 21.05058729 -73.17738355 21.05656000 -73.17740700 21.05656413 -73.17732304 21.12595300 -73.17741000 21.12624813 -73.15788031 21.12691900 -73.15788000 21.12683900 -73.13576800 21.12660125 -73.13576811 21.12660100 -73.13569800 21.05022500 -73.13571900 21.05022521 -73.13578902 21.05025859 -73.14697809 21.02002100 -73.14690500 21.01979660 -73.15506899 20.98099600 -73.15490500 20.97991500 -73.17702400 20.98015737 -73.17702504 20.98015400 -73.17709400 21.05034950 -73.17738261 21.05058729 -73.17738355,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06535_03_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004101334,HLA,0
HW81,21.0416666666667,-73.1541666666667,CN,1.0,0.800000011920929,120,in DEMS161n,HW 81,image,3,HST,hst_06535_03_wfpc2_f814w_pc,SMC-N88,21.0316838383722,-73.1503510579622,50691.43348,50691.54193,20,OPTICAL,F814W,,,51056.59896,WFPC2/PC,HEYDARI-MALAYERI,6535,2013497831,POLYGON J2000 21.02002100 -73.14690500 21.02001909 -73.14697440 21.01974300 -73.15701800 21.01998291 -73.15701858 21.01998100 -73.15708800 21.05489200 -73.15717100 21.05517600 -73.14705900 21.05493605 -73.14705844 21.05493800 -73.14698900 21.02002100 -73.14690500,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06535_03_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004101333,HLA,0
