#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Name, RA, Dec, M_V, logAge, elogAge, logMass, Source, AltName, Product Type, Calibration Level, Mission, Observation ID, Target Name, RA, Dec, Start Time, End Time, Exposure Time, Waveband, Filters, Target Classification, Observation Title, Release Date, Instrument, Principal Investigator, Proposal ID, Object ID, s_region, jpegURL, Product Group ID, Project, Distance (")
#@string, ra, dec, float, float, float, float, int, string, string, int, string, string, string, ra, dec, float, float, float, string, string, string, string, float, string, string, string, string, string, string, string, string, float
Name,RA,Dec,M_V,logAge,elogAge,logMass,Source,AltName,dataproduct_type,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_max,t_exptime,wavelength_region,filters,target_classification,obs_title,t_obs_release,instrument,proposal_pi,proposal_id,objID,s_region,jpegURL,obsid,project,distance
NGC1786,74.7829166666667,-67.7458333333333,-8.41,10.18,0.01,5.57,4,NA,image,3,HST,IB7781010,NGC1786,74.81133734706,-67.73093498111,55233.21,55233.22021,600,OPTICAL,F502N,GLOBULAR CLUSTER;STELLAR CLUSTER,Snapshot Survey for Planetary Nebulae in Local Group Globular Clusters,55233.45302,WFC3/UVIS,BOND,11714,2012906584,POLYGON 74.80298101 -67.70683556 74.76247143 -67.74911005 74.81965824 -67.75540785 74.85966225 -67.71279642 74.80298101 -67.70683556 74.80298101 -67.70683556,http://archive.stsci.edu/hst/previews/IB77/IB7781010_256.jpg,2003841220,DADS,0
NGC1786,74.7829166666667,-67.7458333333333,-8.41,10.18,0.01,5.57,4,NA,image,3,HST,IB7781020,NGC1786,74.81133734706,-67.73093498111,55233.21479,55233.22222,120,OPTICAL,F555W,GLOBULAR CLUSTER;STELLAR CLUSTER,Snapshot Survey for Planetary Nebulae in Local Group Globular Clusters,55233.45333,WFC3/UVIS,BOND,11714,2012906585,POLYGON 74.80298127 -67.70683552 74.7624713 -67.74910995 74.81965806 -67.75540783 74.85966245 -67.71279644 74.80298127 -67.70683552 74.80298127 -67.70683552,http://archive.stsci.edu/hst/previews/IB77/IB7781020_256.jpg,2003841221,DADS,0
NGC1786,74.7829166666667,-67.7458333333333,-8.41,10.18,0.01,5.57,4,NA,image,3,HST,IB7789010,NGC1786,74.77052346807,-67.72777765273,55182.33299,55182.33646,0,OPTICAL,F502N,GLOBULAR CLUSTER;STELLAR CLUSTER,Snapshot Survey for Planetary Nebulae in Local Group Globular Clusters,55182.44076,WFC3/UVIS,BOND,11714,2012906598,POLYGON 74.7631383 -67.70216317 74.71564137 -67.71532198 74.7780727 -67.75357492 74.8265373 -67.74047498 74.7631383 -67.70216317 74.7631383 -67.70216317,http://archive.stsci.edu/hst/previews/IB77/IB7789010_256.jpg,2003841234,DADS,0
NGC1786,74.7829166666667,-67.7458333333333,-8.41,10.18,0.01,5.57,4,NA,image,3,HST,IB7789020,NGC1786,74.77052346807,-67.72777765273,55182.33778,55182.34521,120,OPTICAL,F555W,GLOBULAR CLUSTER;STELLAR CLUSTER,Snapshot Survey for Planetary Nebulae in Local Group Globular Clusters,55182.44101,WFC3/UVIS,BOND,11714,2012906599,POLYGON 74.7631383 -67.70216317 74.71564137 -67.71532198 74.7780727 -67.75357492 74.8265373 -67.74047498 74.7631383 -67.70216317 74.7631383 -67.70216317,http://archive.stsci.edu/hst/previews/IB77/IB7789020_256.jpg,2003841235,DADS,0
NGC1786,74.7829166666667,-67.7458333333333,-8.41,10.18,0.01,5.57,4,NA,image,3,HST,ICB004030,NGC-1786,74.78170588442,-67.7455243222,56821.1231,56821.20106,400,OPTICAL,F438W,GLOBULAR CLUSTER;STELLAR CLUSTER,"Multiple populations in external globular glusters: the Fornax dSph, the LMC, and the SMC",57186.52277,WFC3/UVIS,MONELLI,13435,2012921200,POLYGON 74.77005021 -67.71996472 74.72379771 -67.73414688 74.79329379 -67.77093252 74.83864013 -67.7566753 74.77005021 -67.71996472 74.77005021 -67.71996472,http://archive.stsci.edu/hst/previews/ICB0/ICB004030_256.jpg,2003855836,DADS,0
NGC1786,74.7829166666667,-67.7458333333333,-8.41,10.18,0.01,5.57,4,NA,image,3,HST,ICB004040,NGC-1786,74.78184901776,-67.7449770283,56821.12723,56821.19693,2030,OPTICAL,F336W,GLOBULAR CLUSTER;STELLAR CLUSTER,"Multiple populations in external globular glusters: the Fornax dSph, the LMC, and the SMC",57186.52237,WFC3/UVIS,MONELLI,13435,2012921201,POLYGON 74.77019346 -67.71941744 74.72394212 -67.73359963 74.79343681 -67.77038522 74.83878201 -67.75612796 74.77019346 -67.71941744 74.77019346 -67.71941744,http://archive.stsci.edu/hst/previews/ICB0/ICB004040_256.jpg,2003855837,DADS,0
NGC1783,74.7833333333333,-65.9883333333333,-8.11,9.18,0.05,5.26,4,NA,image,3,HST,IBHY50040,NGC-1783,74.772375,-65.99486111111,55846.91556,55846.96029,3580,OPTICAL,F336W,EXT-CLUSTER;GLOBULAR CLUSTER,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56213.12824,WFC3/UVIS,GIRARDI,12257,2012910788,POLYGON 74.81561398 -65.96930496 74.70519963 -65.97615911 74.72912515 -66.02040772 74.8386358 -66.01412987 74.81561398 -65.96930496 74.81561398 -65.96930496,http://archive.stsci.edu/hst/previews/IBHY/IBHY50040_256.jpg,2003845424,DADS,0
NGC1783,74.7833333333333,-65.9883333333333,-8.11,9.18,0.05,5.26,4,NA,image,3,HST,J9ES07010,ESO085-SC029,74.78728625,-65.98634722222,53749.09978,53749.10951,680,OPTICAL,F435W,GLOBULAR CLUSTER;STELLAR CLUSTER,A Reference Database for Accurate Ages and Metallicities of Globular Clusters in the Magellanic Clouds,54114.26142,ACS/WFC,GOUDFROOIJ,10595,2012936726,POLYGON 74.75405586 -65.95734081 74.71398042 -65.9799999 74.82056711 -66.01593304 74.85800738 -65.99328753 74.75405586 -65.95734081 74.75405586 -65.95734081,http://archive.stsci.edu/hst/previews/J9ES/J9ES07010_256.jpg,2003871362,DADS,0
NGC1783,74.7833333333333,-65.9883333333333,-8.11,9.18,0.05,5.26,4,NA,image,3,HST,J9ES07020,ESO085-SC029,74.78728625,-65.98634722222,53749.11775,53749.12749,680,OPTICAL,F555W,GLOBULAR CLUSTER;STELLAR CLUSTER,A Reference Database for Accurate Ages and Metallicities of Globular Clusters in the Magellanic Clouds,54114.3052,ACS/WFC,GOUDFROOIJ,10595,2012936727,POLYGON 74.75405586 -65.95734081 74.71398042 -65.9799999 74.82056711 -66.01593304 74.85800738 -65.99328753 74.75405586 -65.95734081 74.75405586 -65.95734081,http://archive.stsci.edu/hst/previews/J9ES/J9ES07020_256.jpg,2003871363,DADS,0
NGC1783,74.7833333333333,-65.9883333333333,-8.11,9.18,0.05,5.26,4,NA,image,3,HST,J9ES07030,ESO085-SC029,74.78728625,-65.98634722222,53749.14627,53749.15601,680,OPTICAL,F814W,GLOBULAR CLUSTER;STELLAR CLUSTER,A Reference Database for Accurate Ages and Metallicities of Globular Clusters in the Magellanic Clouds,54114.31951,ACS/WFC,GOUDFROOIJ,10595,2012936728,POLYGON 74.75405586 -65.95734081 74.71398042 -65.9799999 74.82056711 -66.01593304 74.85800738 -65.99328753 74.75405586 -65.95734081 74.75405586 -65.95734081,http://archive.stsci.edu/hst/previews/J9ES/J9ES07030_256.jpg,2003871364,DADS,0
